"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38027","30863","336","0","0","24140","67843","19116","227","0","6180","1941","40761","50503","2102","93366"
"ALEXANDER","6791","10348","55","0","0","6347","21979","998","30","0","534","196","11226","12167","148","23541"
"ALLEGHANY","2884","2339","26","0","0","1853","6817","84","11","0","190","140","3339","3715","48","7102"
"ANSON","12064","2277","16","0","0","2549","7489","7549","36","0","1832","54","6871","8218","1817","16906"
"ASHE","5725","7671","47","0","0","4675","17725","95","21","0","277","135","8554","9508","56","18118"
"AVERY","1413","6807","45","0","0","3086","10991","86","26","0","248","69","5283","5984","84","11351"
"BEAUFORT","14168","10140","88","0","0","7574","22807","8214","33","0","916","251","14375","17122","473","31970"
"BERTIE","10519","1414","12","0","0","2082","4956","8496","19","0","556","21","6067","7576","384","14027"
"BLADEN","14074","2981","25","0","0","5032","12908","8265","373","0","566","256","10112","11879","121","22112"
"BRUNSWICK","26336","31706","305","0","0","28295","75100","8655","258","0","2629","768","39893","45714","1035","86642"
"BUNCOMBE","73089","45464","1099","0","0","62607","161299","10794","368","0","9798","2235","82194","97090","2975","182259"
"BURKE","19482","19603","230","0","0","16710","50460","3347","74","0","2144","496","26207","29568","250","56025"
"CABARRUS","38735","46191","565","0","0","35502","92636","20323","321","0","7713","2948","54580","64638","1775","120993"
"CALDWELL","15355","23559","311","0","0","13598","48554","2827","55","0","1387","574","24966","27611","246","52823"
"CAMDEN","2616","2063","35","0","0","2522","5939","1072","12","0","213","31","3463","3703","70","7236"
"CARTERET","13116","20738","211","0","0","15868","45438","2694","97","0","1704","364","23030","26081","822","49933"
"CASWELL","8345","3370","28","0","0","3275","9322","5285","19","0","392","80","6754","8097","167","15018"
"CATAWBA","27317","42563","323","0","0","28652","84308","9126","121","0","5300","1803","45392","52764","699","98855"
"CHATHAM","19915","12113","202","0","0","14849","37723","6237","95","0","3024","961","20798","24730","1551","47079"
"CHEROKEE","6623","9219","97","0","0","6560","21755","237","136","0","371","137","10521","11915","63","22499"
"CHOWAN","5107","2495","15","0","0","2483","6713","3141","10","0","236","34","4498","5534","68","10100"
"CLAY","2259","3358","36","0","0","2882","8321","41","15","0","158","39","4027","4459","49","8535"
"CLEVELAND","26734","18344","178","0","0","13987","44408","13220","77","0","1538","428","26633","32188","422","59243"
"COLUMBUS","21624","5870","51","0","0","7133","22016","10951","950","0","761","157","15563","18922","193","34678"
"CRAVEN","25097","22790","304","0","0","19278","48311","15554","136","0","3468","1130","30171","36383","915","67469"
"CUMBERLAND","94393","44859","754","0","0","51673","88951","80142","1987","0","20599","8572","83366","103283","5030","191679"
"CURRITUCK","4342","6098","116","0","0","7067","16054","994","49","0","526","111","8400","9040","183","17623"
"DARE","9283","8250","176","0","0","10072","26411","563","36","0","771","164","13192","14417","172","27781"
"DAVIDSON","27734","46268","384","0","0","25677","87486","9443","229","0","2905","1118","46345","53236","482","100063"
"DAVIE","5784","14640","84","0","0","7719","25362","1934","34","0","897","327","13099","15013","115","28227"
"DUPLIN","14535","7450","78","0","0","6701","18210","8937","43","0","1574","981","12583","15388","793","28764"
"DURHAM","118573","27711","873","0","0","59013","103001","80093","556","0","22520","5571","88022","112102","6046","206170"
"EDGECOMBE","27525","5919","59","0","0","4236","13819","23045","51","0","824","250","16496","20941","302","37739"
"FORSYTH","99900","73409","961","0","0","61104","154810","65725","455","0","14384","5889","103166","128342","3866","235374"
"FRANKLIN","18317","12067","175","0","0","9728","27349","11068","107","0","1763","605","18526","21056","705","40287"
"GASTON","44889","50098","508","0","0","35805","103198","21387","301","0","6414","2235","58310","70680","2310","131300"
"GATES","4734","1557","19","0","0","1889","5035","2844","10","0","310","28","3659","4262","278","8199"
"GRAHAM","2127","2710","19","0","0","1474","5880","3","315","0","132","42","3027","3242","61","6330"
"GRANVILLE","18786","8378","120","0","0","8152","21947","11910","78","0","1501","471","15749","18556","1131","35436"
"GREENE","6862","1868","25","0","0","2246","6421","4191","12","0","377","241","5044","5941","16","11001"
"GUILFORD","158299","91465","1495","0","0","85874","197231","115798","928","0","23176","5878","148729","185544","2860","337133"
"HALIFAX","25831","4354","72","0","0","7105","14809","20209","1104","0","1240","204","16291","20667","404","37362"
"HARNETT","26469","22785","399","0","0","17244","46508","15493","447","0","4449","2142","30102","36192","603","66897"
"HAYWOOD","17596","12039","162","0","0","11571","40125","440","98","0","705","253","19008","22124","236","41368"
"HENDERSON","17399","29792","341","0","0","29231","71368","2225","134","0","3036","1278","34883","41246","634","76763"
"HERTFORD","11027","1418","29","0","0","2111","4904","9200","104","0","377","55","6265","8215","105","14585"
"HOKE","14683","6093","129","0","0","8517","13309","11648","2133","0","2332","1409","13167","16210","45","29422"
"HYDE","2154","493","9","0","0","740","2479","845","3","0","69","17","1579","1786","31","3396"
"IREDELL","30992","45480","461","0","0","33426","91761","13273","209","0","5116","1968","51565","57810","984","110359"
"JACKSON","10073","6522","116","0","0","8917","21871","466","1484","0","1807","236","11307","13061","1260","25628"
"JOHNSTON","37540","42705","531","0","0","31144","86976","18192","318","0","6434","2746","51145","59434","1341","111920"
"JONES","3961","1668","26","0","0","1685","4647","2507","14","0","172","56","3381","3905","54","7340"
"LEE","14693","9241","116","0","0","8461","22993","7221","106","0","2191","1502","14694","17609","208","32511"
"LENOIR","21886","9150","81","0","0","7065","20794","16274","58","0","1056","349","16714","21151","317","38182"
"LINCOLN","14620","22177","168","0","0","14950","46974","3030","78","0","1833","890","24368","27022","525","51915"
"MACON","7005","9508","90","0","0","7562","23370","166","46","0","583","165","11084","12902","179","24165"
"MADISON","6748","4135","87","0","0","4932","15250","143","18","0","491","63","7544","7973","385","15902"
"MARTIN","10690","3144","45","0","0","3008","9142","7417","29","0","299","82","7574","9214","99","16887"
"MCDOWELL","9069","9980","95","0","0","8444","26250","846","22","0","470","211","12970","14618","0","27588"
"MECKLENBURG","290579","163738","3023","0","0","186616","369029","212137","1813","0","60977","20700","284912","347260","11784","643956"
"MITCHELL","1117","6714","23","0","0","2982","10630","25","13","0","168","57","5089","5694","53","10836"
"MONTGOMERY","7475","4471","34","0","0","3533","11372","3416","45","0","680","276","7113","8319","81","15513"
"MOORE","16795","25552","286","0","0","19441","51824","8005","309","0","1936","695","28272","33782","20","62074"
"NASH","33864","17995","152","0","0","11891","36133","25225","283","0","2261","751","28767","34751","384","63902"
"NEW HANOVER","51997","50165","1067","0","0","51870","125371","21271","341","0","8116","2088","69300","82181","3618","155099"
"NORTHAMPTON","10946","1297","14","0","0","2214","5570","8548","25","0","328","27","6308","7863","300","14471"
"ONSLOW","28173","33354","627","0","0","32267","68208","17623","318","0","8272","3888","42177","50857","1387","94421"
"ORANGE","50837","16645","603","0","0","37782","80060","12779","266","0","12762","2690","46505","56039","3323","105867"
"PAMLICO","4157","2809","23","0","0","2351","7265","1774","31","0","270","50","4308","4914","118","9340"
"PASQUOTANK","13667","5398","131","0","0","7900","15156","10605","55","0","1280","186","11993","14517","586","27096"
"PENDER","12984","13273","190","0","0","10187","28844","6412","64","0","1314","447","17015","19215","404","36634"
"PERQUIMANS","4375","2437","35","0","0","2879","7210","2352","14","0","150","40","4503","5203","20","9726"
"PERSON","12612","6048","80","0","0","6729","17554","7092","114","0","709","228","11552","13722","195","25469"
"PITT","54824","29857","562","0","0","28845","68473","39422","216","0","5977","1612","49809","62755","1524","114088"
"POLK","4560","5228","70","0","0","5278","14017","730","11","0","378","151","6896","8162","78","15136"
"RANDOLPH","19977","43928","329","0","0","24092","79144","5607","269","0","3306","1823","41017","46814","495","88326"
"RICHMOND","17766","5218","63","0","0","6452","18373","9852","364","0","910","270","13313","15990","196","29499"
"ROBESON","50775","8569","156","0","0","12965","22686","21156","25450","0","3173","881","31433","40711","321","72465"
"ROCKINGHAM","24421","19249","184","0","0","14118","44268","11775","110","0","1819","549","26482","31489","1","57972"
"ROWAN","28816","36241","263","0","0","24407","70552","15870","162","0","3143","1194","41415","47635","677","89727"
"RUTHERFORD","16440","14797","161","0","0","11653","37207","4519","57","0","1268","430","19614","22932","505","43051"
"SAMPSON","16790","13057","85","0","0","6207","22255","11400","521","0","1963","1027","16036","19670","433","36139"
"SCOTLAND","13208","3306","45","0","0","5277","10690","8852","1418","0","876","148","9223","12298","315","21836"
"STANLY","12036","16845","105","0","0","10054","33520","4234","69","0","1217","212","18102","20555","383","39040"
"STOKES","8455","14250","138","0","0","7096","27951","1303","58","0","627","219","14078","15841","20","29939"
"SURRY","15079","17412","136","0","0","10255","39818","1764","54","0","1246","684","19405","23191","286","42882"
"SWAIN","4145","2520","33","0","0","3313","7923","100","1779","0","209","47","4693","5301","17","10011"
"TRANSYLVANIA","6886","7873","109","0","0","8960","22249","885","47","0","647","146","10967","12528","333","23828"
"TYRRELL","1531","309","4","0","0","556","1526","794","6","0","74","23","1102","1280","18","2400"
"UNION","38408","59491","555","0","0","41585","113922","17391","353","0","8373","4003","65800","73305","934","140039"
"VANCE","20058","4132","53","0","0","4920","12856","15273","46","0","988","297","12790","16017","356","29163"
"WAKE","249111","179725","3620","0","0","210355","440048","132779","1575","0","68409","17108","291757","336953","14101","642811"
"WARREN","9490","1616","34","0","0","2079","5264","7017","563","0","375","32","5986","7111","122","13219"
"WASHINGTON","6040","1031","18","0","0","1373","3944","4328","9","0","181","32","3717","4698","47","8462"
"WATAUGA","11674","13822","465","0","0","17437","40580","858","60","0","1900","722","20572","22543","283","43398"
"WAYNE","32977","22892","221","0","0","15950","42736","24808","141","0","4355","1538","31932","38951","1157","72040"
"WILKES","10491","21042","115","0","0","9371","38476","1677","31","0","835","466","19130","21605","284","41019"
"WILSON","29604","13269","117","0","0","11065","28816","22671","83","0","2485","770","23854","29649","552","54055"
"YADKIN","4406","13014","65","0","0","5832","21909","731","30","0","647","406","10926","12134","257","23317"
"YANCEY","5370","4768","37","0","0","3187","13035","86","21","0","220","54","6313","6927","122","13362"
