"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","40354","30069","101","0","0","18607","67825","17664","177","0","1189","1014","39500","49070","0","89131"
"ALEXANDER","8166","10530","28","0","0","5027","22302","1078","25","0","148","124","11305","12327","0","23751"
"ALLEGHANY","3504","2252","13","0","0","1413","6966","78","7","0","41","74","3345","3804","0","7182"
"ANSON","12119","2279","5","0","0","1849","8217","7713","35","0","65","25","7167","8853","0","16252"
"ASHE","7617","8666","21","0","0","4166","20121","108","11","0","89","84","9557","10873","0","20470"
"AVERY","1643","7309","11","0","0","2648","11331","57","19","0","55","52","5447","6087","0","11611"
"BEAUFORT","16111","9449","12","0","0","5687","22521","8135","31","0","224","133","13881","17123","0","31259"
"BERTIE","11228","1361","8","0","0","1401","5265","8348","19","0","28","17","5945","7878","0","13998"
"BLADEN","15320","2959","3","0","0","3446","12944","8067","217","0","134","121","9705","11940","0","21728"
"BRUNSWICK","28632","27265","80","0","0","18998","65425","7801","211","0","559","430","34742","39617","0","74975"
"BUNCOMBE","76867","47874","232","0","0","48343","155595","10221","335","0","2883","1283","78128","93014","0","173316"
"BURKE","22964","20044","66","0","0","13703","51731","3417","65","0","654","293","26354","30221","0","56777"
"CABARRUS","38857","43048","138","0","0","25982","87044","16048","232","0","1522","1597","49021","57881","0","108025"
"CALDWELL","18066","23440","68","0","0","10687","48466","2699","50","0","392","294","24438","27604","0","52261"
"CAMDEN","3163","1905","7","0","0","2084","5881","1111","14","0","57","20","3418","3686","0","7159"
"CARTERET","15681","19008","44","0","0","12132","43153","2536","85","0","325","197","21708","24573","0","46865"
"CASWELL","9378","3109","11","0","0","2633","9329","5544","14","0","82","45","6765","8267","0","15131"
"CATAWBA","32136","44978","84","0","0","24708","89362","8671","109","0","1387","978","46745","54697","0","101906"
"CHATHAM","20352","10767","41","0","0","10474","33785","6069","70","0","513","463","18804","22126","0","41634"
"CHEROKEE","7331","8547","20","0","0","4759","20104","199","112","0","78","70","9624","11000","0","20657"
"CHOWAN","5998","2394","4","0","0","2079","6920","3337","12","0","53","25","4666","5737","0","10475"
"CLAY","2872","3377","9","0","0","2347","8458","26","13","0","27","27","4041","4519","0","8605"
"CLEVELAND","30803","18929","47","0","0","11460","47022","12872","84","0","343","312","27562","33437","0","61239"
"COLUMBUS","24911","5724","18","0","0","5986","23822","11334","988","0","173","95","16467","20088","0","36639"
"CRAVEN","28101","22374","47","0","0","15413","48211","15161","107","0","1042","757","29599","35758","0","65935"
"CUMBERLAND","101100","47710","202","0","0","44311","96646","77263","1993","0","9582","7283","85419","104956","0","193323"
"CURRITUCK","5365","5165","29","0","0","5541","14652","973","53","0","149","85","7593","8368","0","16100"
"DARE","10318","7648","38","0","0","8080","24926","507","37","0","237","115","12375","13628","0","26084"
"DAVIDSON","33765","46443","137","0","0","20162","89186","9157","235","0","909","691","46726","53653","0","100507"
"DAVIE","6365","14434","23","0","0","5644","24211","1772","28","0","201","188","12325","14089","0","26466"
"DUPLIN","15874","6758","12","0","0","5454","18404","8780","39","0","331","440","12168","15413","0","28098"
"DURHAM","111558","28201","215","0","0","42007","95953","70846","419","0","3827","3030","78626","100186","0","181981"
"EDGECOMBE","28347","5682","9","0","0","3162","14446","22101","43","0","208","88","15892","21062","0","37200"
"FORSYTH","103196","74264","239","0","0","46338","153767","60793","374","0","3594","2976","98556","123560","0","224037"
"FRANKLIN","18802","10903","37","0","0","6755","25167","10208","96","0","432","363","16725","19431","0","36497"
"GASTON","48411","49198","131","0","0","28838","103884","18651","257","0","1187","1225","56096","69171","0","126578"
"GATES","5025","1477","3","0","0","1536","4992","2792","3","0","44","13","3571","4264","0","8041"
"GRAHAM","2524","2833","3","0","0","1198","6180","1","289","0","44","36","3147","3401","0","6558"
"GRANVILLE","19691","7992","33","0","0","5764","21188","11228","77","0","350","283","14578","18059","0","33480"
"GREENE","7485","1817","6","0","0","1555","6517","4137","13","0","91","107","4850","6006","0","10863"
"GUILFORD","172328","100597","346","0","0","72012","218775","110348","922","0","5239","3312","152479","192095","0","345283"
"HALIFAX","26739","4744","24","0","0","4904","15420","19011","1023","0","237","103","15496","20681","0","36411"
"HARNETT","28296","20538","109","0","0","12202","44189","13849","406","0","1128","1119","27436","33516","0","61145"
"HAYWOOD","20409","11901","27","0","0","9258","40572","406","92","0","200","201","19113","22373","0","41595"
"HENDERSON","19180","31469","77","0","0","24229","70605","2019","123","0","852","767","34281","40183","0","74955"
"HERTFORD","11620","1787","6","0","0","1465","5519","8987","86","0","86","35","6266","8551","0","14878"
"HOKE","14097","5224","21","0","0","6308","12076","10044","1992","0","1027","903","11366","14228","0","25650"
"HYDE","2694","494","2","0","0","529","2654","1008","7","0","12","8","1683","2017","0","3719"
"IREDELL","34397","41841","102","0","0","24593","85252","11952","158","0","996","1106","46742","53354","0","100933"
"JACKSON","11938","6985","18","0","0","7419","23414","463","1425","0","191","158","12036","13755","0","26360"
"JOHNSTON","39000","37274","104","0","0","22182","79450","15286","270","0","1735","1124","45012","52943","0","98560"
"JONES","4575","1439","10","0","0","1263","4586","2571","11","0","44","29","3326","3907","0","7287"
"LEE","16343","9248","28","0","0","6713","24073","6817","95","0","648","825","14609","17610","0","32332"
"LENOIR","23513","8792","17","0","0","5301","21433","15450","57","0","303","178","16328","21167","0","37623"
"LINCOLN","17082","20910","30","0","0","11407","45458","2768","65","0","439","510","23176","26031","0","49429"
"MACON","8414","9770","12","0","0","6038","23584","182","39","0","120","96","11130","13005","0","24234"
"MADISON","7672","4463","18","0","0","3709","15405","123","24","0","79","38","7569","8102","0","15862"
"MARTIN","12247","2935","8","0","0","2449","9644","7740","37","0","98","51","7720","9873","0","17639"
"MCDOWELL","10907","9713","17","0","0","6798","26136","845","18","0","201","127","12754","14676","0","27435"
