"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38326","36315","690","0","0","36456","73907","22759","277","8","14836","5161","46801","57096","7890","111787"
"ALEXANDER","4670","11889","126","0","0","8158","21941","953","31","2","1916","416","11356","12103","1384","24843"
"ALLEGHANY","1962","3079","38","0","0","2548","6846","70","7","0","704","201","3434","3669","524","7627"
"ANSON","9093","2928","43","0","0","3753","6649","6392","29","0","2747","97","6005","7291","2521","15817"
"ASHE","4183","8960","103","0","0","6495","18262","117","25","1","1336","283","8937","9879","925","19741"
"AVERY","1348","7150","57","0","0","3819","11292","52","20","0","1010","85","5546","6081","747","12374"
"BEAUFORT","10797","12103","129","0","0","9745","23002","7069","37","2","2664","507","14053","16666","2055","32774"
"BERTIE","8161","1662","39","0","0","2945","4608","7418","20","1","760","45","5447","6727","633","12807"
"BLADEN","9706","5102","76","0","0","6984","12428","7480","384","2","1574","482","9643","11433","792","21868"
"BRUNSWICK","27275","48589","661","0","0","44926","100746","8793","380","5","11527","1680","52032","59931","9488","121451"
"BUNCOMBE","75232","45864","1711","0","0","82154","170597","10455","359","39","23511","4620","87881","102875","14205","204961"
"BURKE","14229","23027","355","0","0","20646","49179","3131","90","0","5857","1166","25916","28771","3570","58257"
"CABARRUS","44219","51366","1215","0","0","54502","97695","29699","385","8","23515","6297","63933","75003","12366","151302"
"CALDWELL","10429","26258","374","0","0","16912","46803","2659","75","0","4436","1025","24259","26646","3068","53973"
"CAMDEN","1473","2911","67","0","0","3445","6445","912","9","1","529","43","3598","3916","382","7896"
"CARTERET","9760","24281","313","0","0","18679","46211","2191","93","10","4528","596","23175","26213","3645","53033"
"CASWELL","6494","4030","49","0","0","4705","9401","4712","22","1","1142","197","6732","7687","859","15278"
"CATAWBA","21644","47373","628","0","0","39064","85925","8819","140","3","13822","4097","47924","53762","7023","108709"
"CHATHAM","21229","14069","325","0","0","23094","44007","6007","123","1","8579","2021","24659","28742","5316","58717"
"CHEROKEE","3828","11142","136","0","0","7403","20968","246","126","0","1169","199","10609","11509","391","22509"
"CHOWAN","3797","2876","35","0","0","3121","6366","2784","12","2","665","72","4260","5260","309","9829"
"CLAY","1543","4460","64","0","0","3351","8855","42","17","0","504","79","4322","4720","376","9418"
"CLEVELAND","21405","25274","385","0","0","19939","47228","13408","95","4","6268","836","28736","33638","4629","67003"
"COLUMBUS","15360","10072","104","0","0","10626","22025","10359","939","0","2839","398","15596","18474","2092","36162"
"CRAVEN","20157","26332","534","0","0","23566","49476","13834","165","8","7106","1746","30467","36386","3736","70589"
"CUMBERLAND","87837","47894","1667","0","0","67831","83807","81881","2248","54","37239","11992","81673","103067","20489","205229"
"CURRITUCK","3381","9198","211","0","0","9165","19183","1103","44","2","1623","191","10155","10734","1066","21955"
"DARE","7615","10545","233","0","0","12462","27843","516","36","1","2459","279","13831","15282","1742","30855"
"DAVIDSON","22386","54818","643","0","0","35600","91216","10270","249","5","11707","2562","49578","56214","7655","113447"
"DAVIE","4962","16237","162","0","0","10308","26861","1922","39","1","2846","696","14229","15725","1715","31669"
"DUPLIN","11787","9420","117","0","0","9388","18296","8187","59","1","4169","1900","13060","15418","2234","30712"
"DURHAM","125963","24524","1275","0","0","80718","111902","75430","584","23","44541","10228","92860","117375","22245","232480"
"EDGECOMBE","21679","6487","102","0","0","6152","12162","19751","67","1","2439","510","14152","18641","1627","34420"
"FORSYTH","103217","73016","1656","0","0","88082","160286","68562","522","23","36578","12057","110130","134805","21036","265971"
"FRANKLIN","16966","15422","355","0","0","16135","31397","11600","145","3","5733","1455","20863","23814","4201","48878"
"GASTON","41753","59698","1133","0","0","50196","107272","26221","341","4","18942","4881","65065","76603","11112","152780"
"GATES","3653","2012","32","0","0","2472","5051","2508","15","0","595","49","3559","4099","511","8169"
"GRAHAM","1277","2961","32","0","0","1781","5508","8","266","1","268","26","2849","3022","180","6051"
"GRANVILLE","16666","10744","186","0","0","12164","23636","11736","86","3","4299","1026","16668","19397","3695","39760"
"GREENE","5066","2410","24","0","0","3183","5871","3745","12","0","1055","424","4614","5575","494","10683"
"GUILFORD","160210","90136","2204","0","0","119442","194372","124461","976","11","52172","12285","156626","195554","19812","371992"
"HALIFAX","21624","4999","106","0","0","9767","14038","18766","1087","0","2605","262","15519","19148","1829","36496"
"HARNETT","24407","29315","740","0","0","26651","50782","16804","474","15","13038","4352","33924","40209","6980","81113"
"HAYWOOD","13304","15777","344","0","0","16135","42140","465","120","0","2835","503","20500","23488","1572","45560"
"HENDERSON","17538","31988","606","0","0","37032","76175","2389","145","3","8452","2324","37610","44691","4863","87164"
"HERTFORD","9553","1561","39","0","0","3205","4630","8778","96","2","852","99","6035","7788","535","14358"
"HOKE","14173","7280","305","0","0","11140","13140","12470","2026","13","5249","2265","14389","17415","1094","32898"
"HYDE","1396","614","19","0","0","1028","2273","575","1","0","208","50","1361","1539","157","3057"
"IREDELL","28235","55037","864","0","0","48723","104034","14258","217","2","14348","3984","58806","65396","8657","132859"
"JACKSON","9004","8221","224","0","0","11550","23926","622","1491","3","2957","641","12703","14268","2028","28999"
"JOHNSTON","40249","55859","1160","0","0","50316","101263","23980","425","13","21903","7232","65008","74725","7851","147584"
"JONES","2676","2146","38","0","0","2061","4306","2079","13","0","523","77","2997","3525","399","6921"
"LEE","13106","11697","249","0","0","13426","25079","7261","154","7","5977","3023","16330","19471","2677","38478"
"LENOIR","16913","10065","141","0","0","9102","18461","14395","61","3","3301","676","14984","18772","2465","36221"
"LINCOLN","12299","30536","432","0","0","21813","55261","3435","87","0","6297","1845","29198","31736","4146","65080"
"MACON","5483","12101","169","0","0","9735","25281","181","60","2","1964","427","12700","14393","395","27488"
"MADISON","5427","4689","120","0","0","6575","15296","141","29","0","1345","169","7575","8040","1196","16811"
"MARTIN","8321","3505","48","0","0","4282","8673","6558","26","0","899","154","6933","8631","592","16156"
"MCDOWELL","6223","12576","168","0","0","10420","26781","802","37","1","1766","508","13437","14844","1106","29387"
"MECKLENBURG","334607","162380","6024","0","0","284046","407855","244363","2131","41","132667","41040","333976","399281","53800","787057"
"MITCHELL","1109","6542","48","0","0","3388","10005","39","12","0","1031","115","4954","5429","704","11087"
"MONTGOMERY","5833","6140","89","0","0","5030","11960","3179","46","0","1907","708","7635","8536","921","17092"
"MOORE","15864","30603","600","0","0","26968","59392","7725","351","5","6562","1587","32627","38408","3000","74035"
"NASH","30327","19464","312","0","0","17516","34391","26594","348","4","6282","1565","28866","35120","3633","67619"
"NEW HANOVER","51436","53805","1502","0","0","69621","135921","19667","385","12","20379","3612","73843","86644","15877","176364"
"NORTHAMPTON","8416","1568","43","0","0","3188","5185","7335","33","0","662","53","5758","6833","624","13215"
"ONSLOW","23866","43100","1564","0","0","43027","76477","17524","405","21","17130","5915","47292","55709","8556","111557"
"ORANGE","50736","13878","613","0","0","42700","75710","11653","258","1","20305","3922","45021","53117","9789","107927"
"PAMLICO","2892","3726","50","0","0","2795","7366","1393","25","0","679","85","4215","4780","468","9463"
"PASQUOTANK","10869","6968","196","0","0","9726","15832","9367","39","1","2520","341","11919","14200","1640","27759"
"PENDER","11390","18382","393","0","0","16014","35694","5906","114","3","4462","1077","20480","22800","2899","46179"
"PERQUIMANS","3156","3330","59","0","0","3450","7385","2036","21","2","551","49","4452","5116","427","9995"
"PERSON","10218","7895","126","0","0","9142","17910","6893","122","4","2452","433","11867","13858","1656","27381"
"PITT","49118","29847","743","0","0","36628","63372","39776","241","2","12945","2874","47865","60277","8194","116336"
"POLK","3739","5960","110","0","0","6252","14245","599","11","1","1205","230","7200","8392","469","16061"
"RANDOLPH","16200","49373","609","0","0","28691","78394","5899","303","4","10273","3268","42296","47203","5374","94873"
"RICHMOND","12344","6984","116","0","0","8104","16355","8587","382","0","2224","443","12041","14320","1187","27548"
"ROBESON","36578","12255","208","0","0","21238","19982","18478","24317","8","7494","1827","30182","37811","2286","70279"
"ROCKINGHAM","18888","23733","314","0","0","18001","42541","11118","101","0","7176","1065","27476","32240","1220","60936"
"ROWAN","23918","41083","574","0","0","30781","70558","15487","195","5","10111","2555","41912","47798","6646","96356"
"RUTHERFORD","11196","19446","242","0","0","14950","37405","4114","62","0","4253","763","19959","22914","2961","45834"
"SAMPSON","13588","15067","178","0","0","8965","22115","10276","538","0","4869","2480","16387","19589","1822","37798"
"SCOTLAND","10012","4195","74","0","0","6264","9348","7776","1593","5","1823","180","8411","10839","1295","20545"
"STANLY","9028","20406","192","0","0","13543","33634","4356","84","2","5093","529","18498","20817","3854","43169"
"STOKES","5896","16740","177","0","0","9311","27664","1184","51","0","3225","377","15230","16659","235","32124"
"SURRY","10412","21605","212","0","0","14947","40343","1734","51","1","5047","1837","20734","23588","2854","47176"
"SWAIN","3116","2972","63","0","0","3719","7556","97","1573","1","643","75","4457","5063","350","9870"
"TRANSYLVANIA","6057","8496","157","0","0","11517","23405","779","48","0","1995","204","11519","13276","1432","26227"
"TYRRELL","1077","429","8","0","0","754","1402","641","4","0","221","35","1001","1104","163","2268"
"UNION","38638","67134","1073","0","0","58756","120693","18863","460","6","25579","7599","72676","81013","11912","165601"
"VANCE","17164","4868","98","0","0","6490","11477","14380","55","1","2707","660","11870","15098","1652","28620"
"WAKE","289114","180393","6520","0","0","321751","494597","146556","1991","39","154595","31718","338659","388066","71053","797778"
"WARREN","8125","2152","43","0","0","2736","5282","6355","536","1","882","101","5673","6776","607","13056"
"WASHINGTON","4898","1328","20","0","0","1833","3665","3891","11","0","512","61","3445","4312","322","8079"
"WATAUGA","11542","12685","427","0","0","19405","38610","863","62","4","4520","1129","19205","21937","2917","44059"
"WAYNE","28377","25114","421","0","0","20741","41427","23910","129","2","9185","2691","31503","37848","5302","74653"
"WILKES","7589","23675","203","0","0","12347","38488","1581","54","0","3691","851","19445","21496","2873","43814"
"WILSON","25945","13726","226","0","0","15131","27038","22123","103","0","5764","1573","23088","29126","2814","55028"
"YADKIN","3305","14042","128","0","0","7212","21674","727","29","0","2257","850","11168","12143","1376","24687"
"YANCEY","4178","5432","70","0","0","4675","13249","73","21","1","1011","110","6562","7083","710","14355"
