"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","40520","29978","79","0","0","18136","67564","17555","171","0","1157","979","39342","48805","0","88713"
"ALEXANDER","8286","10573","26","0","0","4902","22336","1087","26","0","143","120","11299","12368","0","23787"
"ALLEGHANY","3538","2246","6","0","0","1352","6942","77","7","0","35","59","3340","3768","0","7142"
"ANSON","12449","2344","4","0","0","1900","8440","7925","39","0","67","22","7346","9111","0","16697"
"ASHE","7650","8688","15","0","0","4077","20086","105","11","0","88","78","9550","10841","0","20430"
"AVERY","1627","7300","7","0","0","2598","11251","57","19","0","53","49","5421","6031","0","11532"
"BEAUFORT","16240","9392","8","0","0","5503","22364","8187","33","0","217","124","13855","17036","0","31143"
"BERTIE","11268","1353","4","0","0","1382","5271","8353","19","0","28","17","5935","7896","0","14007"
"BLADEN","15418","2922","0","0","0","3376","12910","8085","219","0","131","119","9682","11951","0","21716"
"BRUNSWICK","28452","26862","59","0","0","18201","64158","7704","162","0","546","402","34079","38881","0","73574"
"BUNCOMBE","76504","47848","163","0","0","46831","153818","10111","335","0","2778","1222","77141","92003","0","171346"
"BURKE","22919","20030","47","0","0","13197","51228","3407","65","0","625","274","26064","29920","0","56193"
"CABARRUS","38682","42837","108","0","0","25011","86157","15693","226","0","1431","1498","48429","57062","0","106638"
"CALDWELL","18043","23376","50","0","0","10379","48087","2691","48","0","366","272","24297","27334","0","51848"
"CAMDEN","3152","1871","6","0","0","2020","5773","1115","13","0","56","18","3368","3627","0","7049"
"CARTERET","15642","18848","35","0","0","11754","42629","2509","82","0","314","192","21413","24285","0","46279"
"CASWELL","9420","3065","8","0","0","2571","9261","5548","14","0","78","44","6744","8221","0","15064"
"CATAWBA","32155","45092","65","0","0","24209","89115","8647","106","0","1324","911","46608","54451","0","101521"
"CHATHAM","20371","10685","30","0","0","10193","33450","6102","67","0","491","435","18690","21873","0","41279"
"CHEROKEE","7269","8422","14","0","0","4569","19743","195","105","0","78","69","9454","10792","0","20274"
"CHOWAN","6066","2394","4","0","0","2063","6979","3326","13","0","53","25","4704","5751","0","10527"
"CLAY","2846","3350","5","0","0","2178","8248","27","10","0","27","23","3940","4402","0","8379"
"CLEVELAND","31068","18960","38","0","0","11208","47030","12923","82","0","340","310","27645","33387","0","61274"
"COLUMBUS","25093","5679","16","0","0","5861","23868","11311","986","0","166","92","16461","20105","0","36649"
"CRAVEN","28040","22216","33","0","0","14915","47698","14997","108","0","1012","722","29322","35330","0","65204"
"CUMBERLAND","100596","47436","153","0","0","42906","95895","76200","1945","0","9219","7011","84421","103681","0","191091"
"CURRITUCK","5335","5035","20","0","0","5364","14326","964","53","0","139","81","7414","8199","0","15754"
"DARE","10723","7941","24","0","0","8299","25807","525","38","0","242","113","12774","14133","0","26987"
"DAVIDSON","33912","46277","99","0","0","19450","88551","9081","230","0","861","655","46423","53188","0","99738"
"DAVIE","6336","14429","22","0","0","5497","24050","1757","29","0","198","184","12267","13972","0","26284"
"DUPLIN","15860","6712","8","0","0","5345","18312","8741","39","0","293","395","12076","15326","0","27925"
"DURHAM","111481","28164","167","0","0","41296","95061","70911","401","0","3717","2997","78239","99635","0","181108"
"EDGECOMBE","28353","5645","8","0","0","3068","14429","21994","47","0","202","78","15848","20976","0","37074"
"FORSYTH","102579","74161","167","0","0","44968","152634","59988","369","0","3379","2789","97648","122302","0","221875"
"FRANKLIN","18955","10956","25","0","0","6636","25155","10288","96","0","421","357","16741","19476","0","36572"
"GASTON","48448","48975","95","0","0","27845","102995","18450","253","0","1090","1158","55527","68525","0","125363"
