"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38751","33596","527","10","7","30610","72998","21474","269","0","8760","3459","45263","55370","2868","103501"
"ALEXANDER","6077","10989","91","0","3","7507","22665","1011","38","0","953","276","11693","12557","417","24667"
"ALLEGHANY","2598","2664","33","1","0","2211","7067","79","11","0","350","179","3509","3837","161","7507"
"ANSON","11592","2530","25","3","25","3330","7396","7599","35","0","2475","69","6985","8299","2221","17505"
"ASHE","5293","8248","69","1","0","5705","18632","113","18","0","553","199","9055","10062","199","19316"
"AVERY","1462","7024","50","0","0","3522","11540","84","24","0","410","93","5572","6331","155","12058"
"BEAUFORT","13244","10973","88","1","6","9312","23586","8276","49","0","1713","390","14924","17582","1118","33624"
"BERTIE","10061","1556","27","1","0","2587","4989","8658","20","0","565","31","6174","7677","381","14232"
"BLADEN","12543","4131","41","1","1","6603","13494","8553","444","0","829","379","10659","12474","187","23320"
"BRUNSWICK","27518","38776","397","8","6","36460","87952","9064","301","0","5848","1137","46339","53628","3198","103165"
"BUNCOMBE","76645","46476","1465","78","9","74675","171944","11105","409","0","15890","3465","88730","104098","6520","199348"
"BURKE","18020","21144","279","8","7","19358","52045","3509","93","0","3169","823","27492","30773","551","58816"
"CABARRUS","42063","49691","820","21","14","45624","99472","25210","366","0","13185","4771","61484","72562","4187","138233"
"CALDWELL","13913","24854","364","6","7","15882","50221","2877","73","0","1855","789","26051","28520","455","55026"
"CAMDEN","2197","2525","51","0","1","3199","6529","1108","12","0","324","37","3841","4029","103","7973"
"CARTERET","11973","22666","259","2","1","18248","47850","2691","100","0","2508","490","24234","27352","1563","53149"
"CASWELL","7864","3384","36","0","2","4543","9836","5334","21","0","638","146","7177","8356","296","15829"
"CATAWBA","25345","45188","418","4","9","34939","88291","9463","140","0","8009","2830","48642","55484","1777","105903"
"CHATHAM","21163","13303","242","13","7","19845","42363","6496","113","0","5601","1583","23677","27814","3082","54573"
"CHEROKEE","5532","10139","130","1","1","7631","22543","257","141","0","493","179","11021","12347","66","23434"
"CHOWAN","4829","2675","23","1","0","2839","6767","3222","12","0","366","50","4594","5656","117","10367"
"CLAY","1837","3681","49","2","1","3150","8373","45","17","0","285","57","4089","4489","142","8720"
"CLEVELAND","25544","21367","257","5","3","17777","48064","13958","93","0","2838","608","29158","34536","1259","64953"
"COLUMBUS","20585","7388","62","2","1","9778","23641","11890","1058","0","1227","289","17064","20362","390","37816"
"CRAVEN","23190","24625","387","4","6","22036","50123","15433","166","0","4526","1544","31445","37484","1319","70248"
"CUMBERLAND","99640","50263","1246","12","18","69522","97164","90341","2431","0","30765","12242","93463","114824","12414","220701"
"CURRITUCK","3959","7516","167","5","2","8517","18226","1097","48","0","795","151","9661","10183","322","20166"
"DARE","8810","9469","228","4","2","11935","28698","593","36","0","1121","242","14384","15666","398","30448"
"DAVIDSON","25763","50941","463","5","13","31799","92915","10261","267","0","5541","1832","50181","57130","1673","108984"
"DAVIE","5420","15261","115","1","1","9282","26401","1978","35","0","1666","495","13909","15694","477","30080"
"DUPLIN","13915","8227","122","2","6","8222","18989","9040","52","0","2413","1550","13329","16173","992","30494"
"DURHAM","126634","27885","1138","49","14","75645","113836","83054","609","0","33866","8554","97404","122573","11388","231365"
"EDGECOMBE","26588","6244","90","5","1","5462","13818","23258","74","0","1240","394","16717","21222","451","38390"
"FORSYTH","107214","76538","1315","38","21","78226","167081","71929","550","0","23792","9470","114269","139988","9095","263352"
"FRANKLIN","18281","13715","219","4","3","12972","30090","11752","133","0","3219","996","20520","23035","1639","45194"
"GASTON","45119","55199","740","8","14","45211","110765","24534","373","0","10619","3518","64876","77368","4047","146291"
"GATES","4564","1805","27","0","0","2378","5438","2946","14","0","376","38","3939","4526","309","8774"
"GRAHAM","1885","2857","26","0","0","1691","5992","4","313","0","150","43","3102","3290","67","6459"
"GRANVILLE","18811","9610","153","2","2","10691","24302","12571","88","0","2308","751","17198","20246","1825","39269"
"GREENE","6478","2129","23","1","1","2915","6514","4366","10","0","657","404","5258","6159","130","11547"
"GUILFORD","170147","95322","1877","46","20","109727","209237","131020","1068","0","35814","9706","164414","205293","7432","377139"
"HALIFAX","25390","4683","91","2","1","8823","15248","20976","1160","0","1606","258","17123","21225","642","38990"
"HARNETT","26768","26643","536","2","10","22788","50891","17174","505","0","8177","3319","33862","40430","2455","76747"
"HAYWOOD","16544","13983","259","6","5","14576","43304","483","116","0","1470","381","20852","24070","451","45373"
"HENDERSON","18425","32148","470","9","6","35132","78414","2545","159","0","5072","1986","38724","45842","1624","86190"
"HERTFORD","11258","1492","36","2","2","2817","5074","9861","109","0","563","88","6680","8716","211","15607"
"HOKE","15528","6894","204","1","7","10580","14382","13096","2349","0","3387","1992","14940","18072","202","33214"
"HYDE","1932","541","12","0","0","935","2509","811","3","0","97","27","1597","1764","59","3420"
"IREDELL","30545","50281","600","11","12","40750","100137","14252","217","0","7593","2937","56904","63358","1937","122199"
"JACKSON","10344","7839","187","8","2","11114","24932","713","1641","0","2208","558","13109","15164","1221","29494"
"JOHNSTON","39130","49129","746","9","24","39734","97390","20947","368","0","10067","4866","58669","67760","2343","128772"
"JONES","3499","1859","24","1","0","1939","4605","2428","16","0","273","79","3363","3835","124","7322"
"LEE","14747","10576","189","3","4","11571","25529","7836","142","0","3583","2420","16567","19857","666","37090"
"LENOIR","20731","9802","111","1","2","8299","20696","16593","61","0","1596","565","17076","21135","735","38946"
"LINCOLN","13729","25780","258","2","6","18647","52030","3272","93","0","3027","1372","27368","29945","1109","58422"
"MACON","6535","10702","136","2","1","8995","25239","190","60","0","882","291","12179","14004","188","26371"
"MADISON","6557","4532","112","5","0","6202","16410","205","31","0","762","152","8203","8697","508","17408"
"MARTIN","9992","3318","41","1","4","3741","9192","7451","26","0","428","116","7663","9280","154","17097"
"MCDOWELL","8190","11301","154","7","1","10004","28054","897","31","0","675","322","14027","15628","2","29657"
"MECKLENBURG","325014","171802","4623","97","60","242417","409648","241412","2129","0","90824","32238","327997","393967","22049","744013"
"MITCHELL","1168","6679","29","0","0","3273","10681","30","8","0","430","98","5230","5759","160","11149"
"MONTGOMERY","7112","5116","63","3","0","4366","12014","3479","49","0","1118","535","7683","8745","232","16660"
"MOORE","16656","27939","353","6","5","23815","56750","8304","334","0","3386","1108","31273","37171","330","68774"
"NASH","33436","19103","226","4","6","14903","36689","27098","332","0","3559","1211","30142","36478","1058","67678"
"NEW HANOVER","53829","53851","1205","21","15","63590","136490","21925","405","0","13691","2962","75343","88199","8969","172511"
"NORTHAMPTON","10397","1484","25","2","0","2741","5618","8590","37","0","404","40","6464","7841","344","14649"
"ONSLOW","27864","39599","990","11","14","40961","78160","19471","408","0","11400","5613","48787","57974","2678","109439"
"ORANGE","53564","16453","741","24","8","44903","84079","13224","278","0","18112","3740","49981","59601","6111","115693"
"PAMLICO","3777","3230","43","0","0","2737","7653","1702","29","0","403","70","4511","5093","183","9787"
"PASQUOTANK","13162","6256","171","8","0","9657","16548","10999","55","0","1652","269","13046","15534","674","29254"
"PENDER","12644","15767","256","1","6","13195","32988","6511","97","0","2273","765","19434","21591","844","41869"
"PERQUIMANS","4009","2817","34","3","1","3361","7546","2388","23","0","268","48","4742","5417","66","10225"
"PERSON","11976","6814","99","1","2","8182","18434","7355","120","0","1165","316","12193","14462","419","27074"
"PITT","56193","32126","722","25","9","36014","72290","43717","265","0","8817","2646","53819","67307","3963","125089"
"POLK","4384","5683","84","8","2","6032","14872","738","12","0","571","204","7376","8645","172","16193"
"RANDOLPH","18664","46519","493","10","10","26920","81107","5830","283","0","5396","2842","43062","48234","1320","92616"
"RICHMOND","16348","6059","78","3","1","8006","18562","10172","444","0","1317","370","13814","16312","369","30495"
"ROBESON","48742","9722","200","5","8","19014","23037","21803","27797","0","5054","1427","34159","42852","680","77691"
"ROCKINGHAM","22331","21181","245","6","6","17013","45610","12000","124","0","3048","841","27935","32847","0","60782"
"ROWAN","27847","38804","403","7","13","29117","73665","16924","197","0","5405","1842","44053","50227","1911","96191"
"RUTHERFORD","14186","17271","220","6","6","13735","38529","4526","72","0","2297","582","20598","23659","1167","45424"
