"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","36166","32672","536","15","29","30531","69097","20585","251","0","10016","3654","42987","52944","4018","99949"
"ALEXANDER","5367","10598","86","0","10","7194","21252","906","35","0","1062","286","10922","11794","539","23255"
"ALLEGHANY","2245","2599","30","2","0","2085","6512","70","6","0","373","153","3240","3521","200","6961"
"ANSON","10097","2356","27","4","24","3179","6521","6700","27","0","2439","76","6081","7425","2181","15687"
"ASHE","4606","7835","74","2","3","5407","17163","98","20","0","646","189","8294","9336","297","17927"
"AVERY","1327","6599","49","2","1","3328","10701","77","18","0","510","89","5236","5832","238","11306"
"BEAUFORT","11967","10773","95","6","7","9025","22380","7612","43","0","1838","410","13992","16629","1252","31873"
"BERTIE","8680","1403","26","2","1","2531","4538","7560","17","0","528","32","5411","6869","363","12643"
"BLADEN","11066","4117","48","1","5","6312","12438","7799","380","0","932","380","9707","11551","291","21549"
"BRUNSWICK","25617","39477","442","16","23","36882","86601","8387","307","0","7162","1223","45429","52554","4474","102457"
"BUNCOMBE","72394","44027","1498","139","49","72659","163428","10379","367","0","16592","3605","83908","99343","7515","190766"
"BURKE","15586","19784","275","12","21","17687","46807","3170","79","0","3309","869","24611","27759","995","53365"
"CABARRUS","40413","48064","890","43","62","45356","93390","25187","337","0","15914","4954","58798","69655","6375","134828"
"CALDWELL","11641","23446","350","22","16","14770","45241","2635","63","0","2306","799","23499","25922","824","50245"
"CAMDEN","1855","2444","56","1","3","3026","6079","948","9","0","349","33","3509","3730","146","7385"
"CARTERET","10682","22158","227","5","6","17498","45179","2416","99","0","2882","490","22728","25881","1967","50576"
"CASWELL","6900","3243","34","2","5","4220","8905","4769","19","0","711","142","6480","7535","389","14404"
"CATAWBA","22474","43073","446","13","31","33669","81871","8801","119","0","8915","3024","45293","51578","2835","99706"
"CHATHAM","20025","12820","263","19","18","19620","40402","5967","110","0","6286","1578","22517","26575","3673","52765"
"CHEROKEE","4337","9613","128","7","6","6828","20034","212","119","0","554","160","9893","10961","65","20919"
"CHOWAN","4232","2592","28","1","1","2764","6327","2891","10","0","390","53","4214","5265","139","9618"
"CLAY","1643","3680","52","2","4","3038","8051","42","13","0","313","54","3900","4343","176","8419"
"CLEVELAND","23203","20903","276","8","16","17184","44982","13213","80","0","3315","606","27357","32439","1794","61590"
"COLUMBUS","17290","7548","71","3","8","9358","21463","10563","920","0","1332","285","15352","18390","536","34278"
"CRAVEN","21216","23956","388","18","17","21277","47492","14313","154","0","4913","1512","29481","35675","1716","66872"
"CUMBERLAND","90784","46397","1271","44","88","65151","87220","84029","2200","0","30286","11604","84163","106153","13419","203735"
"CURRITUCK","3544","7510","168","9","7","8094","17374","1025","45","0","888","137","9183","9735","414","19332"
"DARE","7929","9195","220","7","6","11327","26824","554","34","0","1272","238","13393","14722","569","28684"
"DAVIDSON","23296","49350","462","16","34","30847","86739","9923","238","0","7105","1952","47044","53842","3119","104005"
"DAVIE","4910","14750","125","6","10","8910","24855","1818","34","0","2004","488","13125","14717","869","28711"
"DUPLIN","12395","7968","103","1","13","7890","17555","8232","49","0","2534","1486","12325","14958","1087","28370"
"DURHAM","120286","25652","1123","96","45","73155","106890","77614","559","0","35294","8598","91120","115921","13316","220357"
"EDGECOMBE","23013","5644","76","5","9","5024","11983","20408","69","0","1311","375","14324","18853","594","33771"
"FORSYTH","99515","71969","1320","70","67","75593","155919","66971","501","0","25143","9451","106238","131552","10744","248534"
"FRANKLIN","16452","13112","226","8","22","12561","27763","10719","126","0","3773","1001","18680","21474","2227","42381"
"GASTON","40373","52346","784","24","59","42266","100668","23018","325","0","11841","3588","59383","71092","5377","135852"
"GATES","3832","1668","28","0","2","2162","4768","2530","14","0","380","40","3453","3937","302","7692"
"GRAHAM","1506","2633","26","0","1","1524","5304","3","266","0","117","20","2716","2912","62","5690"
"GRANVILLE","17192","9151","147","6","7","10337","22358","11730","74","0","2678","733","15841","18867","2132","36840"
"GREENE","5786","2125","19","1","3","2935","6135","3995","10","0","729","408","4847","5820","202","10869"
"GUILFORD","157102","89333","1971","100","101","105006","193412","121897","949","0","37355","9850","152128","192064","9421","353613"
"HALIFAX","22760","4336","87","6","3","8366","13896","19031","1037","0","1594","241","15438","19365","755","35558"
"HARNETT","24443","25794","537","16","34","22337","47621","16092","442","0","9006","3381","31689","38025","3447","73161"
"HAYWOOD","14595","13472","267","11","13","13970","40073","455","100","0","1700","367","19334","22296","698","42328"
"HENDERSON","16657","30079","483","23","25","33033","72219","2280","135","0","5666","1916","35599","42327","2374","80300"
"HERTFORD","10112","1354","33","4","4","2688","4591","8960","91","0","553","85","6009","7940","246","14195"
"HOKE","13676","6236","209","7","22","9506","12448","11867","1885","0","3456","1882","13098","16090","468","29656"
"HYDE","1590","512","15","0","0","884","2252","639","1","0","109","32","1379","1551","71","3001"
"IREDELL","28040","48894","631","28","35","39915","95171","13296","207","0","8869","2955","53736","60482","3325","117543"
"JACKSON","9243","7345","186","9","4","10179","22885","640","1340","0","2101","543","11932","13850","1184","26966"
"JOHNSTON","37184","48953","783","19","66","40095","93615","20566","348","0","12571","5158","57198","66422","3480","127100"
"JONES","3160","1858","23","1","0","1901","4323","2266","15","0","339","73","3168","3597","178","6943"
"LEE","13415","10212","197","3","11","11475","23774","7263","133","0","4143","2480","15402","18680","1231","35313"
"LENOIR","18579","9380","108","2","5","8183","19117","15327","60","0","1753","578","15653","19702","902","36257"
"LINCOLN","12085","25466","279","10","20","18068","48868","3074","83","0","3903","1365","25753","28238","1937","55928"
"MACON","5896","10444","138","10","9","8520","23794","178","50","0","995","312","11540","13250","227","25017"
"MADISON","5818","4275","110","8","1","5853","15037","169","27","0","832","156","7475","8018","572","16065"
"MARTIN","8977","3169","39","1","4","3631","8554","6774","27","0","466","116","6986","8645","190","15821"
"MCDOWELL","7021","10844","149","8","8","9166","25791","787","26","0","592","318","12874","14307","15","27196"
"MECKLENBURG","312978","162190","4874","178","224","241544","389281","233590","1983","0","97134","33065","314361","379909","27718","721988"
"MITCHELL","1041","6040","30","1","2","3015","9603","29","9","0","488","94","4733","5172","224","10129"
"MONTGOMERY","6312","4986","68","3","10","4227","11179","3163","41","0","1223","561","7173","8082","351","15606"
"MOORE","15725","27774","396","16","16","23594","55420","7811","305","0","3985","1177","30328","36284","909","67521"
"NASH","31391","18313","227","6","25","14566","34245","25977","315","0","3991","1234","28320","34696","1512","64528"
