"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38028","30994","341","0","0","24346","68098","19186","222","0","6203","1974","40931","50693","2085","93709"
"ALEXANDER","6778","10358","53","0","0","6366","21994","993","30","0","538","198","11241","12165","149","23555"
"ALLEGHANY","2879","2335","26","0","0","1851","6806","84","11","0","190","140","3335","3708","48","7091"
"ANSON","12061","2276","16","0","0","2568","7494","7562","36","0","1829","54","6891","8221","1809","16921"
"ASHE","5730","7702","48","0","0","4701","17791","94","21","0","275","138","8579","9546","56","18181"
"AVERY","1415","6838","47","0","0","3105","11044","86","26","0","249","69","5302","6019","84","11405"
"BEAUFORT","14170","10169","89","0","0","7610","22846","8237","34","0","921","255","14393","17171","474","32038"
"BERTIE","10511","1418","14","0","0","2082","4962","8493","19","0","551","21","6065","7581","379","14025"
"BLADEN","14079","3011","25","0","0","5065","12944","8295","375","0","566","259","10139","11921","120","22180"
"BRUNSWICK","26426","32039","303","0","0","28630","75800","8682","263","0","2653","777","40251","46116","1031","87398"
"BUNCOMBE","73428","45647","1115","0","0","63151","162263","10847","374","0","9857","2269","82694","97667","2980","183341"
"BURKE","19486","19637","231","0","0","16841","50600","3361","75","0","2159","501","26281","29666","248","56195"
"CABARRUS","38869","46356","567","0","0","35817","93039","20449","323","0","7798","2998","54880","64947","1782","121609"
"CALDWELL","15346","23619","313","0","0","13674","48666","2831","57","0","1398","580","25029","27677","246","52952"
"CAMDEN","2606","2075","35","0","0","2533","5952","1073","12","0","212","31","3475","3704","70","7249"
"CARTERET","13128","20756","212","0","0","15921","45521","2695","97","0","1704","369","23073","26126","818","50017"
"CASWELL","8343","3396","32","0","0","3300","9370","5289","19","0","393","83","6782","8124","165","15071"
"CATAWBA","27309","42626","329","0","0","28802","84476","9143","120","0","5327","1819","45494","52872","700","99066"
"CHATHAM","19945","12164","203","0","0","14920","37847","6253","96","0","3036","974","20880","24808","1544","47232"
"CHEROKEE","6630","9261","97","0","0","6598","21833","241","139","0","373","138","10555","11968","63","22586"
"CHOWAN","5100","2499","15","0","0","2488","6715","3142","10","0","235","35","4493","5541","68","10102"
"CLAY","2251","3373","37","0","0","2894","8337","43","16","0","159","40","4038","4468","49","8555"
"CLEVELAND","26728","18392","181","0","0","14053","44495","13231","77","0","1551","432","26684","32245","425","59354"
"COLUMBUS","21646","5931","51","0","0","7208","22119","11002","947","0","768","163","15659","18983","194","34836"
"CRAVEN","25128","22941","305","0","0","19415","48565","15580","137","0","3507","1149","30328","36544","917","67789"
"CUMBERLAND","94685","45141","766","0","0","52226","89497","80574","2004","0","20743","8691","83936","103865","5017","192818"
"CURRITUCK","4332","6135","116","0","0","7108","16124","996","47","0","524","111","8440","9073","178","17691"
"DARE","9301","8313","174","0","0","10165","26574","564","36","0","779","166","13273","14506","174","27953"
"DAVIDSON","27714","46352","384","0","0","25832","87661","9474","228","0","2919","1131","46461","53341","480","100282"
"DAVIE","5752","14607","85","0","0","7753","25338","1926","34","0","899","332","13092","14989","116","28197"
"DUPLIN","14505","7484","83","0","0","6726","18225","8941","42","0","1590","997","12590","15415","793","28798"
"DURHAM","118778","27785","883","0","0","59236","103360","80185","558","0","22579","5617","88266","112392","6024","206682"
"EDGECOMBE","27492","5914","62","0","0","4258","13812","23041","51","0","822","251","16490","20936","300","37726"
"FORSYTH","100109","73561","982","0","0","61438","155293","65916","453","0","14428","5955","103518","128732","3840","236090"
"FRANKLIN","18369","12148","174","0","0","9804","27495","11118","107","0","1775","617","18632","21161","702","40495"
"GASTON","44907","50269","510","0","0","36072","103542","21448","301","0","6467","2266","58538","70911","2309","131758"
"GATES","4743","1562","19","0","0","1892","5042","2851","10","0","313","28","3665","4273","278","8216"
"GRAHAM","2114","2713","19","0","0","1478","5871","3","315","0","135","42","3026","3234","64","6324"
"GRANVILLE","18753","8370","120","0","0","8161","21929","11897","79","0","1499","471","15742","18532","1130","35404"
"GREENE","6850","1867","25","0","0","2245","6404","4195","12","0","376","241","5041","5930","16","10987"
"GUILFORD","158531","91665","1514","0","0","86295","197721","116082","933","0","23269","5950","149127","186032","2846","338005"
"HALIFAX","25852","4374","73","0","0","7137","14844","20243","1102","0","1247","205","16318","20714","404","37436"
"HARNETT","26448","22823","406","0","0","17342","46566","15536","447","0","4470","2164","30148","36271","600","67019"
"HAYWOOD","17585","12093","164","0","0","11658","40254","441","97","0","708","255","19078","22188","234","41500"
"HENDERSON","17456","29864","339","0","0","29389","71638","2233","135","0","3042","1290","35017","41398","633","77048"
"HERTFORD","11028","1427","30","0","0","2119","4909","9214","103","0","378","56","6277","8222","105","14604"
"HOKE","14714","6118","131","0","0","8618","13396","11701","2136","0","2348","1425","13259","16277","45","29581"
"HYDE","2151","488","10","0","0","738","2473","841","3","0","70","17","1576","1779","32","3387"
"IREDELL","31008","45610","468","0","0","33576","92029","13289","208","0","5136","1989","51730","57951","981","110662"
"JACKSON","10067","6538","117","0","0","8951","21918","465","1483","0","1807","240","11326","13092","1255","25673"
"JOHNSTON","37615","42899","535","0","0","31375","87369","18258","323","0","6474","2785","51360","59720","1344","112424"
"JONES","3929","1660","25","0","0","1675","4617","2489","14","0","169","56","3365","3871","53","7289"
"LEE","14668","9272","118","0","0","8560","23077","7227","107","0","2207","1518","14739","17671","208","32618"
"LENOIR","21847","9159","80","0","0","7126","20790","16292","59","0","1071","350","16718","21164","330","38212"
"LINCOLN","14628","22236","175","0","0","15044","47117","3047","76","0","1843","898","24440","27112","531","52083"
"MACON","6994","9525","89","0","0","7585","23400","167","46","0","580","167","11092","12925","176","24193"
"MADISON","6745","4148","91","0","0","4987","15310","144","19","0","498","69","7580","8007","384","15971"
"MARTIN","10689","3158","45","0","0","3032","9160","7433","29","0","302","85","7600","9226","98","16924"
"MCDOWELL","9066","10025","99","0","0","8481","26331","846","21","0","473","211","13022","14649","0","27671"
"MECKLENBURG","291050","164154","3053","0","0","187359","370090","212535","1812","0","61179","20829","285673","348097","11846","645616"
"MITCHELL","1115","6702","22","0","0","2976","10610","25","13","0","167","57","5078","5684","53","10815"
"MONTGOMERY","7465","4478","35","0","0","3557","11384","3419","46","0","686","279","7127","8325","83","15535"
"MOORE","16781","25622","288","0","0","19609","52020","8012","313","0","1955","703","28353","33927","20","62300"
"NASH","33840","17997","153","0","0","11943","36130","25246","284","0","2273","764","28777","34772","384","63933"
"NEW HANOVER","51992","50194","1062","0","0","51974","125479","21263","343","0","8137","2094","69378","82232","3612","155222"
"NORTHAMPTON","10945","1304","13","0","0","2241","5590","8554","26","0","333","29","6322","7879","302","14503"
"ONSLOW","28289","33651","633","0","0","32628","68771","17763","324","0","8343","3959","42568","51252","1381","95201"
"ORANGE","51074","16713","604","0","0","37997","80436","12856","266","0","12830","2727","46741","56315","3332","106388"
"PAMLICO","4149","2803","23","0","0","2347","7251","1771","31","0","269","50","4298","4906","118","9322"
"PASQUOTANK","13659","5408","131","0","0","7950","15194","10616","55","0","1283","185","12011","14553","584","27148"
"PENDER","12984","13347","191","0","0","10283","29007","6424","63","0","1311","448","17103","19300","402","36805"
"PERQUIMANS","4374","2453","36","0","0","2908","7246","2360","14","0","151","39","4527","5224","20","9771"
"PERSON","12586","6080","83","0","0","6760","17584","7094","114","0","717","229","11573","13741","195","25509"
"PITT","54928","29937","569","0","0","29055","68675","39562","218","0","6034","1629","49973","62968","1548","114489"
"POLK","4573","5245","71","0","0","5300","14065","733","11","0","380","151","6909","8202","78","15189"
"RANDOLPH","19978","44011","331","0","0","24223","79292","5629","273","0","3349","1858","41105","46944","494","88543"
"RICHMOND","17779","5240","63","0","0","6503","18406","9891","369","0","919","273","13347","16042","196","29585"
"ROBESON","50754","8566","155","0","0","12997","22676","21160","25458","0","3178","879","31444","40703","325","72472"
"ROCKINGHAM","24440","19298","186","0","0","14189","44382","11796","109","0","1826","556","26547","31566","0","58113"
"ROWAN","28878","36363","266","0","0","24627","70854","15957","166","0","3157","1212","41626","47835","673","90134"
"RUTHERFORD","16409","14845","162","0","0","11751","37296","4536","57","0","1278","436","19678","22986","503","43167"
"SAMPSON","16761","13086","87","0","0","6249","22297","11387","518","0","1981","1043","16062","19685","436","36183"
"SCOTLAND","13235","3334","46","0","0","5326","10734","8896","1427","0","884","152","9285","12343","313","21941"
"STANLY","12017","16887","105","0","0","10129","33590","4250","72","0","1226","215","18143","20614","381","39138"
"STOKES","8441","14271","137","0","0","7134","27991","1308","58","0","626","221","14113","15850","20","29983"
"SURRY","15081","17467","133","0","0","10354","39952","1768","54","0","1261","701","19473","23277","285","43035"
