"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","39209","36271","654","31","66","34695","71870","21888","274","7","16887","4398","45447","55668","9811","110926"
"ALEXANDER","5105","11775","108","3","22","7940","21634","938","37","1","2343","352","11217","12071","1665","24953"
"ALLEGHANY","2156","2984","34","4","2","2429","6739","76","8","0","786","188","3359","3647","603","7609"
"ANSON","10125","2867","35","8","24","3673","6709","6817","28","0","3178","84","6292","7542","2898","16732"
"ASHE","4502","8875","92","5","16","6055","17822","110","24","0","1589","237","8723","9727","1095","19545"
"AVERY","1428","7161","61","6","9","3690","11096","73","19","0","1167","91","5465","6048","842","12355"
"BEAUFORT","11952","12094","109","16","18","9901","23194","7765","40","0","3091","492","14574","17098","2418","34090"
"BERTIE","8767","1631","38","3","3","2893","4624","7784","19","1","907","40","5608","6993","734","13335"
"BLADEN","10752","4956","63","5","7","7072","12731","8003","405","1","1715","460","10109","11851","895","22855"
"BRUNSWICK","27185","45501","585","30","53","41391","92044","8660","345","2","13694","1418","48197","55501","11047","114745"
"BUNCOMBE","77672","47587","1669","252","112","80083","169162","10829","383","33","26968","4141","87683","102842","16850","207375"
"BURKE","15402","22702","330","31","46","19798","48586","3224","90","0","6409","1003","25762","28592","3955","58309"
"CABARRUS","44766","52563","1109","76","109","51972","95423","27505","369","6","27292","5580","61687","72498","16410","150595"
"CALDWELL","11396","26552","390","38","34","16370","46972","2729","68","0","5011","930","24484","26821","3475","54780"
"CAMDEN","1759","2894","62","2","2","3448","6503","969","11","1","683","36","3741","3975","451","8167"
"CARTERET","10076","23502","278","13","30","17875","44104","2213","85","4","5368","529","22281","25157","4336","51774"
"CASWELL","6924","3931","47","4","10","4597","9267","4851","22","1","1372","169","6754","7737","1022","15513"
"CATAWBA","23167","47694","565","33","67","37337","84405","9046","127","2","15283","3574","47241","53186","8436","108863"
"CHATHAM","21343","14198","296","20","24","22048","41836","6066","125","1","9901","1814","23643","27635","6651","57929"
"CHEROKEE","4271","10919","126","11","10","7343","21119","236","133","0","1192","192","10608","11691","381","22680"
"CHOWAN","4197","2891","35","3","3","3130","6495","3040","12","2","710","69","4423","5466","370","10259"
"CLAY","1634","4184","61","3","5","3244","8505","43","16","0","567","67","4157","4548","426","9131"
"CLEVELAND","23065","24938","344","17","52","19309","46829","13701","97","2","7096","713","28717","33690","5318","67725"
"COLUMBUS","16971","9567","95","7","19","10391","22338","10872","959","0","2881","321","15939","19027","2084","37050"
"CRAVEN","21922","26640","496","42","43","23713","49561","14825","169","6","8295","1727","31033","37180","4643","72856"
"CUMBERLAND","98034","52493","1701","103","188","74134","91440","89095","2416","49","43653","13132","89878","111528","25247","226653"
"CURRITUCK","3659","8879","198","14","15","9067","18885","1102","48","2","1795","168","10071","10572","1189","21832"
"DARE","7856","10135","211","22","15","11889","26875","531","37","1","2684","255","13406","14812","1910","30128"
"DAVIDSON","24025","54976","558","39","71","34121","89547","10358","260","4","13621","2219","49115","55565","9110","113790"
"DAVIE","5131","16255","157","10","26","9902","25863","1889","36","1","3692","567","13810","15293","2378","31481"
"DUPLIN","12476","9033","113","6","23","8852","18021","8454","52","1","3975","1656","12894","15269","2340","30503"
"DURHAM","132450","26851","1287","150","79","83757","111629","79223","605","22","53095","10029","95656","120588","28330","244574"
"EDGECOMBE","23402","6502","98","11","15","5773","12345","20733","71","0","2652","457","14829","19229","1743","35801"
"FORSYTH","106952","76441","1587","136","159","86629","160754","69553","536","15","41046","10950","110648","135617","25639","271904"
"FRANKLIN","17408","15170","305","25","39","14773","29114","11235","135","2","7234","1202","19746","22455","5519","47720"
"GASTON","42810","59738","1008","67","134","47910","105658","24951","341","1","20716","4192","63471","75203","12993","151667"
"GATES","3933","1979","32","0","5","2415","5037","2633","18","0","676","45","3641","4139","584","8364"
"GRAHAM","1412","2915","24","0","6","1724","5541","5","270","1","264","22","2864","3040","177","6081"
"GRANVILLE","17566","10542","171","13","25","11669","22865","11931","78","1","5111","862","16332","19164","4490","39986"
"GREENE","5618","2459","21","5","4","3281","6146","4044","11","0","1187","440","4928","5880","580","11388"
"GUILFORD","168552","94405","2265","220","200","118150","197117","128273","1010","9","57383","11356","159465","199083","25244","383792"
"HALIFAX","23317","5067","109","9","8","9448","14418","19651","1087","0","2802","259","16134","19942","1882","37958"
"HARNETT","26030","29776","682","38","79","25693","49701","17022","469","13","15093","3953","33632","40076","8590","82298"
"HAYWOOD","14394","15811","314","19","35","15872","42630","473","118","0","3224","440","20813","23795","1837","46445"
"HENDERSON","17980","32632","558","51","46","36290","75085","2407","150","2","9913","2140","37242","44260","6055","87557"
"HERTFORD","10285","1569","38","6","10","3140","4696","9234","97","2","1019","103","6285","8117","646","15048"
"HOKE","14573","7405","272","19","38","10926","13250","12458","2046","11","5468","2171","14311","17502","1420","33233"
"HYDE","1541","583","17","1","0","1029","2278","642","1","0","250","34","1416","1569","186","3171"
"IREDELL","29274","54863","777","55","72","45753","99735","14042","217","1","16799","3467","56778","63333","10683","130794"
"JACKSON","9620","8351","217","20","12","11571","24066","685","1461","1","3578","628","12801","14522","2468","29791"
"JOHNSTON","40600","55354","1054","60","151","46488","98185","22568","398","11","22545","6224","62478","71816","9413","143707"
