"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","39440","36600","669","32","65","34881","72150","22037","277","7","17216","4479","45717","55934","10036","111687"
"ALEXANDER","5105","11773","108","3","22","7929","21625","937","37","1","2340","350","11219","12066","1655","24940"
"ALLEGHANY","2157","2993","34","4","2","2437","6742","76","8","0","801","187","3362","3656","609","7627"
"ANSON","10157","2923","35","8","25","3702","6739","6830","28","0","3253","83","6325","7560","2965","16850"
"ASHE","4502","8916","92","5","16","6076","17874","110","25","0","1598","245","8764","9747","1096","19607"
"AVERY","1430","7198","60","6","9","3710","11113","72","19","0","1209","91","5478","6062","873","12413"
"BEAUFORT","11949","12111","110","16","19","9884","23177","7751","40","0","3121","493","14566","17098","2425","34089"
"BERTIE","8808","1646","38","3","3","2904","4636","7819","19","1","927","40","5637","7017","748","13402"
"BLADEN","10840","5063","66","6","8","7135","12832","8083","411","2","1790","464","10202","11951","965","23118"
"BRUNSWICK","27201","45713","587","31","52","41424","91891","8637","347","2","14131","1411","48127","55429","11452","115008"
"BUNCOMBE","77713","47764","1671","252","114","80237","169167","10832","384","34","27334","4142","87773","102896","17082","207751"
"BURKE","15373","22754","332","31","46","19789","48602","3220","91","0","6412","1005","25769","28607","3949","58325"
"CABARRUS","44719","52525","1109","76","109","51939","95380","27465","369","6","27257","5576","61650","72442","16385","150477"
"CALDWELL","11394","26650","390","38","34","16384","47021","2734","68","0","5067","933","24542","26862","3486","54890"
"CAMDEN","1763","2940","63","2","3","3469","6539","972","11","1","717","39","3765","4001","474","8240"
"CARTERET","10214","24073","283","14","33","18155","44764","2262","90","6","5650","544","22689","25548","4535","52772"
"CASWELL","6945","3998","47","4","11","4623","9296","4857","22","1","1452","170","6778","7769","1081","15628"
"CATAWBA","23232","48169","578","38","73","37605","84703","9080","132","3","15777","3599","47438","53392","8865","109695"
"CHATHAM","21331","14209","297","20","24","22050","41810","6057","125","1","9938","1813","23652","27618","6661","57931"
"CHEROKEE","4263","10985","128","11","12","7371","21187","235","132","0","1216","193","10638","11732","400","22770"
"CHOWAN","4251","2964","35","3","3","3161","6585","3083","12","2","735","73","4507","5533","377","10417"
"CLAY","1643","4225","62","3","5","3258","8551","43","16","0","586","68","4186","4569","441","9196"
"CLEVELAND","23160","25317","347","19","56","19436","47108","13779","98","2","7348","730","28934","33901","5500","68335"
"COLUMBUS","16975","9597","96","7","19","10392","22324","10853","957","0","2952","320","15931","19001","2154","37086"
"CRAVEN","22022","26812","503","41","43","23745","49735","14892","174","7","8358","1765","31210","37323","4633","73166"
"CUMBERLAND","98979","53371","1771","113","202","75011","92041","89573","2435","52","45346","13287","90668","112245","26534","229447"
"CURRITUCK","3662","8906","197","14","15","9109","18909","1102","48","2","1842","171","10101","10596","1206","21903"
"DARE","7887","10221","210","22","15","11946","27004","538","38","1","2720","266","13489","14894","1918","30301"
"DAVIDSON","24083","55311","566","39","72","34197","89668","10361","261","5","13973","2226","49249","55696","9323","114268"
