"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","41784","32332","255","0","0","23127","71695","19668","239","0","5896","1638","42743","52878","1877","97498"
"ALEXANDER","7596","10835","48","0","0","6048","22907","1095","29","0","496","186","11703","12680","144","24527"
"ALLEGHANY","3258","2434","19","0","0","1701","7153","79","12","0","168","118","3474","3890","48","7412"
"ANSON","12814","2477","11","0","0","2272","8009","7862","37","0","1666","40","7176","8687","1711","17574"
"ASHE","6490","8052","38","0","0","4493","18686","103","16","0","268","117","8997","10023","53","19073"
"AVERY","1628","7332","26","0","0","3088","11678","101","26","0","269","70","5648","6336","90","12074"
"BEAUFORT","15765","10363","62","0","0","7011","23611","8748","36","0","806","212","14867","17918","416","33201"
"BERTIE","11475","1468","12","0","0","2044","5369","8986","20","0","624","28","6405","8185","409","14999"
"BLADEN","15434","3038","22","0","0","4643","13468","8719","299","0","651","208","10504","12499","134","23137"
"BRUNSWICK","27961","30721","197","0","0","24782","72294","8745","244","0","2378","663","38683","44124","854","83661"
"BUNCOMBE","78275","49211","743","0","0","59416","166075","11345","388","0","9837","1881","84778","99872","2995","187645"
"BURKE","21971","20610","166","0","0","16125","53162","3589","78","0","2043","433","27486","31151","235","58872"
"CABARRUS","40778","46646","428","0","0","32302","93712","19217","308","0","6917","2513","54329","64206","1619","120154"
"CALDWELL","17308","24433","209","0","0","12839","50414","2970","58","0","1347","477","25710","28799","280","54789"
"CAMDEN","3048","2085","21","0","0","2385","6142","1168","13","0","216","25","3562","3890","87","7539"
"CARTERET","14984","21161","165","0","0","14996","46748","2779","96","0","1683","309","23682","26774","850","51306"
"CASWELL","9309","3478","17","0","0","3287","9910","5771","21","0","389","71","7248","8692","151","16091"
"CATAWBA","30976","45287","226","0","0","28268","90061","9570","131","0","4995","1581","48231","55889","637","104757"
"CHATHAM","20895","12265","123","0","0","13472","37435","6432","89","0","2799","792","20784","24582","1389","46755"
"CHEROKEE","7168","9124","62","0","0","5862","21532","234","119","0","331","112","10377","11770","69","22216"
"CHOWAN","5804","2567","12","0","0","2473","7150","3444","11","0","251","39","4846","5928","82","10856"
"CLAY","2706","3533","23","0","0","2880","8925","36","17","0","164","35","4303","4824","15","9142"
"CLEVELAND","29965","19755","122","0","0","14100","48165","14034","97","0","1646","446","28780","34785","377","63942"
"COLUMBUS","24574","6340","43","0","0","7135","24239","12093","997","0","763","168","17143","20817","132","38092"
"CRAVEN","28383","24381","209","0","0","19043","51726","16593","135","0","3562","1114","32068","38873","1075","72016"
"CUMBERLAND","110251","51673","623","0","0","53655","102773","88882","2212","0","22335","9628","95245","116607","4350","216202"
"CURRITUCK","5051","5922","67","0","0","6748","16220","1006","54","0","508","116","8430","9219","139","17788"
"DARE","10298","8492","121","0","0","9540","27053","578","45","0","775","165","13527","14790","134","28451"
"DAVIDSON","31458","48718","298","0","0","25178","92793","9873","257","0","2729","999","49070","56184","398","105652"
"DAVIE","6322","15092","53","0","0","6968","25742","1937","36","0","720","267","13232","15126","77","28435"
"DUPLIN","15978","7665","62","0","0","6528","19238","9566","44","0","1385","788","13227","16304","702","30233"
"DURHAM","125749","30313","620","0","0","56731","108124","82910","560","0","21819","5063","91563","116474","5376","213413"
"EDGECOMBE","29874","6193","37","0","0","3839","14863","24287","52","0","741","197","17373","22283","287","39943"
"FORSYTH","110325","78920","732","0","0","57676","165068","68981","472","0","13132","4935","109203","135403","3047","247653"
"FRANKLIN","19478","12228","123","0","0","8744","27550","11301","120","0","1602","534","18673","21270","630","40573"
"GASTON","49363","52303","387","0","0","34723","108571","21961","321","0","5923","1991","60792","73788","2196","136776"
"GATES","5139","1624","13","0","0","1846","5303","2993","8","0","318","24","3823","4507","292","8622"
"GRAHAM","2389","2836","12","0","0","1435","6238","1","307","0","126","43","3195","3420","57","6672"
"GRANVILLE","20404","8899","97","0","0","7641","22999","12445","94","0","1503","432","16412","19481","1148","37041"
"GREENE","7447","1958","17","0","0","2073","6754","4415","13","0","313","197","5252","6226","17","11495"
"GUILFORD","177527","100046","1115","0","0","84375","216702","124179","1038","0","21144","5447","160655","200911","1497","363063"
"HALIFAX","27566","5062","53","0","0","6016","15466","20897","1093","0","1241","179","16701","21597","399","38697"
"HARNETT","29368","23581","304","0","0","16136","48559","16212","471","0","4147","1863","31106","37762","521","69389"
"HAYWOOD","19537","12655","94","0","0","11124","42191","429","112","0","678","244","19955","23216","239","43410"
"HENDERSON","18944","32015","222","0","0","27972","73819","2254","146","0","2934","1131","36076","42434","643","79153"
"HERTFORD","11962","1524","12","0","0","1961","5312","9662","108","0","377","55","6591","8786","82","15459"
"HOKE","15592","6371","93","0","0","8130","13953","11751","2200","0","2282","1319","13489","16646","51","30186"
"HYDE","2463","531","5","0","0","688","2662","949","5","0","71","13","1684","1967","36","3687"
"IREDELL","34267","45454","287","0","0","30467","92088","13528","201","0","4658","1656","51405","58129","941","110475"
"JACKSON","11536","7288","90","0","0","9513","24298","550","1616","0","1963","245","12532","14555","1340","28427"
"JOHNSTON","39335","41237","325","0","0","27648","84902","17649","318","0","5676","2043","49532","57628","1385","108545"
"JONES","4357","1620","15","0","0","1561","4761","2615","13","0","164","45","3471","4027","55","7553"
"LEE","16511","10250","95","0","0","8199","25280","7702","120","0","1953","1295","15899","18965","191","35055"
"LENOIR","24086","9735","56","0","0","6491","22175","17208","62","0","923","305","17793","22414","161","40368"
"LINCOLN","16319","22584","94","0","0","14375","48553","3095","81","0","1643","775","25070","27863","439","53372"
"MACON","7956","10066","47","0","0","7242","24495","157","48","0","611","145","11586","13515","210","25311"
"MADISON","7475","4685","49","0","0","4505","16026","160","22","0","506","61","7957","8385","372","16714"
"MARTIN","11931","3213","31","0","0","2966","9723","8078","38","0","302","74","8097","9946","98","18141"
"MCDOWELL","10302","10363","61","0","0","8231","27599","869","24","0","465","185","13566","15390","1","28957"
"MECKLENBURG","311485","181215","2114","0","0","183612","400728","217574","1923","0","58201","18736","301548","366081","10797","678426"
"MITCHELL","1301","7433","13","0","0","2984","11537","23","15","0","156","60","5487","6200","44","11731"
"MONTGOMERY","8411","4819","24","0","0","3497","12324","3720","47","0","660","235","7701","8955","95","16751"
"MOORE","18669","26946","223","0","0","18732","53966","8473","319","0","1812","591","29515","35026","29","64570"
"NASH","36763","19910","109","0","0","11614","39961","25966","282","0","2187","650","30975","37103","318","68396"
"NEW HANOVER","56745","52751","876","0","0","49953","129784","22153","352","0","8036","1887","71855","84945","3525","160325"
"NORTHAMPTON","12080","1393","10","0","0","2056","6023","9166","25","0","325","26","6779","8437","323","15539"
"ONSLOW","32656","34567","398","0","0","30502","70921","18444","336","0","8422","3689","43279","53324","1520","98123"
"ORANGE","55443","19084","497","0","0","36255","86037","13526","298","0","11418","2585","49438","59873","1968","111279"
"PAMLICO","4571","2904","15","0","0","2217","7538","1891","30","0","248","43","4494","5095","118","9707"
"PASQUOTANK","15455","5865","87","0","0","8210","16640","11548","53","0","1376","174","13168","15827","622","29617"
"PENDER","14151","12975","133","0","0","9348","28574","6767","64","0","1202","342","17038","19213","356","36607"
"PERQUIMANS","4801","2446","20","0","0","2752","7409","2401","17","0","192","33","4640","5363","16","10019"
"PERSON","13761","6215","52","0","0","6392","18351","7281","118","0","670","194","12002","14237","181","26420"
"PITT","59439","30476","387","0","0","26955","71146","40344","254","0","5513","1390","51786","64431","1040","117257"
"POLK","4886","5364","44","0","0","5026","14223","736","11","0","350","136","6943","8298","79","15320"
"RANDOLPH","22562","45707","240","0","0","23230","82847","5692","291","0","2909","1500","42453","48825","461","91739"
"RICHMOND","19640","5459","44","0","0","6134","19771","10293","346","0","867","243","14119","16967","191","31277"
