"Date","Democrats","Republicans","Green","Constitution","Libertarians","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UndisclosedGender","Total"
"2018-04-14","1937","3565","0","0","44","3047","8298","42","16","0","237","55","4071","4418","104","8593"
"2018-04-21","1901","3575","0","0","44","3093","8315","41","16","0","241","56","4080","4427","106","8613"
"2018-04-28","1895","3574","0","0","44","3095","8310","41","16","0","241","56","4078","4424","106","8608"
"2018-05-05","1894","3575","0","0","44","3096","8311","41","16","0","241","56","4079","4424","106","8609"
"2018-05-08","1894","3575","0","0","44","3096","8311","41","16","0","241","56","4079","4424","106","8609"
"2018-05-12","1888","3574","0","0","44","3095","8303","41","16","0","241","56","4075","4420","106","8601"
"2018-05-19","1889","3576","0","0","44","3095","8305","41","16","0","242","56","4077","4420","107","8604"
"2018-05-26","1882","3596","0","0","44","3115","8333","43","17","0","244","56","4093","4437","107","8637"
"2018-06-02","1881","3595","0","0","44","3115","8331","43","17","0","244","56","4092","4436","107","8635"
"2018-06-09","1877","3596","0","0","45","3121","8334","43","17","0","245","56","4093","4439","107","8639"
"2018-06-16","1868","3589","1","0","45","3118","8316","43","17","0","245","56","4082","4432","107","8621"
"2018-06-23","1870","3592","1","0","45","3114","8318","43","17","0","244","55","4080","4435","107","8622"
"2018-06-26","1871","3593","1","0","45","3117","8323","43","17","0","244","56","4083","4437","107","8627"
"2018-06-30","1865","3584","1","0","45","3112","8303","43","17","0","244","56","4068","4432","107","8607"
"2018-07-07","1866","3583","1","0","45","3102","8294","43","17","0","243","55","4062","4429","106","8597"
"2018-07-14","1861","3575","1","0","45","3091","8271","43","17","0","242","55","4042","4425","106","8573"
"2018-07-21","1860","3578","1","0","45","3098","8281","42","17","0","242","55","4048","4428","106","8582"
"2018-07-28","1858","3581","1","0","46","3096","8281","43","17","0","241","55","4048","4428","106","8582"
"2018-08-04","1856","3579","1","0","46","3093","8274","43","17","0","241","55","4044","4424","107","8575"
"2018-08-11","1856","3580","2","1","46","3102","8284","44","18","0","241","55","4047","4433","107","8587"
"2018-08-18","1858","3583","2","1","46","3102","8288","45","18","0","241","55","4047","4438","107","8592"
"2018-08-25","1860","3590","2","1","46","3111","8302","45","18","0","245","55","4054","4447","109","8610"
"2018-09-01","1852","3595","2","1","47","3115","8302","45","18","0","247","55","4051","4449","112","8612"
"2018-09-08","1852","3596","2","1","47","3117","8303","45","18","0","249","55","4049","4451","115","8615"
"2018-09-15","1851","3608","2","1","47","3123","8318","45","18","0","251","55","4060","4455","117","8632"
"2018-09-22","1851","3619","2","1","48","3125","8330","45","18","0","253","56","4064","4464","118","8646"
"2018-09-29","1851","3626","2","1","48","3122","8334","45","18","0","253","56","4066","4466","118","8650"
"2018-10-06","1852","3643","2","1","48","3131","8358","45","18","0","256","56","4079","4478","120","8677"
"2018-10-13","1849","3652","2","1","49","3141","8375","45","18","0","256","57","4089","4483","122","8694"
"2018-10-20","1848","3649","2","1","49","3140","8368","45","18","0","258","57","4086","4478","125","8689"
"2018-10-27","1847","3661","2","1","49","3143","8375","45","18","0","265","57","4089","4485","129","8703"
"2018-11-03","1846","3656","2","1","49","3146","8373","45","17","0","265","57","4087","4484","129","8700"
"2018-11-06","1845","3657","2","1","49","3144","8371","45","17","0","265","57","4086","4484","128","8698"
"2018-11-10","1843","3656","2","1","49","3144","8368","45","17","0","265","57","4084","4483","128","8695"
"2018-11-17","1843","3673","2","1","49","3148","8372","45","17","0","282","57","4089","4488","139","8716"
"2018-11-24","1837","3681","2","1","49","3150","8373","45","17","0","285","57","4089","4489","142","8720"
"2018-12-01","1835","3683","2","1","49","3150","8374","45","17","0","284","56","4088","4490","142","8720"
"2018-12-08","1834","3685","2","1","49","3156","8378","45","17","0","287","56","4088","4495","144","8727"
"2018-12-15","1831","3690","2","1","49","3159","8383","45","17","0","287","56","4091","4497","144","8732"
"2018-12-22","1833","3694","2","1","49","3163","8392","46","17","0","287","56","4095","4503","144","8742"
"2018-12-29","1833","3698","2","1","49","3165","8396","46","17","0","289","56","4097","4505","146","8748"
"2019-01-01","1833","3701","2","1","49","3165","8399","46","17","0","289","56","4098","4507","146","8751"
"2019-01-05","1630","3547","2","1","47","2926","7830","37","14","0","272","51","3791","4220","142","8153"
"2019-01-12","1628","3549","2","1","47","2929","7833","37","14","0","272","51","3792","4221","143","8156"
"2019-01-19","1632","3559","2","1","47","2925","7840","36","14","0","276","51","3796","4223","147","8166"
"2019-01-26","1631","3561","2","1","46","2937","7851","36","14","0","277","51","3800","4231","147","8178"
"2019-01-29","1631","3558","2","1","46","2938","7849","36","14","0","277","51","3800","4229","147","8176"
"2019-02-02","1629","3558","2","1","47","2934","7843","36","14","0","278","51","3798","4226","147","8171"
"2019-02-09","1631","3560","2","1","46","2937","7847","36","14","0","280","51","3800","4228","149","8177"
"2019-02-16","1631","3560","2","1","46","2937","7848","36","14","0","279","51","3803","4226","148","8177"
"2019-02-23","1632","3561","2","1","46","2941","7855","36","14","0","278","51","3805","4230","148","8183"
"2019-03-02","1632","3563","2","1","46","2947","7859","37","14","0","281","51","3807","4235","149","8191"
"2019-03-09","1636","3571","2","1","47","2953","7874","37","14","0","285","51","3817","4241","152","8210"
"2019-03-16","1635","3575","2","1","47","2955","7876","37","14","0","288","51","3818","4241","156","8215"
"2019-03-23","1634","3579","2","1","48","2958","7882","37","14","0","289","51","3820","4245","157","8222"
"2019-03-30","1637","3582","2","1","47","2961","7889","37","14","0","290","52","3823","4250","157","8230"
"2019-04-06","1635","3588","2","1","48","2966","7898","37","14","0","291","53","3824","4259","157","8240"
"2019-04-13","1634","3592","2","1","49","2971","7905","37","14","0","293","53","3826","4264","159","8249"
"2019-04-20","1636","3589","2","2","50","2974","7907","37","14","0","295","53","3827","4265","161","8253"
"2019-04-27","1637","3593","2","2","50","2974","7910","37","14","0","297","53","3829","4266","163","8258"
"2019-04-30","1637","3594","2","2","50","2973","7910","37","14","0","297","53","3828","4267","163","8258"
"2019-05-04","1634","3596","2","2","50","2973","7910","37","14","0","296","53","3826","4269","162","8257"
"2019-05-11","1636","3597","2","2","50","2975","7914","37","14","0","297","53","3826","4273","163","8262"
"2019-05-14","1634","3600","2","2","50","2976","7916","37","14","0","297","53","3826","4275","163","8264"
"2019-05-18","1634","3602","2","2","50","2975","7917","37","14","0","297","53","3825","4277","163","8265"
"2019-05-25","1636","3607","2","2","50","2978","7925","37","14","0","299","53","3829","4281","165","8275"
"2019-06-01","1638","3602","2","2","50","2982","7926","38","14","0","298","53","3828","4284","164","8276"
"2019-06-08","1642","3604","2","2","49","2984","7931","39","14","0","299","53","3830","4288","165","8283"
"2019-06-15","1642","3612","2","2","49","2985","7937","40","14","0","301","54","3836","4290","166","8292"
"2019-06-22","1644","3612","2","2","49","2993","7946","40","14","0","302","54","3843","4293","166","8302"
"2019-06-29","1643","3618","2","2","49","2994","7952","40","14","0","302","54","3846","4296","166","8308"
"2019-07-06","1648","3622","2","3","49","2998","7963","40","14","0","305","54","3853","4302","167","8322"
"2019-07-09","1649","3623","2","3","49","2998","7963","40","14","0","307","54","3853","4302","169","8324"
"2019-07-13","1649","3627","2","3","49","3006","7975","40","14","0","307","54","3858","4309","169","8336"
"2019-07-20","1650","3633","2","4","50","3009","7987","40","14","0","307","54","3863","4315","170","8348"
"2019-07-23","1650","3630","2","4","50","3009","7985","40","13","0","307","54","3861","4314","170","8345"
"2019-07-27","1646","3627","2","4","50","3010","7978","40","13","0","308","54","3858","4310","171","8339"
"2019-08-03","1647","3636","2","4","50","3012","7990","40","13","0","308","54","3865","4315","171","8351"
"2019-08-10","1647","3652","2","4","50","3016","8007","40","13","0","311","54","3877","4320","174","8371"
"2019-08-17","1643","3661","2","4","50","3011","8007","40","13","0","311","54","3876","4321","174","8371"
"2019-08-24","1643","3667","2","4","51","3019","8022","40","13","0","311","54","3882","4330","174","8386"
"2019-08-31","1644","3667","2","4","52","3024","8026","41","13","0","313","54","3886","4332","175","8393"
"2019-09-07","1647","3669","2","4","52","3028","8036","42","13","0","311","55","3895","4333","174","8402"
"2019-09-10","1647","3671","2","4","52","3029","8038","42","13","0","312","55","3896","4334","175","8405"
"2019-09-14","1642","3675","2","4","52","3034","8041","42","13","0","313","55","3899","4334","176","8409"
"2019-09-21","1643","3680","2","4","52","3038","8051","42","13","0","313","54","3900","4343","176","8419"
"2019-09-28","1642","3686","2","4","53","3037","8053","43","14","0","314","54","3903","4344","177","8424"
"2019-10-05","1641","3694","2","4","54","3040","8060","44","14","0","317","54","3909","4344","182","8435"
"2019-10-08","1641","3695","2","4","54","3040","8060","44","14","0","318","54","3909","4344","183","8436"
"2019-10-12","1640","3698","2","4","54","3032","8055","44","14","0","317","54","3904","4341","185","8430"
"2019-10-19","1641","3706","2","4","54","3039","8069","44","14","0","319","55","3915","4345","186","8446"
"2019-10-26","1638","3715","2","4","54","3044","8078","44","14","0","321","55","3920","4350","187","8457"
"2019-11-02","1638","3718","3","4","54","3042","8079","44","14","0","322","55","3922","4349","188","8459"
"2019-11-05","1637","3719","3","4","54","3040","8076","44","14","0","323","55","3921","4347","189","8457"
"2019-11-09","1635","3723","3","4","54","3045","8082","44","14","0","324","55","3924","4350","190","8464"
"2019-11-16","1634","3726","3","4","54","3042","8081","44","14","0","324","55","3926","4347","190","8463"
"2019-11-23","1637","3740","3","4","55","3054","8110","45","14","0","324","56","3943","4362","188","8493"
"2019-11-30","1638","3743","3","4","54","3062","8121","45","14","0","324","57","3950","4367","187","8504"
"2019-12-07","1638","3750","3","4","54","3061","8126","45","14","0","325","57","3952","4370","188","8510"
"2019-12-14","1639","3756","3","4","54","3063","8135","45","14","0","325","57","3957","4374","188","8519"
"2019-12-21","1639","3772","3","4","54","3079","8164","45","14","0","328","57","3974","4387","190","8551"
"2019-12-28","1638","3778","3","4","54","3086","8176","45","14","0","328","57","3981","4392","190","8563"
"2020-01-01","1637","3782","3","4","54","3083","8176","45","14","0","328","57","3981","4392","190","8563"
"2020-01-04","1639","3793","3","5","54","3104","8209","45","14","0","330","57","3997","4409","192","8598"
"2020-01-11","1636","3814","3","5","55","3115","8235","46","14","0","333","56","4013","4422","193","8628"
"2020-01-18","1634","3820","3","5","55","3113","8234","46","14","0","336","56","4011","4424","195","8630"
"2020-01-25","1634","3830","3","5","55","3108","8238","46","14","0","337","56","4015","4421","199","8635"
"2020-02-01","1634","3831","3","5","55","3109","8237","46","15","0","339","56","4016","4421","200","8637"
"2020-02-08","1622","3851","3","5","55","3122","8258","46","15","0","339","57","4020","4432","206","8658"
"2020-02-15","1623","3848","3","5","55","3121","8254","46","15","0","340","57","4018","4430","207","8655"
"2020-02-25","1620","3851","3","5","55","3118","8252","46","15","0","339","57","4017","4429","206","8652"
"2020-02-29","1619","3856","3","5","55","3121","8257","46","15","0","341","57","4020","4433","206","8659"
"2020-03-03","1619","3857","3","5","55","3121","8258","46","15","0","341","57","4021","4433","206","8660"
"2020-03-07","1617","3856","3","5","55","3118","8252","46","15","0","341","57","4016","4432","206","8654"
"2020-03-14","1619","3856","3","5","55","3118","8251","46","15","0","344","58","4014","4435","207","8656"
"2020-03-21","1619","3856","3","5","55","3118","8251","46","15","0","344","58","4014","4435","207","8656"
"2020-03-28","1617","3852","3","5","55","3112","8239","46","15","0","344","58","4008","4429","207","8644"
"2020-04-04","1617","3850","3","5","55","3107","8232","46","15","0","344","58","4004","4426","207","8637"
"2020-04-11","1617","3850","3","5","55","3105","8230","46","15","0","344","58","4003","4425","207","8635"
"2020-04-18","1617","3850","3","5","55","3105","8230","46","15","0","344","58","4003","4425","207","8635"
"2020-04-25","1615","3847","3","5","55","3104","8224","46","15","0","344","58","4002","4420","207","8629"
"2020-05-02","1614","3846","3","5","55","3104","8222","46","15","0","344","58","4001","4419","207","8627"
"2020-05-09","1614","3846","3","5","55","3104","8222","46","15","0","344","58","4001","4419","207","8627"
"2020-05-16","1614","3846","3","5","55","3104","8222","46","15","0","344","58","4001","4419","207","8627"
"2020-05-23","1614","3846","3","5","55","3104","8222","46","15","0","344","58","4001","4419","207","8627"
"2020-05-30","1614","3846","3","5","55","3104","8222","46","15","0","344","58","4001","4419","207","8627"
"2020-06-06","1614","3844","3","5","55","3103","8219","46","15","0","344","58","4000","4417","207","8624"
"2020-06-13","1612","3838","3","5","55","3101","8209","46","15","0","344","58","3994","4413","207","8614"
"2020-06-20","1612","3838","3","5","55","3101","8209","46","15","0","344","58","3994","4413","207","8614"
"2020-06-23","1612","3838","3","5","55","3101","8209","46","15","0","344","58","3994","4413","207","8614"
"2020-06-27","1611","3836","3","5","55","3100","8205","46","15","0","344","58","3993","4410","207","8610"
"2020-07-04","1611","3835","3","5","55","3100","8204","46","15","0","344","58","3992","4410","207","8609"
"2020-07-11","1609","3832","3","5","55","3099","8198","46","15","0","344","58","3989","4407","207","8603"
"2020-07-18","1615","3908","4","4","57","3149","8269","45","15","0","408","57","4026","4438","273","8737"
"2020-07-25","1615","3912","3","4","57","3154","8270","45","15","0","415","57","4026","4437","282","8745"
"2020-08-01","1617","3918","3","4","57","3155","8277","45","15","0","417","57","4030","4441","283","8754"
"2020-08-08","1618","3930","3","4","56","3164","8291","45","15","0","424","57","4035","4449","291","8775"
"2020-08-15","1619","3931","3","4","56","3163","8292","45","15","0","424","57","4038","4447","291","8776"
"2020-08-22","1626","3956","3","4","57","3167","8319","45","15","0","434","58","4054","4461","298","8813"
"2020-08-29","1625","3967","3","4","58","3167","8318","43","14","0","449","58","4058","4455","311","8824"
"2020-09-05","1632","3979","3","4","58","3171","8331","43","14","0","459","58","4067","4460","320","8847"
"2020-09-12","1632","3997","3","4","58","3163","8332","43","14","0","468","58","4066","4463","328","8857"
"2020-09-19","1630","4023","3","4","60","3178","8362","43","15","0","478","60","4084","4475","339","8898"
"2020-09-26","1624","4061","3","4","60","3190","8389","44","15","0","494","61","4098","4489","355","8942"
"2020-10-03","1628","4095","3","4","61","3202","8415","44","15","0","519","62","4106","4507","380","8993"
"2020-10-10","1635","4123","3","5","63","3234","8456","44","16","0","547","64","4135","4523","405","9063"
"2020-10-17","1637","4140","3","5","62","3242","8464","44","16","0","565","67","4141","4522","426","9089"
"2020-10-24","1637","4156","3","5","62","3244","8481","43","16","0","567","67","4148","4530","429","9107"
"2020-10-31","1636","4169","3","5","61","3249","8494","43","16","0","570","67","4155","4540","428","9123"
"2020-11-03","1634","4184","3","5","61","3244","8505","43","16","0","567","67","4157","4548","426","9131"
"2020-11-07","1633","4183","3","5","61","3243","8502","43","16","0","567","67","4155","4547","426","9128"
"2020-11-14","1642","4211","3","5","62","3254","8536","43","16","0","582","67","4177","4561","439","9177"
"2020-11-21","1643","4225","3","5","62","3258","8551","43","16","0","586","68","4186","4569","441","9196"
"2020-11-28","1643","4225","3","5","62","3258","8551","43","16","0","586","68","4186","4569","441","9196"
"2020-12-05","1633","4248","3","5","62","3269","8569","43","16","0","592","68","4197","4577","446","9220"
"2020-12-12","1631","4248","3","5","60","3264","8560","43","16","0","592","68","4192","4572","447","9211"
"2020-12-19","1634","4251","3","5","59","3264","8564","43","16","0","593","68","4195","4573","448","9216"
"2020-12-26","1633","4255","3","5","59","3266","8569","43","16","0","593","68","4198","4575","448","9221"
"2021-01-01","1631","4255","3","5","59","3269","8571","43","16","0","592","68","4199","4576","447","9222"
"2021-01-02","1631","4255","3","5","59","3269","8571","43","16","0","592","68","4199","4576","447","9222"
"2021-01-09","1562","4164","3","5","53","3123","8273","41","15","0","581","66","4054","4415","441","8910"
"2021-01-16","1560","4160","3","5","53","3125","8269","41","15","0","581","66","4052","4414","440","8906"
"2021-01-23","1560","4161","3","5","53","3124","8270","41","14","0","581","66","4053","4414","439","8906"
"2021-01-30","1561","4168","3","5","53","3129","8283","41","14","0","581","66","4057","4423","439","8919"
"2021-02-06","1558","4169","3","6","53","3128","8279","41","14","0","583","66","4052","4424","441","8917"
"2021-02-13","1557","4166","3","6","54","3128","8276","41","14","0","583","66","4051","4422","441","8914"
"2021-02-20","1559","4171","3","6","54","3127","8278","41","14","0","587","65","4049","4427","444","8920"
"2021-02-27","1558","4179","3","6","54","3133","8289","41","14","0","589","65","4056","4431","446","8933"
"2021-03-06","1557","4186","3","6","54","3136","8299","41","14","0","588","65","4062","4435","445","8942"
"2021-03-13","1557","4186","3","6","54","3139","8303","41","14","0","587","65","4065","4436","444","8945"
"2021-03-20","1554","4182","3","7","54","3143","8299","41","14","0","589","65","4062","4435","446","8943"
"2021-03-27","1553","4183","3","7","54","3145","8301","41","14","0","589","64","4063","4435","447","8945"
"2021-04-03","1553","4183","3","7","54","3144","8300","41","14","0","589","64","4062","4435","447","8944"
"2021-04-10","1549","4194","3","6","54","3147","8313","41","15","0","584","64","4065","4444","444","8953"
"2021-04-17","1548","4199","3","6","54","3145","8316","41","15","0","583","64","4073","4439","443","8955"
"2021-04-24","1548","4194","3","6","54","3148","8314","41","15","0","583","64","4075","4435","443","8953"
"2021-05-01","1548","4201","3","6","54","3151","8321","41","15","0","586","65","4080","4438","445","8963"
"2021-05-08","1548","4198","3","6","54","3154","8320","41","15","0","587","65","4078","4439","446","8963"
"2021-05-15","1546","4197","3","6","54","3154","8316","41","15","0","588","65","4073","4440","447","8960"
"2021-05-22","1547","4209","3","6","55","3159","8335","41","15","0","588","65","4084","4447","448","8979"
"2021-05-29","1546","4218","3","6","55","3164","8350","41","15","0","586","66","4093","4453","446","8992"
"2021-06-05","1545","4219","3","6","55","3164","8350","41","15","0","586","66","4092","4454","446","8992"
"2021-06-12","1546","4226","3","6","57","3167","8360","41","15","0","589","66","4098","4458","449","9005"
"2021-06-19","1545","4229","0","0","56","3176","8362","41","15","0","588","66","4100","4458","448","9006"
"2021-06-26","1542","4232","0","0","56","3187","8372","41","15","0","589","66","4103","4465","449","9017"
"2021-07-03","1539","4238","0","0","57","3188","8375","41","15","0","591","66","4100","4470","452","9022"
"2021-07-10","1539","4240","0","0","57","3190","8379","41","15","0","591","67","4101","4474","451","9026"
"2021-07-17","1536","4250","0","0","57","3196","8391","41","15","0","592","67","4109","4478","452","9039"
"2021-07-24","1535","4251","0","0","57","3192","8384","41","15","0","595","67","4106","4475","454","9035"
"2021-07-31","1538","4261","0","0","57","3197","8401","41","15","0","596","67","4111","4487","455","9053"
"2021-08-07","1544","4272","0","0","59","3199","8418","42","16","0","598","67","4119","4498","457","9074"
"2021-08-14","1545","4276","0","0","59","3207","8430","42","16","0","599","67","4125","4505","457","9087"
"2021-08-21","1547","4286","0","0","59","3213","8448","42","16","0","599","67","4134","4514","457","9105"
"2021-08-28","1546","4295","0","0","59","3214","8456","42","16","0","600","67","4137","4520","457","9114"
"2021-09-04","1547","4300","0","0","60","3222","8471","42","17","0","599","67","4144","4529","456","9129"
"2021-09-11","1548","4310","0","0","60","3225","8484","42","17","0","600","67","4151","4535","457","9143"
"2021-09-18","1548","4319","0","0","60","3222","8608","42","17","0","482","70","4205","4585","359","9149"
"2021-09-25","1548","4325","0","0","60","3224","8615","42","17","0","483","70","4209","4587","361","9157"
"2021-10-02","1551","4335","0","0","60","3229","8631","43","17","0","484","70","4219","4594","362","9175"
"2021-10-05","1551","4337","0","0","60","3228","8632","43","17","0","484","70","4219","4594","363","9176"
"2021-10-09","1554","4346","0","0","59","3233","8650","42","17","0","483","71","4228","4602","362","9192"
"2021-10-16","1553","4347","0","0","59","3233","8650","42","17","0","483","71","4228","4602","362","9192"
"2021-10-23","1553","4347","0","0","59","3232","8649","42","17","0","483","71","4227","4602","362","9191"
"2021-10-30","1553","4345","0","0","59","3232","8647","42","17","0","483","71","4227","4600","362","9189"
"2021-11-02","1553","4344","0","0","59","3232","8646","42","17","0","483","71","4227","4599","362","9188"
"2021-11-06","1548","4339","0","0","59","3230","8634","42","17","0","483","71","4220","4594","362","9176"
"2021-11-13","1554","4371","0","0","60","3251","8689","43","17","0","487","73","4246","4626","364","9236"
"2021-11-20","1550","4381","0","0","60","3259","8702","43","17","0","488","74","4255","4630","365","9250"
"2021-11-27","1550","4382","0","0","60","3260","8704","43","17","0","488","74","4256","4631","365","9252"
"2021-12-04","1548","4392","0","0","61","3265","8713","43","17","0","493","76","4258","4640","368","9266"
"2021-12-11","1548","4394","0","0","61","3267","8721","42","17","0","490","76","4261","4645","364","9270"
"2021-12-18","1550","4398","0","0","61","3272","8731","42","17","0","491","77","4266","4650","365","9281"
"2021-12-25","1551","4403","0","0","61","3277","8742","42","17","0","491","77","4270","4657","365","9292"
"2022-01-01","1553","4403","0","0","61","3281","8748","42","17","0","491","77","4273","4660","365","9298"
"2022-01-08","1553","4404","0","0","61","3288","8755","42","17","0","492","77","4278","4662","366","9306"
"2022-01-15","1554","4408","0","0","61","3291","8764","42","17","0","491","77","4280","4668","366","9314"
"2022-01-22","1555","4412","0","0","61","3300","8776","42","17","0","493","78","4286","4675","367","9328"
"2022-01-29","1554","4411","0","0","61","3303","8777","42","17","0","493","78","4288","4674","367","9329"
"2022-02-05","1555","4412","0","0","61","3308","8784","42","17","0","493","78","4290","4680","366","9336"
"2022-02-12","1557","4415","0","0","60","3308","8787","42","17","0","494","78","4290","4683","367","9340"
"2022-02-19","1554","4418","0","0","60","3313","8792","42","17","0","494","78","4295","4683","367","9345"
"2022-02-26","1552","4423","0","0","60","3320","8800","42","17","0","496","78","4300","4687","368","9355"
"2022-03-05","1552","4430","0","0","60","3322","8806","42","17","0","499","78","4302","4691","371","9364"
"2022-03-12","1551","4436","0","0","60","3325","8813","42","17","0","500","78","4303","4697","372","9372"
"2022-03-19","1548","4449","0","0","62","3341","8838","42","17","0","503","79","4312","4713","375","9400"
"2022-03-26","1543","4460","0","0","64","3351","8855","42","17","0","504","79","4322","4720","376","9418"
"2022-04-02","1535","4464","0","0","64","3359","8858","42","17","0","505","79","4323","4721","378","9422"
"2022-04-09","1522","4462","0","0","64","3378","8863","42","17","0","504","80","4327","4723","376","9426"
"2022-04-16","1513","4469","0","0","64","3392","8875","42","17","0","504","80","4331","4727","380","9438"
"2022-04-23","1485","4479","0","0","64","3411","8876","42","17","0","504","80","4332","4724","383","9439"
"2022-04-30","1479","4477","0","0","64","3414","8872","42","16","0","504","80","4329","4721","384","9434"
"2022-05-07","1480","4478","0","0","64","3414","8874","42","16","0","504","80","4329","4723","384","9436"
"2022-05-14","1480","4481","0","0","63","3416","8878","42","16","0","504","80","4333","4723","384","9440"
"2022-05-17","1480","4484","0","0","63","3418","8882","42","16","0","505","81","4336","4724","385","9445"
"2022-05-21","1479","4484","0","0","63","3418","8881","42","16","0","505","81","4336","4723","385","9444"
"2022-05-28","1479","4487","0","0","63","3419","8882","42","16","0","508","81","4339","4724","385","9448"
"2022-06-04","1473","4536","0","0","62","3439","8938","43","16","0","513","82","4365","4757","388","9510"
"2022-06-11","1471","4536","0","0","62","3441","8939","42","16","0","513","82","4363","4758","389","9510"
"2022-06-18","1471","4541","0","0","62","3447","8948","42","16","0","515","82","4370","4760","391","9521"
"2022-06-25","1469","4544","0","0","62","3454","8956","42","16","0","515","82","4376","4763","390","9529"
"2022-07-02","1468","4555","0","0","62","3459","8968","42","16","0","518","82","4384","4769","391","9544"
"2022-07-09","1468","4556","0","0","62","3460","8970","44","16","0","516","82","4385","4770","391","9546"
"2022-07-16","1464","4558","0","0","62","3465","8970","44","16","1","518","82","4388","4769","392","9549"
"2022-07-23","1465","4561","0","0","62","3468","8978","44","16","1","517","82","4391","4773","392","9556"
"2022-07-26","1466","4562","0","0","62","3468","8980","44","16","1","517","82","4392","4774","392","9558"
"2022-07-30","1466","4559","0","0","62","3468","8978","44","16","1","516","82","4390","4773","392","9555"
"2022-08-06","1466","4558","0","0","62","3473","8981","44","16","1","517","82","4388","4779","392","9559"
"2022-08-13","1466","4570","0","0","62","3473","8992","45","16","1","517","83","4393","4786","392","9571"
"2022-08-20","1467","4570","0","0","62","3476","8997","45","16","1","516","83","4395","4789","391","9575"
"2022-08-27","1466","4587","0","0","63","3479","9016","45","16","0","518","83","4407","4795","393","9595"
"2022-09-03","1468","4595","0","0","62","3483","9028","45","16","0","519","83","4414","4801","393","9608"
"2022-09-10","1469","4597","0","0","62","3487","9036","45","16","0","518","83","4418","4805","392","9615"
"2022-09-17","1466","4601","0","0","59","3494","9041","45","16","0","518","83","4418","4811","391","9620"
"2022-09-24","1463","4605","0","0","59","3498","9044","45","16","0","520","83","4421","4813","391","9625"
"2022-10-01","1461","4618","0","0","58","3504","9059","45","16","0","521","84","4428","4821","392","9641"
"2022-10-08","1462","4623","0","0","58","3509","9066","45","17","0","524","86","4431","4828","393","9652"
"2022-10-15","1464","4629","0","0","59","3517","9086","45","17","0","521","86","4442","4836","391","9669"
"2022-10-22","1464","4629","0","0","58","3519","9084","45","17","0","524","86","4440","4837","393","9670"
"2022-10-29","1466","4631","0","0","58","3521","9090","45","17","0","524","87","4448","4835","393","9676"
"2022-11-05","1469","4632","0","0","58","3524","9096","45","17","0","525","87","4449","4841","393","9683"
"2022-11-08","1469","4634","0","0","58","3526","9101","45","17","0","524","87","4450","4845","392","9687"
"2022-11-12","1472","4636","0","0","58","3529","9108","45","17","0","525","88","4453","4848","394","9695"
"2022-11-19","1474","4648","0","0","59","3550","9139","45","17","0","530","89","4472","4863","396","9731"
"2022-11-26","1475","4662","0","0","61","3563","9167","46","17","0","531","89","4485","4881","395","9761"
"2022-12-03","1476","4664","0","0","61","3570","9177","46","17","0","531","90","4489","4887","395","9771"
"2022-12-06","1476","4666","0","0","61","3571","9180","46","17","0","531","90","4491","4888","395","9774"
"2022-12-10","1471","4674","0","0","61","3575","9183","46","18","0","534","90","4493","4890","398","9781"
"2022-12-17","1470","4675","0","0","63","3579","9189","46","18","0","534","90","4497","4892","398","9787"
"2022-12-24","1467","4680","0","0","63","3584","9196","46","18","0","534","90","4503","4893","398","9794"
"2022-12-31","1468","4683","0","0","63","3589","9205","46","18","0","534","92","4509","4896","398","9803"
"2023-01-01","1468","4683","0","0","63","3589","9205","46","18","0","534","92","4509","4896","398","9803"
"2023-01-07","1411","4547","0","0","59","3426","8867","41","15","0","520","82","4343","4710","390","9443"
"2023-01-14","1410","4555","0","0","59","3426","8872","41","15","0","522","83","4347","4713","390","9450"
"2023-01-21","1409","4559","0","0","59","3427","8876","41","15","0","522","82","4351","4712","391","9454"

