"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36457","38239","626","50","0","0","0","0","43986","75852","24453","261","20","1317","637","10222","6596","7715","49425","59605","10328","119358","1"
"ALEXANDER","3635","12784","114","4","0","0","0","0","9278","22386","946","33","1","167","37","1737","508","603","11586","12369","1860","25815","1"
"ALLEGHANY","1521","3616","37","1","0","0","0","0","3022","7165","81","12","0","8","13","724","194","269","3663","3867","667","8197","1"
"ANSON","7677","3429","55","6","0","0","0","0","4809","6729","6125","31","2","92","25","2693","279","221","5959","7244","2773","15976","1"
"ASHE","3370","9601","97","5","0","0","0","0","7601","18790","116","26","2","58","17","1384","281","364","9248","10098","1328","20674","1"
"AVERY","1116","7101","66","4","0","0","0","0","4110","11149","56","17","0","30","14","971","160","146","5521","5985","891","12397","1"
"BEAUFORT","8900","13332","119","10","0","0","0","0","11334","23691","6487","38","3","61","52","2510","853","799","14281","16732","2682","33695","1"
"BERTIE","7035","1808","41","1","0","0","0","0","3509","4610","6700","17","0","29","16","948","74","55","5103","6333","958","12394","1"
"BLADEN","8071","5996","72","10","0","0","0","0","8583","12507","7041","398","7","27","87","2054","611","670","9565","11358","1809","22732","1"
"BRUNSWICK","27279","59308","728","44","0","0","0","0","57185","120213","9359","421","11","661","233","10568","3078","2741","61429","70944","12171","144544","1"
"BUNCOMBE","71120","44902","1545","251","0","0","0","0","96580","176221","10313","365","43","1687","1000","18088","6681","6320","91209","106266","16923","214398","1"
"BURKE","11297","25215","357","28","0","0","0","0","23577","50243","3079","101","2","992","128","4184","1745","1749","26438","29425","4611","60474","1"
"CABARRUS","43335","52043","1081","126","0","0","0","0","64389","97646","33240","426","20","4354","701","15674","8913","8934","67118","78495","15361","160974","1"
"CALDWELL","8615","27848","343","17","0","0","0","0","18864","45934","2533","78","0","213","141","5584","1204","1395","24469","27113","4105","55687","1"
"CAMDEN","1181","3404","64","6","0","0","0","0","3832","6773","859","8","2","43","15","613","174","87","3792","4023","672","8487","1"
"CARTERET","8311","26843","341","25","0","0","0","0","21995","49678","2109","106","7","331","121","4205","958","876","25041","28027","4447","57515","1"
"CASWELL","5448","4785","59","4","0","0","0","0","5273","9732","4338","24","1","37","48","1107","282","300","6741","7675","1153","15569","1"
"CATAWBA","19607","51449","674","56","0","0","0","0","46219","90619","9003","154","9","2779","320","9371","5750","5915","51049","56920","10036","118005","1"
"CHATHAM","20882","14992","305","30","0","0","0","0","27554","46318","5790","133","9","1353","249","7221","2690","2825","26134","30318","7311","63763","1"
"CHEROKEE","2969","13209","149","9","0","0","0","0","8401","22943","254","117","2","107","29","963","322","292","11687","12496","554","24737","1"
"CHOWAN","3150","3266","48","1","0","0","0","0","3584","6635","2546","16","6","18","23","662","143","101","4388","5205","456","10049","1"
"CLAY","1251","5109","52","2","0","0","0","0","3708","9466","42","16","0","19","9","481","89","105","4619","5050","453","10122","1"
"CLEVELAND","18107","27754","395","19","0","0","0","0","22960","47727","13072","96","8","392","210","6225","1505","1332","29152","33946","6137","69235","1"
"COLUMBUS","11745","11931","122","8","0","0","0","0","13341","22482","9945","976","4","62","81","2864","733","706","15782","18530","2835","37147","1"
"CRAVEN","18529","29032","538","49","0","0","0","0","28553","53516","13580","181","8","1321","260","5012","2823","2486","32921","38690","5090","76701","1"
"CUMBERLAND","82581","50767","1761","164","0","0","0","0","85147","85299","85501","2412","125","3710","1956","25820","15597","15204","87322","108025","25073","220420","1"
"CURRITUCK","3029","10589","204","5","0","0","0","0","10609","20927","1182","40","3","131","63","1556","534","313","11092","11775","1569","24436","1"
"DARE","6225","11446","224","18","0","0","0","0","14696","29402","536","33","1","126","61","1727","723","443","14784","16062","1763","32609","1"
"DAVIDSON","20740","59337","672","38","0","0","0","0","41679","95120","11385","256","7","1016","266","10229","4187","4289","52673","59313","10480","122466","1"
