"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","40534","30046","91","0","0","0","18379","67768","17640","177","0","0","0","0","1181","1006","39480","48998","0","89050","0"
"ALEXANDER","8247","10541","27","0","0","0","4927","22295","1081","25","0","0","0","0","146","123","11295","12327","0","23742","0"
"ALLEGHANY","3524","2248","8","0","0","0","1372","6947","77","7","0","0","0","0","37","63","3339","3779","0","7152","0"
"ANSON","12098","2246","4","0","0","0","1803","8161","7672","35","0","0","0","0","64","24","7121","8799","0","16151","0"
"ASHE","7637","8701","17","0","0","0","4099","20106","107","11","0","0","0","0","88","82","9559","10854","0","20454","0"
"AVERY","1624","7316","7","0","0","0","2616","11282","57","19","0","0","0","0","54","49","5428","6056","0","11563","0"
"BEAUFORT","16203","9435","10","0","0","0","5573","22459","8152","33","0","0","0","0","223","133","13862","17099","0","31221","0"
"BERTIE","11251","1354","5","0","0","0","1390","5273","8345","19","0","0","0","0","28","17","5945","7880","0","14000","0"
"BLADEN","15376","2928","0","0","0","0","3395","12900","8079","216","0","0","0","0","133","119","9681","11935","0","21699","0"
"BRUNSWICK","28544","27029","66","0","0","0","18426","64594","7752","165","0","0","0","0","548","410","34313","39153","0","74065","0"
"BUNCOMBE","76766","47874","179","0","0","0","47368","154568","10156","334","0","0","0","0","2819","1253","77575","92402","0","172187","0"
"BURKE","22957","20014","55","0","0","0","13363","51390","3413","65","0","0","0","0","637","282","26156","30027","0","56389","0"
"CABARRUS","38887","42984","115","0","0","0","25328","86584","15881","232","0","0","0","0","1465","1531","48720","57446","0","107314","0"
"CALDWELL","18092","23407","56","0","0","0","10491","48275","2695","50","0","0","0","0","371","278","24391","27436","0","52046","0"
"CAMDEN","3143","1885","7","0","0","0","2043","5813","1103","13","0","0","0","0","55","18","3387","3636","0","7078","0"
"CARTERET","15652","18897","37","0","0","0","11845","42778","2514","82","0","0","0","0","315","193","21490","24361","0","46431","0"
"CASWELL","9424","3089","9","0","0","0","2586","9304","5548","14","0","0","0","0","79","45","6769","8240","0","15108","0"
"CATAWBA","32183","45111","73","0","0","0","24362","89280","8641","106","0","0","0","0","1355","937","46687","54580","0","101729","0"
"CHATHAM","20323","10709","35","0","0","0","10281","33522","6080","70","0","0","0","0","495","443","18686","21939","0","41348","0"
"CHEROKEE","7306","8464","18","0","0","0","4664","19907","199","109","0","0","0","0","78","70","9546","10873","0","20452","0"
"CHOWAN","6038","2380","5","0","0","0","2051","6924","3331","13","0","0","0","0","53","25","4670","5730","0","10474","0"
"CLAY","2908","3417","5","0","0","0","2300","8484","27","13","0","0","0","0","26","26","4059","4526","0","8630","0"
"CLEVELAND","31002","18974","41","0","0","0","11285","47060","12914","81","0","0","0","0","339","309","27621","33439","0","61302","0"
"COLUMBUS","25049","5694","18","0","0","0","5910","23877","11320","986","0","0","0","0","165","94","16469","20119","0","36671","0"
"CRAVEN","28044","22236","37","0","0","0","15091","47844","15034","106","0","0","0","0","1021","735","29393","35439","0","65408","0"
"CUMBERLAND","100884","47587","159","0","0","0","43377","96307","76555","1957","0","0","0","0","9334","7080","84800","104216","0","192007","0"
"CURRITUCK","5347","5081","23","0","0","0","5432","14444","970","53","0","0","0","0","142","82","7475","8267","0","15883","0"
"DARE","10263","7562","32","0","0","0","7961","24661","508","37","0","0","0","0","234","116","12241","13496","0","25818","0"
"DAVIDSON","33953","46324","115","0","0","0","19696","88846","9117","234","0","0","0","0","874","674","46501","53462","0","100088","0"
"DAVIE","6361","14423","24","0","0","0","5545","24108","1766","28","0","0","0","0","200","186","12292","14013","0","26353","0"
"DUPLIN","15911","6727","11","0","0","0","5378","18351","8786","40","0","0","0","0","308","406","12123","15379","0","28027","0"
"DURHAM","111363","28090","182","0","0","0","41405","95152","70765","406","0","0","0","0","3742","3000","78238","99598","0","181040","0"
"EDGECOMBE","28299","5638","7","0","0","0","3104","14404","21984","47","0","0","0","0","206","81","15823","20975","0","37048","0"
"FORSYTH","102807","74198","181","0","0","0","45461","153051","60243","368","0","0","0","0","3472","2875","98032","122692","0","222647","0"
"FRANKLIN","18785","10837","28","0","0","0","6606","24974","10167","95","0","0","0","0","423","358","16586","19328","0","36256","0"
"GASTON","48515","49100","104","0","0","0","28208","103426","18530","257","0","0","0","0","1126","1178","55801","68814","0","125927","0"
"GATES","5023","1458","3","0","0","0","1515","4952","2796","3","0","0","0","0","44","12","3560","4229","0","7999","0"
"GRAHAM","2517","2813","3","0","0","0","1171","6135","1","285","0","0","0","0","44","36","3121","3373","0","6504","0"
"GRANVILLE","19679","7959","28","0","0","0","5642","21044","11203","76","0","0","0","0","345","275","14502","17951","0","33308","0"
"GREENE","7480","1804","2","0","0","0","1537","6506","4113","13","0","0","0","0","89","102","4854","5962","0","10823","0"
"GUILFORD","172203","100746","283","0","0","0","71121","218542","109762","918","0","0","0","0","5081","3221","152053","191575","0","344353","0"
"HALIFAX","26716","4694","22","0","0","0","4801","15379","18895","1019","0","0","0","0","228","92","15455","20540","0","36233","0"
"HARNETT","28299","20354","84","0","0","0","11872","43761","13772","404","0","0","0","0","1079","1088","27203","33212","0","60609","0"
"HAYWOOD","20439","11913","22","0","0","0","9077","40436","399","94","0","0","0","0","195","195","19056","22287","0","41451","0"
"HENDERSON","19168","31495","62","0","0","0","23802","70248","2005","122","0","0","0","0","814","729","34093","39942","0","74527","0"
"HERTFORD","11651","1792","6","0","0","0","1460","5529","9010","84","0","0","0","0","87","34","6275","8575","0","14909","0"
"HOKE","14087","5154","17","0","0","0","6161","11935","9995","1973","0","0","0","0","1003","890","11258","14104","0","25419","0"
"HYDE","2697","483","2","0","0","0","508","2627","1007","7","0","0","0","0","11","8","1667","2004","0","3690","0"
"IREDELL","34339","41558","76","0","0","0","24037","84462","11856","152","0","0","0","0","961","1063","46287","52873","0","100010","0"
"JACKSON","12002","7035","15","0","0","0","7356","23465","465","1419","0","0","0","0","188","155","12063","13768","0","26408","0"
"JOHNSTON","38891","36939","73","0","0","0","21683","78725","15093","271","0","0","0","0","1689","1068","44550","52448","0","97586","0"
"JONES","4557","1425","8","0","0","0","1222","4537","2550","11","0","0","0","0","41","27","3292","3867","0","7212","0"
"LEE","16396","9245","28","0","0","0","6555","24053","6790","95","0","0","0","0","605","781","14541","17571","0","32224","0"
"LENOIR","23559","8788","16","0","0","0","5183","21423","15392","59","0","0","0","0","287","168","16270","21148","0","37546","0"
"LINCOLN","17117","20840","26","0","0","0","11218","45255","2760","65","0","0","0","0","427","493","23068","25904","0","49201","0"
"MACON","8448","9767","8","0","0","0","5958","23535","182","37","0","0","0","0","115","94","11122","12959","0","24181","0"
"MADISON","7659","4474","16","0","0","0","3601","15297","115","24","0","0","0","0","77","39","7511","8039","0","15750","0"
"MARTIN","12239","2912","4","0","0","0","2415","9627","7698","36","0","0","0","0","96","50","7673","9854","0","17570","0"
"MCDOWELL","10891","9637","12","0","0","0","6624","25877","848","17","0","0","0","0","198","117","12637","14527","0","27164","0"
"MECKLENBURG","283949","182037","540","0","0","0","156150","390180","185096","1689","0","0","0","0","15464","11003","276225","335770","0","622676","0"
"MITCHELL","1384","7513","3","0","0","0","2597","11346","20","15","0","0","0","0","31","40","5347","6131","0","11497","0"
"MONTGOMERY","8401","4756","10","0","0","0","2696","11899","3459","37","0","0","0","0","197","131","7289","8514","0","15863","0"
"MOORE","18584","25490","58","0","0","0","15456","50346","7813","278","0","0","0","0","667","356","27174","32387","0","59588","0"
"NASH","36347","20387","38","0","0","0","8905","40586","23303","237","0","0","0","0","799","403","29525","35976","0","65677","0"
"NEW HANOVER","54574","48932","226","0","0","0","38479","117755","18919","261","0","0","0","0","1511","1040","63927","75466","0","142211","0"
"NORTHAMPTON","11768","1268","4","0","0","0","1629","5971","8427","22","0","0","0","0","39","22","6307","8068","0","14669","0"
"ONSLOW","31034","29744","92","0","0","0","23322","62485","15701","259","0","0","0","0","2902","2368","36917","46236","0","84192","0"
"ORANGE","52980","18408","140","0","0","0","27893","78818","12240","243","0","0","0","0","2443","1497","44478","54034","0","99421","0"
"PAMLICO","4954","2708","4","0","0","0","1785","7348","1886","26","0","0","0","0","49","24","4300","5063","0","9451","0"
"PASQUOTANK","14933","5725","30","0","0","0","6605","15991","10196","41","0","0","0","0","341","107","12091","14922","0","27293","0"
"PENDER","14533","11620","40","0","0","0","7696","26594","6360","58","0","0","0","0","231","192","15615","17996","0","33889","0"
