"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","38336","38484","693","37","262","6","3","14","42153","76928","24758","274","18","1282","757","10393","5578","7138","49650","59967","10371","119988","1"
"ALEXANDER","3963","12815","121","5","74","4","2","11","9104","22609","969","39","2","158","43","1840","439","562","11699","12492","1908","26099","1"
"ALLEGHANY","1689","3610","40","1","19","0","0","2","3024","7341","78","12","0","6","17","767","164","259","3714","3971","700","8385","1"
"ANSON","8520","3440","58","5","39","1","1","5","4751","6981","6472","33","1","105","23","2975","230","178","6259","7539","3022","16820","1"
"ASHE","3659","9622","108","4","34","0","0","1","7509","19039","123","26","3","58","21","1419","248","362","9314","10266","1357","20937","1"
"AVERY","1281","7422","68","4","23","0","1","2","4224","11721","68","18","0","27","19","1032","140","141","5802","6284","939","13025","1"
"BEAUFORT","10123","13505","135","8","63","2","6","12","11497","24488","7145","43","3","63","72","2739","798","763","14960","17491","2900","35351","1"
"BERTIE","7509","1813","41","1","20","1","1","1","3486","4653","7106","17","1","32","17","968","79","58","5321","6580","972","12873","1"
"BLADEN","8986","5999","85","8","63","0","4","10","8666","13026","7616","433","5","29","98","2048","566","678","10127","11950","1744","23821","1"
"BRUNSWICK","28472","58324","742","34","320","4","8","13","54921","118249","9411","415","12","608","276","11196","2671","2494","60384","69914","12540","142838","1"
"BUNCOMBE","74608","46451","1662","230","661","17","10","52","94813","179499","10607","379","51","1654","1113","19026","6175","6046","92583","108088","17833","218504","1"
"BURKE","12387","25323","371","21","115","7","3","17","23508","51243","3228","102","2","1045","145","4387","1600","1608","26978","30052","4722","61752","1"
"CABARRUS","45398","53503","1195","106","767","12","24","57","62875","100187","33818","440","22","4037","787","16500","8146","8528","68294","79791","15852","163937","1"
"CALDWELL","9275","28051","360","15","116","9","3","8","18504","47068","2610","81","0","206","163","5189","1024","1273","24910","27517","3914","56341","1"
"CAMDEN","1367","3443","74","6","30","1","0","2","3948","7199","947","11","2","35","18","493","166","74","4013","4316","542","8871","1"
"CARTERET","9262","27449","365","20","95","9","3","11","22087","51106","2284","108","7","331","150","4452","863","856","25667","28921","4713","59301","1"
"CASWELL","5878","4747","63","1","26","1","2","2","5245","9884","4574","22","1","38","50","1135","261","281","6953","7851","1161","15965","1"
"CATAWBA","20709","51466","672","51","431","17","14","51","44972","90904","9287","155","9","2803","361","9660","5204","5573","51329","57011","10043","118383","1"
"CHATHAM","21510","15224","318","28","143","2","3","5","26799","46437","6009","134","10","1237","274","7547","2384","2682","26219","30316","7497","64032","1"
"CHEROKEE","3252","12913","157","7","37","2","0","3","8353","22927","254","124","2","99","37","1000","281","276","11672","12517","535","24724","1"
"CHOWAN","3563","3360","47","3","31","1","1","4","3706","6983","2850","15","6","17","29","683","133","104","4653","5597","466","10716","1"
