"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36470","37961","639","49","0","0","0","0","42703","75143","24175","260","19","1287","644","10121","6173","7377","48807","58834","10181","117822","1"
"ALEXANDER","3725","12665","116","5","0","0","0","0","9077","22189","936","32","2","154","37","1762","476","575","11457","12265","1866","25588","1"
"ALLEGHANY","1542","3580","36","1","0","0","0","0","2952","7103","77","10","0","8","13","728","172","254","3612","3829","670","8111","1"
"ANSON","7618","3359","54","6","0","0","0","0","4617","6579","6007","34","2","87","25","2662","258","202","5841","7081","2732","15654","1"
"ASHE","3405","9504","99","5","0","0","0","0","7439","18603","112","26","2","56","18","1372","263","348","9114","10008","1330","20452","1"
"AVERY","1126","7047","66","4","0","0","0","0","4025","11033","55","17","0","28","14","976","145","136","5459","5912","897","12268","1"
"BEAUFORT","9107","13166","120","10","0","0","0","0","11016","23457","6485","38","3","60","52","2510","814","764","14125","16609","2685","33419","1"
"BERTIE","7019","1785","41","1","0","0","0","0","3386","4549","6625","16","1","28","15","926","72","52","5034","6261","937","12232","1"
"BLADEN","8162","5880","75","9","0","0","0","0","8353","12410","7023","397","6","27","89","1962","565","642","9492","11285","1702","22479","1"
"BRUNSWICK","27267","58055","710","37","0","0","0","0","55260","117374","9136","407","12","628","239","10658","2875","2606","59858","69275","12196","141329","1"
"BUNCOMBE","70986","44745","1534","233","0","0","0","0","93829","173971","10130","365","44","1655","1008","17824","6330","6072","89851","104847","16629","211327","1"
"BURKE","11419","24901","353","21","0","0","0","0","23007","49616","3046","96","2","966","130","4216","1629","1645","26077","29002","4622","59701","1"
"CABARRUS","42996","51774","1076","120","0","0","0","0","62655","96577","32609","417","21","4189","704","15673","8431","8545","66052","77297","15272","158621","1"
"CALDWELL","8715","27755","342","15","0","0","0","0","18552","45829","2531","76","0","208","144","5446","1145","1348","24326","27038","4015","55379","1"
"CAMDEN","1195","3337","65","6","0","0","0","0","3751","6686","860","8","2","39","16","575","168","80","3730","3988","636","8354","1"
"CARTERET","8457","26488","341","22","0","0","0","0","21308","48902","2070","99","7","320","122","4204","892","833","24567","27613","4436","56616","1"
"CASWELL","5479","4698","60","2","0","0","0","0","5165","9610","4318","24","1","37","47","1096","271","290","6657","7612","1135","15404","1"
"CATAWBA","19513","50890","663","51","0","0","0","0","44939","89145","8844","157","10","2699","317","9500","5384","5653","50103","55871","10082","116056","1"
"CHATHAM","20808","14888","308","28","0","0","0","0","27037","45813","5756","127","9","1308","250","7266","2540","2725","25800","29957","7312","63069","1"
"CHEROKEE","2973","12936","146","7","0","0","0","0","8206","22512","248","116","2","100","30","964","296","273","11470","12250","548","24268","1"
"CHOWAN","3160","3210","42","1","0","0","0","0","3478","6533","2541","16","6","18","23","621","133","96","4307","5139","445","9891","1"
"CLAY","1270","5030","53","2","0","0","0","0","3620","9322","42","16","0","18","10","482","85","101","4542","4979","454","9975","1"
"CLEVELAND","18176","27460","399","21","0","0","0","0","22370","47160","12912","96","7","376","213","6246","1416","1269","28756","33563","6107","68426","1"
"COLUMBUS","12272","11672","118","7","0","0","0","0","12501","22203","9877","950","4","58","83","2715","680","645","15556","18337","2677","36570","1"
"CRAVEN","18471","28546","543","40","0","0","0","0","27562","52428","13409","181","8","1272","261","4951","2652","2377","32230","37944","4988","75162","1"
"CUMBERLAND","82317","50466","1749","148","0","0","0","0","82455","84450","84242","2369","125","3623","1958","25469","14899","14724","85887","106571","24677","217135","1"
"CURRITUCK","3007","10376","202","5","0","0","0","0","10399","20555","1171","43","3","126","66","1515","510","299","10890","11557","1542","23989","1"
"DARE","6619","11259","224","17","0","0","0","0","13842","28805","517","33","1","122","63","1738","682","410","14454","15748","1759","31961","1"
"DAVIDSON","20618","58664","683","33","0","0","0","0","40419","93743","11093","254","6","982","265","10224","3850","4018","51678","58341","10398","120417","1"
"DAVIE","4426","17005","154","13","0","0","0","0","11522","27652","1928","41","0","147","85","2398","869","1044","14632","16253","2235","33120","1"
"DUPLIN","9795","10435","120","10","0","0","0","0","11095","18330","7744","60","3","65","126","3211","1916","2554","13295","15437","2723","31455","1"
"DURHAM","121601","22652","1043","203","0","0","0","0","95161","113658","71446","576","47","9260","2535","31243","11895","13446","93265","118542","28853","240660","1"
"EDGECOMBE","19071","6900","109","11","0","0","0","0","8893","12059","18372","65","3","57","92","3628","708","739","13588","17773","3623","34984","1"
"FORSYTH","94210","71492","1595","178","0","0","0","0","101920","159589","64334","511","36","3711","1454","26734","13026","15420","108997","134710","25688","269395","1"
"FRANKLIN","16530","17573","390","18","0","0","0","0","20876","34837","12332","142","6","400","186","5107","2377","2486","23081","26358","5948","55387","1"
"GASTON","40015","62292","1139","68","0","0","0","0","56912","109333","28897","325","14","1532","648","13131","6546","7268","68152","80330","11944","160426","1"
"GATES","3046","2275","32","2","0","0","0","0","2734","5122","2295","17","0","10","37","527","81","57","3542","3961","586","8089","1"
"GRAHAM","948","3212","31","0","0","0","0","0","1977","5583","10","273","1","16","5","230","50","44","2898","3063","207","6168","1"
"GRANVILLE","14920","11570","217","8","0","0","0","0","14568","22274","10747","73","2","181","184","6522","1300","1300","16031","18342","6910","41283","1"
"GREENE","4342","2706","30","3","0","0","0","0","3804","5902","3549","9","1","16","14","851","543","574","4609","5524","752","10885","1"
"GUILFORD","151583","88872","2000","244","0","0","0","0","142008","191906","127236","972","56","10731","2548","33979","17279","16410","160017","199152","25538","384707","1"
"HALIFAX","18433","4846","93","7","0","0","0","0","10715","13194","17059","949","4","182","119","2142","445","345","14348","17625","2121","34094","1"
"HARNETT","23843","33881","780","63","0","0","0","0","33806","56419","18097","480","33","833","502","10178","5831","6452","38316","44511","9546","92373","1"
"HAYWOOD","11165","17109","317","27","0","0","0","0","18916","43570","496","134","0","168","100","2367","699","761","21477","24360","1697","47534","1"
"HENDERSON","16785","32345","608","52","0","0","0","0","40742","78058","2350","151","15","577","370","6008","3003","3413","38846","45909","5777","90532","1"
"HERTFORD","8041","1686","38","4","0","0","0","0","3658","4470","7765","90","3","41","50","855","153","109","5553","7076","798","13427","1"
"HOKE","12848","7934","299","26","0","0","0","0","14126","13330","12519","1900","22","372","222","4196","2672","2681","14602","17268","3363","35233","1"
"HYDE","1185","703","12","0","0","0","0","0","1066","2239","502","2","0","2","8","158","55","62","1323","1491","152","2966","1"
"IREDELL","27058","60508","876","46","0","0","0","0","56882","111073","15895","209","13","1740","416","10554","5470","5852","63835","70396","11139","145370","1"
"JACKSON","7768","8744","219","24","0","0","0","0","13548","24115","571","1512","9","237","181","2942","736","887","12861","14497","2945","30303","1"
"JOHNSTON","40282","60837","1186","90","0","0","0","0","62753","108434","27790","451","28","1228","577","17387","9253","10997","70613","81148","13387","165148","1"
"JONES","2168","2398","29","0","0","0","0","0","2348","4251","1822","11","2","19","22","702","114","126","2926","3331","686","6943","1"
"LEE","11891","12830","307","23","0","0","0","0","15633","25735","7273","139","9","331","247","3893","3057","3973","17027","20119","3538","40684","1"
"LENOIR","14784","10587","136","17","0","0","0","0","11629","18171","13783","52","5","96","116","3986","944","994","14605","18585","3963","37153","1"
"LINCOLN","11073","33472","402","17","0","0","0","0","24134","57598","3775","88","3","357","151","5119","2007","2424","30508","33246","5344","69098","1"
"MACON","4586","12603","190","10","0","0","0","0","11593","26346","200","65","1","120","58","1508","684","731","13468","15009","505","28982","1"
"MADISON","4538","5074","114","15","0","0","0","0","7670","15340","112","25","3","65","39","1595","232","205","7465","8097","1849","17411","1"
"MARTIN","6974","3636","60","5","0","0","0","0","5453","8492","5822","25","1","22","49","1466","251","229","6490","8188","1450","16128","1"
"MCDOWELL","4947","13844","178","11","0","0","0","0","11700","27594","817","38","0","152","121","1298","660","697","13952","15204","1524","30680","1"
"MECKLENBURG","317432","156569","5393","574","0","0","0","0","331056","406981","242430","2084","95","25377","4812","80124","49121","51527","336812","404366","69846","811024","1"
"MITCHELL","961","6405","56","3","0","0","0","0","3671","9844","45","14","1","16","15","1052","109","144","4880","5343","873","11096","1"
"MONTGOMERY","4451","6641","71","6","0","0","0","0","5885","11847","2726","47","1","182","42","1480","729","866","7405","8297","1352","17054","1"
"MOORE","14596","33149","605","24","0","0","0","0","30909","63354","7227","393","8","734","245","4788","2534","2228","34696","40504","4083","79283","1"
"NASH","26364","19961","270","21","0","0","0","0","22911","34204","26226","364","5","369","255","5880","2224","2191","28613","34903","6011","69527","1"
"NEW HANOVER","48580","54730","1339","133","0","0","0","0","78679","138775","17674","398","16","1592","761","19196","5049","4717","74351","88531","20579","183461","1"
