"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36433","33020","553","17","0","40","31227","69540","20864","250","0","0","0","0","10636","3811","43479","53395","4416","101290","0"
"ALEXANDER","5324","10744","88","0","0","15","7348","21421","918","36","0","0","0","0","1144","312","11023","11888","608","23519","0"
"ALLEGHANY","2238","2627","32","1","0","0","2154","6578","70","7","0","0","0","0","397","166","3274","3565","213","7052","0"
"ANSON","10159","2461","28","8","0","24","3311","6661","6818","27","0","0","0","0","2485","81","6198","7573","2220","15991","0"
"ASHE","4600","7944","78","3","0","5","5529","17344","102","20","0","0","0","0","693","196","8396","9426","337","18159","0"
"AVERY","1339","6679","52","3","0","3","3387","10826","76","18","0","0","0","0","543","88","5290","5907","266","11463","0"
"BEAUFORT","11925","10921","98","7","0","6","9253","22574","7643","43","0","0","0","0","1950","432","14125","16765","1320","32210","0"
"BERTIE","8669","1412","25","2","0","1","2620","4547","7610","19","0","0","0","0","553","40","5454","6891","384","12729","0"
"BLADEN","11032","4231","50","1","0","7","6505","12564","7876","378","0","0","0","0","1008","399","9856","11652","318","21826","0"
"BRUNSWICK","25902","40379","456","17","0","33","37846","88188","8493","313","0","0","0","0","7639","1280","46308","53434","4891","104633","0"
"BUNCOMBE","73188","44343","1521","153","0","76","74105","165015","10477","369","0","0","0","0","17525","3758","84827","100412","8147","193386","0"
"BURKE","15538","20195","291","16","0","26","18381","47450","3186","79","0","0","0","0","3732","936","24994","28140","1313","54447","0"
"CABARRUS","40902","48338","895","44","0","76","46277","93725","25640","342","0","0","0","0","16825","5060","59294","70252","6986","136532","0"
"CALDWELL","11633","23950","368","32","0","17","15273","46017","2682","65","0","0","0","0","2509","854","23918","26374","981","51273","0"
"CAMDEN","1849","2561","59","0","0","2","3176","6269","962","10","0","0","0","0","406","36","3622","3843","182","7647","0"
"CARTERET","10688","22840","244","5","0","9","18189","46250","2463","97","0","0","0","0","3165","524","23335","26458","2182","51975","0"
"CASWELL","6914","3359","35","2","0","6","4327","9043","4813","17","0","0","0","0","770","153","6574","7634","435","14643","0"
"CATAWBA","22657","43732","454","17","0","40","34782","82875","8910","122","0","0","0","0","9775","3231","46043","52254","3385","101682","0"
"CHATHAM","20166","13025","271","17","0","19","20034","40788","5982","108","0","0","0","0","6654","1637","22754","26870","3908","53532","0"
"CHEROKEE","4317","9831","126","7","0","6","6947","20301","216","121","0","0","0","0","596","168","10044","11125","65","21234","0"
"CHOWAN","4204","2654","31","3","0","1","2892","6389","2946","12","0","0","0","0","438","55","4277","5342","166","9785","0"
"CLAY","1639","3793","54","3","0","5","3104","8209","45","14","0","0","0","0","330","57","3997","4409","192","8598","0"
"CLEVELAND","23150","21289","279","9","0","26","17441","45299","13276","80","0","0","0","0","3539","634","27589","32641","1964","62194","0"
"COLUMBUS","17180","7876","72","3","0","10","9557","21713","10652","931","0","0","0","0","1402","300","15513","18603","582","34698","0"
"CRAVEN","21300","24405","405","24","0","20","21927","48145","14480","156","0","0","0","0","5300","1573","29942","36166","1973","68081","0"
"CUMBERLAND","91853","47187","1312","47","0","111","67119","88418","85320","2240","0","0","0","0","31651","11972","85594","107869","14166","207629","0"
"CURRITUCK","3586","7833","172","9","0","9","8374","17895","1056","45","0","0","0","0","987","145","9468","10039","476","19983","0"
"DARE","7967","9414","224","10","0","8","11635","27291","561","35","0","0","0","0","1371","252","13618","15026","614","29258","0"
