"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"ALAMANCE","36490","38225","619","47","0","0","0","0","45043","76194","24703","264","20","1339","633","10424","6847","7922","49796","60077","10551","120424","1","0"
"ALEXANDER","3594","12719","113","5","0","0","0","0","9324","22340","941","32","1","168","37","1716","520","613","11573","12342","1840","25755","1","0"
"ALLEGHANY","1487","3626","32","2","0","0","0","0","3070","7191","79","12","0","8","12","713","202","275","3683","3876","658","8217","1","0"
"ANSON","7636","3424","58","6","0","0","0","0","4870","6763","6122","31","2","95","25","2673","283","223","5960","7272","2762","15994","1","0"
"ASHE","3313","9627","100","5","0","0","0","0","7700","18868","119","27","2","58","17","1367","287","368","9294","10140","1311","20745","1","0"
"AVERY","1119","7109","66","5","0","0","0","0","4172","11222","56","17","0","31","14","958","173","150","5563","6030","878","12471","1","0"
"BEAUFORT","8796","13322","123","13","0","0","0","0","11644","23775","6470","38","3","61","53","2630","868","810","14310","16776","2812","33898","1","0"
"BERTIE","6964","1801","41","2","0","0","0","0","3903","4601","6675","17","0","29","16","1291","82","58","5082","6327","1302","12711","1","0"
"BLADEN","7977","6028","70","11","0","0","0","0","8846","12521","7047","395","7","28","87","2215","632","691","9584","11390","1958","22932","1","0"
"BRUNSWICK","27629","60353","732","54","0","0","0","0","58751","122866","9523","433","10","683","236","10542","3226","2886","62725","72588","12206","147519","1","0"
"BUNCOMBE","71347","44873","1537","263","0","0","0","0","99000","177744","10460","368","42","1711","1003","18799","6893","6482","92155","107199","17666","217020","1","0"
"BURKE","11197","25198","360","28","0","0","0","0","23760","50291","3080","100","2","1001","125","4155","1789","1782","26471","29475","4597","60543","1","0"
"CABARRUS","43609","52075","1066","131","0","0","0","0","65548","98161","33775","435","21","4460","695","15616","9266","9214","67816","79256","15357","162429","1","0"
"CALDWELL","8560","27900","343","18","0","0","0","0","19201","46123","2552","77","0","224","141","5652","1253","1437","24591","27294","4137","56022","1","0"
"CAMDEN","1191","3458","65","7","0","0","0","0","3905","6846","868","9","2","45","15","658","183","93","3832","4072","722","8626","1","0"
"CARTERET","8268","26825","334","24","0","0","0","0","22192","49780","2099","107","8","332","121","4223","973","884","25077","28103","4463","57643","1","0"
"CASWELL","5401","4834","58","3","0","0","0","0","5336","9774","4351","24","1","36","50","1100","296","311","6775","7711","1146","15632","1","0"
"CATAWBA","19606","51420","671","56","0","0","0","0","46772","90906","9048","154","9","2808","314","9411","5875","6004","51318","57130","10077","118525","1","0"
"CHATHAM","20949","14983","300","30","0","0","0","0","27981","46715","5823","134","9","1384","239","7141","2798","2897","26372","30608","7263","64243","1","0"
"CHEROKEE","2961","13289","152","9","0","0","0","0","8467","23078","257","118","2","108","29","964","322","290","11773","12550","555","24878","1","0"
"CHOWAN","3126","3283","48","2","0","0","0","0","3767","6672","2523","16","6","20","23","817","149","109","4441","5251","534","10226","1","0"
"CLAY","1267","5145","54","2","0","0","0","0","3749","9543","43","16","0","19","9","494","93","110","4654","5098","465","10217","1","0"
"CLEVELAND","17985","27746","397","20","0","0","0","0","23407","47940","13154","97","8","392","211","6215","1538","1361","29297","34125","6133","69555","1","0"
"COLUMBUS","11616","11929","127","10","0","0","0","0","13614","22501","9942","973","4","61","81","2984","750","725","15791","18542","2963","37296","1","0"
"CRAVEN","18512","29056","551","51","0","0","0","0","29045","53734","13604","180","8","1325","260","5199","2905","2541","33079","38861","5275","77215","1","0"
"CUMBERLAND","82975","50942","1772","177","0","0","0","0","87970","86121","86494","2434","123","3769","1941","26824","16130","15582","88423","109331","26082","223836","1","0"
"CURRITUCK","3020","10711","205","7","0","0","0","0","10797","21156","1212","41","3","142","63","1570","553","327","11246","11909","1585","24740","1","0"
"DARE","6113","11491","215","18","0","0","0","0","14928","29566","542","35","1","127","60","1705","729","458","14887","16133","1745","32765","1","0"
"DAVIDSON","20715","59200","673","41","0","0","0","0","42074","95209","11468","258","7","1029","261","10192","4279","4358","52821","59426","10456","122703","1","0"
"DAVIE","4439","17149","157","15","0","0","0","0","11993","28135","1962","41","0","166","82","2375","992","1146","14951","16555","2247","33753","1","0"
"DUPLIN","9601","10704","127","11","0","0","0","0","11909","18677","7801","62","3","65","118","3513","2113","2729","13557","15756","3039","32352","1","0"
"DURHAM","122564","22531","1014","220","0","0","0","0","100790","116151","72401","565","45","9602","2527","32827","13001","14255","95496","121171","30452","247119","1","0"
"EDGECOMBE","18767","6907","117","17","0","0","0","0","10077","12082","18296","58","2","58","87","4529","773","804","13637","17727","4521","35885","1","0"
"FORSYTH","94634","71178","1600","197","0","0","0","0","106142","161152","65032","505","37","3855","1419","27606","14145","16278","110591","136693","26467","273751","1","0"
"FRANKLIN","16530","17831","372","20","0","0","0","0","22000","35651","12558","135","5","426","183","5164","2631","2669","23685","27000","6068","56753","1","0"
"GASTON","40280","62758","1167","77","0","0","0","0","59742","110929","29948","332","19","1614","631","13325","7226","7901","69716","82111","12197","164024","1","0"
"GATES","2931","2363","33","3","0","0","0","0","2942","5251","2325","17","0","10","38","541","90","62","3624","4051","597","8272","1","0"
"GRAHAM","902","3271","27","0","0","0","0","0","2053","5667","11","271","1","14","5","231","53","47","2958","3089","206","6253","1","0"
"GRANVILLE","14684","11722","225","10","0","0","0","0","15185","22459","10820","73","2","187","180","6693","1412","1407","16221","18565","7040","41826","1","0"
"GREENE","4254","2746","29","6","0","0","0","0","3976","5954","3538","9","1","15","14","894","586","620","4657","5556","798","11011","1","0"
"GUILFORD","152238","88631","1978","247","0","0","0","0","149606","193524","129347","1000","57","11072","2526","36664","18510","17339","162790","202176","27734","392700","1","0"
"HALIFAX","18264","4848","95","8","0","0","0","0","11429","13283","17142","953","4","188","120","2492","462","373","14425","17762","2457","34644","1","0"
"HARNETT","24205","34654","802","79","0","0","0","0","36004","58377","18799","486","34","906","502","10220","6420","6997","39775","46237","9732","95744","1","0"
"HAYWOOD","10811","17347","311","32","0","0","0","0","19738","44234","497","142","0","179","96","2339","752","823","21839","24704","1696","48239","1","0"
"HENDERSON","16945","32537","623","64","0","0","0","0","41958","79380","2423","154","17","604","373","5925","3251","3645","39581","46762","5784","92127","1","0"
"HERTFORD","7919","1717","41","5","0","0","0","0","3964","4498","7771","89","3","41","48","1038","158","115","5563","7110","973","13646","1","0"
"HOKE","12949","8121","308","27","0","0","0","0","15543","13806","12900","1953","21","394","222","4709","2943","2914","15154","17923","3871","36948","1","0"
"HYDE","1138","741","13","0","0","0","0","0","1147","2284","506","2","0","2","5","168","72","75","1357","1523","159","3039","1","0"
"IREDELL","27551","61634","910","52","0","0","0","0","59443","113896","16535","220","14","1854","401","10586","6084","6345","65788","72541","11261","149590","1","0"
"JACKSON","7596","8868","227","28","0","0","0","0","14035","24429","566","1559","9","232","177","2993","789","908","13087","14697","2970","30754","1","0"
"JOHNSTON","41020","61653","1189","93","0","0","0","0","66382","111275","28825","457","30","1343","573","17477","10357","11977","72864","83712","13761","170337","1","0"
"JONES","2116","2417","30","0","0","0","0","0","2492","4316","1800","13","3","20","22","755","126","139","2963","3350","742","7055","1","0"
"LEE","11939","12985","316","24","0","0","0","0","16322","26254","7384","138","8","341","242","3868","3351","4224","17422","20615","3549","41586","1","0"
"LENOIR","14607","10706","133","20","0","0","0","0","12593","18405","13963","52","5","109","114","4347","1064","1083","14845","18905","4309","38059","1","0"
"LINCOLN","11069","33979","414","21","0","0","0","0","25001","58651","3840","88","3","377","150","5181","2194","2540","31112","33935","5437","70484","1","0"
"MACON","4480","12755","183","12","0","0","0","0","12171","26876","212","68","1","123","56","1506","759","791","13780","15317","504","29601","1","0"
"MADISON","4490","5124","119","15","0","0","0","0","7931","15592","114","30","4","67","38","1591","243","209","7611","8207","1861","17679","1","0"
"MARTIN","6821","3679","62","7","0","0","0","0","5913","8555","5836","26","1","25","48","1722","269","249","6558","8227","1697","16482","1","0"
"MCDOWELL","4842","13961","183","12","0","0","0","0","12139","27935","842","42","0","160","114","1311","733","754","14191","15383","1563","31137","1","0"
"MECKLENBURG","322076","157300","5408","584","0","0","0","0","350045","416417","249088","2119","95","26546","4712","83397","53039","54793","346710","415331","73372","835413","1","0"
"MITCHELL","922","6389","53","4","0","0","0","0","3850","9952","50","12","1","19","14","1043","127","159","4952","5402","864","11218","1","0"
"MONTGOMERY","4352","6748","73","7","0","0","0","0","6101","12020","2709","46","1","185","42","1456","822","951","7512","8415","1354","17281","1","0"
"MOORE","14711","33686","602","26","0","0","0","0","32133","64818","7312","402","8","785","242","4869","2722","2393","35579","41375","4204","81158","1","0"
"NASH","25149","19939","266","23","0","0","0","0","25835","34438","26287","364","6","387","257","7042","2431","2368","28896","35181","7135","71212","1","0"
"NEW HANOVER","49155","54826","1348","137","0","0","0","0","82472","141856","18131","425","16","1679","738","19600","5493","5072","76317","90764","20857","187938","1","0"
"NORTHAMPTON","6994","1649","32","2","0","0","0","0","4105","5027","6580","29","0","11","15","1018","102","90","5433","6307","1042","12782","1","0"
"ONSLOW","21718","51280","1667","78","0","0","0","0","59472","89372","19030","498","72","1965","755","13687","8836","9259","57132","64157","12926","134215","1","0"
"ORANGE","49281","13122","461","84","0","0","0","0","48898","75606","11423","231","9","5731","1010","12707","5129","4968","45389","54128","12329","111846","1","0"
"PAMLICO","2440","4329","51","5","0","0","0","0","3471","8053","1318","25","1","46","16","684","153","145","4599","5025","672","10296","1","0"
"PASQUOTANK","9559","8116","196","19","0","0","0","0","13188","16971","9285","34","3","170","149","3678","788","531","12670","14811","3597","31078","1","0"
"PENDER","10058","22322","402","17","0","0","0","0","21399","41538","5552","143","4","271","145","4785","1760","1782","23358","25683","5157","54198","1","0"
"PERQUIMANS","2446","3910","52","3","0","0","0","0","4237","7672","1736","19","2","24","20","1050","125","84","4454","5112","1082","10648","1","0"
"PERSON","8712","8801","129","9","0","0","0","0","10649","18353","6811","111","3","59","89","2144","730","730","12166","14087","2047","28300","1","0"
"PITT","45249","31189","676","77","0","0","0","0","49067","64873","39684","243","15","1179","624","14508","5132","4383","49290","62079","14889","126258","1","0"
"POLK","3386","6669","105","3","0","0","0","0","7117","15255","581","15","2","55","36","1020","316","344","7690","8974","616","17280","1","0"
"RANDOLPH","13822","51808","531","27","0","0","0","0","33075","79153","6242","300","9","839","210","7689","4821","5394","43510","48579","7174","99263","1","0"
"RICHMOND","10370","8212","108","15","0","0","0","0","9750","16399","8330","400","4","155","48","2128","991","796","12104","14386","1965","28455","1","0"
"ROBESON","29602","16267","226","30","0","0","0","0","30990","19841","18231","25406","45","302","433","9296","3561","2870","31224","38720","7171","77115","1","0"
"ROCKINGHAM","15816","26332","325","28","0","0","0","0","21525","44884","11170","107","0","234","165","5782","1684","1718","28190","32771","3065","64026","1","0"
"ROWAN","21474","43768","624","49","0","0","0","0","35583","72580","15712","169","8","609","316","7931","4173","4452","43570","49559","8369","101498","1","0"
"RUTHERFORD","8449","21236","237","21","0","0","0","0","17305","38260","3760","44","1","157","88","3792","1146","1097","20303","23247","3698","47248","1","0"
"SAMPSON","11478","16007","175","20","0","0","0","0","11027","22255","9640","522","2","100","106","3123","2959","3476","16757","19614","2336","38707","1","0"
"SCOTLAND","8356","5090","77","12","0","0","0","0","8356","9367","7450","1783","18","172","117","2655","329","300","8584","10798","2509","21891","1","0"
"STANLY","7901","22841","236","36","0","0","0","0","16155","36067","4983","85","5","472","68","4355","1134","1101","19941","22483","4745","47169","1","0"
"STOKES","4609","18146","198","19","0","0","0","0","10795","29085","1235","55","2","79","84","2689","538","599","16120","17531","116","33767","1","0"
"SURRY","7908","23632","215","18","0","0","0","0","16986","40887","1620","47","3","136","96","4001","1969","2509","21514","24015","3230","48759","1","0"
"SWAIN","2430","3376","78","13","0","0","0","0","4163","7467","99","1636","1","40","36","600","181","124","4527","5005","528","10060","1","0"
"TRANSYLVANIA","5385","8641","153","10","0","0","0","0","12565","23745","708","44","2","103","71","1673","408","318","11726","13321","1707","26754","1","0"
"TYRRELL","923","505","12","1","0","0","0","0","917","1435","620","3","0","21","4","222","53","49","1016","1116","226","2358","1","0"
"UNION","38437","72273","1117","86","0","0","0","0","72354","120565","19397","544","15","4997","723","28737","9289","10057","75400","83799","25068","184267","1","0"
"VANCE","14493","5335","110","11","0","0","0","0","8134","11201","13367","56","5","105","93","2288","968","983","11212","14609","2262","28083","1","0"
"WAKE","281833","173052","5357","650","0","0","0","0","394576","512360","149361","2251","94","39448","4767","95549","51638","42966","357193","412044","86231","855468","1","0"
"WARREN","7302","2554","43","3","0","0","0","0","3580","5705","6080","539","2","37","43","852","224","180","5735","6847","900","13482","1","0"
"WASHINGTON","4141","1552","23","2","0","0","0","0","2518","3613","3598","8","2","17","13","871","114","84","3320","4068","848","8236","1","0"
"WATAUGA","10453","12291","301","61","0","0","0","0","21145","38282","824","49","12","374","413","3435","862","1394","19198","21851","3202","44251","1","0"
"WAYNE","25230","26789","430","36","0","0","0","0","24413","41994","23275","148","7","577","361","5999","4537","4192","32114","38465","6319","76898","1","0"
"WILKES","5862","25215","187","10","0","0","0","0","14037","39287","1562","48","0","157","93","3089","1075","1204","20045","22056","3210","45311","1","0"
"WILSON","22447","14111","232","28","0","0","0","0","18101","26658","20760","120","2","304","137","4415","2523","2376","22442","28292","4185","54919","1","0"
"YADKIN","2669","14721","120","5","0","0","0","0","8152","22028","732","23","2","67","34","1763","1018","1224","11461","12403","1803","25667","1","0"
"YANCEY","3308","5529","81","9","0","0","0","0","5543","13002","72","28","1","30","23","1113","201","212","6493","7039","938","14470","1","0"
