"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37975","32578","468","0","0","0","27830","70718","20361","272","0","0","0","0","7500","2879","43339","53218","2294","98851","0"
"ALEXANDER","6228","10674","75","0","0","0","7068","22244","974","33","0","0","0","0","794","235","11431","12306","308","24045","0"
"ALLEGHANY","2675","2549","36","0","0","0","2065","6971","81","12","0","0","0","0","261","168","3446","3791","88","7325","0"
"ANSON","11683","2448","21","0","0","0","3077","7340","7557","37","0","0","0","0","2295","61","6933","8200","2096","17229","0"
"ASHE","5390","7960","66","0","0","0","5261","18120","109","18","0","0","0","0","430","177","8798","9733","146","18677","0"
"AVERY","1398","6785","47","0","0","0","3286","11102","71","20","0","0","0","0","323","77","5330","6072","114","11516","0"
"BEAUFORT","13313","10612","97","0","0","0","8692","23057","8123","42","0","0","0","0","1492","325","14584","17281","849","32714","0"
"BERTIE","10009","1539","23","0","0","0","2354","4941","8417","18","0","0","0","0","549","24","6024","7526","375","13925","0"
"BLADEN","13166","3504","39","0","0","0","5915","13140","8349","420","0","0","0","0","715","318","10347","12135","142","22624","0"
"BRUNSWICK","26680","36019","353","0","0","0","33187","82750","8809","283","0","0","0","0","4397","992","43796","50420","2023","96239","0"
"BUNCOMBE","73961","45683","1300","0","0","0","68585","165286","10728","407","0","0","0","0","13108","2999","84787","99787","4955","189529","0"
"BURKE","18400","20454","250","0","0","0","18291","51145","3454","92","0","0","0","0","2704","720","26906","30148","341","57395","0"
"CABARRUS","40754","48615","717","0","0","0","41860","97324","23533","352","0","0","0","0","10737","4096","59303","69886","2757","131946","0"
"CALDWELL","14220","24475","342","0","0","0","15160","49717","2799","74","0","0","0","0","1607","695","25664","28181","352","54197","0"
"CAMDEN","2368","2347","42","0","0","0","2797","6186","1084","12","0","0","0","0","272","30","3640","3846","68","7554","0"
"CARTERET","12146","21797","240","0","0","0","17158","46520","2677","102","0","0","0","0","2042","439","23548","26610","1183","51341","0"
"CASWELL","7889","3666","33","0","0","0","3776","9544","5226","23","0","0","0","0","571","120","6915","8193","256","15364","0"
"CATAWBA","25952","43933","404","0","0","0","31779","86051","9209","136","0","0","0","0","6672","2391","47000","53925","1143","102068","0"
"CHATHAM","20363","13043","225","0","0","0","17611","40297","6331","108","0","0","0","0","4506","1332","22455","26298","2489","51242","0"
"CHEROKEE","5936","9684","121","0","0","0","7037","21957","250","138","0","0","0","0","433","169","10715","12000","63","22778","0"
