"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36494","38286","626","50","0","0","0","0","44007","75936","24479","260","20","1319","637","10225","6587","7707","49478","59646","10339","119463","1"
"ALEXANDER","3654","12742","116","3","0","0","0","0","9203","22311","944","33","1","163","37","1730","499","594","11546","12317","1855","25718","1"
"ALLEGHANY","1517","3615","37","1","0","0","0","0","3010","7152","80","12","0","8","13","724","191","265","3653","3859","668","8180","1"
"ANSON","7658","3417","54","6","0","0","0","0","4781","6693","6097","32","2","91","25","2702","274","218","5929","7210","2777","15916","1"
"ASHE","3382","9583","96","5","0","0","0","0","7560","18755","115","26","2","58","17","1374","279","363","9215","10084","1327","20626","1"
"AVERY","1119","7104","66","4","0","0","0","0","4106","11148","57","17","0","30","14","973","160","146","5521","5983","895","12399","1"
"BEAUFORT","8982","13344","119","10","0","0","0","0","11314","23739","6509","38","3","62","52","2515","851","795","14309","16773","2687","33769","1"
"BERTIE","7004","1800","41","1","0","0","0","0","3473","4592","6660","17","0","30","15","934","71","51","5071","6303","945","12319","1"
"BLADEN","8106","5986","76","11","0","0","0","0","8540","12502","7042","398","6","27","88","2048","608","667","9555","11358","1806","22719","1"
"BRUNSWICK","27300","59292","728","42","0","0","0","0","57089","120121","9348","419","11","663","235","10582","3072","2737","61391","70875","12185","144451","1"
"BUNCOMBE","71124","44927","1555","249","0","0","0","0","96324","176125","10300","366","43","1687","1004","18002","6652","6308","91118","106227","16834","214179","1"
"BURKE","11332","25150","360","27","0","0","0","0","23440","50104","3071","99","2","988","128","4204","1713","1721","26361","29328","4620","60309","1"
"CABARRUS","43400","52161","1081","126","0","0","0","0","64440","97868","33236","427","20","4347","700","15701","8909","8933","67213","78608","15387","161208","1"
"CALDWELL","8643","27911","343","17","0","0","0","0","18915","46053","2537","77","0","213","141","5604","1204","1391","24529","27182","4118","55829","1"
"CAMDEN","1186","3406","65","6","0","0","0","0","3838","6790","860","8","2","41","15","612","173","87","3796","4032","673","8501","1"
"CARTERET","8351","26765","348","25","0","0","0","0","21782","49504","2093","103","7","328","121","4172","943","867","24935","27917","4419","57271","1"
"CASWELL","5441","4762","58","3","0","0","0","0","5246","9694","4322","24","1","37","48","1104","280","297","6718","7643","1149","15510","1"
"CATAWBA","19570","51238","677","54","0","0","0","0","45855","90142","8959","154","9","2765","316","9367","5682","5873","50771","56595","10028","117394","1"
"CHATHAM","20925","15027","306","30","0","0","0","0","27619","46418","5799","133","9","1352","248","7247","2701","2834","26182","30383","7342","63907","1"
"CHEROKEE","2962","13141","150","9","0","0","0","0","8347","22818","254","117","2","106","29","968","315","288","11622","12431","556","24609","1"
"CHOWAN","3152","3267","48","1","0","0","0","0","3587","6640","2546","16","6","18","22","664","143","102","4390","5206","459","10055","1"
"CLAY","1259","5094","52","2","0","0","0","0","3692","9446","42","16","0","18","9","480","88","104","4605","5040","454","10099","1"
"CLEVELAND","18099","27723","400","20","0","0","0","0","22875","47633","13054","94","8","392","211","6237","1488","1313","29098","33878","6141","69117","1"
"COLUMBUS","11731","11878","122","8","0","0","0","0","13253","22394","9912","976","4","59","81","2846","720","694","15712","18465","2815","36992","1"
"CRAVEN","18491","28914","540","43","0","0","0","0","28376","53282","13521","178","8","1313","263","4997","2802","2465","32770","38521","5073","76364","1"
"CUMBERLAND","82697","50848","1762","165","0","0","0","0","85231","85422","85581","2417","125","3714","1962","25878","15604","15215","87415","108168","25120","220703","1"
"CURRITUCK","3029","10563","205","5","0","0","0","0","10598","20907","1184","40","3","130","64","1541","531","310","11078","11750","1572","24400","1"
"DARE","6214","11401","223","18","0","0","0","0","14589","29254","533","33","1","124","62","1723","715","434","14713","15982","1750","32445","1"
"DAVIDSON","20649","59160","684","38","0","0","0","0","41356","94746","11283","257","7","1009","265","10223","4097","4226","52393","59050","10444","121887","1"
"DAVIE","4427","17139","154","14","0","0","0","0","11749","27942","1939","40","0","158","85","2391","928","1094","14813","16417","2253","33483","1"
"DUPLIN","9694","10654","120","11","0","0","0","0","11482","18580","7802","62","3","65","121","3282","2046","2663","13489","15675","2797","31961","1"
"DURHAM","122061","22662","1047","219","0","0","0","0","98561","115078","71999","573","46","9419","2534","32384","12517","13940","94579","119997","29974","244550","1"
"EDGECOMBE","18968","6916","115","12","0","0","0","0","9460","12102","18383","64","3","58","94","4021","746","770","13652","17791","4028","35471","1"
"FORSYTH","94584","71595","1607","189","0","0","0","0","104298","160757","64739","509","36","3795","1453","27311","13673","15951","109975","136079","26219","272273","1"
"FRANKLIN","16552","17758","386","20","0","0","0","0","21418","35256","12467","138","6","414","185","5141","2527","2593","23388","26732","6014","56134","1"
