"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","40456","30051","95","0","0","18451","67802","17618","176","0","1181","1009","39465","49019","0","89053"
"ALEXANDER","8217","10535","27","0","0","4954","22286","1079","25","0","147","124","11289","12324","0","23733"
"ALLEGHANY","3519","2253","8","0","0","1381","6956","77","8","0","37","63","3341","3787","0","7161"
"ANSON","12103","2242","4","0","0","1818","8169","7682","35","0","64","24","7136","8802","0","16167"
"ASHE","7614","8677","19","0","0","4119","20080","108","11","0","89","83","9530","10858","0","20429"
"AVERY","1626","7316","8","0","0","2621","11291","57","19","0","54","48","5433","6059","0","11571"
"BEAUFORT","16119","9427","10","0","0","5575","22413","8113","31","0","224","131","13828","17045","0","31131"
"BERTIE","11253","1353","7","0","0","1388","5264","8352","19","0","28","17","5943","7882","0","14001"
"BLADEN","15355","2932","2","0","0","3418","12917","8073","215","0","134","120","9695","11929","0","21707"
"BRUNSWICK","28604","27129","68","0","0","18574","64867","7793","212","0","553","414","34444","39330","0","74375"
"BUNCOMBE","76806","47877","193","0","0","47705","154914","10195","332","0","2840","1263","77736","92646","0","172581"
"BURKE","22962","20017","55","0","0","13452","51478","3413","65","0","641","283","26215","30069","0","56486"
"CABARRUS","38984","43048","120","0","0","25551","86828","15987","235","0","1488","1558","48868","57693","0","107703"
"CALDWELL","18078","23432","59","0","0","10560","48354","2694","50","0","375","283","24402","27508","0","52129"
"CAMDEN","3148","1896","7","0","0","2058","5839","1104","14","0","56","19","3402","3652","0","7109"
"CARTERET","15662","18926","38","0","0","11931","42894","2517","82","0","319","193","21548","24429","0","46557"
"CASWELL","9413","3096","9","0","0","2600","9319","5542","15","0","80","46","6773","8246","0","15118"
"CATAWBA","32177","45089","73","0","0","24460","89312","8657","108","0","1365","946","46692","54645","0","101799"
"CHATHAM","20345","10730","38","0","0","10349","33630","6077","71","0","500","447","18732","22015","0","41462"
"CHEROKEE","7329","8491","18","0","0","4696","19988","199","109","0","78","70","9580","10921","0","20534"
"CHOWAN","6019","2383","5","0","0","2063","6923","3330","13","0","53","24","4663","5733","0","10470"
"CLAY","2923","3437","7","0","0","2337","8555","27","13","0","27","27","4100","4556","0","8704"
"CLEVELAND","30985","18983","42","0","0","11347","47099","12922","82","0","343","312","27644","33472","0","61357"
"COLUMBUS","24984","5701","17","0","0","5923","23837","11315","981","0","169","95","16445","20096","0","36625"
"CRAVEN","28114","22322","40","0","0","15203","48034","15102","106","0","1029","747","29508","35594","0","65679"
"CUMBERLAND","101158","47809","172","0","0","43741","96722","76876","1971","0","9446","7162","85207","104690","0","192880"
"CURRITUCK","5361","5104","25","0","0","5472","14517","971","53","0","146","84","7522","8300","0","15962"
"DARE","10302","7605","34","0","0","8005","24787","509","37","0","236","114","12303","13562","0","25946"
"DAVIDSON","33932","46382","121","0","0","19814","88980","9129","235","0","885","677","46580","53544","0","100249"
"DAVIE","6372","14458","24","0","0","5574","24175","1771","28","0","202","187","12313","14066","0","26428"
"DUPLIN","15934","6753","11","0","0","5414","18403","8812","40","0","315","416","12164","15424","0","28112"
"DURHAM","111634","28191","191","0","0","41643","95604","70883","412","0","3786","3017","78514","99949","0","181659"
"EDGECOMBE","28318","5640","8","0","0","3123","14402","22026","47","0","206","84","15837","21005","0","37089"
