"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36543","37985","632","45","0","0","0","0","42566","75141","24170","259","20","1283","644","10107","6147","7369","48793","58790","10188","117771","1"
"ALEXANDER","3736","12618","114","5","0","0","0","0","9072","22146","932","32","2","153","37","1772","471","568","11431","12245","1869","25545","1"
"ALLEGHANY","1560","3565","36","1","0","0","0","0","2936","7093","77","10","0","7","13","730","168","249","3597","3827","674","8098","1"
"ANSON","7721","3369","54","6","0","0","0","0","4615","6642","6046","34","2","90","24","2675","252","198","5885","7135","2745","15765","1"
"ASHE","3422","9494","98","5","0","0","0","0","7420","18577","111","25","3","57","20","1381","265","349","9119","9984","1336","20439","1"
"AVERY","1130","7065","64","4","0","0","0","0","4008","11039","56","17","0","29","14","971","145","135","5460","5918","893","12271","1"
"BEAUFORT","9167","13171","123","10","0","0","0","0","10969","23455","6500","38","3","61","53","2521","809","758","14123","16622","2695","33440","1"
"BERTIE","7032","1785","41","1","0","0","0","0","3379","4553","6632","16","1","28","15","921","72","52","5038","6268","932","12238","1"
"BLADEN","8182","5859","76","8","0","0","0","0","8344","12403","7038","398","6","26","87","1952","559","642","9498","11278","1693","22469","1"
"BRUNSWICK","27281","57815","712","37","0","0","0","0","54875","116808","9113","407","12","622","243","10673","2842","2584","59625","68925","12170","140720","1"
"BUNCOMBE","71387","44912","1534","232","0","0","0","0","93804","174321","10154","367","44","1647","1007","18022","6307","6054","90045","105030","16794","211869","1"
"BURKE","11453","24877","356","21","0","0","0","0","23010","49629","3052","94","2","969","132","4225","1614","1639","26072","29016","4629","59717","1"
"CABARRUS","43138","51806","1084","118","0","0","0","0","62581","96650","32652","419","22","4175","704","15682","8423","8546","66104","77362","15261","158727","1"
"CALDWELL","8771","27771","344","14","0","0","0","0","18501","45876","2535","77","0","206","144","5430","1133","1336","24352","27037","4012","55401","1"
"CAMDEN","1203","3312","67","6","0","0","0","0","3721","6665","861","8","2","37","16","558","162","77","3710","3982","617","8309","1"
"CARTERET","8501","26488","341","22","0","0","0","0","21307","48934","2080","100","7","318","123","4210","887","833","24564","27653","4442","56659","1"
"CASWELL","5499","4683","58","2","0","0","0","0","5155","9603","4321","24","1","37","47","1094","270","289","6658","7608","1131","15397","1"
"CATAWBA","19557","50876","662","50","0","0","0","0","44765","89111","8846","158","10","2684","318","9438","5345","5631","50080","55813","10017","115910","1"
"CHATHAM","20849","14885","305","28","0","0","0","0","26950","45731","5767","128","9","1291","254","7327","2510","2717","25760","29914","7343","63017","1"
"CHEROKEE","2981","12874","144","6","0","0","0","0","8157","22406","248","116","2","99","31","967","293","271","11427","12190","545","24162","1"
"CHOWAN","3164","3194","42","1","0","0","0","0","3473","6514","2540","16","6","18","23","625","132","96","4293","5130","451","9874","1"
"CLAY","1279","5041","52","2","0","0","0","0","3619","9339","43","16","0","18","10","481","86","101","4548","4993","452","9993","1"
"CLEVELAND","18281","27468","400","20","0","0","0","0","22399","47212","12958","96","7","368","214","6304","1409","1267","28826","33588","6154","68568","1"
"COLUMBUS","12356","11667","118","7","0","0","0","0","12501","22223","9917","947","4","60","83","2741","674","645","15589","18365","2695","36649","1"
"CRAVEN","18542","28566","542","40","0","0","0","0","27543","52508","13408","178","8","1269","261","4959","2642","2375","32236","37998","4999","75233","1"
"CUMBERLAND","82394","50419","1738","146","0","0","0","0","82001","84438","84115","2360","124","3598","1963","25306","14794","14669","85738","106441","24519","216698","1"
"CURRITUCK","2995","10304","199","6","0","0","0","0","10331","20414","1162","42","3","126","67","1520","501","294","10807","11489","1539","23835","1"
"DARE","6641","11246","224","18","0","0","0","0","13824","28790","518","33","1","121","63","1748","679","403","14448","15735","1770","31953","1"
"DAVIDSON","20699","58668","677","33","0","0","0","0","40348","93764","11091","255","6","973","268","10258","3810","3993","51650","58360","10415","120425","1"
"DAVIE","4454","16995","156","14","0","0","0","0","11476","27627","1917","41","0","146","85","2416","863","1037","14640","16221","2234","33095","1"
"DUPLIN","9863","10446","119","10","0","0","0","0","11157","18350","7781","62","3","65","127","3279","1928","2578","13333","15490","2772","31595","1"
"DURHAM","121574","22652","1039","197","0","0","0","0","94390","113352","71456","574","47","9190","2526","30889","11818","13369","93054","118286","28512","239852","1"
