"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36568","37862","641","43","306","8","7","16","41311","74713","23959","266","19","1262","650","9990","5903","7168","48359","58333","10070","116762","1"
"ALEXANDER","3777","12611","115","5","80","5","2","11","8932","22125","935","33","2","153","38","1789","463","567","11423","12243","1872","25538","1"
"ALLEGHANY","1578","3549","35","1","20","0","0","2","2888","7071","75","11","0","5","13","739","159","241","3578","3813","682","8073","1"
"ANSON","7843","3341","53","5","45","1","2","8","4541","6638","6066","32","2","91","23","2749","238","181","5878","7142","2819","15839","1"
"ASHE","3440","9428","97","5","34","0","0","1","7295","18442","111","25","3","55","20","1389","255","343","9029","9931","1340","20300","1"
"AVERY","1133","7060","62","4","22","0","1","2","3959","11008","55","16","0","27","14","985","138","130","5446","5894","903","12243","1"
"BEAUFORT","9218","13068","123","9","67","2","6","18","10741","23314","6481","39","3","60","54","2523","778","732","14015","16553","2684","33252","1"
"BERTIE","7031","1766","39","1","21","2","1","3","3317","4527","6605","17","1","27","15","916","73","54","5031","6228","922","12181","1"
"BLADEN","8236","5790","76","8","68","0","7","17","8211","12350","7038","397","6","27","88","1962","545","633","9472","11250","1691","22413","1"
"BRUNSWICK","27107","57002","692","34","327","5","6","16","53326","114842","8985","400","13","607","244","10725","2699","2477","58613","67795","12107","138515","1"
"BUNCOMBE","71355","44735","1523","226","683","19","14","59","91846","173044","10032","365","44","1613","1015","18224","6123","5915","89249","104272","16939","210460","1"
"BURKE","11523","24720","345","21","132","8","4","21","22589","49343","3048","95","2","951","130","4236","1558","1586","25904","28835","4624","59363","1"
"CABARRUS","42955","51625","1094","112","832","14","30","72","60549","96020","32196","417","22","4058","705","15774","8091","8282","65445","76567","15271","157283","1"
"CALDWELL","8807","27689","341","15","142","9","5","12","18150","45799","2531","77","0","204","144","5330","1085","1298","24254","26948","3968","55170","1"
"CAMDEN","1199","3247","67","6","29","1","0","2","3648","6611","856","8","2","35","16","517","154","74","3676","3951","572","8199","1"
"CARTERET","8541","26355","338","20","104","9","3","11","20914","48549","2071","99","7","313","122","4280","854","814","24374","27436","4485","56295","1"
"CASWELL","5518","4640","59","1","27","1","2","2","5070","9535","4319","24","1","37","46","1093","265","284","6633","7558","1129","15320","1"
"CATAWBA","19544","50622","653","50","457","21","18","59","43498","88423","8784","154","10","2626","320","9453","5152","5454","49667","55275","9980","114922","1"
"CHATHAM","20795","14838","305","27","154","2","7","5","26460","45400","5758","123","10","1246","257","7400","2399","2635","25562","29685","7346","62593","1"
"CHEROKEE","3010","12707","142","7","37","5","1","5","8035","22186","246","115","2","99","31","984","286","265","11305","12104","540","23949","1"
"CHOWAN","3177","3177","41","2","32","1","1","5","3429","6500","2549","15","6","17","23","629","126","95","4291","5122","452","9865","1"
"CLAY","1270","4996","52","2","5","0","2","2","3591","9269","43","16","0","18","11","479","84","102","4512","4956","452","9920","1"
"CLEVELAND","18339","27344","392","19","249","5","5","30","21829","46922","12876","96","7","363","221","6378","1349","1233","28627","33373","6212","68212","1"
"COLUMBUS","12417","11550","117","7","60","4","2","5","12254","22082","9874","938","4","59","84","2739","636","617","15479","18251","2686","36416","1"
"CRAVEN","18522","28336","540","40","279","12","9","17","26752","51982","13328","180","8","1242","268","4962","2537","2306","31896","37617","4994","74507","1"
"CUMBERLAND","82279","50155","1719","148","1415","36","62","127","78659","83771","83417","2339","122","3529","1979","25144","14299","14346","84793","105461","24346","214600","1"
