"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36878","33664","541","20","0","41","32302","70493","21233","258","0","0","0","0","11462","4065","44277","54259","4910","103446","0"
"ALEXANDER","5198","10969","90","1","0","17","7545","21608","927","35","0","0","0","0","1250","337","11143","12000","677","23820","0"
"ALLEGHANY","2167","2719","32","2","0","1","2271","6661","74","8","0","0","0","0","449","175","3326","3605","261","7192","0"
"ANSON","10061","2542","28","7","0","23","3441","6690","6828","28","0","0","0","0","2556","85","6246","7576","2280","16102","0"
"ASHE","4555","8163","76","3","0","7","5706","17602","105","22","0","0","0","0","781","216","8558","9559","393","18510","0"
"AVERY","1349","6748","53","3","0","3","3414","10902","77","17","0","0","0","0","574","86","5332","5957","281","11570","0"
"BEAUFORT","11887","11207","98","10","0","11","9537","22857","7706","42","0","0","0","0","2145","468","14323","16940","1487","32750","0"
"BERTIE","8639","1462","25","2","0","2","2753","4597","7683","19","0","0","0","0","584","37","5526","6949","408","12883","0"
"BLADEN","10825","4439","54","1","0","7","6780","12640","7965","387","0","0","0","0","1114","441","9984","11756","366","22106","0"
"BRUNSWICK","26130","41202","473","17","0","36","38544","89352","8587","322","0","0","0","0","8141","1356","46946","54102","5354","106402","0"
"BUNCOMBE","74153","44587","1516","157","0","79","75325","166266","10553","378","0","0","0","0","18620","3891","85666","101202","8949","195817","0"
"BURKE","15337","20622","287","18","0","27","18714","47733","3185","80","0","0","0","0","4007","955","25196","28253","1556","55005","0"
"CABARRUS","41497","49138","932","48","0","84","47690","94742","26184","349","0","0","0","0","18114","5240","60288","71302","7799","139389","0"
"CALDWELL","11438","24173","350","34","0","19","15468","46038","2691","61","0","0","0","0","2692","891","23972","26395","1115","51482","0"
"CAMDEN","1786","2625","56","0","0","2","3262","6323","969","11","0","0","0","0","428","36","3655","3872","204","7731","0"
"CARTERET","10636","23158","247","5","0","13","18489","46559","2466","96","0","0","0","0","3427","556","23556","26598","2394","52548","0"
"CASWELL","6898","3465","39","2","0","6","4394","9129","4822","18","0","0","0","0","835","160","6637","7684","483","14804","0"
"CATAWBA","22583","44391","454","18","0","45","35534","83520","8958","121","0","0","0","0","10426","3373","46496","52619","3910","103025","0"
"CHATHAM","20482","13198","268","15","0","22","20714","41341","6064","113","0","0","0","0","7181","1720","23157","27310","4232","54699","0"
"CHEROKEE","4248","9993","127","7","0","8","6997","20414","217","124","0","0","0","0","625","177","10135","11177","68","21380","0"
"CHOWAN","4178","2676","29","3","0","1","3011","6420","3003","12","0","0","0","0","463","61","4318","5402","178","9898","0"
"CLAY","1617","3850","55","3","0","5","3107","8232","46","15","0","0","0","0","344","58","4004","4426","207","8637","0"
"CLEVELAND","22905","22087","275","9","0","31","18144","46031","13491","88","0","0","0","0","3841","667","28139","33133","2179","63451","0"
"COLUMBUS","17043","8127","78","2","0","11","9782","21895","10721","939","0","0","0","0","1488","305","15647","18734","662","35043","0"
"CRAVEN","21318","24977","406","27","0","25","22626","48784","14642","165","0","0","0","0","5788","1627","30404","36613","2362","69379","0"
"CUMBERLAND","92655","48125","1316","53","0","118","68851","89236","86397","2295","0","0","0","0","33190","12266","86906","109033","15179","211118","0"
"CURRITUCK","3550","8059","173","11","0","9","8627","18229","1077","46","0","0","0","0","1077","156","9682","10226","521","20429","0"
"DARE","7559","9219","185","12","0","10","11149","26066","520","35","0","0","0","0","1513","245","12996","14374","764","28134","0"
"DAVIDSON","23457","50820","477","22","0","42","32452","88449","10152","251","0","0","0","0","8418","2145","48237","54944","4089","107270","0"
"DAVIE","5003","15351","133","7","0","16","9402","25681","1880","36","0","0","0","0","2315","559","13643","15202","1067","29912","0"
"DUPLIN","12410","8313","101","3","0","20","8493","17925","8407","49","0","0","0","0","2959","1625","12749","15273","1318","29340","0"
"DURHAM","123943","25726","1126","103","0","52","76320","109211","78456","569","0","0","0","0","39034","9328","93337","118397","15536","227270","0"
"EDGECOMBE","23220","5904","76","6","0","14","5488","12183","20805","72","0","0","0","0","1648","434","14670","19243","795","34708","0"
"FORSYTH","102211","73484","1398","87","0","114","80911","159565","68675","514","0","0","0","0","29451","10491","109487","134989","13729","258205","0"
"FRANKLIN","16686","13785","244","17","0","29","13523","28607","10958","130","0","0","0","0","4589","1114","19324","22097","2863","44284","0"
"GASTON","41095","54452","828","36","0","93","44736","103430","23970","321","0","0","0","0","13519","3915","61517","73261","6462","141240","0"
"GATES","3830","1755","29","0","0","2","2274","4893","2572","16","0","0","0","0","409","41","3535","4023","332","7890","0"
"GRAHAM","1496","2686","26","0","0","2","1593","5395","4","268","0","0","0","0","136","19","2762","2971","70","5803","0"
"GRANVILLE","17314","9549","148","7","0","13","10885","22756","11921","77","0","0","0","0","3162","801","16217","19169","2530","37916","0"
"GREENE","5628","2238","21","5","0","4","3117","6149","4028","10","0","0","0","0","826","421","4886","5876","251","11013","0"
"GUILFORD","161022","90669","2047","124","0","143","111845","196469","125413","980","0","0","0","0","42988","10835","156750","196618","12482","365850","0"
"HALIFAX","22923","4556","96","8","0","5","8846","14204","19388","1068","0","0","0","0","1774","253","15807","19729","898","36434","0"
"HARNETT","24675","27102","538","22","0","48","23754","48946","16552","454","0","0","0","0","10187","3698","32814","39112","4213","76139","0"
"HAYWOOD","14428","14058","276","11","0","19","14568","40920","456","101","0","0","0","0","1883","391","19817","22735","808","43360","0"
"HENDERSON","16977","30619","485","29","0","31","34250","73521","2358","142","0","0","0","0","6370","1998","36366","43208","2817","82391","0"
"HERTFORD","10171","1422","32","3","0","9","2958","4664","9185","91","0","0","0","0","655","102","6167","8128","300","14595","0"
