"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","40086","31267","267","0","0","22390","68980","19018","233","0","5779","1621","41216","50937","1857","94010"
"ALEXANDER","7376","10617","49","0","0","6060","22526","1055","29","0","492","190","11502","12455","145","24102"
"ALLEGHANY","3126","2325","18","0","0","1655","6865","80","11","0","168","115","3345","3733","46","7124"
"ANSON","12533","2411","11","0","0","2234","7814","7703","36","0","1636","40","7048","8467","1674","17189"
"ASHE","6189","7773","40","0","0","4363","17993","94","16","0","262","117","8654","9660","51","18365"
"AVERY","1605","7271","26","0","0","3058","11574","98","26","0","262","65","5590","6284","86","11960"
"BEAUFORT","15179","10028","71","0","0","6827","22826","8447","36","0","796","212","14370","17328","407","32105"
"BERTIE","11045","1407","12","0","0","1974","5149","8687","19","0","583","27","6197","7859","382","14438"
"BLADEN","14976","2945","23","0","0","4529","13080","8475","285","0","633","209","10217","12127","129","22473"
"BRUNSWICK","27005","29964","219","0","0","24454","70494","8605","240","0","2303","651","37728","43103","811","81642"
"BUNCOMBE","75254","47290","793","0","0","57717","160220","10929","374","0","9531","1870","81793","96376","2885","181054"
"BURKE","21186","20002","179","0","0","15847","51668","3466","77","0","2003","435","26685","30299","230","57214"
"CABARRUS","39580","45612","442","0","0","31952","91509","18908","304","0","6865","2549","53206","62801","1579","117586"
"CALDWELL","16421","23505","225","0","0","12439","48411","2849","50","0","1280","475","24761","27563","266","52590"
"CAMDEN","2903","1969","23","0","0","2316","5882","1110","13","0","206","25","3420","3712","79","7211"
"CARTERET","14241","20459","172","0","0","14604","45078","2677","97","0","1624","298","22840","25821","815","49476"
"CASWELL","8940","3367","18","0","0","3178","9562","5543","21","0","377","65","6990","8369","144","15503"
"CATAWBA","29726","43772","237","0","0","27561","86914","9357","129","0","4896","1581","46562","54108","626","101296"
"CHATHAM","20250","11879","132","0","0","13252","36454","6246","90","0","2723","775","20258","23912","1343","45513"
"CHEROKEE","6766","8755","64","0","0","5678","20610","216","117","0","320","108","9939","11257","67","21263"
"CHOWAN","5567","2476","13","0","0","2407","6855","3354","10","0","244","38","4674","5709","80","10463"
"CLAY","2529","3310","25","0","0","2766","8427","38","16","0","149","35","4089","4523","18","8630"
"CLEVELAND","28886","18934","124","0","0","13548","46260","13601","88","0","1543","427","27682","33461","349","61492"
"COLUMBUS","23981","6198","45","0","0","7050","23745","11793","991","0","745","163","16779","20362","133","37274"
"CRAVEN","27226","23190","222","0","0","18356","49522","15974","136","0","3362","1075","30756","37267","971","68994"
"CUMBERLAND","101417","47243","645","0","0","49043","93656","81852","2085","0","20755","8623","86800","106983","4565","198348"
"CURRITUCK","4718","5626","81","0","0","6492","15423","949","50","0","495","111","8014","8760","143","16917"
"DARE","9705","8009","127","0","0","9134","25634","556","38","0","747","161","12828","14012","135","26975"
"DAVIDSON","30352","47606","308","0","0","24780","90473","9647","252","0","2674","990","47785","54878","383","103046"
"DAVIE","6164","14715","62","0","0","6912","25165","1915","34","0","739","277","12910","14864","79","27853"
"DUPLIN","15386","7484","61","0","0","6392","18695","9222","42","0","1364","807","12858","15796","669","29323"
"DURHAM","117938","27888","633","0","0","53006","100730","77834","520","0","20381","4784","85336","109068","5061","199465"
"EDGECOMBE","29036","6037","41","0","0","3785","14497","23626","52","0","724","202","16920","21699","280","38899"
"FORSYTH","106006","76077","763","0","0","56183","159266","66456","451","0","12856","4995","105470","130595","2964","239029"
"FRANKLIN","18896","11906","131","0","0","8492","26750","10991","118","0","1566","522","18172","20642","611","39425"
"GASTON","47477","50855","398","0","0","33868","105245","21241","314","0","5798","1969","58886","71573","2139","132598"
"GATES","4944","1532","14","0","0","1737","5028","2887","8","0","304","24","3635","4307","285","8227"
"GRAHAM","2340","2798","13","0","0","1414","6132","3","307","0","123","42","3136","3374","55","6565"
"GRANVILLE","19922","8741","96","0","0","7539","22558","12182","92","0","1466","430","16110","19078","1110","36298"
"GREENE","7259","1903","18","0","0","2048","6580","4323","11","0","314","196","5139","6074","15","11228"
"GUILFORD","168891","95479","1155","0","0","80801","206195","118708","991","0","20432","5351","153322","191545","1459","346326"
"HALIFAX","26667","4855","58","0","0","5834","14891","20229","1079","0","1215","177","16210","20813","391","37414"
"HARNETT","28688","23240","313","0","0","16032","47787","15890","462","0","4134","1870","30618","37134","521","68273"
"HAYWOOD","18733","12103","102","0","0","10729","40495","414","108","0","650","240","19189","22244","234","41667"
"HENDERSON","18158","30427","245","0","0","27182","70818","2202","137","0","2855","1127","34718","40681","613","76012"
"HERTFORD","11640","1450","15","0","0","1952","5133","9443","106","0","375","53","6440","8535","82","15057"
"HOKE","15245","6219","94","0","0","7982","13589","11503","2177","0","2271","1330","13227","16263","50","29540"
"HYDE","2298","502","4","0","0","660","2509","885","4","0","66","13","1593","1837","34","3464"
"IREDELL","33001","44605","310","0","0","30235","90063","13229","206","0","4653","1672","50398","56832","921","108151"
"JACKSON","10821","6668","92","0","0","8806","22478","485","1568","0","1856","234","11642","13463","1282","26387"
"JOHNSTON","38382","40980","360","0","0","27521","83876","17344","318","0","5705","2108","48937","56929","1377","107243"
"JONES","4227","1628","17","0","0","1557","4682","2569","13","0","165","47","3423","3955","51","7429"
"LEE","16132","9928","96","0","0","8046","24570","7563","117","0","1952","1302","15507","18502","193","34202"
