"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36549","37913","641","43","0","0","0","0","41869","74830","23998","264","19","1262","648","10052","5942","7197","48444","58429","10142","117015","1"
"ALEXANDER","3774","12623","115","5","0","0","0","0","9044","22148","934","33","2","154","38","1786","466","567","11435","12254","1872","25561","1"
"ALLEGHANY","1573","3555","35","1","0","0","0","0","2912","7075","75","11","0","5","13","737","160","242","3582","3813","681","8076","1"
"ANSON","7828","3350","53","5","0","0","0","0","4605","6644","6064","32","2","91","23","2742","243","186","5883","7143","2815","15841","1"
"ASHE","3437","9435","97","5","0","0","0","0","7349","18465","111","25","3","56","19","1385","259","344","9044","9942","1337","20323","1"
"AVERY","1135","7055","63","4","0","0","0","0","3987","11009","55","16","0","27","14","983","140","131","5451","5892","901","12244","1"
"BEAUFORT","9217","13102","124","9","0","0","0","0","10857","23354","6490","39","3","61","54","2517","791","743","14040","16579","2690","33309","1"
"BERTIE","7024","1772","39","1","0","0","0","0","3347","4530","6602","17","1","27","15","918","73","54","5029","6229","925","12183","1"
"BLADEN","8222","5809","76","8","0","0","0","0","8321","12361","7046","397","6","26","88","1965","547","634","9475","11266","1695","22436","1"
"BRUNSWICK","27126","57119","696","34","0","0","0","0","53919","115183","8998","402","12","610","246","10709","2734","2501","58789","67988","12117","138894","1"
"BUNCOMBE","71339","44763","1526","225","0","0","0","0","92855","173283","10044","364","44","1620","1013","18185","6155","5935","89403","104394","16911","210708","1"
"BURKE","11496","24732","348","21","0","0","0","0","22801","49382","3042","95","2","954","130","4225","1568","1595","25920","28867","4611","59398","1"
"CABARRUS","42990","51649","1089","110","0","0","0","0","61734","96136","32262","418","21","4084","705","15762","8184","8349","65591","76711","15270","157572","1"
"CALDWELL","8807","27716","342","16","0","0","0","0","18357","45839","2532","77","0","205","144","5343","1098","1310","24282","26978","3978","55238","1"
"CAMDEN","1200","3257","67","6","0","0","0","0","3686","6620","858","8","2","35","16","522","155","73","3683","3956","577","8216","1"
"CARTERET","8529","26351","339","20","0","0","0","0","21078","48585","2069","98","7","314","123","4266","855","817","24392","27445","4480","56317","1"
"CASWELL","5514","4644","58","1","0","0","0","0","5115","9545","4322","24","1","38","46","1093","263","282","6640","7564","1128","15332","1"
"CATAWBA","19532","50627","651","50","0","0","0","0","44180","88522","8791","155","10","2640","320","9423","5179","5476","49722","55359","9959","115040","1"
"CHATHAM","20822","14858","303","27","0","0","0","0","26678","45481","5759","124","10","1252","257","7390","2415","2652","25596","29746","7346","62688","1"
"CHEROKEE","3005","12743","142","6","0","0","0","0","8111","22244","246","115","2","99","31","982","288","267","11336","12129","542","24007","1"
"CHOWAN","3169","3172","41","2","0","0","0","0","3460","6495","2535","15","6","17","23","626","127","96","4274","5120","450","9844","1"
"CLAY","1272","5005","52","2","0","0","0","0","3606","9285","43","16","0","18","11","480","84","102","4520","4964","453","9937","1"
"CLEVELAND","18325","27361","394","19","0","0","0","0","22172","46969","12897","95","7","363","220","6361","1359","1240","28673","33404","6194","68271","1"
"COLUMBUS","12410","11571","118","7","0","0","0","0","12349","22105","9886","941","4","59","84","2737","639","616","15498","18270","2687","36455","1"
"CRAVEN","18506","28393","540","40","0","0","0","0","27170","52091","13344","180","8","1246","267","4955","2558","2316","31968","37687","4994","74649","1"
"CUMBERLAND","82255","50191","1726","148","0","0","0","0","80529","83862","83521","2343","122","3544","1978","25107","14372","14391","84925","105595","24329","214849","1"
"CURRITUCK","2995","10217","195","6","0","0","0","0","10230","20233","1161","42","3","124","67","1519","494","289","10711","11392","1540","23643","1"
"DARE","6672","11156","217","16","0","0","0","0","13693","28610","518","33","1","119","63","1757","653","391","14365","15616","1773","31754","1"
"DAVIDSON","20716","58389","682","32","0","0","0","0","39966","93329","10999","253","6","958","272","10287","3681","3897","51345","58017","10423","119785","1"
"DAVIE","4457","16945","155","14","0","0","0","0","11420","27529","1916","41","0","143","85","2435","842","1019","14591","16162","2238","32991","1"
"DUPLIN","9919","10441","117","10","0","0","0","0","11116","18304","7797","61","3","66","127","3366","1879","2553","13319","15461","2823","31603","1"
"DURHAM","121260","22666","1037","185","0","0","0","0","93137","112633","71213","559","46","9055","2541","30797","11441","13085","92305","117600","28380","238285","1"
"EDGECOMBE","19150","6875","111","9","0","0","0","0","8728","12031","18370","64","3","57","93","3576","679","715","13592","17727","3554","34873","1"
