"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"PASQUOTANK","9558","8125","196","20","0","0","0","0","13217","17002","9287","34","3","172","149","3677","792","532","12690","14831","3595","31116","1","0"
"PENDER","10068","22329","403","17","0","0","0","0","21457","41600","5552","143","4","274","144","4792","1765","1790","23377","25727","5170","54274","1","0"
"PERQUIMANS","2446","3920","52","3","0","0","0","0","4255","7691","1739","19","2","24","20","1056","125","84","4465","5124","1087","10676","1","0"
"PERSON","8709","8800","131","9","0","0","0","0","10672","18367","6812","112","3","59","88","2148","732","732","12179","14090","2052","28321","1","0"
"PITT","45253","31200","679","77","0","0","0","0","49157","64929","39735","242","16","1184","619","14498","5143","4394","49359","62137","14870","126366","1","0"
"POLK","3392","6670","105","3","0","0","0","0","7131","15273","583","15","2","54","36","1021","317","344","7698","8988","615","17301","1","0"
"RANDOLPH","13804","51763","530","27","0","0","0","0","33122","79172","6249","299","9","841","209","7618","4849","5420","43537","48611","7098","99246","1","0"
"RICHMOND","10366","8216","107","15","0","0","0","0","9749","16394","8333","400","4","155","47","2130","990","795","12100","14390","1963","28453","1","0"
"ROBESON","29569","16284","227","30","0","0","0","0","31038","19841","18232","25404","45","305","433","9316","3572","2878","31222","38730","7196","77148","1","0"
"ROCKINGHAM","15818","26340","326","28","0","0","0","0","21560","44920","11179","107","0","237","164","5778","1687","1720","28204","32801","3067","64072","1","0"
"ROWAN","21495","43803","619","50","0","0","0","0","35649","72630","15736","170","8","610","313","7959","4190","4468","43616","49605","8395","101616","1","0"
"RUTHERFORD","8444","21245","237","21","0","0","0","0","17336","38294","3767","44","1","157","88","3782","1150","1100","20329","23265","3689","47283","1","0"
"SAMPSON","11453","15998","175","21","0","0","0","0","11110","22252","9646","521","2","100","106","3163","2967","3483","16760","19621","2376","38757","1","0"
"SCOTLAND","8350","5090","76","12","0","0","0","0","8362","9364","7451","1785","18","172","117","2654","329","301","8587","10795","2508","21890","1","0"
"STANLY","7906","22849","236","37","0","0","0","0","16175","36083","4995","86","5","473","69","4352","1140","1112","19952","22513","4738","47203","1","0"
"STOKES","4599","18148","198","18","0","0","0","0","10820","29107","1237","55","2","79","84","2680","539","599","16123","17545","115","33783","1","0"
"SURRY","7904","23622","216","19","0","0","0","0","17003","40887","1620","47","3","137","96","3996","1978","2515","21516","24020","3228","48764","1","0"
"SWAIN","2425","3380","78","12","0","0","0","0","4177","7476","99","1643","1","40","36","597","180","124","4539","5007","526","10072","1","0"
"TRANSYLVANIA","5388","8638","152","11","0","0","0","0","12584","23766","709","44","2","104","71","1669","408","319","11734","13337","1702","26773","1","0"
"TYRRELL","923","505","12","1","0","0","0","0","917","1435","620","3","0","21","4","222","53","49","1016","1116","226","2358","1","0"
"UNION","38497","72288","1119","86","0","0","0","0","72511","120600","19423","545","15","5008","724","28861","9325","10080","75479","83833","25189","184501","1","0"
"VANCE","14480","5343","110","12","0","0","0","0","8161","11202","13365","56","5","105","93","2309","971","986","11225","14599","2282","28106","1","0"
"WAKE","282058","173022","5353","653","0","0","0","0","395479","512801","149528","2254","92","39559","4764","95752","51815","43110","357569","412529","86467","856565","1","0"
"WARREN","7307","2558","43","3","0","0","0","0","3600","5713","6088","540","2","39","43","862","224","180","5738","6862","911","13511","1","0"
"WASHINGTON","4140","1552","23","2","0","0","0","0","2511","3611","3597","8","2","17","13","866","114","84","3317","4068","843","8228","1","0"
"WATAUGA","10458","12292","301","60","0","0","0","0","21162","38311","824","49","12","374","412","3427","864","1391","19222","21857","3194","44273","1","0"
"WAYNE","25237","26790","429","37","0","0","0","0","24488","42009","23284","148","7","577","361","6039","4556","4209","32127","38494","6360","76981","1","0"
"WILKES","5863","25221","187","10","0","0","0","0","14063","39312","1563","48","0","157","93","3093","1078","1205","20062","22067","3215","45344","1","0"
"WILSON","22436","14106","234","28","0","0","0","0","18169","26664","20755","119","2","305","137","4459","2532","2386","22453","28293","4227","54973","1","0"
"YADKIN","2665","14713","120","6","0","0","0","0","8158","22016","732","23","2","67","34","1764","1024","1226","11455","12406","1801","25662","1","0"
"YANCEY","3297","5536","81","9","0","0","0","0","5549","13007","72","28","1","31","23","1108","202","213","6497","7038","937","14472","1","0"
