"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37027","37230","696","33","162","2","0","6","40908","74734","24059","265","12","1145","666","10001","5182","6703","48288","58376","9400","116064","1"
"ALEXANDER","3985","12384","118","2","34","2","0","3","8938","22280","962","36","1","151","39","1588","409","540","11483","12310","1673","25466","1"
"ALLEGHANY","1685","3447","40","0","12","0","0","0","2958","7208","76","8","0","6","17","671","156","257","3638","3885","619","8142","1"
"ANSON","8462","3223","55","2","28","0","0","2","4644","6908","6485","36","1","103","22","2643","218","162","6205","7475","2736","16416","1"
"ASHE","3660","9399","106","3","21","0","0","0","7353","18890","119","24","3","56","18","1189","243","351","9248","10177","1117","20542","1"
"AVERY","1300","7504","65","3","18","0","0","0","4236","11901","66","18","0","25","19","961","136","131","5884","6399","843","13126","1"
"BEAUFORT","10041","13054","131","4","40","0","1","4","11183","24126","7096","41","2","62","69","2292","770","738","14739","17283","2436","34458","1"
"BERTIE","7548","1757","37","1","13","0","0","0","3431","4609","7097","18","1","31","18","937","76","56","5259","6593","935","12787","1"
"BLADEN","8941","5659","89","4","43","0","0","0","8489","12722","7537","404","4","25","101","1900","532","637","9905","11698","1622","23225","1"
"BRUNSWICK","27812","55926","716","27","202","0","1","4","53201","114871","9197","397","10","563","247","10112","2492","2340","58566","67839","11484","137889","1"
"BUNCOMBE","73191","45323","1655","179","467","3","2","17","93193","177278","10546","378","45","1616","1052","17133","5982","5782","91307","106560","16163","214030","1"
"BURKE","12268","24187","364","13","76","1","1","5","23052","49913","3123","91","1","990","134","4217","1498","1519","26232","29211","4524","59967","1"
"CABARRUS","44181","51914","1217","86","488","2","3","10","61164","98620","32628","411","13","3799","743","15355","7496","7935","66455","77845","14765","159065","1"
"CALDWELL","9152","27033","356","11","81","1","2","1","18179","46310","2576","74","0","198","138","4511","1009","1227","24172","26840","3804","54816","1"
"CAMDEN","1358","3305","70","1","21","0","0","0","3912","7061","946","11","1","35","17","433","163","71","3960","4223","484","8667","1"
"CARTERET","9224","26520","366","14","66","2","0","0","21625","50033","2250","103","8","316","137","4156","814","788","25067","28331","4419","57817","1"
"CASWELL","5842","4438","61","1","15","0","0","0","5114","9623","4550","22","1","30","47","959","239","260","6766","7704","1001","15471","1"
"CATAWBA","20161","49438","665","34","333","4","1","8","44258","88730","8963","150","5","2663","337","9188","4866","5263","49904","55570","9428","114902","1"
"CHATHAM","21229","14721","322","21","96","2","0","1","26036","45682","5945","125","3","1153","257","7077","2186","2493","25660","29777","6991","62428","1"
"CHEROKEE","3269","12489","154","5","24","1","0","1","8184","22472","256","118","1","98","33","881","268","269","11388","12235","504","24127","1"
"CHOWAN","3552","3241","45","3","18","0","1","0","3625","6850","2829","14","6","16","25","622","123","95","4548","5522","415","10485","1"
"CLAY","1371","4972","55","0","2","0","1","1","3756","9549","43","16","0","16","12","441","81","93","4646","5096","416","10158","1"
"CLEVELAND","19494","26909","416","17","151","1","0","4","22331","47894","13495","93","5","336","240","5992","1268","1182","29355","34046","5922","69323","1"
"COLUMBUS","13402","11224","117","7","44","1","0","1","12527","22342","10425","959","4","70","91","2791","641","609","15894","18759","2670","37323","1"
"CRAVEN","19917","28917","593","29","168","2","0","3","28486","54314","14420","189","7","1252","282","5125","2526","2330","33430","39570","5115","78115","1"
"CUMBERLAND","87198","50214","1842","110","791","8","6","15","80109","88106","87025","2390","79","3591","2100","22802","14200","14594","88224","109483","22586","220293","1"
"CURRITUCK","3329","10476","215","7","76","0","0","3","10708","21456","1227","46","3","113","77","1392","500","283","11376","12046","1392","24814","1"
"DARE","7409","11725","244","15","59","2","0","3","14410","30635","563","37","1","130","62","1798","641","386","15283","16785","1799","33867","1"
"DAVIDSON","21258","57054","695","23","296","3","2","10","39605","93881","11098","252","5","944","278","9228","3260","3624","51435","58256","9255","118946","1"
"DAVIE","4637","16774","155","11","82","0","1","0","11432","27809","1952","45","0","142","82","2319","743","945","14628","16331","2133","33092","1"
"DUPLIN","10457","10147","134","10","53","1","0","0","11343","18515","8135","68","3","70","144","3477","1733","2525","13504","15773","2868","32145","1"
"DURHAM","125486","23644","1173","118","485","3","1","14","91707","116246","73753","596","41","9028","2685","29437","10845","12652","94874","120388","27369","242631","1"
"EDGECOMBE","20118","6769","110","6","87","1","2","2","9388","12148","19269","57","2","47","107","4200","653","689","14098","18294","4091","36483","1"
"FORSYTH","97116","71513","1657","127","635","6","8","21","97974","161123","65945","518","29","3532","1503","24781","11626","14501","110193","135179","23685","269057","1"
"FRANKLIN","16882","16858","388","13","123","0","0","1","19693","33913","12287","150","5","342","193","5085","1983","2158","22454","25751","5753","53958","1"
"GASTON","40623","61547","1183","58","605","6","1","15","55810","110315","28574","330","11","1407","648","12690","5873","6600","68222","80064","11562","159848","1"
"GATES","3386","2218","37","1","13","0","0","1","2773","5255","2454","19","0","11","43","559","88","57","3647","4165","617","8429","1"
"GRAHAM","1038","3178","37","0","2","1","0","0","1963","5639","9","267","1","18","5","235","45","40","2939","3068","212","6219","1"
"GRANVILLE","15657","11225","222","10","109","0","0","0","13789","23032","11418","78","3","182","193","4781","1325","1273","16510","19038","5464","41012","1"
"GREENE","4679","2599","30","1","31","1","0","1","3758","6025","3731","11","0","18","24","788","503","548","4758","5659","683","11100","1"
"GUILFORD","155421","89467","2179","155","839","9","4","24","138928","195747","128140","977","38","10162","2673","33462","15827","15240","161708","200892","24426","387026","1"
"HALIFAX","20169","4928","108","6","65","0","0","0","10925","13822","18456","1036","5","177","129","2145","431","322","15412","18684","2105","36201","1"
"HARNETT","24201","32230","807","45","351","0","4","4","32310","55409","18160","488","19","736","528","9412","5200","5955","37428","43695","8829","89952","1"
"HAYWOOD","11784","16668","322","20","77","1","0","1","18239","43432","485","124","0","163","96","2196","616","690","21224","24169","1719","47112","1"
"HENDERSON","17353","32666","619","41","180","6","1","10","40528","79213","2441","148","13","567","388","5926","2708","3168","39247","46495","5662","91404","1"
"HERTFORD","8699","1629","41","3","21","0","1","1","3576","4514","8332","93","2","41","58","779","152","102","5778","7471","722","13971","1"
"HOKE","13768","7755","308","20","92","0","0","2","13241","13620","12977","2019","16","356","245","3409","2544","2600","15005","17805","2376","35186","1"
"HYDE","1328","700","16","0","3","0","0","0","1133","2384","565","1","0","1","8","172","49","70","1411","1604","165","3180","1"
"IREDELL","27561","58950","883","39","322","2","0","8","55303","110737","15533","223","9","1624","434","9744","4764","5339","63084","69816","10168","143068","1"
"JACKSON","8192","8597","246","21","31","2","0","1","12994","24420","610","1544","6","241","169","2411","683","782","13036","14556","2492","30084","1"
"JOHNSTON","40255","58961","1202","57","629","5","1","11","59314","106900","26934","442","20","1034","630","16775","7700","9788","69105","79553","11777","160435","1"
"JONES","2409","2386","34","0","14","1","1","1","2428","4459","2025","10","1","21","26","628","104","114","3113","3535","626","7274","1"
"LEE","12329","12349","303","15","106","0","0","1","15390","25868","7443","141","6","277","272","3785","2701","3702","16946","20264","3283","40493","1"
"LENOIR","16195","10707","148","18","206","0","1","2","11800","19051","15013","65","8","104","133","3785","918","968","15723","19600","3754","39077","1"
"LINCOLN","11733","32995","414","12","134","4","0","4","24118","58300","3753","90","2","345","155","4968","1801","2270","30703","33479","5232","69414","1"
