"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36582","37804","643","44","314","9","7","18","40702","74562","23850","267","19","1241","656","9819","5709","7015","48071","58029","10023","116123","1"
"ALEXANDER","3797","12617","117","5","81","5","2","11","8885","22122","937","34","2","147","39","1786","453","562","11420","12241","1859","25520","1"
"ALLEGHANY","1599","3533","36","1","20","0","0","2","2865","7058","76","11","0","5","13","741","152","233","3571","3802","683","8056","1"
"ANSON","7874","3321","52","5","44","1","2","7","4508","6617","6048","32","1","91","23","2775","227","176","5865","7113","2836","15814","1"
"ASHE","3456","9391","100","5","32","0","0","1","7228","18382","110","25","3","55","20","1374","244","336","8989","9897","1327","20213","1"
"AVERY","1137","7069","62","5","22","0","1","2","3953","11037","54","16","0","24","14","973","133","124","5455","5899","897","12251","1"
"BEAUFORT","9269","13001","124","9","66","2","6","20","10711","23274","6488","40","3","56","53","2535","759","715","13993","16515","2700","33208","1"
"BERTIE","7077","1756","38","1","21","1","1","3","3311","4528","6625","17","1","28","15","920","75","54","5037","6239","933","12209","1"
"BLADEN","8325","5753","76","8","68","0","5","17","8171","12355","7073","393","6","26","89","1957","524","615","9479","11254","1690","22423","1"
"BRUNSWICK","26998","56422","685","34","332","5","8","16","52584","113691","8918","396","12","571","248","10642","2606","2413","57954","67059","12071","137084","1"
"BUNCOMBE","71418","44641","1528","235","685","18","12","60","91035","172557","9978","360","45","1588","1043","18070","5991","5823","88778","103769","17085","209632","1"
"BURKE","11594","24621","341","22","127","8","5","21","22397","49210","3038","97","2","926","132","4232","1499","1544","25802","28723","4611","59136","1"
"CABARRUS","42835","51509","1095","113","826","14","30","69","59782","95730","31898","417","22","3967","710","15668","7861","8114","64963","76107","15203","156273","1"
"CALDWELL","8861","27712","339","16","135","10","6","13","18021","45889","2530","76","0","198","145","5224","1051","1274","24275","26908","3930","55113","1"
"CAMDEN","1203","3204","67","6","29","1","0","2","3612","6591","855","9","2","35","16","465","151","72","3660","3943","521","8124","1"
"CARTERET","8560","26258","326","20","100","9","3","11","20694","48361","2061","99","7","308","126","4187","832","799","24226","27293","4462","55981","1"
"CASWELL","5541","4619","61","1","27","1","2","2","5046","9526","4327","23","1","37","47","1083","256","279","6632","7544","1124","15300","1"
"CATAWBA","19544","50442","643","52","456","22","18","57","43058","88053","8720","153","10","2585","332","9466","4973","5320","49383","54945","9964","114292","1"
"CHATHAM","20878","14852","300","28","152","2","6","5","26206","45375","5749","125","10","1224","260","7327","2359","2622","25518","29591","7320","62429","1"
"CHEROKEE","3042","12588","145","8","38","5","1","5","8011","22097","242","115","2","95","31","981","280","264","11243","12058","542","23843","1"
"CHOWAN","3226","3196","42","2","32","1","1","5","3435","6560","2576","15","6","17","24","625","117","93","4316","5183","441","9940","1"
"CLAY","1288","4973","52","2","5","0","2","2","3568","9256","40","16","0","16","11","471","82","101","4506","4944","442","9892","1"
"CLEVELAND","18454","27238","392","20","253","5","5","30","21637","46812","12869","95","8","359","222","6370","1299","1206","28536","33265","6233","68034","1"
"COLUMBUS","12494","11491","119","7","64","4","2","5","12183","22041","9868","935","4","60","84","2756","621","607","15449","18232","2688","36369","1"
"CRAVEN","18531","28201","528","40","279","12","11","17","26469","51799","13281","181","8","1238","274","4846","2461","2255","31673","37463","4952","74088","1"
"CUMBERLAND","82074","49544","1664","150","1380","34","55","119","77316","83624","82920","2329","127","3468","2009","23879","13980","14132","84076","104663","23597","212336","1"
"CURRITUCK","2999","10077","196","6","100","0","1","6","9924","19975","1134","41","3","119","66","1494","477","277","10557","11237","1515","23309","1"
"DARE","6673","11086","218","16","85","3","6","3","13356","28378","515","33","1","115","65","1717","622","376","14216","15481","1749","31446","1"
"DAVIDSON","20728","58166","675","32","436","16","14","41","38886","92860","10892","248","6","949","275","10262","3502","3749","50980","57665","10349","118994","1"
"DAVIE","4464","16913","151","14","96","1","1","4","11200","27437","1899","42","0","142","84","2435","805","988","14516","16103","2225","32844","1"
"DUPLIN","9941","10410","116","10","79","4","3","7","10928","18284","7783","60","3","64","127","3367","1810","2490","13266","15411","2821","31498","1"
"DURHAM","121304","22721","1038","195","808","20","35","67","90566","112278","71016","564","47","8915","2573","30291","11070","12867","91521","116797","28436","236754","1"
"EDGECOMBE","19267","6862","110","9","143","5","6","13","8501","12071","18406","64","3","55","93","3561","663","700","13621","17759","3536","34916","1"
"FORSYTH","94150","71184","1572","160","1193","31","51","98","97347","158051","63876","510","37","3570","1475","26169","12098","14688","107515","133030","25241","265786","1"
"FRANKLIN","16539","17245","385","16","172","11","5","13","19879","34160","12167","140","6","368","189","5045","2190","2334","22589","25832","5844","54265","1"
"GASTON","39727","61790","1122","65","980","24","13","87","54434","108265","28247","316","15","1456","660","13238","6045","6816","67023","79195","12024","158242","1"
"GATES","3145","2245","32","2","24","0","1","3","2652","5107","2312","18","0","9","37","543","78","56","3527","3967","610","8104","1"
"GRAHAM","974","3179","29","0","2","1","1","2","1918","5527","9","264","1","19","5","236","45","40","2858","3032","216","6106","1"
