"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36195","32727","543","15","0","33","30602","69094","20610","249","0","0","0","0","10162","3691","43021","52968","4126","100115","0"
"ALEXANDER","5353","10630","87","0","0","11","7238","21273","912","35","0","0","0","0","1099","293","10928","11815","576","23319","0"
"ALLEGHANY","2252","2614","32","1","0","0","2126","6562","71","6","0","0","0","0","386","160","3266","3555","204","7025","0"
"ANSON","10079","2371","27","5","0","25","3206","6537","6709","27","0","0","0","0","2440","74","6089","7434","2190","15713","0"
"ASHE","4593","7861","74","2","0","3","5422","17183","99","21","0","0","0","0","652","189","8315","9338","302","17955","0"
"AVERY","1329","6623","51","2","0","1","3347","10737","75","18","0","0","0","0","523","86","5255","5849","249","11353","0"
"BEAUFORT","11947","10837","98","7","0","8","9150","22467","7634","42","0","0","0","0","1904","424","14063","16682","1302","32047","0"
"BERTIE","8679","1403","26","2","0","1","2568","4537","7582","17","0","0","0","0","543","34","5436","6865","378","12679","0"
"BLADEN","11025","4146","48","1","0","5","6352","12457","7795","379","0","0","0","0","946","378","9727","11552","298","21577","0"
"BRUNSWICK","25702","39717","443","17","0","25","37174","87011","8410","309","0","0","0","0","7348","1247","45669","52762","4647","103078","0"
"BUNCOMBE","72547","44099","1492","142","0","54","73044","163670","10392","368","0","0","0","0","16948","3645","84053","99545","7780","191378","0"
"BURKE","15545","19852","272","13","0","24","17793","46871","3166","79","0","0","0","0","3383","886","24635","27795","1069","53499","0"
"CABARRUS","40599","48153","886","46","0","67","45729","93537","25315","341","0","0","0","0","16287","5007","58990","69875","6615","135480","0"
"CALDWELL","11616","23548","348","23","0","17","14843","45335","2637","63","0","0","0","0","2360","809","23533","25980","882","50395","0"
"CAMDEN","1846","2486","56","1","0","3","3084","6132","950","10","0","0","0","0","384","34","3540","3764","172","7476","0"
"CARTERET","10661","22346","231","5","0","6","17651","45349","2415","99","0","0","0","0","3037","495","22806","25991","2103","50900","0"
"CASWELL","6886","3260","34","2","0","5","4228","8905","4770","18","0","0","0","0","722","142","6475","7537","403","14415","0"
"CATAWBA","22512","43176","449","13","0","33","33813","81943","8822","119","0","0","0","0","9112","3054","45367","51617","3012","99996","0"
"CHATHAM","20015","12851","265","18","0","18","19693","40432","5948","111","0","0","0","0","6369","1582","22527","26602","3731","52860","0"
"CHEROKEE","4326","9683","127","7","0","6","6868","20117","214","119","0","0","0","0","567","158","9935","11017","65","21017","0"
"CHOWAN","4207","2612","27","2","0","1","2845","6341","2921","10","0","0","0","0","422","54","4243","5291","160","9694","0"
"CLAY","1638","3715","54","2","0","4","3044","8078","44","14","0","0","0","0","321","55","3920","4350","187","8457","0"
"CLEVELAND","23145","21040","273","8","0","19","17211","45012","13205","80","0","0","0","0","3399","615","27382","32453","1861","61696","0"
"COLUMBUS","17210","7633","68","3","0","9","9412","21496","10556","920","0","0","0","0","1363","290","15352","18428","555","34335","0"
"CRAVEN","21245","24160","392","23","0","21","21609","47789","14380","156","0","0","0","0","5125","1543","29698","35889","1863","67450","0"
"CUMBERLAND","91070","46608","1277","44","0","97","65569","87435","84320","2214","0","0","0","0","30696","11710","84396","106475","13794","204665","0"
"CURRITUCK","3560","7673","168","9","0","8","8210","17595","1040","46","0","0","0","0","947","143","9307","9864","457","19628","0"
"DARE","7948","9293","218","7","0","7","11461","27024","558","34","0","0","0","0","1318","245","13488","14857","589","28934","0"
"DAVIDSON","23332","49460","472","17","0","35","31032","86848","9964","239","0","0","0","0","7297","1966","47139","53929","3280","104348","0"
"DAVIE","4922","14802","128","6","0","11","8983","24928","1825","34","0","0","0","0","2065","501","13168","14772","912","28852","0"
"DUPLIN","12391","7979","104","2","0","13","7949","17566","8254","49","0","0","0","0","2569","1498","12364","14967","1107","28438","0"
"DURHAM","120912","25685","1121","101","0","50","73829","107274","77714","560","0","0","0","0","36150","8722","91507","116354","13837","221698","0"
"EDGECOMBE","23047","5662","78","5","0","11","5029","11972","20457","72","0","0","0","0","1331","382","14343","18893","596","33832","0"
"FORSYTH","100293","72487","1359","74","0","85","77197","157071","67506","496","0","0","0","0","26422","9788","107276","132639","11580","251495","0"
"FRANKLIN","16464","13163","227","9","0","23","12617","27802","10713","128","0","0","0","0","3860","1013","18704","21491","2308","42503","0"
"GASTON","40421","52560","790","26","0","65","42555","100870","23117","324","0","0","0","0","12106","3634","59556","71305","5556","136417","0"
"GATES","3842","1698","28","0","0","1","2192","4815","2546","14","0","0","0","0","386","40","3482","3971","308","7761","0"
"GRAHAM","1502","2633","26","0","0","1","1532","5307","3","267","0","0","0","0","117","20","2717","2915","62","5694","0"
"GRANVILLE","17209","9205","151","7","0","8","10397","22397","11741","75","0","0","0","0","2764","740","15871","18879","2227","36977","0"
"GREENE","5762","2128","19","1","0","3","2961","6136","3996","10","0","0","0","0","732","409","4848","5822","204","10874","0"
"GUILFORD","157649","89551","1984","105","0","112","106316","193732","122438","952","0","0","0","0","38595","9972","152720","192799","10198","355717","0"
"HALIFAX","22797","4377","89","7","0","3","8442","13939","19092","1046","0","0","0","0","1638","243","15509","19410","796","35715","0"
"HARNETT","24570","25977","546","17","0","39","22548","47868","16204","443","0","0","0","0","9182","3424","31869","38251","3577","73697","0"
"HAYWOOD","14588","13557","271","11","0","13","14069","40216","455","99","0","0","0","0","1739","372","19407","22378","724","42509","0"
"HENDERSON","16714","30129","485","25","0","26","33240","72392","2290","138","0","0","0","0","5799","1933","35710","42443","2466","80619","0"
"HERTFORD","10117","1361","32","4","0","4","2717","4587","8983","89","0","0","0","0","576","88","6028","7945","262","14235","0"
"HOKE","13698","6270","217","7","0","24","9588","12477","11906","1888","0","0","0","0","3533","1913","13147","16157","500","29804","0"
"HYDE","1590","512","14","0","0","0","900","2249","644","1","0","0","0","0","122","34","1382","1552","82","3016","0"
"IREDELL","28080","49090","635","29","0","35","40233","95429","13333","206","0","0","0","0","9134","2984","53905","60638","3559","118102","0"
"JACKSON","9232","7369","184","9","0","4","10222","22929","637","1339","0","0","0","0","2115","539","11946","13870","1204","27020","0"
"JOHNSTON","37290","49187","805","22","0","68","40464","93844","20687","352","0","0","0","0","12953","5248","57487","66772","3577","127836","0"
"JONES","3144","1873","24","1","0","0","1916","4312","2262","16","0","0","0","0","368","72","3171","3583","204","6958","0"
"LEE","13418","10257","200","3","0","14","11521","23814","7272","132","0","0","0","0","4195","2505","15434","18715","1264","35413","0"
"LENOIR","18583","9394","109","2","0","5","8235","19102","15359","62","0","0","0","0","1805","580","15667","19692","969","36328","0"
"LINCOLN","12120","25644","285","10","0","22","18216","49084","3078","83","0","0","0","0","4052","1387","25884","28360","2053","56297","0"
"MACON","5896","10505","137","9","0","10","8556","23867","180","51","0","0","0","0","1015","316","11586","13292","235","25113","0"
"MADISON","5825","4274","107","8","0","2","5869","15025","174","27","0","0","0","0","859","159","7467","8023","595","16085","0"
"MARTIN","8952","3166","39","1","0","5","3640","8549","6753","27","0","0","0","0","474","117","6980","8626","197","15803","0"
"MCDOWELL","6990","10876","149","9","0","8","9204","25841","787","25","0","0","0","0","583","326","12903","14330","3","27236","0"
"MECKLENBURG","314878","162451","4903","193","0","256","244244","390909","234626","1991","0","0","0","0","99399","33605","316224","381789","28912","726925","0"
"MITCHELL","1044","6059","33","1","0","2","3034","9633","32","8","0","0","0","0","500","95","4753","5183","237","10173","0"
"MONTGOMERY","6297","4998","65","3","0","11","4242","11181","3160","41","0","0","0","0","1234","568","7173","8085","358","15616","0"
"MOORE","15732","27817","399","15","0","16","23682","55487","7822","302","0","0","0","0","4050","1187","30356","36352","953","67661","0"
"NASH","31419","18382","226","6","0","29","14682","34247","26065","318","0","0","0","0","4114","1248","28390","34778","1576","64744","0"
"NEW HANOVER","49807","51595","1214","52","0","52","61480","128776","20254","361","0","0","0","0","14809","2935","70734","83400","10066","164200","0"
"NORTHAMPTON","9191","1434","25","3","0","2","2637","5148","7671","32","0","0","0","0","441","44","5801","7098","393","13292","0"
"ONSLOW","24546","38367","1017","34","0","69","39403","73059","17887","367","0","0","0","0","12123","5528","45305","54485","3646","103436","0"
"ORANGE","49952","14723","695","37","0","23","42229","77152","11929","255","0","0","0","0","18323","3608","45724","54888","7047","107659","0"
"PAMLICO","3255","3208","44","1","0","5","2588","7087","1506","26","0","0","0","0","482","78","4139","4695","267","9101","0"
"PASQUOTANK","11301","6024","154","11","0","5","9035","15281","9520","40","0","0","0","0","1689","255","11617","14113","800","26530","0"
"PENDER","11358","15435","255","9","0","21","13001","31175","5911","95","0","0","0","0","2898","787","18280","20536","1263","40079","0"
"PERQUIMANS","3472","2677","38","3","0","5","3131","6870","2128","21","0","0","0","0","307","43","4258","4947","121","9326","0"
"PERSON","10988","6582","100","3","0","3","7865","17143","6887","115","0","0","0","0","1396","332","11335","13563","643","25541","0"
"PITT","51452","30301","728","49","0","46","35554","66837","41175","251","0","0","0","0","9867","2591","49812","63223","5095","118130","0"
"POLK","3895","5463","77","9","0","8","5753","13891","650","8","0","0","0","0","656","195","6868","8092","245","15205","0"
"RANDOLPH","16705","44532","497","16","0","34","25284","74836","5541","265","0","0","0","0","6426","2815","39995","44839","2234","87068","0"
"RICHMOND","14140","5834","83","5","0","15","7704","16761","9229","389","0","0","0","0","1402","376","12413","14879","489","27781","0"
