"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37002","37205","695","33","151","2","0","3","40803","74679","24035","266","12","1137","667","9978","5120","6648","48241","58337","9316","115894","1"
"ALEXANDER","3996","12356","118","2","32","2","0","2","8922","22253","965","36","1","149","39","1581","406","539","11473","12300","1657","25430","1"
"ALLEGHANY","1690","3440","40","0","11","0","0","0","2950","7201","76","8","0","6","17","670","153","255","3630","3883","618","8131","1"
"ANSON","8471","3216","57","2","28","0","0","1","4638","6902","6501","35","1","103","22","2634","215","161","6198","7486","2729","16413","1"
"ASHE","3654","9362","106","2","20","0","0","0","7355","18849","119","24","3","56","18","1189","241","350","9223","10161","1115","20499","1"
"AVERY","1294","7503","65","3","18","0","0","0","4228","11894","65","18","0","24","19","955","136","130","5880","6398","833","13111","1"
"BEAUFORT","10041","13037","131","4","39","0","1","4","11171","24089","7111","41","2","62","69","2289","765","734","14717","17278","2433","34428","1"
"BERTIE","7547","1753","37","1","10","0","0","0","3409","4613","7091","18","1","31","18","908","77","57","5256","6590","911","12757","1"
"BLADEN","8954","5655","89","4","42","0","0","0","8436","12723","7536","402","4","25","99","1857","534","635","9911","11679","1590","23180","1"
"BRUNSWICK","27705","55662","712","27","189","0","1","2","53026","114400","9165","399","10","559","246","10065","2480","2325","58332","67577","11415","137324","1"
"BUNCOMBE","73018","45280","1661","166","442","2","0","15","92912","176980","10508","371","46","1614","1039","16981","5957","5748","91119","106365","16012","213496","1"
"BURKE","12260","24104","365","13","71","1","0","3","23030","49829","3115","91","1","982","134","4209","1486","1511","26181","29163","4503","59847","1"
"CABARRUS","44112","51837","1216","85","462","1","1","7","61002","98519","32538","410","13","3787","744","15249","7463","7902","66380","77743","14600","158723","1"
"CALDWELL","9154","26969","357","11","78","1","2","1","18147","46308","2575","73","0","197","136","4430","1001","1221","24141","26786","3793","54720","1"
"CAMDEN","1357","3305","71","1","21","0","0","0","3917","7065","943","11","1","35","17","437","163","72","3958","4227","487","8672","1"
"CARTERET","9216","26462","364","13","66","2","0","0","21543","49943","2243","103","8","316","137","4108","808","789","25021","28277","4368","57666","1"
"CASWELL","5850","4424","62","1","15","0","0","0","5099","9607","4550","23","1","30","47","954","239","260","6764","7691","996","15451","1"
