"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36453","37953","639","49","0","0","0","0","42689","75117","24167","260","19","1287","644","10118","6171","7375","48794","58811","10178","117783","1"
"ALEXANDER","3719","12666","119","5","0","0","0","0","9081","22190","935","32","2","155","37","1762","477","575","11458","12264","1868","25590","1"
"ALLEGHANY","1544","3578","36","1","0","0","0","0","2956","7108","77","10","0","8","13","727","172","255","3614","3832","669","8115","1"
"ANSON","7616","3359","54","6","0","0","0","0","4617","6579","6005","34","2","87","25","2662","258","202","5840","7080","2732","15652","1"
"ASHE","3402","9499","99","5","0","0","0","0","7445","18601","112","26","2","56","18","1372","263","348","9113","10009","1328","20450","1"
"AVERY","1126","7047","66","4","0","0","0","0","4022","11030","55","17","0","28","14","976","145","136","5458","5910","897","12265","1"
"BEAUFORT","9107","13166","120","10","0","0","0","0","11018","23459","6485","38","3","60","52","2510","814","764","14127","16609","2685","33421","1"
"BERTIE","7013","1785","41","1","0","0","0","0","3385","4547","6620","16","1","28","15","926","72","52","5029","6259","937","12225","1"
"BLADEN","8160","5879","75","9","0","0","0","0","8349","12406","7021","397","6","27","89","1961","565","642","9486","11284","1702","22472","1"
"BRUNSWICK","27258","58046","710","37","0","0","0","0","55250","117352","9133","407","12","628","239","10657","2873","2604","59847","69261","12193","141301","1"
"BUNCOMBE","70966","44727","1534","233","0","0","0","0","93802","173921","10125","365","44","1654","1005","17817","6331","6070","89823","104817","16622","211262","1"
"BURKE","11421","24901","353","21","0","0","0","0","23007","49619","3046","96","2","966","130","4215","1629","1646","26078","29004","4621","59703","1"
"CABARRUS","42987","51755","1076","120","0","0","0","0","62641","96549","32598","416","21","4188","703","15672","8432","8546","66029","77280","15270","158579","1"
"CALDWELL","8714","27752","342","15","0","0","0","0","18549","45823","2531","76","0","208","144","5445","1145","1347","24322","27035","4015","55372","1"
"CAMDEN","1193","3335","65","6","0","0","0","0","3755","6686","860","8","2","39","16","575","168","80","3732","3985","637","8354","1"
"CARTERET","8454","26483","341","22","0","0","0","0","21303","48890","2070","99","7","320","122","4203","892","833","24560","27608","4435","56603","1"
"CASWELL","5479","4697","60","2","0","0","0","0","5165","9609","4318","24","1","37","47","1096","271","290","6656","7612","1135","15403","1"
"CATAWBA","19507","50874","663","51","0","0","0","0","44918","89118","8843","157","10","2697","317","9487","5384","5653","50088","55856","10069","116013","1"
"CHATHAM","20800","14888","308","28","0","0","0","0","27024","45798","5756","127","9","1308","250","7259","2541","2724","25794","29948","7306","63048","1"
"CHEROKEE","2974","12945","147","7","0","0","0","0","8208","22522","250","116","2","99","30","964","298","274","11476","12256","549","24281","1"
"CHOWAN","3159","3210","42","1","0","0","0","0","3478","6533","2540","16","6","18","23","621","133","96","4307","5138","445","9890","1"
"CLAY","1269","5030","53","2","0","0","0","0","3618","9319","42","16","0","18","10","482","85","101","4540","4978","454","9972","1"
"CLEVELAND","18175","27456","399","21","0","0","0","0","22368","47155","12911","96","7","376","213","6245","1416","1269","28753","33560","6106","68419","1"
"COLUMBUS","12270","11668","118","7","0","0","0","0","12495","22194","9876","950","4","58","83","2713","680","645","15553","18330","2675","36558","1"
"CRAVEN","18473","28539","541","40","0","0","0","0","27572","52425","13411","181","8","1272","261","4952","2655","2380","32231","37945","4989","75165","1"
"CUMBERLAND","82315","50461","1749","148","0","0","0","0","82446","84444","84235","2369","125","3623","1958","25468","14897","14723","85882","106561","24676","217119","1"
"CURRITUCK","3011","10389","202","5","0","0","0","0","10407","20576","1172","43","3","126","66","1516","512","301","10905","11567","1542","24014","1"
"DARE","6618","11253","224","17","0","0","0","0","13837","28797","517","33","1","122","62","1735","682","410","14451","15742","1756","31949","1"
"DAVIDSON","20622","58660","682","33","0","0","0","0","40417","93739","11098","254","6","982","265","10220","3850","4018","51676","58343","10395","120414","1"
