"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36536","37790","642","43","311","8","7","18","40930","74612","23894","264","19","1252","654","9799","5791","7073","48130","58135","10020","116285","1"
"ALEXANDER","3789","12617","117","5","80","5","2","11","8903","22126","936","33","2","149","39","1787","457","562","11418","12242","1869","25529","1"
"ALLEGHANY","1590","3534","36","1","20","0","0","2","2874","7062","76","11","0","5","13","734","156","238","3576","3805","676","8057","1"
"ANSON","7861","3329","53","5","46","1","2","8","4525","6627","6061","32","1","89","23","2763","234","180","5878","7125","2827","15830","1"
"ASHE","3439","9397","98","5","34","0","0","2","7253","18395","112","25","3","55","20","1372","246","338","8995","9903","1330","20228","1"
"AVERY","1138","7045","62","5","22","0","1","2","3938","11001","55","16","0","24","14","971","132","126","5425","5889","899","12213","1"
"BEAUFORT","9231","13034","124","9","66","2","6","20","10715","23289","6494","39","3","56","54","2507","765","721","13998","16537","2672","33207","1"
"BERTIE","7037","1762","38","1","21","2","1","3","3311","4518","6606","17","1","27","15","917","75","54","5029","6221","926","12176","1"
"BLADEN","8288","5769","76","8","67","0","7","18","8185","12352","7064","395","6","27","88","1952","534","621","9482","11250","1686","22418","1"
"BRUNSWICK","27009","56604","685","34","332","5","7","16","52792","114083","8940","398","13","583","247","10579","2641","2444","58153","67290","12041","137484","1"
"BUNCOMBE","71200","44650","1520","233","693","19","14","61","91278","172670","10009","363","45","1595","1026","17909","6051","5862","88868","103816","16984","209668","1"
"BURKE","11531","24661","344","22","130","8","5","21","22473","49251","3042","95","2","940","130","4204","1531","1564","25835","28765","4595","59195","1"
"CABARRUS","42827","51520","1093","111","836","14","30","73","59992","95792","32011","412","22","4006","707","15587","7959","8183","65085","76252","15159","156496","1"
"CALDWELL","8832","27683","339","16","142","9","6","13","18059","45827","2531","75","0","201","144","5251","1070","1290","24244","26917","3938","55099","1"
"CAMDEN","1205","3230","68","6","28","1","0","2","3623","6608","857","8","2","35","16","486","151","72","3671","3949","543","8163","1"
"CARTERET","8524","26280","333","20","103","9","3","10","20750","48420","2062","99","7","312","124","4169","839","805","24254","27329","4449","56032","1"
"CASWELL","5516","4621","60","1","26","1","2","2","5054","9524","4317","24","1","37","47","1074","259","280","6626","7542","1115","15283","1"
"CATAWBA","19533","50492","647","51","459","21","18","59","43224","88181","8754","153","10","2593","328","9443","5042","5375","49465","55080","9959","114504","1"
"CHATHAM","20829","14862","303","28","153","2","7","5","26266","45406","5757","125","10","1234","257","7286","2380","2631","25553","29610","7292","62455","1"
"CHEROKEE","3024","12639","144","7","38","5","1","5","8017","22131","245","115","2","98","31","973","285","265","11263","12076","541","23880","1"
"CHOWAN","3179","3166","41","2","31","1","1","5","3401","6485","2548","15","6","17","23","615","118","93","4276","5111","440","9827","1"
"CLAY","1282","4993","52","2","5","0","2","2","3564","9262","43","16","0","17","11","470","83","101","4515","4944","443","9902","1"
"CLEVELAND","18353","27272","390","20","250","5","5","30","21671","46820","12844","95","7","358","221","6332","1319","1220","28520","33274","6202","67996","1"
"COLUMBUS","12448","11509","118","7","62","4","2","5","12202","22052","9868","931","4","61","84","2734","623","608","15466","18224","2667","36357","1"
"CRAVEN","18481","28213","534","40","279","12","10","17","26559","51863","13284","180","8","1238","269","4806","2497","2285","31750","37477","4918","74145","1"
