"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38033","30764","322","0","0","23643","67486","18927","229","0","6120","1865","40481","50144","2137","92762"
"ALEXANDER","6854","10325","56","0","0","6258","21946","998","28","0","521","194","11198","12146","149","23493"
"ALLEGHANY","2895","2328","26","0","0","1824","6789","81","11","0","192","136","3329","3695","49","7073"
"ANSON","12159","2285","15","0","0","2520","7505","7547","35","0","1892","52","6878","8223","1878","16979"
"ASHE","5747","7638","46","0","0","4599","17640","93","18","0","279","131","8508","9466","56","18030"
"AVERY","1386","6763","39","0","0","2988","10822","87","26","0","241","61","5207","5885","84","11176"
"BEAUFORT","14285","10077","89","0","0","7447","22733","8236","33","0","896","239","14321","17111","466","31898"
"BERTIE","10528","1394","12","0","0","2076","4956","8478","18","0","558","22","6060","7564","386","14010"
"BLADEN","14162","2933","26","0","0","4980","12890","8277","292","0","642","248","10112","11867","122","22101"
"BRUNSWICK","26113","31088","294","0","0","27489","73599","8570","247","0","2568","738","39100","44834","1050","84984"
"BUNCOMBE","72286","45123","1039","0","0","61001","158842","10664","364","0","9579","2125","80933","95615","2901","179449"
"BURKE","19534","19540","231","0","0","16432","50242","3342","75","0","2078","470","26067","29430","240","55737"
"CABARRUS","38634","45831","559","0","0","34801","91879","20042","323","0","7581","2842","54077","63973","1775","119825"
"CALDWELL","15376","23445","307","0","0","13323","48233","2802","52","0","1364","556","24796","27405","250","52451"
"CAMDEN","2623","2018","35","0","0","2454","5847","1063","12","0","208","31","3405","3655","70","7130"
"CARTERET","13152","20543","214","0","0","15597","45045","2684","94","0","1683","347","22835","25848","823","49506"
"CASWELL","8397","3344","26","0","0","3258","9312","5304","19","0","390","78","6760","8102","163","15025"
"CATAWBA","27424","42461","320","0","0","28255","84038","9109","119","0","5194","1750","45190","52568","702","98460"
"CHATHAM","19850","11990","196","0","0","14491","37283","6205","95","0","2944","925","20567","24418","1542","46527"
"CHEROKEE","6619","9107","98","0","0","6392","21496","228","131","0","361","122","10383","11770","63","22216"
"CHOWAN","5126","2475","14","0","0","2461","6695","3130","11","0","240","36","4485","5522","69","10076"
"CLAY","2331","3374","35","0","0","2891","8422","39","14","0","156","37","4080","4503","48","8631"
"CLEVELAND","26845","18182","168","0","0","13586","44077","13136","77","0","1491","403","26426","31943","412","58781"
"COLUMBUS","21689","5783","47","0","0","6903","21840","10887","943","0","752","153","15443","18783","196","34422"
"CRAVEN","25128","22509","291","0","0","18875","47748","15510","136","0","3409","1087","29850","36024","929","66803"
"CUMBERLAND","94530","44554","738","0","0","50349","88173","79633","1967","0","20398","8355","82658","102412","5101","190171"
"CURRITUCK","4349","5956","114","0","0","6952","15813","988","48","0","522","112","8264","8925","182","17371"
"DARE","9268","8141","173","0","0","9873","26101","562","36","0","756","162","13046","14241","168","27455"
"DAVIDSON","27806","46055","383","0","0","25225","87025","9368","227","0","2849","1068","46072","52913","484","99469"
"DAVIE","5787","14614","83","0","0","7620","25270","1919","34","0","881","310","13042","14949","113","28104"
"DUPLIN","14549","7406","75","0","0","6604","18131","8915","44","0","1544","945","12525","15305","804","28634"
"DURHAM","117691","27393","859","0","0","57582","101365","79444","543","0","22173","5420","86842","110603","6080","203525"
"EDGECOMBE","27605","5892","57","0","0","4125","13810","23000","50","0","819","243","16490","20880","309","37679"
"FORSYTH","99730","73053","934","0","0","60136","153862","65396","444","0","14151","5657","102475","127479","3899","233853"
"FRANKLIN","18311","11977","171","0","0","9561","27152","11025","106","0","1737","587","18391","20916","713","40020"
"GASTON","44823","49723","501","0","0","35044","102326","21158","300","0","6307","2145","57749","70000","2342","130091"
"GATES","4733","1536","18","0","0","1827","4967","2828","10","0","309","26","3605","4230","279","8114"
"GRAHAM","2138","2675","19","0","0","1455","5845","3","314","0","125","42","2999","3229","59","6287"
"GRANVILLE","18783","8279","116","0","0","7964","21747","11842","78","0","1475","455","15586","18421","1135","35142"
"GREENE","6893","1851","26","0","0","2212","6415","4184","12","0","371","233","5048","5918","16","10982"
"GUILFORD","157896","91253","1449","0","0","84419","196393","114808","924","0","22892","5690","147663","184454","2900","335017"
"HALIFAX","25818","4270","67","0","0","6991","14697","20119","1099","0","1231","199","16144","20592","410","37146"
"HARNETT","26400","22493","389","0","0","16700","45865","15326","439","0","4352","2055","29638","35737","607","65982"
"HAYWOOD","17615","11926","152","0","0","11286","39770","431","93","0","685","241","18835","21905","239","40979"
"HENDERSON","17328","29680","334","0","0","28808","70817","2214","132","0","2987","1246","34588","40940","622","76150"
"HERTFORD","11025","1394","27","0","0","2062","4891","9141","104","0","372","55","6247","8160","101","14508"
"HOKE","14657","6031","125","0","0","8304","13145","11552","2124","0","2296","1382","13041","16031","45","29117"
"HYDE","2160","490","8","0","0","737","2474","847","3","0","71","14","1576","1787","32","3395"
"IREDELL","31014","45138","452","0","0","32845","90964","13211","210","0","5064","1916","51100","57348","1001","109449"
"JACKSON","10116","6468","114","0","0","8849","21770","455","1494","0","1828","230","11277","12983","1287","25547"
"JOHNSTON","37599","42326","513","0","0","30435","86211","18046","314","0","6302","2601","50636","58883","1354","110873"
"JONES","4000","1647","26","0","0","1653","4631","2510","14","0","171","54","3381","3891","54","7326"
"LEE","14732","9161","109","0","0","8194","22817","7176","107","0","2096","1436","14554","17435","207","32196"
"LENOIR","21989","9103","77","0","0","6911","20765","16230","58","0","1027","331","16677","21092","311","38080"
"LINCOLN","14625","21974","155","0","0","14648","46506","3009","77","0","1810","856","24113","26760","529","51402"
"MACON","7060","9476","88","0","0","7486","23321","163","46","0","580","161","11072","12856","182","24110"
"MADISON","6763","4113","89","0","0","4836","15153","145","18","0","485","61","7485","7927","389","15801"
"MARTIN","10735","3114","44","0","0","2982","9145","7410","29","0","291","81","7570","9203","102","16875"
"MCDOWELL","9122","9887","94","0","0","8331","26102","847","23","0","462","206","12894","14540","0","27434"
"MECKLENBURG","288551","162276","2934","0","0","182868","364826","210219","1777","0","59807","20072","281653","343349","11627","636629"
"MITCHELL","1116","6757","21","0","0","2936","10635","24","13","0","158","55","5101","5676","53","10830"
"MONTGOMERY","7502","4426","31","0","0","3468","11307","3409","44","0","667","262","7083","8260","84","15427"
"MOORE","16854","25460","282","0","0","19069","51487","7986","310","0","1882","662","28077","33571","17","61665"
"NASH","33892","17970","144","0","0","11697","36151","25053","283","0","2216","720","28680","34644","379","63703"
"NEW HANOVER","52105","49943","1051","0","0","51022","124337","21341","341","0","8102","2056","68859","81632","3630","154121"
"NORTHAMPTON","10974","1276","14","0","0","2182","5563","8536","25","0","322","27","6304","7839","303","14446"
"ONSLOW","27942","32675","597","0","0","31242","66771","17311","305","0","8069","3714","41293","49770","1393","92456"
"ORANGE","50338","16472","608","0","0","37026","79119","12658","269","0","12398","2622","45988","55290","3166","104444"
"PAMLICO","4181","2773","21","0","0","2305","7212","1773","31","0","264","48","4277","4888","115","9280"
"PASQUOTANK","13606","5325","120","0","0","7741","15012","10457","51","0","1272","178","11818","14380","594","26792"
"PENDER","13095","13116","183","0","0","10011","28599","6451","61","0","1294","421","16899","19098","408","36405"
"PERQUIMANS","4385","2420","34","0","0","2837","7169","2342","14","0","151","40","4480","5175","21","9676"
"PERSON","12718","5982","83","0","0","6640","17515","7085","115","0","708","225","11534","13691","198","25423"
"PITT","54683","29075","523","0","0","27716","66947","39056","210","0","5784","1529","49083","61470","1444","111997"
"POLK","4550","5194","68","0","0","5198","13909","726","11","0","364","142","6839","8097","74","15010"
"RANDOLPH","20023","43782","311","0","0","23782","78874","5537","265","0","3222","1757","40824","46571","503","87898"
"RICHMOND","17846","5177","64","0","0","6332","18349","9812","360","0","898","264","13279","15942","198","29419"
"ROBESON","50797","8454","153","0","0","12710","22620","21082","25279","0","3133","838","31252","40537","325","72114"
"ROCKINGHAM","24596","19142","187","0","0","13932","44178","11775","108","0","1796","522","26421","31436","0","57857"
"ROWAN","28682","36117","249","0","0","23883","70158","15575","159","0","3039","1135","41116","47160","655","88931"
"RUTHERFORD","16480","14674","157","0","0","11545","37061","4489","56","0","1250","414","19508","22837","511","42856"
"SAMPSON","16892","13021","80","0","0","6015","22198","11388","531","0","1891","963","15954","19617","437","36008"
"SCOTLAND","13197","3264","41","0","0","5202","10634","8790","1403","0","877","140","9158","12230","316","21704"
"STANLY","12087","16713","96","0","0","9829","33263","4199","65","0","1198","193","17961","20380","384","38725"
"STOKES","8532","14174","135","0","0","6972","27832","1302","59","0","620","213","14015","15778","20","29813"
"SURRY","15176","17279","137","0","0","9971","39515","1762","56","0","1230","659","19225","23054","284","42563"
"SWAIN","4149","2502","33","0","0","3258","7862","101","1767","0","212","45","4660","5265","17","9942"
"TRANSYLVANIA","6911","7863","106","0","0","8752","22063","881","48","0","640","144","10887","12403","342","23632"
"TYRRELL","1541","311","4","0","0","552","1535","794","7","0","72","22","1106","1284","18","2408"
"UNION","38234","59070","547","0","0","40888","112972","17220","348","0","8199","3907","65219","72587","933","138739"
"VANCE","20029","4108","53","0","0","4862","12860","15185","44","0","963","282","12745","15950","357","29052"
"WAKE","247400","178224","3499","0","0","204807","434875","131611","1546","0","65898","16529","287882","332793","13255","633930"
"WARREN","9511","1601","35","0","0","2035","5232","7007","569","0","374","31","5955","7105","122","13182"
"WASHINGTON","6090","1034","19","0","0","1365","3964","4354","9","0","181","32","3749","4711","48","8508"
"WATAUGA","11297","13587","449","0","0","16607","39302","797","60","0","1781","638","19967","21704","269","41940"
"WAYNE","32954","22762","217","0","0","15666","42518","24630","142","0","4309","1487","31708","38711","1180","71599"
"WILKES","10526","20938","114","0","0","9191","38276","1655","33","0","805","435","19028","21459","282","40769"
"WILSON","29661","13273","119","0","0","10925","28861","22622","81","0","2414","734","23815","29618","545","53978"
"YADKIN","4457","12996","65","0","0","5722","21846","728","30","0","636","394","10856","12128","256","23240"
"YANCEY","5399","4768","33","0","0","3165","13038","85","22","0","220","54","6315","6926","124","13365"
