"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36538","37792","641","44","312","8","7","18","40883","74603","23880","264","19","1250","654","9802","5771","7059","48114","58109","10020","116243","1"
"ALEXANDER","3785","12616","118","5","80","5","2","11","8895","22119","936","32","2","148","39","1786","455","561","11413","12238","1866","25517","1"
"ALLEGHANY","1590","3533","36","1","20","0","0","2","2872","7060","76","11","0","5","13","733","156","238","3577","3801","676","8054","1"
"ANSON","7856","3326","54","5","46","1","2","8","4526","6625","6058","32","1","90","23","2762","233","179","5878","7120","2826","15824","1"
"ASHE","3437","9397","99","5","34","0","0","2","7249","18389","111","25","3","55","20","1374","246","337","8991","9900","1332","20223","1"
"AVERY","1137","7050","62","5","21","0","1","2","3942","11009","55","16","0","24","14","970","132","126","5430","5892","898","12220","1"
"BEAUFORT","9231","13030","125","9","67","2","6","20","10709","23286","6492","39","3","56","54","2504","765","721","13997","16531","2671","33199","1"
"BERTIE","7040","1759","38","1","21","2","1","3","3308","4516","6604","17","1","28","15","917","75","54","5026","6220","927","12173","1"
"BLADEN","8290","5766","76","8","67","0","7","18","8185","12354","7063","394","6","27","88","1954","531","618","9482","11246","1689","22417","1"
"BRUNSWICK","27044","56620","684","34","334","5","7","16","52825","114158","8936","399","13","582","247","10593","2641","2445","58185","67324","12060","137569","1"
"BUNCOMBE","71241","44658","1523","235","692","19","13","61","91263","172694","10008","362","45","1593","1029","17927","6047","5862","88866","103840","16999","209705","1"
"BURKE","11534","24651","344","22","130","8","5","21","22460","49246","3037","96","2","934","130","4205","1525","1561","25829","28749","4597","59175","1"
"CABARRUS","42820","51512","1091","111","837","14","30","73","59972","95783","31991","413","22","4003","707","15595","7946","8175","65066","76233","15161","156460","1"
"CALDWELL","8834","27692","340","16","142","9","6","13","18050","45835","2530","75","0","201","144","5248","1069","1288","24246","26918","3938","55102","1"
"CAMDEN","1204","3225","68","6","28","1","0","2","3625","6607","856","8","2","35","16","484","151","72","3670","3947","542","8159","1"
"CARTERET","8537","26296","331","20","103","9","3","10","20753","48438","2066","99","7","312","124","4178","838","804","24268","27336","4458","56062","1"
"CASWELL","5517","4627","60","1","26","1","2","2","5054","9528","4317","24","1","37","47","1077","259","280","6631","7539","1120","15290","1"
"CATAWBA","19536","50480","646","51","459","21","18","59","43214","88175","8749","154","10","2593","329","9446","5028","5367","49457","55066","9961","114484","1"
"CHATHAM","20821","14855","303","28","152","2","7","5","26254","45379","5756","125","10","1232","257","7294","2374","2627","25539","29594","7294","62427","1"
"CHEROKEE","3024","12633","144","7","38","5","1","5","8022","22130","245","115","2","98","31","974","284","265","11261","12078","540","23879","1"
"CHOWAN","3178","3166","41","2","31","1","1","5","3405","6487","2548","15","6","17","23","616","118","93","4277","5113","440","9830","1"
"CLAY","1282","4988","52","2","5","0","2","2","3564","9256","43","16","0","17","11","471","83","101","4512","4941","444","9897","1"
"CLEVELAND","18369","27265","390","20","250","5","5","30","21663","46809","12850","96","8","358","221","6338","1317","1218","28515","33276","6206","67997","1"
"COLUMBUS","12454","11505","119","7","62","4","2","5","12198","22048","9866","931","4","61","84","2739","623","608","15467","18217","2672","36356","1"
"CRAVEN","18491","28209","533","40","279","12","10","17","26544","51853","13287","181","8","1238","270","4807","2491","2280","31744","37471","4920","74135","1"
"CUMBERLAND","81878","49518","1671","149","1404","35","62","128","77609","83539","83085","2329","124","3488","1996","23778","14115","14219","84136","104784","23534","212454","1"
