"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","38037","30833","334","0","0","0","24021","67774","19067","230","0","0","0","0","6154","1920","40696","50415","2114","93225","0"
"ALEXANDER","6805","10345","55","0","0","0","6312","21958","998","30","0","0","0","0","531","195","11205","12163","149","23517","0"
"ALLEGHANY","2889","2339","26","0","0","0","1851","6822","83","11","0","0","0","0","189","140","3339","3718","48","7105","0"
"ANSON","12079","2274","15","0","0","0","2537","7482","7550","36","0","0","0","0","1837","53","6873","8210","1822","16905","0"
"ASHE","5737","7655","46","0","0","0","4656","17703","95","19","0","0","0","0","277","132","8539","9499","56","18094","0"
"AVERY","1402","6805","41","0","0","0","3040","10931","86","26","0","0","0","0","245","66","5256","5948","84","11288","0"
"BEAUFORT","14213","10123","90","0","0","0","7545","22792","8237","33","0","0","0","0","909","248","14379","17117","475","31971","0"
"BERTIE","10522","1405","12","0","0","0","2078","4942","8499","19","0","0","0","0","557","22","6063","7569","385","14017","0"
"BLADEN","14101","2962","26","0","0","0","5017","12899","8277","372","0","0","0","0","558","248","10104","11881","121","22106","0"
"BRUNSWICK","26287","31508","301","0","0","0","28105","74714","8623","255","0","0","0","0","2609","761","39690","45479","1032","86201","0"
"BUNCOMBE","72825","45368","1084","0","0","0","62254","160636","10780","368","0","0","0","0","9747","2203","81833","96752","2946","181531","0"
"BURKE","19500","19584","232","0","0","0","16613","50395","3343","74","0","0","0","0","2117","488","26158","29532","239","55929","0"
"CABARRUS","38755","46072","567","0","0","0","35320","92457","20261","323","0","0","0","0","7673","2908","54476","64475","1763","120714","0"
"CALDWELL","15368","23538","312","0","0","0","13508","48469","2824","54","0","0","0","0","1379","569","24935","27544","247","52726","0"
"CAMDEN","2617","2045","35","0","0","0","2495","5901","1069","12","0","0","0","0","210","31","3440","3682","70","7192","0"
"CARTERET","13117","20666","207","0","0","0","15766","45280","2683","94","0","0","0","0","1699","358","22943","25989","824","49756","0"
"CASWELL","8352","3357","27","0","0","0","3266","9308","5285","19","0","0","0","0","390","78","6749","8086","167","15002","0"
"CATAWBA","27356","42554","322","0","0","0","28579","84294","9122","121","0","0","0","0","5274","1793","45365","52745","701","98811","0"
"CHATHAM","19873","12060","201","0","0","0","14744","37569","6219","95","0","0","0","0","2995","946","20713","24616","1549","46878","0"
"CHEROKEE","6614","9194","97","0","0","0","6498","21669","231","135","0","0","0","0","368","129","10476","11863","64","22403","0"
"CHOWAN","5128","2484","15","0","0","0","2485","6722","3142","10","0","0","0","0","238","34","4503","5541","68","10112","0"
"CLAY","2303","3390","35","0","0","0","2917","8432","41","15","0","0","0","0","157","39","4082","4513","50","8645","0"
"CLEVELAND","26737","18267","174","0","0","0","13861","44238","13207","76","0","0","0","0","1518","423","26545","32078","416","59039","0"
"COLUMBUS","21646","5843","49","0","0","0","7074","21963","10944","948","0","0","0","0","757","154","15519","18899","194","34612","0"
"CRAVEN","25108","22724","301","0","0","0","19164","48169","15533","136","0","0","0","0","3459","1119","30083","36293","921","67297","0"
"CUMBERLAND","94581","44823","750","0","0","0","51387","88777","80183","1988","0","0","0","0","20593","8536","83218","103262","5061","191541","0"
"CURRITUCK","4340","6042","115","0","0","0","7020","15951","994","49","0","0","0","0","523","112","8334","9000","183","17517","0"
"DARE","9279","8224","175","0","0","0","10020","26336","565","36","0","0","0","0","761","163","13155","14371","172","27698","0"
