"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36526","38009","640","48","0","0","0","0","42755","75235","24219","261","20","1288","644","10134","6177","7385","48874","58910","10194","117978","1"
"ALEXANDER","3726","12641","115","5","0","0","0","0","9057","22150","934","32","2","154","37","1763","472","572","11438","12242","1864","25544","1"
"ALLEGHANY","1545","3575","36","1","0","0","0","0","2946","7095","77","10","0","7","13","730","171","252","3607","3824","672","8103","1"
"ANSON","7718","3383","54","6","0","0","0","0","4633","6644","6071","34","2","89","25","2671","258","202","5911","7146","2737","15794","1"
"ASHE","3405","9492","98","5","0","0","0","0","7434","18581","112","26","2","57","18","1375","263","348","9109","9995","1330","20434","1"
"AVERY","1127","7054","65","4","0","0","0","0","4021","11038","56","17","0","28","14","973","145","135","5463","5914","894","12271","1"
"BEAUFORT","9136","13189","122","10","0","0","0","0","11020","23484","6500","38","3","60","53","2523","816","766","14142","16634","2701","33477","1"
"BERTIE","7022","1790","42","1","0","0","0","0","3390","4560","6628","16","1","28","15","925","72","52","5041","6269","935","12245","1"
"BLADEN","8179","5886","75","9","0","0","0","0","8361","12422","7039","397","6","27","89","1965","565","642","9507","11298","1705","22510","1"
"BRUNSWICK","27300","58083","710","36","0","0","0","0","55272","117412","9152","408","12","629","240","10670","2878","2608","59895","69302","12204","141401","1"
"BUNCOMBE","71221","44901","1537","236","0","0","0","0","94068","174427","10168","365","44","1658","1012","17945","6344","6093","90090","105127","16746","211963","1"
"BURKE","11429","24933","353","21","0","0","0","0","23047","49684","3051","96","2","968","130","4222","1630","1648","26106","29050","4627","59783","1"
"CABARRUS","43059","51842","1076","120","0","0","0","0","62697","96669","32653","418","22","4192","707","15685","8448","8558","66127","77378","15289","158794","1"
"CALDWELL","8726","27775","342","15","0","0","0","0","18562","45864","2533","76","0","206","144","5451","1146","1348","24346","27054","4020","55420","1"
"CAMDEN","1201","3305","65","6","0","0","0","0","3718","6654","860","8","2","37","16","556","162","77","3709","3970","616","8295","1"
"CARTERET","8472","26520","342","21","0","0","0","0","21337","48968","2078","99","7","320","122","4207","891","834","24602","27648","4442","56692","1"
"CASWELL","5484","4699","60","2","0","0","0","0","5168","9616","4323","24","1","37","47","1094","271","290","6658","7622","1133","15413","1"
"CATAWBA","19541","50941","664","51","0","0","0","0","44991","89250","8859","157","10","2699","317","9516","5380","5649","50165","55921","10102","116188","1"
"CHATHAM","20841","14896","308","28","0","0","0","0","27069","45848","5768","127","9","1308","251","7288","2543","2734","25830","29986","7326","63142","1"
"CHEROKEE","2980","12905","145","6","0","0","0","0","8173","22450","249","116","2","100","31","966","295","272","11445","12217","547","24209","1"
"CHOWAN","3164","3218","42","1","0","0","0","0","3475","6540","2542","16","6","18","23","623","132","96","4307","5145","448","9900","1"
"CLAY","1275","5047","53","2","0","0","0","0","3630","9351","43","16","0","18","10","484","85","101","4559","4993","455","10007","1"
"CLEVELAND","18249","27511","400","21","0","0","0","0","22476","47267","12964","96","7","377","213","6314","1419","1273","28854","33637","6166","68657","1"
"COLUMBUS","12288","11676","119","7","0","0","0","0","12510","22214","9887","950","4","60","83","2722","680","646","15568","18350","2682","36600","1"
"CRAVEN","18490","28542","541","39","0","0","0","0","27529","52421","13414","181","9","1271","261","4941","2643","2374","32219","37938","4984","75141","1"
"CUMBERLAND","82236","50338","1736","146","0","0","0","0","81858","84238","83983","2356","124","3597","1963","25283","14770","14636","85598","106230","24486","216314","1"
