"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","40061","31271","270","0","0","22541","69005","19044","237","0","5857","1637","41265","50977","1901","94143"
"ALEXANDER","7335","10599","49","0","0","6088","22499","1047","30","0","495","192","11502","12424","145","24071"
"ALLEGHANY","3107","2318","21","0","0","1658","6845","81","11","0","167","117","3338","3720","46","7104"
"ANSON","12497","2403","11","0","0","2239","7799","7670","38","0","1643","39","7030","8441","1679","17150"
"ASHE","6176","7789","41","0","0","4385","18018","93","16","0","264","118","8681","9659","51","18391"
"AVERY","1603","7275","27","0","0","3065","11583","100","26","0","261","66","5588","6296","86","11970"
"BEAUFORT","15155","10055","73","0","0","6877","22873","8457","36","0","794","214","14397","17362","401","32160"
"BERTIE","11013","1413","12","0","0","1974","5134","8678","19","0","581","27","6186","7845","381","14412"
"BLADEN","14923","2957","23","0","0","4554","13080","8460","286","0","631","209","10211","12120","126","22457"
"BRUNSWICK","26939","30012","226","0","0","24588","70593","8601","240","0","2331","660","37772","43183","810","81765"
"BUNCOMBE","75385","47405","816","0","0","58256","160955","10964","373","0","9570","1889","82193","96799","2870","181862"
"BURKE","21185","20058","188","0","0","16016","51853","3482","77","0","2035","445","26797","30417","233","57447"
"CABARRUS","39638","45726","447","0","0","32140","91767","18982","307","0","6895","2575","53390","62992","1569","117951"
"CALDWELL","16431","23560","236","0","0","12525","48560","2853","51","0","1288","481","24825","27661","266","52752"
"CAMDEN","2896","1976","23","0","0","2313","5881","1110","13","0","204","25","3409","3720","79","7208"
"CARTERET","14205","20526","174","0","0","14689","45181","2684","95","0","1634","301","22911","25875","808","49594"
"CASWELL","8902","3365","18","0","0","3185","9536","5533","21","0","380","66","6972","8354","144","15470"
"CATAWBA","29708","43822","248","0","0","27702","87021","9375","128","0","4956","1613","46625","54229","626","101480"
"CHATHAM","20278","11908","139","0","0","13388","36610","6260","90","0","2753","784","20349","24017","1347","45713"
"CHEROKEE","6776","8814","67","0","0","5747","20742","220","118","0","324","109","10009","11328","67","21404"
"CHOWAN","5546","2494","13","0","0","2433","6886","3347","10","0","243","37","4682","5726","78","10486"
"CLAY","2525","3319","27","0","0","2792","8458","38","16","0","151","37","4099","4546","18","8663"
"CLEVELAND","28858","18962","125","0","0","13641","46349","13605","88","0","1544","432","27700","33538","348","61586"
"COLUMBUS","23931","6204","44","0","0","7087","23741","11790","992","0","743","163","16772","20362","132","37266"
"CRAVEN","27264","23305","222","0","0","18507","49722","16058","133","0","3385","1084","30925","37411","962","69298"
"CUMBERLAND","101670","47400","658","0","0","49672","94035","82312","2090","0","20963","8725","87295","107516","4589","199400"
"CURRITUCK","4714","5653","82","0","0","6522","15477","950","50","0","494","111","8037","8791","143","16971"
"DARE","9687","8039","135","0","0","9202","25717","555","38","0","753","164","12852","14076","135","27063"
"DAVIDSON","30286","47613","315","0","0","24922","90530","9677","252","0","2677","999","47817","54936","383","103136"
"DAVIE","6161","14693","62","0","0","6975","25194","1920","34","0","743","280","12928","14883","80","27891"
"DUPLIN","15341","7470","61","0","0","6411","18658","9203","42","0","1380","821","12838","15779","666","29283"
"DURHAM","118033","27844","638","0","0","53376","100946","77981","523","0","20441","4815","85513","109331","5047","199891"
"EDGECOMBE","29104","6064","42","0","0","3820","14527","23716","51","0","736","210","16980","21770","280","39030"
"FORSYTH","106105","76193","771","0","0","56739","159705","66696","453","0","12954","5077","105807","131036","2965","239808"
"FRANKLIN","18937","11967","133","0","0","8542","26864","11031","117","0","1567","531","18247","20724","608","39579"
"GASTON","47398","50841","407","0","0","33941","105213","21264","310","0","5800","1978","58886","71573","2128","132587"
"GATES","4953","1531","14","0","0","1755","5044","2899","8","0","302","25","3655","4315","283","8253"
"GRAHAM","2336","2807","13","0","0","1427","6149","3","307","0","124","42","3141","3387","55","6583"
"GRANVILLE","19911","8757","98","0","0","7613","22601","12217","92","0","1469","435","16136","19139","1104","36379"
"GREENE","7231","1904","19","0","0","2042","6563","4305","11","0","317","197","5121","6060","15","11196"
"GUILFORD","169198","95579","1185","0","0","81447","206505","119265","996","0","20643","5445","153894","192051","1464","347409"
"HALIFAX","26662","4881","61","0","0","5861","14914","20242","1085","0","1224","181","16237","20840","388","37465"
"HARNETT","28677","23306","318","0","0","16158","47952","15882","459","0","4166","1896","30742","37194","523","68459"
"HAYWOOD","18679","12104","104","0","0","10803","40519","415","104","0","652","240","19210","22251","229","41690"
"HENDERSON","18217","30530","253","0","0","27436","71199","2216","138","0","2883","1142","34888","40935","613","76436"
"HERTFORD","11629","1451","15","0","0","1967","5137","9444","106","0","375","52","6449","8531","82","15062"
"HOKE","15260","6238","95","0","0","8051","13644","11536","2187","0","2277","1332","13287","16307","50","29644"
"HYDE","2290","503","4","0","0","664","2508","882","4","0","67","13","1591","1836","34","3461"
"IREDELL","32956","44674","320","0","0","30431","90255","13235","207","0","4684","1691","50529","56939","913","108381"
"JACKSON","10814","6679","92","0","0","8815","22489","484","1574","0","1853","234","11658","13465","1277","26400"
"JOHNSTON","38431","41126","368","0","0","27705","84207","17397","317","0","5709","2124","49099","57165","1366","107630"
"JONES","4226","1628","18","0","0","1561","4687","2567","14","0","165","48","3431","3953","49","7433"
"LEE","16090","9940","98","0","0","8072","24551","7561","116","0","1972","1311","15503","18504","193","34200"
"LENOIR","23162","9497","59","0","0","6311","21450","16633","59","0","887","305","17182","21690","157","39029"
"LINCOLN","15640","21936","96","0","0","14020","46929","3037","80","0","1646","783","24293","26957","442","51692"
"MACON","7690","9801","56","0","0","7208","23951","158","49","0","597","149","11363","13186","206","24755"
"MADISON","7149","4450","60","0","0","4365","15403","122","21","0","478","53","7604","8064","356","16024"
"MARTIN","11488","3124","37","0","0","2910","9469","7761","38","0","291","77","7860","9608","91","17559"
"MCDOWELL","9833","10076","67","0","0","8118","26764","844","23","0","463","188","13187","14907","0","28094"
"MECKLENBURG","300460","170690","2301","0","0","178737","380696","212061","1829","0","57602","18780","289343","351988","10857","652188"
"MITCHELL","1310","7371","15","0","0","2999","11489","23","15","0","168","64","5477","6171","47","11695"
"MONTGOMERY","8089","4645","24","0","0","3414","11873","3604","45","0","650","240","7420","8663","89","16172"
"MOORE","17976","25989","244","0","0","18338","52225","8226","307","0","1789","598","28589","33928","30","62547"
"NASH","35796","19253","117","0","0","11368","38546","25582","286","0","2120","646","30091","36147","296","66534"
"NEW HANOVER","53840","50707","894","0","0","47949","124127","21360","331","0","7572","1843","68792","81396","3202","153390"
"NORTHAMPTON","11857","1369","11","0","0","2084","5983","8989","25","0","324","25","6686","8311","324","15321"
"ONSLOW","30779","32670","445","0","0","29356","67339","17610","315","0","7986","3533","41343","50530","1377","93250"
"ORANGE","52415","17619","525","0","0","34431","81030","12900","282","0","10778","2457","46720","56386","1884","104990"
"PAMLICO","4386","2786","16","0","0","2151","7235","1828","31","0","245","44","4332","4894","113","9339"
"PASQUOTANK","14620","5521","103","0","0","7869","15765","11003","49","0","1296","171","12487","15044","582","28113"
"PENDER","13770","12918","148","0","0","9368","28347","6610","64","0","1183","352","16883","18985","336","36204"
"PERQUIMANS","4661","2375","24","0","0","2727","7234","2390","13","0","150","37","4533","5239","15","9787"
"PERSON","13304","6008","57","0","0","6298","17779","7126","118","0","644","194","11647","13845","175","25667"
"PITT","57283","29524","402","0","0","26169","68674","39225","235","0","5244","1359","50008","62397","973","113378"
"POLK","4817","5297","46","0","0","5001","14074","732","10","0","345","141","6888","8195","78","15161"
