"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"HOKE","12954","8139","308","27","0","0","0","0","15685","13857","12934","1955","21","397","223","4766","2960","2931","15203","17979","3931","37113","1","0"
"HYDE","1138","740","13","0","0","0","0","0","1151","2281","504","2","0","2","5","174","74","77","1355","1522","165","3042","1","0"
"IREDELL","27599","61719","912","54","0","0","0","0","59668","114149","16596","219","14","1867","402","10574","6131","6384","65959","72743","11250","149952","1","0"
"JACKSON","7589","8879","227","27","0","0","0","0","14037","24441","565","1562","9","230","175","2979","798","909","13094","14711","2954","30759","1","0"
"JOHNSTON","41049","61668","1191","93","0","0","0","0","66714","111490","28886","453","29","1352","575","17479","10451","12056","73017","83900","13798","170715","1","0"
"JONES","2105","2420","32","0","0","0","0","0","2503","4326","1799","13","3","20","22","751","126","139","2969","3351","740","7060","1","0"
"LEE","11934","12966","321","24","0","0","0","0","16436","26313","7391","138","8","345","238","3868","3380","4248","17481","20652","3548","41681","1","0"
"LENOIR","14565","10708","135","20","0","0","0","0","12754","18417","13992","54","5","109","115","4416","1074","1094","14888","18943","4351","38182","1","0"
"LINCOLN","11073","34015","414","22","0","0","0","0","25091","58756","3841","90","3","378","150","5195","2202","2546","31163","34019","5433","70615","1","0"
"MACON","4477","12772","186","11","0","0","0","0","12202","26938","214","69","1","123","55","1487","761","795","13799","15355","494","29648","1","0"
"MADISON","4479","5125","119","15","0","0","0","0","7952","15622","113","30","4","68","38","1570","245","211","7628","8226","1836","17690","1","0"
"MARTIN","6809","3673","62","8","0","0","0","0","6011","8555","5839","26","1","25","48","1797","272","253","6563","8240","1760","16563","1","0"
"MCDOWELL","4836","13960","186","12","0","0","0","0","12181","27949","848","42","0","159","113","1322","742","761","14197","15406","1572","31175","1","0"
"MECKLENBURG","322783","157353","5422","587","0","0","0","0","351802","417519","249728","2125","96","26676","4709","83652","53442","55133","347811","416604","73532","837947","1","0"
"MITCHELL","921","6389","52","4","0","0","0","0","3860","9957","51","12","1","20","14","1043","128","161","4963","5399","864","11226","1","0"
"MONTGOMERY","4352","6747","73","7","0","0","0","0","6117","12027","2709","46","1","183","42","1461","827","957","7518","8424","1354","17296","1","0"
"MOORE","14723","33717","606","28","0","0","0","0","32309","64996","7324","401","8","790","244","4875","2745","2424","35692","41488","4203","81383","1","0"
"NASH","24955","19922","264","23","0","0","0","0","26285","34462","26310","362","6","390","255","7222","2442","2377","28936","35211","7302","71449","1","0"
"NEW HANOVER","49193","54810","1347","139","0","0","0","0","83162","142166","18208","428","15","1696","743","19860","5535","5110","76537","91047","21067","188651","1","0"
"NORTHAMPTON","6985","1648","32","2","0","0","0","0","4183","5036","6571","30","0","11","16","1083","103","91","5438","6313","1099","12850","1","0"
"ONSLOW","21729","51382","1669","79","0","0","0","0","60034","89701","19108","504","72","1981","759","13846","8922","9334","57397","64430","13066","134893","1","0"
"ORANGE","49332","13124","463","84","0","0","0","0","48971","75667","11422","232","9","5746","1005","12742","5151","4985","45416","54198","12360","111974","1","0"
"PAMLICO","2432","4330","51","5","0","0","0","0","3478","8061","1316","25","1","46","16","678","153","145","4607","5029","660","10296","1","0"
"PASQUOTANK","9568","8128","197","20","0","0","0","0","13336","17012","9305","34","3","174","149","3776","796","534","12720","14848","3681","31249","1","0"
"PENDER","10060","22356","407","18","0","0","0","0","21534","41681","5546","142","4","273","144","4815","1770","1793","23414","25787","5174","54375","1","0"
"PERQUIMANS","2444","3922","52","3","0","0","0","0","4276","7696","1744","19","2","24","20","1066","126","85","4474","5129","1094","10697","1","0"
"PERSON","8711","8803","131","9","0","0","0","0","10678","18365","6818","112","3","59","88","2153","734","735","12182","14099","2051","28332","1","0"
"PITT","45250","31200","676","77","0","0","0","0","49410","64953","39776","240","16","1188","615","14677","5148","4403","49406","62177","15030","126613","1","0"
"POLK","3392","6675","105","3","0","0","0","0","7148","15296","583","15","2","54","36","1019","318","344","7706","9001","616","17323","1","0"
"RANDOLPH","13794","51733","527","27","0","0","0","0","33162","79189","6234","297","9","841","209","7602","4862","5430","43521","48649","7073","99243","1","0"
"RICHMOND","10366","8220","107","15","0","0","0","0","9747","16389","8341","401","4","155","47","2129","989","794","12103","14391","1961","28455","1","0"
"ROBESON","29558","16300","229","30","0","0","0","0","31122","19854","18235","25414","45","305","433","9373","3580","2888","31231","38751","7257","77239","1","0"
"ROCKINGHAM","15794","26352","327","27","0","0","0","0","21610","44948","11187","107","0","237","164","5774","1693","1725","28224","32825","3061","64110","1","0"
"ROWAN","21507","43820","623","50","0","0","0","0","35708","72679","15764","169","8","614","312","7960","4202","4478","43673","49653","8382","101708","1","0"
"RUTHERFORD","8440","21264","238","21","0","0","0","0","17361","38327","3769","44","1","157","87","3783","1156","1104","20346","23288","3690","47324","1","0"
"SAMPSON","11429","15996","175","21","0","0","0","0","11149","22257","9639","522","2","100","105","3171","2974","3488","16771","19618","2381","38770","1","0"
"SCOTLAND","8338","5089","76","12","0","0","0","0","8389","9360","7450","1786","18","172","119","2668","331","302","8585","10799","2520","21904","1","0"
"STANLY","7907","22877","234","37","0","0","0","0","16200","36123","5001","86","5","472","70","4353","1145","1116","19981","22541","4733","47255","1","0"
"STOKES","4595","18159","193","19","0","0","0","0","10831","29123","1236","55","2","78","83","2680","540","603","16141","17543","113","33797","1","0"
"SURRY","7885","23623","215","19","0","0","0","0","17016","40874","1624","47","3","137","95","3999","1979","2516","21510","24020","3228","48758","1","0"
"SWAIN","2424","3375","78","12","0","0","0","0","4181","7475","100","1644","1","40","36","595","179","123","4536","5009","525","10070","1","0"
"TRANSYLVANIA","5395","8639","152","13","0","0","0","0","12593","23789","710","44","2","104","71","1663","409","320","11741","13354","1697","26792","1","0"
"TYRRELL","914","501","12","1","0","0","0","0","918","1436","610","3","0","22","4","219","52","48","1014","1109","223","2346","1","0"
"UNION","38530","72339","1118","87","0","0","0","0","72650","120667","19455","548","15","5023","724","28932","9360","10119","75548","83924","25252","184724","1","0"
"VANCE","14461","5347","110","14","0","0","0","0","8181","11191","13367","57","5","105","95","2319","974","989","11223","14602","2288","28113","1","0"
"WAKE","282328","173008","5348","659","0","0","0","0","396411","513343","149725","2255","92","39684","4757","95887","52011","43253","358053","413150","86551","857754","1","0"
"WARREN","7303","2560","43","3","0","0","0","0","3613","5717","6086","540","2","39","43","871","224","181","5735","6868","919","13522","1","0"
"WASHINGTON","4122","1556","23","2","0","0","0","0","2536","3614","3589","8","2","17","13","880","116","86","3314","4066","859","8239","1","0"
"WATAUGA","10452","12281","298","60","0","0","0","0","21151","38293","823","49","12","373","412","3415","865","1386","19207","21855","3180","44242","1","0"
"WAYNE","25224","26770","430","37","0","0","0","0","24554","42012","23296","147","7","579","361","6046","4567","4218","32162","38486","6367","77015","1","0"
"WILKES","5860","25215","187","11","0","0","0","0","14082","39326","1562","48","0","157","93","3088","1081","1207","20074","22070","3211","45355","1","0"
"WILSON","22439","14113","233","28","0","0","0","0","18258","26689","20767","121","2","308","138","4497","2549","2400","22478","28329","4264","55071","1","0"
"YADKIN","2662","14714","121","6","0","0","0","0","8161","22021","731","23","2","67","34","1760","1026","1227","11459","12410","1795","25664","1","0"
"YANCEY","3294","5532","81","9","0","0","0","0","5560","13011","72","28","1","31","23","1107","203","214","6500","7039","937","14476","1","0"
