"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36566","38337","632","52","0","0","0","0","43930","76004","24492","261","19","1320","642","10212","6567","7698","49518","59681","10318","119517","1"
"ALEXANDER","3666","12753","117","4","0","0","0","0","9185","22320","942","32","1","164","37","1733","496","591","11551","12324","1850","25725","1"
"ALLEGHANY","1523","3611","36","1","0","0","0","0","3003","7152","79","11","0","8","13","723","188","263","3646","3860","668","8174","1"
"ANSON","7645","3418","55","6","0","0","0","0","4765","6699","6099","33","2","89","26","2670","271","217","5934","7212","2743","15889","1"
"ASHE","3385","9594","98","5","0","0","0","0","7553","18779","115","27","2","59","17","1362","274","359","9224","10093","1318","20635","1"
"AVERY","1122","7039","66","4","0","0","0","0","4022","11017","55","17","0","29","14","972","149","140","5444","5916","893","12253","1"
"BEAUFORT","9058","13337","122","10","0","0","0","0","11230","23733","6519","39","3","62","51","2504","846","789","14310","16774","2673","33757","1"
"BERTIE","7008","1808","42","1","0","0","0","0","3445","4589","6651","16","1","30","15","932","70","52","5068","6292","944","12304","1"
"BLADEN","8126","5990","76","11","0","0","0","0","8524","12505","7053","399","6","27","88","2045","604","667","9558","11367","1802","22727","1"
"BRUNSWICK","27503","59319","728","42","0","0","0","0","56885","120148","9328","416","12","661","235","10612","3065","2740","61385","70888","12204","144477","1"
"BUNCOMBE","71280","45057","1553","249","0","0","0","0","96107","176350","10297","364","44","1683","1008","17869","6631","6304","91231","106309","16706","214246","1"
"BURKE","11384","25163","358","25","0","0","0","0","23391","50116","3082","98","2","985","131","4205","1702","1718","26367","29340","4614","60321","1"
"CABARRUS","43448","52224","1085","124","0","0","0","0","64349","97953","33229","427","21","4330","697","15706","8867","8902","67236","78602","15392","161230","1"
"CALDWELL","8684","27961","345","18","0","0","0","0","18907","46172","2544","77","0","212","141","5566","1203","1387","24583","27250","4082","55915","1"
"CAMDEN","1189","3404","64","6","0","0","0","0","3838","6791","864","8","2","40","16","605","175","87","3796","4041","664","8501","1"
"CARTERET","8404","26775","347","25","0","0","0","0","21781","49568","2090","102","7","329","122","4175","939","864","24945","27964","4423","57332","1"
"CASWELL","5461","4760","58","2","0","0","0","0","5231","9702","4324","24","1","37","48","1098","278","296","6718","7644","1150","15512","1"
"CATAWBA","19601","51315","679","54","0","0","0","0","45863","90236","8970","156","9","2762","319","9420","5640","5842","50829","56611","10072","117512","1"
"CHATHAM","20968","15056","306","31","0","0","0","0","27640","46516","5810","132","9","1355","249","7235","2695","2826","26225","30451","7325","64001","1"
"CHEROKEE","2981","13168","148","9","0","0","0","0","8339","22862","253","117","2","106","30","962","313","286","11648","12443","554","24645","1"
"CHOWAN","3163","3269","47","1","0","0","0","0","3550","6635","2559","16","5","18","23","630","144","102","4378","5206","446","10030","1"
"CLAY","1265","5104","52","2","0","0","0","0","3682","9455","41","16","0","18","9","479","87","103","4607","5045","453","10105","1"
"CLEVELAND","18182","27758","402","20","0","0","0","0","22848","47697","13074","94","8","392","213","6246","1486","1313","29137","33924","6149","69210","1"
"COLUMBUS","12094","11844","122","7","0","0","0","0","12924","22415","9925","976","4","59","81","2814","717","688","15719","18489","2783","36991","1"
"CRAVEN","18550","28962","546","43","0","0","0","0","28394","53387","13540","178","8","1312","262","5016","2792","2463","32832","38579","5084","76495","1"
"CUMBERLAND","82775","50999","1756","162","0","0","0","0","84986","85562","85547","2407","123","3723","1965","25803","15548","15182","87431","108215","25032","220678","1"
"CURRITUCK","3038","10567","205","4","0","0","0","0","10582","20912","1189","41","3","129","65","1525","532","312","11082","11759","1555","24396","1"
"DARE","6460","11402","226","18","0","0","0","0","14372","29288","534","33","1","124","62","1726","710","430","14728","15994","1756","32478","1"
"DAVIDSON","20699","59223","687","37","0","0","0","0","41314","94857","11291","257","7","1007","265","10195","4081","4206","52439","59109","10412","121960","1"
"DAVIE","4443","17155","152","14","0","0","0","0","11742","27971","1944","40","0","157","85","2386","923","1093","14831","16433","2242","33506","1"
"DUPLIN","9765","10654","121","11","0","0","0","0","11419","18608","7821","60","3","65","122","3259","2032","2656","13507","15687","2776","31970","1"
"DURHAM","122212","22751","1043","217","0","0","0","0","98181","115188","72057","572","46","9420","2525","32153","12443","13896","94617","120043","29744","244404","1"
"EDGECOMBE","19017","6929","114","12","0","0","0","0","9330","12120","18416","65","3","58","92","3907","741","770","13668","17823","3911","35402","1"
"FORSYTH","94393","71586","1605","185","0","0","0","0","103580","160426","64636","508","36","3767","1452","27088","13436","15770","109712","135657","25980","271349","1"
"FRANKLIN","16550","17774","389","21","0","0","0","0","21338","35249","12447","139","6","413","184","5141","2493","2576","23368","26707","5997","56072","1"
"GASTON","40239","62772","1161","72","0","0","0","0","58200","110427","29410","333","15","1588","645","13158","6868","7572","69130","81329","11985","162444","1"
"GATES","3038","2322","33","2","0","0","0","0","2804","5205","2317","17","0","10","37","528","85","58","3592","4020","587","8199","1"
"GRAHAM","931","3250","30","0","0","0","0","0","2017","5645","11","273","1","15","5","226","52","44","2943","3081","204","6228","1"
"GRANVILLE","14896","11682","222","8","0","0","0","0","14917","22488","10857","76","2","187","180","6575","1360","1355","16212","18545","6968","41725","1"
