"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37143","37345","700","35","177","2","1","7","41036","74981","24109","264","12","1152","674","10023","5231","6737","48396","58488","9562","116446","1"
"ALEXANDER","3987","12412","120","2","39","2","1","3","8954","22315","964","36","1","152","39","1599","414","539","11506","12320","1694","25520","1"
"ALLEGHANY","1687","3454","41","1","13","0","0","0","2950","7207","76","9","0","6","17","675","156","257","3639","3884","623","8146","1"
"ANSON","8469","3246","55","3","28","0","0","2","4687","6933","6494","36","1","106","24","2677","219","163","6226","7492","2772","16490","1"
"ASHE","3665","9399","105","3","22","0","0","0","7369","18910","120","24","3","56","18","1189","243","354","9255","10187","1121","20563","1"
"AVERY","1280","7391","66","3","20","0","0","1","4193","11738","67","18","0","25","19","952","135","132","5794","6314","846","12954","1"
"BEAUFORT","10036","13086","131","6","40","0","1","4","11248","24164","7105","41","2","62","70","2335","773","742","14754","17313","2485","34552","1"
"BERTIE","7501","1762","36","1","13","0","0","0","3441","4593","7066","18","1","31","17","952","76","56","5240","6563","951","12754","1"
"BLADEN","8927","5655","89","4","43","0","0","0","8474","12713","7529","402","4","25","101","1887","531","635","9896","11685","1611","23192","1"
"BRUNSWICK","27809","55996","723","27","208","0","2","4","53251","114949","9208","397","10","565","249","10144","2498","2337","58601","67878","11541","138020","1"
"BUNCOMBE","73529","45410","1652","184","499","5","3","19","93500","177821","10579","378","47","1625","1078","17267","6006","5820","91576","106914","16311","214801","1"
"BURKE","12275","24234","366","13","84","3","1","5","23088","49982","3130","92","1","995","133","4236","1500","1525","26277","29248","4544","60069","1"
"CABARRUS","44317","52017","1209","85","507","2","5","12","61448","98804","32758","415","13","3813","743","15486","7570","7985","66601","78031","14970","159602","1"
"CALDWELL","9169","27108","355","11","85","1","2","3","18231","46329","2580","74","0","200","139","4627","1016","1237","24233","26906","3826","54965","1"
"CAMDEN","1354","3314","70","2","21","1","0","0","3916","7068","946","11","1","35","17","437","163","71","3962","4229","487","8678","1"
"CARTERET","9225","26553","364","15","66","2","0","0","21645","50074","2251","102","8","318","138","4163","816","790","25080","28354","4436","57870","1"
"CASWELL","5845","4455","61","1","14","0","0","1","5138","9648","4553","22","1","30","49","970","242","263","6788","7716","1011","15515","1"
"CATAWBA","20226","49561","664","35","343","5","2","9","44280","88873","8985","150","5","2671","334","9211","4896","5288","49959","55687","9479","115125","1"
"CHATHAM","21272","14759","322","23","98","2","0","1","26093","45760","5952","125","5","1164","256","7097","2211","2512","25703","29831","7036","62570","1"
"CHEROKEE","3268","12538","153","5","27","2","0","1","8197","22534","255","118","1","98","33","881","271","270","11414","12268","509","24191","1"
"CHOWAN","3553","3250","46","3","18","0","1","0","3634","6870","2825","14","6","16","25","627","122","95","4560","5526","419","10505","1"
"CLAY","1373","4989","55","0","2","0","1","1","3761","9572","44","16","0","16","12","441","81","93","4654","5114","414","10182","1"
"CLEVELAND","19500","26979","416","17","159","1","2","7","22378","47957","13503","93","6","339","238","6047","1276","1193","29386","34096","5977","69459","1"
"COLUMBUS","13405","11258","117","7","46","1","0","1","12536","22372","10431","959","4","70","90","2798","647","612","15906","18778","2687","37371","1"
"CRAVEN","19934","29004","593","30","184","4","2","3","28585","54437","14432","192","7","1264","280","5186","2541","2342","33499","39659","5181","78339","1"
"CUMBERLAND","87374","50374","1847","111","833","12","7","23","81376","88308","87293","2404","83","3603","2129","23843","14294","14682","88539","109839","23579","221957","1"
"CURRITUCK","3332","10490","214","7","77","0","0","3","10726","21483","1232","46","3","114","78","1394","499","283","11396","12063","1390","24849","1"
"DARE","7427","11742","244","15","59","3","0","3","14400","30655","565","37","1","130","62","1792","651","391","15295","16797","1801","33893","1"
"DAVIDSON","21288","57218","696","22","314","4","3","11","39729","94039","11139","252","5","952","278","9330","3290","3644","51523","58366","9396","119285","1"
"DAVIE","4644","16788","155","11","80","1","1","0","11434","27815","1961","44","0","141","82","2327","744","942","14631","16334","2149","33114","1"
"DUPLIN","10461","10162","134","9","56","1","0","0","11367","18545","8143","68","3","67","145","3476","1743","2536","13532","15791","2867","32190","1"
"DURHAM","125492","23681","1165","119","498","3","3","16","92311","116350","73799","597","41","9056","2706","29857","10882","12702","94937","120588","27763","243288","1"
"EDGECOMBE","20098","6776","110","6","88","1","4","2","9382","12146","19258","57","2","47","108","4191","658","692","14105","18278","4084","36467","1"
"FORSYTH","97371","71713","1659","130","668","7","10","31","98742","161538","66243","524","30","3555","1519","25211","11711","14608","110606","135608","24117","270331","1"
"FRANKLIN","16912","16913","393","12","131","0","0","1","19762","34013","12305","150","5","345","191","5114","2001","2163","22506","25800","5818","54124","1"
"GASTON","40446","61359","1177","57","607","6","1","15","55644","109915","28481","329","12","1405","647","12665","5858","6583","67992","79784","11536","159312","1"
"GATES","3383","2227","37","1","13","0","0","1","2769","5261","2448","19","0","11","43","561","88","57","3648","4162","621","8431","1"
"GRAHAM","1038","3178","36","0","2","1","0","0","1965","5639","9","268","1","18","5","235","45","40","2940","3069","211","6220","1"
"GRANVILLE","15671","11279","222","9","111","0","1","3","13837","23013","11393","79","3","184","194","4951","1316","1272","16491","19016","5626","41133","1"
