"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37377","37547","689","34","205","5","1","11","41398","75401","24199","267","13","1175","690","10205","5317","6798","48545","58739","9983","117267","1"
"ALEXANDER","3991","12513","123","4","52","3","1","5","9013","22448","970","37","2","155","39","1632","422","540","11580","12377","1748","25705","1"
"ALLEGHANY","1683","3496","43","1","15","0","0","1","2985","7256","77","10","0","6","17","698","160","259","3665","3916","643","8224","1"
"ANSON","8483","3312","58","5","33","1","1","3","4727","6988","6533","36","1","109","24","2706","226","169","6276","7549","2798","16623","1"
"ASHE","3670","9444","106","4","26","0","0","1","7401","18972","120","24","3","59","21","1207","246","362","9286","10215","1151","20652","1"
"AVERY","1265","7283","68","3","21","0","0","2","4158","11570","68","18","0","26","18","965","135","131","5686","6240","874","12800","1"
"BEAUFORT","10045","13149","130","8","46","0","2","5","11333","24263","7119","41","2","61","72","2384","776","745","14813","17360","2545","34718","1"
"BERTIE","7475","1778","37","1","13","0","1","0","3453","4605","7063","17","1","31","17","946","78","56","5249","6556","953","12758","1"
"BLADEN","8927","5765","89","6","52","0","2","3","8650","12830","7558","408","4","28","99","2034","533","644","9976","11759","1759","23494","1"
"BRUNSWICK","28086","56757","729","29","240","2","3","9","53907","116306","9281","402","12","579","249","10370","2563","2392","59227","68661","11874","139762","1"
"BUNCOMBE","74052","45681","1662","208","561","8","5","31","94009","178834","10623","382","49","1650","1113","17495","6071","5936","92047","107554","16616","216217","1"
"BURKE","12320","24482","370","18","97","6","1","8","23218","50313","3150","95","1","1010","138","4287","1526","1539","26437","29455","4628","60520","1"
"CABARRUS","44698","52465","1207","96","605","5","13","29","62340","99394","33205","423","15","3884","755","15993","7789","8159","67122","78695","15641","161458","1"
