"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"GATES","2923","2367","32","4","0","0","0","0","2953","5256","2324","17","0","9","39","543","91","62","3627","4055","597","8279","1","0"
"GRAHAM","897","3282","27","0","0","0","0","0","2057","5674","11","271","1","15","5","231","55","49","2968","3088","207","6263","1","0"
"GRANVILLE","14683","11719","228","10","0","0","0","0","15197","22463","10819","74","2","187","180","6691","1421","1415","16226","18559","7052","41837","1","0"
"GREENE","4255","2741","28","6","0","0","0","0","3995","5951","3546","9","1","15","14","902","587","620","4665","5553","807","11025","1","0"
"GUILFORD","152131","88557","1974","246","0","0","0","0","149792","193465","129348","998","57","11092","2520","36637","18583","17390","162787","202224","27689","392700","1","0"
"HALIFAX","18231","4844","94","8","0","0","0","0","11572","13282","17148","954","4","188","119","2597","457","376","14428","17775","2546","34749","1","0"
"HARNETT","24221","34704","806","80","0","0","0","0","36201","58536","18828","491","34","912","500","10247","6464","7044","39856","46384","9772","96012","1","0"
"HAYWOOD","10802","17360","311","33","0","0","0","0","19787","44281","505","141","0","179","95","2336","756","826","21863","24736","1694","48293","1","0"
"HENDERSON","16977","32563","624","64","0","0","0","0","42055","79522","2428","154","17","603","369","5926","3264","3652","39635","46851","5797","92283","1","0"
"HERTFORD","7888","1720","40","5","0","0","0","0","4044","4501","7776","89","3","42","48","1079","159","115","5575","7108","1014","13697","1","0"
"HOKE","12942","8137","308","27","0","0","0","0","15629","13841","12918","1950","21","398","222","4740","2953","2924","15186","17952","3905","37043","1","0"
"HYDE","1139","740","13","0","0","0","0","0","1153","2283","505","2","0","2","5","174","74","77","1357","1523","165","3045","1","0"
"IREDELL","27589","61695","911","55","0","0","0","0","59588","114077","16583","218","14","1860","402","10574","6110","6360","65903","72671","11264","149838","1","0"
"JACKSON","7592","8866","227","27","0","0","0","0","14032","24423","564","1561","9","230","175","2986","796","909","13082","14700","2962","30744","1","0"
"JOHNSTON","41014","61677","1191","94","0","0","0","0","66637","111445","28856","453","29","1347","574","17483","10426","12025","72974","83836","13803","170613","1","0"
"JONES","2108","2419","31","0","0","0","0","0","2501","4326","1798","13","3","20","22","752","125","138","2969","3350","740","7059","1","0"
"LEE","11928","12965","318","24","0","0","0","0","16397","26278","7387","138","8","344","238","3867","3372","4242","17454","20627","3551","41632","1","0"
"LENOIR","14574","10704","136","20","0","0","0","0","12723","18404","13987","54","5","109","115","4413","1070","1089","14872","18930","4355","38157","1","0"
"LINCOLN","11060","34001","416","22","0","0","0","0","25056","58716","3836","90","3","377","150","5185","2198","2543","31129","33989","5437","70555","1","0"
"MACON","4482","12758","184","11","0","0","0","0","12187","26909","214","68","1","123","56","1491","760","795","13788","15339","495","29622","1","0"
"MADISON","4481","5120","119","15","0","0","0","0","7946","15613","113","30","4","68","38","1572","243","210","7620","8221","1840","17681","1","0"
"MARTIN","6814","3670","61","7","0","0","0","0","5974","8550","5837","26","1","25","48","1769","270","250","6557","8232","1737","16526","1","0"
"MCDOWELL","4835","13958","184","12","0","0","0","0","12164","27942","846","42","0","159","114","1311","739","760","14192","15397","1564","31153","1","0"
"MECKLENBURG","322547","157314","5415","587","0","0","0","0","351258","417178","249531","2124","96","26629","4712","83524","53327","55020","347448","416188","73485","837121","1","0"
"MITCHELL","923","6383","52","4","0","0","0","0","3855","9946","51","12","1","20","14","1045","128","161","4957","5394","866","11217","1","0"
"MONTGOMERY","4354","6747","73","7","0","0","0","0","6116","12027","2711","46","1","183","42","1460","827","957","7520","8419","1358","17297","1","0"
"MOORE","14727","33711","605","27","0","0","0","0","32253","64947","7321","405","8","787","243","4872","2740","2416","35662","41455","4206","81323","1","0"
"NASH","25026","19915","265","23","0","0","0","0","26214","34449","26331","362","6","389","257","7206","2443","2377","28945","35207","7291","71443","1","0"
"NEW HANOVER","49203","54829","1350","138","0","0","0","0","83064","142117","18191","428","16","1693","743","19872","5524","5102","76489","90971","21124","188584","1","0"
"NORTHAMPTON","6990","1645","32","2","0","0","0","0","4168","5031","6575","30","0","11","16","1072","102","90","5437","6310","1090","12837","1","0"
"ONSLOW","21710","51330","1667","79","0","0","0","0","59746","89576","19066","501","72","1979","758","13702","8878","9304","57272","64325","12935","134532","1","0"
"ORANGE","49297","13126","464","83","0","0","0","0","48937","75626","11410","231","9","5743","1005","12747","5136","4972","45392","54145","12370","111907","1","0"
"PAMLICO","2435","4327","51","5","0","0","0","0","3475","8059","1317","25","1","46","16","676","153","145","4603","5031","659","10293","1","0"
"PASQUOTANK","9565","8131","197","20","0","0","0","0","13309","17014","9304","34","3","172","149","3751","795","535","12714","14849","3659","31222","1","0"
"PENDER","10070","22330","404","17","0","0","0","0","21483","41619","5549","142","4","274","144","4806","1766","1791","23381","25740","5183","54304","1","0"
"PERQUIMANS","2443","3921","52","3","0","0","0","0","4274","7696","1744","19","2","24","20","1062","126","85","4475","5128","1090","10693","1","0"
"PERSON","8711","8802","131","9","0","0","0","0","10670","18364","6813","112","3","59","88","2151","733","733","12176","14094","2053","28323","1","0"
"PITT","45279","31204","681","77","0","0","0","0","49321","64954","39765","240","16","1186","618","14637","5146","4400","49398","62163","15001","126562","1","0"
"POLK","3392","6672","105","3","0","0","0","0","7137","15281","583","15","2","54","36","1021","317","344","7701","8991","617","17309","1","0"
"RANDOLPH","13796","51738","527","27","0","0","0","0","33113","79156","6234","297","9","841","209","7602","4853","5422","43501","48618","7082","99201","1","0"
"RICHMOND","10369","8219","107","15","0","0","0","0","9751","16399","8336","400","4","155","47","2131","989","794","12106","14392","1963","28461","1","0"
"ROBESON","29574","16290","228","30","0","0","0","0","31121","19855","18237","25409","45","305","433","9382","3577","2882","31232","38747","7264","77243","1","0"
"ROCKINGHAM","15801","26349","326","28","0","0","0","0","21580","44928","11180","107","0","237","164","5780","1688","1721","28203","32813","3068","64084","1","0"
"ROWAN","21499","43808","621","50","0","0","0","0","35668","72641","15745","170","8","614","312","7961","4195","4471","43633","49616","8397","101646","1","0"
"RUTHERFORD","8442","21261","237","21","0","0","0","0","17343","38313","3767","44","1","157","87","3782","1153","1103","20340","23272","3692","47304","1","0"
"SAMPSON","11429","16002","175","21","0","0","0","0","11149","22261","9639","522","2","100","106","3176","2970","3487","16766","19624","2386","38776","1","0"
"SCOTLAND","8342","5087","76","12","0","0","0","0","8381","9361","7448","1785","18","172","117","2668","329","301","8582","10794","2522","21898","1","0"
"STANLY","7909","22860","235","37","0","0","0","0","16194","36106","4999","86","5","473","70","4354","1142","1113","19970","22527","4738","47235","1","0"
"STOKES","4594","18149","197","18","0","0","0","0","10827","29110","1235","55","2","79","84","2680","540","600","16131","17539","115","33785","1","0"
"SURRY","7903","23624","215","19","0","0","0","0","16998","40879","1622","47","3","137","95","3999","1977","2514","21510","24017","3232","48759","1","0"
"SWAIN","2425","3374","78","12","0","0","0","0","4180","7473","100","1644","1","40","36","595","180","124","4537","5007","525","10069","1","0"
"TRANSYLVANIA","5393","8638","152","11","0","0","0","0","12585","23776","709","44","2","104","71","1665","408","319","11737","13345","1697","26779","1","0"
"TYRRELL","915","502","12","1","0","0","0","0","912","1429","611","3","0","21","4","222","52","48","1009","1107","226","2342","1","0"
"UNION","38522","72300","1123","86","0","0","0","0","72559","120621","19436","547","15","5013","723","28896","9339","10093","75503","83866","25221","184590","1","0"
"VANCE","14468","5344","110","14","0","0","0","0","8171","11194","13361","57","5","105","94","2316","975","989","11224","14594","2289","28107","1","0"
"WAKE","282179","173024","5346","655","0","0","0","0","395852","513059","149608","2255","92","39607","4760","95770","51905","43178","357762","412803","86491","857056","1","0"
"WARREN","7308","2560","43","3","0","0","0","0","3606","5713","6089","541","2","39","43","869","224","180","5738","6863","919","13520","1","0"
"WASHINGTON","4129","1557","23","2","0","0","0","0","2543","3618","3593","8","2","17","13","886","117","87","3319","4071","864","8254","1","0"
"WATAUGA","10446","12283","301","60","0","0","0","0","21159","38295","822","49","12","372","412","3422","865","1391","19210","21853","3186","44249","1","0"
"WAYNE","25238","26773","428","37","0","0","0","0","24512","42000","23294","148","7","576","360","6041","4562","4214","32133","38492","6363","76988","1","0"
"WILKES","5860","25210","187","11","0","0","0","0","14073","39312","1563","48","0","157","93","3088","1080","1206","20064","22066","3211","45341","1","0"
"WILSON","22436","14116","234","28","0","0","0","0","18231","26690","20758","121","2","307","137","4490","2540","2394","22467","28318","4260","55045","1","0"
"YADKIN","2667","14715","120","6","0","0","0","0","8156","22016","733","23","2","67","34","1764","1025","1227","11457","12407","1800","25664","1","0"
"YANCEY","3296","5538","81","9","0","0","0","0","5551","13010","72","28","1","31","23","1107","203","214","6500","7038","937","14475","1","0"
