"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"ALAMANCE","36518","38233","620","47","0","0","0","0","45149","76275","24736","266","20","1342","633","10415","6880","7951","49865","60157","10545","120567","1","0"
"ALEXANDER","3586","12716","113","5","0","0","0","0","9345","22344","943","32","1","169","37","1719","520","613","11575","12348","1842","25765","1","0"
"ALLEGHANY","1487","3615","32","2","0","0","0","0","3062","7178","79","12","0","8","12","706","203","276","3671","3877","650","8198","1","0"
"ANSON","7617","3422","57","6","0","0","0","0","4873","6762","6124","31","2","95","25","2653","283","224","5962","7271","2742","15975","1","0"
"ASHE","3306","9625","101","5","0","0","0","0","7721","18885","119","27","2","58","17","1362","288","368","9306","10146","1306","20758","1","0"
"AVERY","1118","7095","66","5","0","0","0","0","4179","11215","57","17","0","31","14","956","173","150","5560","6026","877","12463","1","0"
"BEAUFORT","8772","13327","121","13","0","0","0","0","11715","23787","6469","38","3","61","53","2663","874","813","14305","16794","2849","33948","1","0"
"BERTIE","6944","1801","41","2","0","0","0","0","3962","4597","6665","17","0","29","16","1343","83","60","5082","6314","1354","12750","1","0"
"BLADEN","7935","6024","71","11","0","0","0","0","8908","12520","7026","386","7","28","87","2259","636","694","9564","11377","2008","22949","1","0"
"BRUNSWICK","27722","60528","741","55","0","0","0","0","58992","123327","9544","434","10","688","236","10548","3251","2905","62949","72864","12225","148038","1","0"
"BUNCOMBE","71416","44843","1540","272","0","0","0","0","99412","177860","10481","368","42","1715","1011","19087","6919","6512","92277","107285","17921","217483","1","0"
"BURKE","11169","25191","362","30","0","0","0","0","23801","50314","3075","99","2","1007","127","4140","1789","1784","26503","29484","4566","60553","1","0"
"CABARRUS","43666","52107","1064","130","0","0","0","0","65776","98292","33865","438","20","4479","695","15629","9325","9254","67967","79410","15366","162743","1","0"
"CALDWELL","8547","27894","342","18","0","0","0","0","19231","46129","2555","76","0","225","141","5653","1253","1437","24597","27303","4132","56032","1","0"
"CAMDEN","1186","3467","65","7","0","0","0","0","3937","6859","872","10","2","45","15","676","183","97","3838","4084","740","8662","1","0"
"CARTERET","8273","26839","335","22","0","0","0","0","22244","49858","2095","107","8","333","121","4212","979","890","25113","28146","4454","57713","1","0"
"CASWELL","5393","4833","58","3","0","0","0","0","5349","9780","4355","24","1","36","51","1094","295","311","6779","7718","1139","15636","1","0"
"CATAWBA","19611","51409","674","57","0","0","0","0","46986","91009","9046","154","9","2812","314","9480","5913","6025","51386","57205","10146","118737","1","0"
"CHATHAM","20960","14994","300","31","0","0","0","0","28047","46793","5829","134","9","1390","239","7125","2813","2909","26420","30667","7245","64332","1","0"
"CHEROKEE","2955","13321","152","9","0","0","0","0","8491","23128","257","118","2","109","29","960","325","291","11801","12574","553","24928","1","0"
"CHOWAN","3104","3289","48","2","0","0","0","0","3778","6664","2506","16","6","20","25","835","149","109","4439","5245","537","10221","1","0"
"CLAY","1266","5152","56","2","0","0","0","0","3753","9551","43","16","0","19","9","495","96","111","4657","5106","466","10229","1","0"
"CLEVELAND","17968","27749","400","20","0","0","0","0","23452","47966","13157","96","8","393","211","6213","1545","1363","29328","34120","6141","69589","1","0"
"COLUMBUS","11597","11919","127","10","0","0","0","0","13636","22498","9941","972","4","61","80","2977","756","729","15798","18530","2961","37289","1","0"
"CRAVEN","18525","29069","553","51","0","0","0","0","29161","53826","13617","179","9","1323","261","5225","2919","2557","33135","38930","5294","77359","1","0"
"CUMBERLAND","82963","50960","1772","178","0","0","0","0","88151","86213","86567","2439","123","3777","1930","26771","16204","15633","88526","109494","26004","224024","1","0"
"CURRITUCK","3021","10770","205","7","0","0","0","0","10843","21248","1215","41","3","141","63","1579","556","330","11298","11956","1592","24846","1","0"
"DARE","6120","11504","216","19","0","0","0","0","14965","29623","545","35","1","128","60","1698","734","460","14910","16176","1738","32824","1","0"
"DAVIDSON","20715","59214","673","44","0","0","0","0","42146","95254","11477","258","7","1027","262","10196","4311","4385","52872","59464","10456","122792","1","0"
"DAVIE","4440","17154","159","15","0","0","0","0","12001","28156","1960","41","0","167","82","2372","991","1148","14944","16577","2248","33769","1","0"
"DUPLIN","9602","10694","125","11","0","0","0","0","11995","18682","7806","62","3","65","119","3569","2121","2742","13581","15761","3085","32427","1","0"
"DURHAM","122683","22550","1008","222","0","0","0","0","101206","116390","72513","567","45","9654","2528","32875","13097","14322","95759","121408","30502","247669","1","0"
"EDGECOMBE","18717","6897","118","18","0","0","0","0","10145","12086","18254","58","2","58","87","4576","774","804","13620","17713","4562","35895","1","0"
"FORSYTH","94701","71176","1612","199","0","0","0","0","106651","161390","65073","503","37","3867","1424","27807","14238","16360","110748","136924","26667","274339","1","0"
"FRANKLIN","16515","17856","370","21","0","0","0","0","22091","35721","12576","134","5","428","183","5163","2643","2680","23740","27052","6061","56853","1","0"
"GASTON","40302","62750","1169","78","0","0","0","0","59999","111018","30042","334","19","1617","632","13362","7274","7946","69832","82236","12230","164298","1","0"
