"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38224","36344","695","0","0","36581","73870","22804","279","8","14883","5204","46823","57107","7914","111844"
"ALEXANDER","4628","11870","126","0","0","8191","21906","947","31","2","1929","418","11328","12090","1397","24815"
"ALLEGHANY","1930","3091","38","0","0","2575","6844","71","7","0","712","204","3436","3668","530","7634"
"ANSON","9087","2928","45","0","0","3760","6642","6395","29","0","2754","101","6009","7288","2523","15820"
"ASHE","4114","9009","104","0","0","6566","18299","117","25","1","1351","283","8955","9895","943","19793"
"AVERY","1341","7159","57","0","0","3853","11310","52","19","0","1029","87","5554","6095","761","12410"
"BEAUFORT","10707","12085","130","0","0","9763","22909","7048","36","2","2690","518","14007","16617","2061","32685"
"BERTIE","8165","1653","39","0","0","3026","4617","7438","20","1","807","44","5462","6743","678","12883"
"BLADEN","9669","5124","76","0","0","7043","12431","7481","384","2","1614","491","9642","11440","830","21912"
"BRUNSWICK","27187","48701","666","0","0","45168","100921","8790","379","5","11627","1692","52053","60060","9609","121722"
"BUNCOMBE","74606","45854","1708","0","0","83288","170916","10473","362","39","23666","4662","88041","103082","14333","205456"
"BURKE","13762","22994","355","0","0","21115","49073","3123","89","0","5941","1175","25858","28717","3651","58226"
"CABARRUS","44021","51284","1216","0","0","54698","97434","29785","388","9","23603","6342","63885","74933","12401","151219"
"CALDWELL","10325","26224","376","0","0","16955","46707","2648","75","0","4450","1028","24195","26595","3090","53880"
"CAMDEN","1450","2921","68","0","0","3475","6460","909","9","1","535","44","3601","3924","389","7914"
"CARTERET","9694","24458","312","0","0","18879","46361","2189","95","10","4688","603","23263","26290","3790","53343"
"CASWELL","6429","4042","52","0","0","4755","9396","4705","22","1","1154","200","6722","7688","868","15278"
"CATAWBA","21531","47375","633","0","0","39263","85863","8825","142","3","13969","4136","47915","53745","7142","108802"
"CHATHAM","21254","14066","323","0","0","23165","44049","6005","122","1","8631","2031","24660","28774","5374","58808"
"CHEROKEE","3705","11216","135","0","0","7532","21039","246","127","0","1176","200","10647","11537","404","22588"
"CHOWAN","3732","2901","35","0","0","3180","6369","2782","12","2","683","74","4267","5260","321","9848"
"CLAY","1479","4484","63","0","0","3418","8881","42","16","0","505","81","4336","4723","385","9444"
"CLEVELAND","21321","25320","387","0","0","20003","47206","13418","94","4","6309","844","28727","33631","4673","67031"
"COLUMBUS","15240","10075","105","0","0","10680","21981","10317","935","0","2867","405","15546","18438","2116","36100"
"CRAVEN","20111","26395","533","0","0","23742","49575","13823","165","8","7210","1761","30500","36449","3832","70781"
"CUMBERLAND","87846","47933","1690","0","0","68301","83937","82141","2256","55","37381","12124","81935","103344","20491","205770"
"CURRITUCK","3366","9240","213","0","0","9285","19277","1114","43","3","1667","192","10212","10793","1099","22104"
