"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37111","37344","698","36","181","2","1","7","41038","74936","24092","265","12","1151","675","10056","5231","6741","48368","58449","9601","116418","1"
"ALEXANDER","3982","12449","120","2","45","2","1","4","8976","22358","965","36","2","152","39","1610","419","540","11535","12339","1707","25581","1"
"ALLEGHANY","1684","3460","43","1","13","0","0","0","2947","7212","76","10","0","6","17","672","155","257","3645","3883","620","8148","1"
"ANSON","8465","3258","57","3","28","0","0","3","4694","6940","6500","36","1","106","23","2683","219","164","6225","7503","2780","16508","1"
"ASHE","3659","9409","104","3","22","0","0","1","7369","18910","121","24","2","56","18","1193","243","357","9255","10186","1126","20567","1"
"AVERY","1254","7276","66","3","20","0","0","1","4154","11559","66","18","0","25","18","953","135","131","5689","6231","854","12774","1"
"BEAUFORT","10034","13094","131","7","40","0","2","4","11295","24184","7105","41","2","62","71","2370","772","742","14763","17321","2523","34607","1"
"BERTIE","7473","1769","36","1","13","0","0","0","3441","4589","7050","17","1","31","17","951","77","57","5230","6545","958","12733","1"
"BLADEN","8916","5693","90","4","51","0","2","1","8592","12772","7551","401","4","26","100","1961","534","643","9937","11729","1683","23349","1"
"BRUNSWICK","27912","56179","722","26","217","0","3","5","53544","115331","9253","397","12","570","246","10279","2520","2361","58793","68116","11699","138608","1"
"BUNCOMBE","73690","45497","1662","190","509","6","5","28","93659","178179","10586","378","49","1634","1087","17300","6033","5857","91721","107139","16386","215246","1"
"BURKE","12288","24284","367","13","89","3","1","5","23106","50057","3133","92","1","1001","133","4236","1503","1527","26309","29287","4560","60156","1"
"CABARRUS","44417","52103","1204","85","533","2","6","16","61688","98944","32877","417","13","3831","746","15603","7623","8025","66735","78206","15113","160054","1"
"CALDWELL","9170","27178","354","11","87","2","2","3","18263","46349","2584","74","0","201","138","4704","1020","1238","24277","26949","3844","55070","1"
