"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37828","37998","692","34","236","6","1","13","41897","76188","24460","270","14","1212","701","10435","5425","6906","49003","59254","10448","118705","1"
"ALEXANDER","3985","12577","123","4","54","3","1","7","9042","22459","971","37","2","156","41","1703","427","545","11573","12416","1807","25796","1"
"ALLEGHANY","1685","3526","42","1","18","0","0","1","2994","7273","78","11","0","6","17","723","159","256","3681","3925","661","8267","1"
"ANSON","8489","3338","57","5","33","1","1","3","4720","6962","6511","36","1","107","23","2780","227","170","6259","7519","2869","16647","1"
"ASHE","3671","9475","105","5","29","0","0","1","7414","18930","120","25","3","58","20","1298","246","360","9257","10200","1243","20700","1"
"AVERY","1263","7299","68","3","22","0","1","2","4166","11580","68","18","0","26","18","980","134","133","5706","6230","888","12824","1"
"BEAUFORT","10085","13249","133","7","55","0","3","7","11390","24337","7126","41","2","62","71","2500","790","749","14856","17393","2680","34929","1"
"BERTIE","7485","1790","37","1","14","0","1","0","3464","4620","7058","18","1","31","17","968","79","56","5266","6554","972","12792","1"
"BLADEN","8936","5809","88","6","52","0","2","3","8637","12861","7567","413","4","28","98","2023","539","647","10005","11784","1744","23533","1"
"BRUNSWICK","28189","57099","732","32","254","2","4","10","54054","116563","9285","406","12","580","255","10699","2576","2404","59360","68846","12170","140376","1"
"BUNCOMBE","74191","45746","1659","211","590","8","6","33","93966","178730","10581","382","49","1648","1117","17837","6066","5938","92025","107499","16886","216410","1"
"BURKE","12357","24721","372","19","99","6","1","9","23243","50503","3158","96","2","1015","142","4380","1531","1550","26547","29604","4676","60827","1"
"CABARRUS","44752","52657","1194","100","634","6","14","35","62225","99448","33207","423","15","3905","766","16052","7801","8197","67239","78714","15664","161617","1"
"CALDWELL","9230","27673","359","13","100","5","3","4","18455","46685","2595","78","0","201","141","5117","1025","1243","24618","27269","3955","55842","1"
"CAMDEN","1354","3368","72","6","24","1","0","2","3933","7131","943","11","2","35","17","457","164","69","3975","4267","518","8760","1"
"CARTERET","9254","26874","370","15","79","7","0","5","21772","50470","2239","104","8","323","150","4250","832","807","25259","28564","4553","58376","1"
"CASWELL","5850","4600","64","1","20","0","0","2","5200","9762","4560","23","1","33","50","1054","254","275","6877","7773","1087","15737","1"
"CATAWBA","20484","50329","666","46","377","9","8","26","44555","89655","9075","153","10","2718","346","9511","5032","5399","50468","56195","9837","116500","1"
"CHATHAM","21481","14981","316","25","123","3","0","3","26490","46194","5987","130","7","1203","269","7336","2296","2600","25976","30120","7326","63422","1"
"CHEROKEE","3271","12725","157","5","32","2","0","1","8265","22743","252","121","1","98","35","935","273","269","11543","12388","527","24458","1"
"CHOWAN","3543","3277","46","3","22","1","1","2","3675","6901","2827","14","6","16","27","654","125","97","4582","5538","450","10570","1"
"CLAY","1383","5085","56","1","4","0","1","2","3771","9676","44","16","0","16","12","455","84","98","4700","5171","432","10303","1"
"CLEVELAND","19613","27538","414","16","197","2","3","12","22619","48419","13586","97","6","345","245","6411","1305","1219","29724","34403","6287","70414","1"
"COLUMBUS","13395","11535","120","8","49","2","1","4","12741","22646","10488","975","4","66","94","2927","655","636","16075","18961","2819","37855","1"
