"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"DUPLIN","9583","10700","126","12","0","0","0","0","12103","18695","7803","61","3","65","119","3638","2140","2756","13578","15798","3148","32524","1","0"
"DURHAM","122752","22516","1013","228","0","0","0","0","101423","116656","72545","571","45","9691","2513","32699","13212","14413","96033","121652","30247","247932","1","0"
"EDGECOMBE","18658","6893","115","19","0","0","0","0","10424","12078","18223","60","2","59","86","4821","780","807","13614","17702","4793","36109","1","0"
"FORSYTH","94761","71136","1617","200","0","0","0","0","107164","161597","65141","505","37","3880","1428","27942","14348","16438","110931","137187","26760","274878","1","0"
"FRANKLIN","16524","17872","369","21","0","0","0","0","22248","35820","12629","135","5","430","182","5168","2665","2684","23858","27127","6049","57034","1","0"
"GASTON","40399","62759","1175","78","0","0","0","0","60448","111192","30213","334","20","1625","630","13478","7367","8028","70053","82491","12315","164859","1","0"
"GATES","2935","2377","32","4","0","0","0","0","2935","5260","2327","17","0","9","39","541","90","62","3635","4053","595","8283","1","0"
"GRAHAM","897","3287","27","0","0","0","0","0","2062","5684","11","271","1","18","5","228","55","49","2978","3090","205","6273","1","0"
"GRANVILLE","14692","11716","227","10","0","0","0","0","15279","22492","10837","73","2","188","180","6711","1441","1429","16249","18607","7068","41924","1","0"
"GREENE","4237","2743","28","6","0","0","0","0","4042","5957","3531","8","1","15","14","937","593","625","4672","5547","837","11056","1","0"
"GUILFORD","152223","88532","1991","256","0","0","0","0","150414","193664","129583","999","56","11121","2518","36714","18761","17503","163200","202583","27633","393416","1","0"
"HALIFAX","18204","4850","92","8","0","0","0","0","11691","13289","17130","953","4","187","120","2698","464","381","14440","17775","2630","34845","1","0"
"HARNETT","24279","34780","806","85","0","0","0","0","36497","58808","18875","494","34","923","499","10265","6549","7116","40075","46604","9768","96447","1","0"
"HAYWOOD","10780","17354","308","32","0","0","0","0","19883","44344","505","143","0","179","94","2331","761","829","21896","24782","1679","48357","1","0"
"HENDERSON","17004","32609","623","66","0","0","0","0","42143","79670","2432","154","17","609","365","5909","3289","3667","39725","46951","5769","92445","1","0"
"HERTFORD","7871","1718","40","5","0","0","0","0","4076","4500","7770","89","3","42","47","1101","158","114","5574","7105","1031","13710","1","0"
"HOKE","12973","8154","311","27","0","0","0","0","15792","13891","12987","1959","22","400","222","4809","2967","2937","15241","18050","3966","37257","1","0"
"HYDE","1135","738","14","0","0","0","0","0","1157","2280","506","2","0","2","5","174","75","78","1357","1523","164","3044","1","0"
"IREDELL","27628","61737","913","53","0","0","0","0","59831","114281","16646","220","14","1869","399","10554","6179","6427","66100","72869","11193","150162","1","0"
"JACKSON","7572","8877","227","28","0","0","0","0","14051","24449","564","1567","9","230","175","2963","798","906","13103","14712","2940","30755","1","0"
"JOHNSTON","41126","61730","1186","95","0","0","0","0","67049","111748","28970","454","29","1361","572","17524","10528","12121","73233","84134","13819","171186","1","0"
"JONES","2098","2426","34","0","0","0","0","0","2514","4335","1798","13","3","19","22","755","127","139","2973","3357","742","7072","1","0"
"LEE","11939","12955","320","24","0","0","0","0","16486","26326","7403","140","8","342","239","3873","3393","4261","17508","20671","3545","41724","1","0"
"LENOIR","14543","10698","134","20","0","0","0","0","12903","18414","14000","54","5","111","113","4515","1086","1108","14899","18961","4438","38298","1","0"
"LINCOLN","11070","34039","414","23","0","0","0","0","25134","58829","3847","90","3","380","150","5178","2203","2551","31207","34075","5398","70680","1","0"
"MACON","4482","12780","182","11","0","0","0","0","12228","26967","212","69","1","123","55","1486","770","801","13818","15372","493","29683","1","0"
"MADISON","4465","5127","118","15","0","0","0","0","7978","15640","115","30","4","68","38","1563","245","212","7641","8234","1828","17703","1","0"
"MARTIN","6779","3671","62","8","0","0","0","0","6093","8551","5811","27","1","26","47","1876","274","254","6541","8234","1838","16613","1","0"
"MCDOWELL","4810","13951","184","12","0","0","0","0","12224","27941","846","43","0","160","112","1327","752","767","14222","15394","1565","31181","1","0"
"MECKLENBURG","323364","157312","5415","587","0","0","0","0","353311","418160","250342","2125","98","26760","4710","84031","53763","55431","348664","417627","73698","839989","1","0"
"MITCHELL","919","6392","51","4","0","0","0","0","3862","9959","51","12","1","20","14","1042","129","162","4962","5404","862","11228","1","0"
"MONTGOMERY","4339","6761","74","7","0","0","0","0","6131","12042","2711","46","1","182","42","1454","834","965","7525","8440","1347","17312","1","0"
"MOORE","14723","33725","610","28","0","0","0","0","32391","65077","7320","397","7","799","243","4873","2761","2445","35761","41529","4187","81477","1","0"
"NASH","24728","19922","265","22","0","0","0","0","26789","34456","26318","362","6","394","252","7486","2452","2383","28962","35213","7551","71726","1","0"
"NEW HANOVER","49272","54841","1347","138","0","0","0","0","83594","142501","18212","430","15","1714","743","19999","5578","5143","76753","91285","21154","189192","1","0"
"NORTHAMPTON","6959","1650","32","2","0","0","0","0","4227","5029","6547","30","0","12","16","1130","106","93","5429","6299","1142","12870","1","0"
"ONSLOW","21760","51410","1668","81","0","0","0","0","60367","89891","19141","505","73","1990","764","13931","8991","9388","57537","64628","13121","135286","1","0"
"ORANGE","49336","13132","463","84","0","0","0","0","49014","75687","11418","234","9","5755","1003","12751","5172","5000","45437","54234","12358","112029","1","0"
"PAMLICO","2421","4340","51","5","0","0","0","0","3489","8069","1311","25","1","46","16","685","153","145","4609","5032","665","10306","1","0"
"PASQUOTANK","9570","8154","200","21","0","0","0","0","13403","17077","9328","34","3","176","150","3778","802","544","12768","14898","3682","31348","1","0"
"PENDER","10075","22387","407","18","0","0","0","0","21622","41801","5554","142","4","273","146","4811","1778","1803","23488","25864","5157","54509","1","0"
"PERQUIMANS","2428","3943","53","2","0","0","0","0","4294","7712","1746","19","2","24","20","1072","125","84","4491","5130","1099","10720","1","0"
"PERSON","8692","8796","129","9","0","0","0","0","10710","18368","6823","113","3","58","87","2149","735","736","12181","14106","2049","28336","1","0"
"PITT","45287","31166","679","79","0","0","0","0","49846","64977","39820","241","17","1193","615","15027","5167","4424","49482","62250","15325","127057","1","0"
"POLK","3402","6682","104","4","0","0","0","0","7153","15313","584","15","2","54","36","1019","322","348","7707","9019","619","17345","1","0"
"RANDOLPH","13795","51763","524","29","0","0","0","0","33218","79218","6249","298","9","843","209","7615","4888","5466","43570","48702","7057","99329","1","0"
"RICHMOND","10359","8223","108","15","0","0","0","0","9751","16394","8348","401","4","156","47","2115","991","796","12118","14391","1947","28456","1","0"
"ROBESON","29538","16312","228","29","0","0","0","0","31303","19874","18237","25439","45","306","431","9482","3596","2903","31269","38784","7357","77410","1","0"
"ROCKINGHAM","15786","26349","323","27","0","0","0","0","21672","44983","11198","107","0","238","162","5771","1698","1731","28250","32848","3059","64157","1","0"
"ROWAN","21478","43831","627","49","0","0","0","0","35770","72698","15773","169","8","616","310","7950","4231","4507","43731","49676","8348","101755","1","0"
"RUTHERFORD","8430","21264","239","21","0","0","0","0","17404","38358","3771","44","1","157","88","3774","1165","1111","20372","23306","3680","47358","1","0"
"SAMPSON","11394","15984","175","21","0","0","0","0","11246","22262","9642","523","2","100","106","3195","2990","3499","16787","19627","2406","38820","1","0"
"SCOTLAND","8325","5101","76","12","0","0","0","0","8465","9367","7446","1791","18","173","120","2730","334","305","8590","10812","2577","21979","1","0"
"STANLY","7914","22897","238","37","0","0","0","0","16257","36192","5012","86","5","474","71","4346","1157","1138","20040","22596","4707","47343","1","0"
"STOKES","4574","18146","194","19","0","0","0","0","10841","29106","1232","55","2","78","83","2680","538","600","16121","17540","113","33774","1","0"
"SURRY","7873","23578","214","19","0","0","0","0","17052","40856","1627","47","3","138","95","3983","1987","2524","21506","24018","3212","48736","1","0"
"SWAIN","2421","3376","80","12","0","0","0","0","4203","7488","101","1649","1","40","36","595","182","127","4542","5025","525","10092","1","0"
"TRANSYLVANIA","5389","8640","153","13","0","0","0","0","12584","23780","707","44","2","104","71","1656","415","323","11742","13348","1689","26779","1","0"
"TYRRELL","913","501","12","1","0","0","0","0","917","1435","609","3","0","22","4","219","52","48","1013","1108","223","2344","1","0"
"UNION","38555","72337","1116","87","0","0","0","0","72913","120688","19480","549","16","5044","725","29098","9408","10156","75589","84009","25410","185008","1","0"
"VANCE","14439","5347","110","14","0","0","0","0","8235","11191","13369","58","5","106","93","2343","980","993","11232","14606","2307","28145","1","0"
"WAKE","282870","173084","5346","664","0","0","0","0","398352","514501","150116","2259","94","39870","4754","96347","52375","43513","359061","414433","86822","860316","1","0"
"WARREN","7300","2572","43","3","0","0","0","0","3631","5747","6082","539","2","39","42","872","226","183","5744","6890","915","13549","1","0"
"WASHINGTON","4116","1556","22","2","0","0","0","0","2539","3609","3590","8","2","17","14","880","115","85","3315","4064","856","8235","1","0"
"WATAUGA","10429","12261","297","58","0","0","0","0","21107","38221","823","49","12","373","412","3397","865","1379","19186","21813","3153","44152","1","0"
"WAYNE","25182","26784","429","37","0","0","0","0","24683","42038","23312","148","7","581","362","6081","4586","4239","32210","38516","6389","77115","1","0"
"WILKES","5849","25221","185","11","0","0","0","0","14104","39339","1565","48","0","157","93","3085","1083","1209","20088","22079","3203","45370","1","0"
"WILSON","22429","14100","233","28","0","0","0","0","18325","26689","20776","119","2","309","134","4519","2567","2419","22484","28352","4279","55115","1","0"
"YADKIN","2668","14706","122","6","0","0","0","0","8184","22032","732","23","2","67","34","1760","1036","1238","11472","12422","1792","25686","1","0"
"YANCEY","3295","5530","82","9","0","0","0","0","5574","13024","73","28","1","31","23","1107","203","213","6507","7045","938","14490","1","0"
