"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36482","38273","615","47","0","0","0","0","44697","76073","24643","261","20","1332","633","10411","6741","7844","49674","59920","10520","120114","1"
"ALEXANDER","3604","12759","111","4","0","0","0","0","9287","22349","944","33","1","168","37","1724","509","607","11580","12341","1844","25765","1"
"ALLEGHANY","1492","3626","34","2","0","0","0","0","3053","7180","80","12","0","8","12","719","196","269","3670","3875","662","8207","1"
"ANSON","7661","3424","56","6","0","0","0","0","4833","6736","6126","31","2","93","25","2687","280","222","5962","7250","2768","15980","1"
"ASHE","3326","9611","99","5","0","0","0","0","7647","18804","117","26","2","57","17","1382","283","364","9257","10104","1327","20688","1"
"AVERY","1114","7112","66","5","0","0","0","0","4148","11195","55","17","0","30","14","965","169","148","5551","6011","883","12445","1"
"BEAUFORT","8870","13352","119","12","0","0","0","0","11495","23759","6503","38","3","61","54","2564","866","808","14317","16784","2747","33848","1"
"BERTIE","7005","1800","41","1","0","0","0","0","3611","4609","6687","17","0","29","16","1020","80","58","5087","6340","1031","12458","1"
"BLADEN","8051","6015","72","10","0","0","0","0","8712","12521","7060","399","7","27","88","2136","622","687","9581","11391","1888","22860","1"
"BRUNSWICK","27517","59930","726","48","0","0","0","0","58011","121743","9468","432","11","673","238","10513","3154","2818","62186","71888","12158","146232","1"
"BUNCOMBE","71257","44918","1543","254","0","0","0","0","97596","177172","10397","363","43","1699","997","18106","6791","6413","91786","106794","16988","215568","1"
"BURKE","11263","25202","358","30","0","0","0","0","23646","50260","3082","100","2","991","129","4175","1760","1761","26451","29440","4608","60499","1"
"CABARRUS","43519","52128","1072","131","0","0","0","0","65077","98027","33569","431","21","4416","701","15656","9106","9088","67568","78970","15389","161927","1"
"CALDWELL","8601","27915","339","17","0","0","0","0","19070","46122","2545","77","0","221","140","5602","1235","1423","24573","27259","4110","55942","1"
"CAMDEN","1198","3441","65","8","0","0","0","0","3848","6824","867","8","2","44","15","622","178","89","3819","4054","687","8560","1"
"CARTERET","8300","26815","337","25","0","0","0","0","22066","49679","2108","106","7","330","121","4227","965","882","25024","28043","4476","57543","1"
"CASWELL","5425","4808","59","4","0","0","0","0","5298","9748","4345","24","1","37","50","1101","288","302","6749","7697","1148","15594","1"
"CATAWBA","19598","51379","667","55","0","0","0","0","46361","90636","9022","154","9","2789","317","9348","5785","5942","51115","56922","10023","118060","1"
"CHATHAM","20965","15019","306","29","0","0","0","0","27848","46648","5819","133","9","1370","243","7190","2755","2873","26330","30529","7308","64167","1"
"CHEROKEE","2968","13205","151","9","0","0","0","0","8413","22959","254","117","2","107","29","960","318","289","11696","12499","551","24746","1"
"CHOWAN","3152","3271","47","1","0","0","0","0","3649","6641","2557","16","6","19","23","713","145","105","4411","5225","484","10120","1"
"CLAY","1255","5125","52","2","0","0","0","0","3725","9505","43","16","0","19","9","478","89","105","4638","5069","452","10159","1"
"CLEVELAND","18027","27808","395","19","0","0","0","0","23141","47845","13124","97","8","393","210","6189","1524","1346","29239","34037","6114","69390","1"
"COLUMBUS","11660","11928","125","10","0","0","0","0","13474","22480","9954","976","4","62","80","2900","741","713","15789","18534","2874","37197","1"
"CRAVEN","18535","29015","543","50","0","0","0","0","28738","53538","13607","181","7","1322","263","5116","2847","2499","32964","38728","5189","76881","1"
"CUMBERLAND","82616","50741","1749","171","0","0","0","0","85594","85422","85714","2422","124","3725","1944","25812","15708","15268","87519","108265","25087","220871","1"
"CURRITUCK","3023","10645","202","5","0","0","0","0","10695","21014","1198","41","4","135","63","1573","542","322","11162","11824","1584","24570","1"
"DARE","6124","11454","215","17","0","0","0","0","14823","29428","537","35","1","127","61","1720","724","450","14804","16073","1756","32633","1"
"DAVIDSON","20721","59277","673","38","0","0","0","0","41812","95124","11420","258","7","1021","262","10215","4214","4316","52700","59343","10478","122521","1"
