"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36546","37775","641","44","312","9","7","18","40783","74560","23840","264","19","1244","653","9816","5739","7037","48062","58046","10027","116135","1"
"ALEXANDER","3786","12628","118","5","81","5","2","11","8898","22131","936","34","2","149","39","1789","454","561","11411","12256","1867","25534","1"
"ALLEGHANY","1587","3537","36","1","20","0","0","2","2875","7063","76","11","0","5","13","736","154","235","3576","3802","680","8058","1"
"ANSON","7857","3320","54","5","44","1","2","8","4515","6614","6053","32","1","90","23","2763","230","177","5866","7113","2827","15806","1"
"ASHE","3448","9395","100","5","34","0","0","1","7238","18389","110","25","3","55","20","1375","244","337","8988","9903","1330","20221","1"
"AVERY","1136","7070","62","5","22","0","1","2","3947","11036","55","16","0","24","14","968","132","124","5451","5900","894","12245","1"
"BEAUFORT","9245","13009","125","9","67","2","6","20","10705","23275","6487","39","3","56","54","2513","761","718","13989","16519","2680","33188","1"
"BERTIE","7045","1755","38","1","21","2","1","3","3307","4514","6605","17","1","28","15","918","75","54","5021","6224","928","12173","1"
"BLADEN","8305","5763","76","8","69","0","6","17","8177","12363","7064","393","6","27","88","1954","526","614","9483","11250","1688","22421","1"
"BRUNSWICK","27005","56524","682","34","335","5","7","16","52702","113916","8922","397","13","573","248","10619","2622","2431","58053","67181","12076","137310","1"
"BUNCOMBE","71327","44647","1526","237","692","18","12","60","91170","172641","9992","361","45","1588","1039","17997","6026","5847","88835","103818","17036","209689","1"
"BURKE","11551","24641","344","22","130","8","5","21","22420","49221","3035","96","2","927","132","4214","1515","1553","25814","28726","4602","59142","1"
"CABARRUS","42852","51537","1095","111","837","14","30","73","59925","95807","31966","415","22","3986","709","15645","7924","8157","65049","76230","15195","156474","1"
"CALDWELL","8853","27683","338","16","141","9","6","13","18029","45845","2530","75","0","201","144","5229","1064","1284","24246","26907","3935","55088","1"
"CAMDEN","1206","3225","68","6","28","1","0","2","3620","6612","855","9","2","35","16","476","151","72","3673","3950","533","8156","1"
"CARTERET","8542","26278","327","20","102","9","3","10","20726","48394","2060","99","7","311","126","4181","839","805","24248","27309","4460","56017","1"
"CASWELL","5520","4629","60","1","26","1","2","2","5052","9529","4318","23","1","37","47","1080","258","280","6632","7538","1123","15293","1"
"CATAWBA","19544","50456","644","52","460","21","18","59","43152","88130","8730","154","10","2593","330","9454","5005","5349","49437","55010","9959","114406","1"
"CHATHAM","20856","14853","301","28","153","2","7","5","26283","45425","5755","125","10","1230","259","7316","2368","2626","25544","29629","7315","62488","1"
"CHEROKEE","3034","12624","144","7","38","5","1","5","8025","22133","244","115","2","97","31","979","282","264","11259","12081","543","23883","1"
"CHOWAN","3186","3159","41","2","31","1","1","5","3408","6486","2554","15","6","16","23","617","117","93","4277","5118","439","9834","1"
"CLAY","1282","4986","52","2","5","0","2","2","3561","9255","41","16","0","17","11","470","82","101","4507","4943","442","9892","1"
"CLEVELAND","18402","27243","391","20","252","5","5","30","21650","46808","12845","96","8","359","220","6356","1306","1211","28506","33269","6223","67998","1"
"COLUMBUS","12464","11499","119","7","62","4","2","5","12193","22043","9862","933","4","60","84","2745","624","610","15461","18219","2675","36355","1"
"CRAVEN","18513","28211","531","40","280","12","11","17","26536","51845","13297","179","8","1239","271","4828","2484","2269","31721","37492","4938","74151","1"
"CUMBERLAND","81921","49540","1668","149","1401","35","61","128","77486","83579","82996","2326","124","3479","1997","23822","14066","14188","84090","104735","23564","212389","1"
"CURRITUCK","2993","10103","193","6","100","0","1","6","9968","20032","1140","42","3","119","66","1488","480","279","10589","11267","1514","23370","1"
"DARE","6671","11089","219","16","84","3","6","3","13411","28428","515","33","1","115","65","1716","629","380","14238","15511","1753","31502","1"
"DAVIDSON","20711","58184","675","32","433","15","14","43","39013","92929","10906","250","6","949","276","10260","3544","3779","51046","57709","10365","119120","1"
"DAVIE","4454","16904","152","14","96","1","1","4","11219","27440","1902","42","0","142","84","2427","808","989","14515","16108","2222","32845","1"
"DUPLIN","9931","10423","117","10","79","4","3","8","10947","18306","7791","61","3","64","127","3354","1816","2495","13272","15436","2814","31522","1"
"DURHAM","121194","22725","1035","192","821","20","36","68","90677","112278","71016","564","48","8934","2567","30227","11134","12910","91587","116791","28390","236768","1"
"EDGECOMBE","19237","6863","110","9","143","5","6","13","8508","12056","18395","65","3","55","93","3556","671","706","13614","17746","3534","34894","1"
"FORSYTH","94101","71203","1572","162","1203","31","52","99","97514","158119","63892","510","37","3588","1467","26130","12194","14745","107604","133112","25221","265937","1"
"FRANKLIN","16529","17266","384","16","174","11","6","15","19928","34190","12180","142","6","372","188","5045","2206","2348","22611","25871","5847","54329","1"
"GASTON","39708","61811","1125","66","998","24","13","87","54505","108288","28299","316","15","1461","656","13219","6083","6839","67085","79241","12011","158337","1"
"GATES","3131","2254","32","2","24","0","1","4","2656","5109","2312","18","0","9","36","541","79","56","3529","3967","608","8104","1"
"GRAHAM","967","3177","29","0","2","1","1","2","1934","5534","10","265","1","18","5","234","46","40","2864","3035","214","6113","1"
"GRANVILLE","15007","11503","213","9","156","4","4","12","14041","22284","10749","74","4","173","182","6267","1216","1220","15960","18272","6717","40949","1"
"GREENE","4401","2687","27","2","45","4","7","3","3664","5923","3534","10","1","17","17","834","504","534","4612","5502","726","10840","1"
"GUILFORD","151483","88908","1959","232","1648","38","65","117","135962","191262","125878","982","60","10400","2614","32896","16320","15694","158158","197371","24883","380412","1"
"HALIFAX","18571","4815","92","7","111","2","5","6","10340","13121","17054","940","5","176","118","2115","420","314","14251","17591","2107","33949","1"
"HARNETT","23587","32974","750","59","549","17","22","43","31817","55077","17707","477","31","776","508","9860","5382","6065","37174","43224","9420","89818","1"
"HAYWOOD","11366","16918","314","26","150","5","10","14","18306","43163","484","135","0","164","96","2399","668","726","21239","24118","1752","47109","1"
"HENDERSON","16710","32088","599","45","261","20","6","28","39362","77016","2288","151","16","562","375","5945","2766","3238","38174","45159","5786","89119","1"
"HERTFORD","8191","1666","39","4","34","0","1","1","3531","4463","7819","91","3","41","52","847","151","107","5587","7094","786","13467","1"
"HOKE","12803","7678","289","23","165","6","6","8","13127","12952","12229","1894","21","362","224","4020","2403","2457","14204","16722","3179","34105","1"
"HYDE","1212","693","13","0","4","0","0","0","1063","2254","507","2","0","2","8","163","49","62","1323","1505","157","2985","1"
"IREDELL","26779","59656","849","43","532","11","14","47","54436","109434","15445","206","12","1670","420","10115","5065","5561","62467","69212","10688","142367","1"
"JACKSON","7910","8636","210","26","57","5","2","8","13248","23931","572","1493","9","235","176","2975","711","849","12764","14346","2992","30102","1"
"JOHNSTON","40037","60111","1136","88","925","25","34","92","59463","106652","27111","447","28","1142","597","17424","8510","10367","69174","79541","13196","161911","1"
"JONES","2214","2387","27","0","20","3","1","4","2278","4222","1835","10","2","21","26","715","103","116","2906","3321","707","6934","1"
"LEE","11939","12665","303","21","174","1","4","6","15016","25551","7197","139","9","319","257","3873","2784","3771","16731","19893","3505","40129","1"
"LENOIR","15060","10584","129","15","265","3","21","16","11113","18201","13878","53","5","92","114","3974","889","947","14637","18621","3948","37206","1"
"LINCOLN","11083","32947","381","15","204","10","2","16","23427","56848","3697","86","3","343","155","5089","1864","2309","30017","32758","5310","68085","1"
"MACON","4624","12490","188","9","38","3","3","5","11124","25951","194","65","1","118","59","1485","611","669","13217","14773","494","28484","1"
"MADISON","4640","5010","113","16","46","3","1","5","7401","15179","112","25","3","61","41","1586","228","205","7393","8012","1830","17235","1"
"MARTIN","7119","3605","57","4","39","1","2","4","5340","8515","5879","24","1","22","50","1443","237","223","6523","8226","1422","16171","1"
"MCDOWELL","5036","13728","174","11","85","3","6","10","11306","27354","797","39","1","154","124","1269","621","669","13785","15066","1508","30359","1"
"MECKLENBURG","315249","155959","5337","585","4371","82","183","291","318974","402219","238431","2057","96","24592","4932","82406","46298","49288","330605","397785","72641","801031","1"
"MITCHELL","963","6420","54","2","21","0","2","3","3600","9803","41","14","1","17","15","1079","95","136","4854","5319","892","11065","1"
"MONTGOMERY","4536","6629","69","6","49","0","6","10","5727","11795","2756","49","1","177","42","1526","686","834","7337","8315","1380","17032","1"
"MOORE","14618","32679","594","23","203","5","6","24","29763","62491","7189","383","8","703","248","4491","2402","2107","34074","39817","4024","77915","1"
"NASH","26400","19846","278","20","268","10","12","19","22086","34020","25994","360","5","368","267","5826","2099","2076","28370","34632","5937","68939","1"
"NEW HANOVER","48540","54422","1320","136","689","19","16","42","76082","137098","17588","395","17","1539","766","19103","4760","4477","73335","87358","20573","181266","1"
"NORTHAMPTON","7148","1607","31","2","34","1","0","3","3703","4942","6559","29","0","11","15","883","90","72","5354","6256","919","12529","1"
"ONSLOW","21067","48838","1569","59","535","21","11","56","52100","84035","17920","473","71","1786","739","11760","7472","8042","53121","59917","11218","124256","1"
"ORANGE","48983","13296","474","81","278","6","7","13","46077","74574","11331","227","8","5477","1071","11960","4567","4738","44301","53084","11830","109215","1"
"PAMLICO","2539","4221","48","5","27","2","3","4","3205","7834","1339","24","1","43","15","663","135","132","4482","4936","636","10054","1"
"PASQUOTANK","9680","7685","181","13","138","1","3","4","11235","16192","8947","34","3","154","141","2788","681","472","12034","14133","2773","28940","1"
"PENDER","10361","21403","411","17","171","5","1","12","19076","39610","5608","140","6","244","147","4202","1500","1579","22330","24646","4481","51457","1"
"PERQUIMANS","2562","3742","57","3","33","2","1","3","3716","7349","1735","18","2","26","18","856","115","76","4298","4935","886","10119","1"
