"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36544","37467","638","39","274","8","4","16","40064","74011","23570","262","19","1232","663","9848","5449","6832","47609","57476","9969","115054","1"
"ALEXANDER","3824","12623","118","5","80","4","2","11","8883","22151","938","35","2","143","38","1794","449","558","11435","12250","1865","25550","1"
"ALLEGHANY","1606","3521","36","1","20","0","0","2","2875","7066","74","11","0","5","13","743","149","231","3568","3809","684","8061","1"
"ANSON","7896","3323","53","5","42","1","2","5","4493","6622","6045","32","1","91","23","2786","220","170","5867","7110","2843","15820","1"
"ASHE","3479","9365","100","4","32","0","0","1","7220","18363","110","25","3","56","20","1381","243","332","8982","9888","1331","20201","1"
"AVERY","1159","7085","65","4","23","0","1","2","3962","11081","54","17","0","24","14","976","135","126","5486","5912","903","12301","1"
"BEAUFORT","9328","13007","126","9","63","2","6","15","10723","23313","6511","40","3","56","54","2558","744","705","14021","16530","2728","33279","1"
"BERTIE","7085","1750","38","1","21","1","1","2","3310","4515","6626","17","1","28","15","932","75","54","5039","6228","942","12209","1"
"BLADEN","8348","5739","77","8","64","0","4","13","8164","12348","7080","390","5","26","89","1964","515","613","9476","11248","1693","22417","1"
"BRUNSWICK","27069","56258","691","35","326","4","8","14","52322","113359","8882","396","12","568","249","10710","2551","2370","57759","66847","12121","136727","1"
"BUNCOMBE","74470","46384","1669","233","666","17","11","56","94828","179379","10597","380","49","1655","1111","18964","6199","6059","92511","108023","17800","218334","1"
"BURKE","11666","24618","342","22","119","8","4","19","22365","49238","3045","97","2","915","133","4254","1479","1522","25796","28741","4626","59163","1"
"CABARRUS","42948","51536","1098","107","786","11","27","60","59628","95768","31832","412","22","3929","717","15752","7769","8044","64920","76006","15275","156201","1"
"CALDWELL","8907","27685","340","16","134","10","6","12","17967","45902","2532","76","0","199","145","5190","1033","1264","24256","26898","3923","55077","1"
"CAMDEN","1212","3190","68","6","29","1","0","3","3617","6590","858","9","2","34","16","466","151","71","3669","3938","519","8126","1"
"CARTERET","8610","26249","329","20","96","9","3","11","20634","48330","2055","99","7","309","126","4219","816","789","24186","27291","4484","55961","1"
"CASWELL","5868","4747","63","1","26","1","2","2","5247","9880","4570","22","1","39","50","1133","262","285","6942","7854","1161","15957","1"
"CATAWBA","19488","49966","638","52","436","18","15","52","42742","87495","8687","148","9","2542","328","9308","4890","5245","49046","54581","9780","113407","1"
"CHATHAM","20933","14830","300","28","146","2","3","5","26094","45297","5755","125","10","1221","261","7355","2317","2589","25465","29549","7327","62341","1"
"CHEROKEE","3048","12548","146","8","38","3","1","3","7984","22034","238","118","2","96","31","982","278","265","11226","12015","538","23779","1"
"CHOWAN","3241","3195","41","3","31","1","1","5","3424","6561","2580","15","6","17","24","623","116","91","4323","5179","440","9942","1"
"CLAY","1289","4977","53","2","5","0","2","2","3568","9271","39","16","0","16","11","467","78","99","4506","4952","440","9898","1"
"CLEVELAND","18539","27220","393","20","241","4","5","29","21584","46819","12857","94","8","356","220","6399","1282","1189","28523","33249","6263","68035","1"
"COLUMBUS","12558","11420","117","7","56","3","1","4","12132","21979","9870","933","4","60","85","2755","612","597","15433","18181","2684","36298","1"
"CRAVEN","18566","28127","526","40","274","10","8","11","26348","51664","13249","181","8","1232","274","4881","2421","2233","31599","37342","4969","73910","1"
"CUMBERLAND","82173","49542","1658","145","1346","34","50","108","77045","83602","82714","2325","127","3460","2028","24010","13835","14050","83961","104445","23695","212101","1"
"CURRITUCK","3003","10022","196","7","98","0","1","6","9886","19899","1124","41","3","112","68","1503","469","271","10515","11180","1524","23219","1"
"DARE","6729","11069","218","15","82","3","6","3","13313","28364","511","32","1","115","65","1735","615","373","14192","15476","1770","31438","1"
"DAVIDSON","20775","58084","667","31","419","15","14","40","38759","92753","10851","247","6","942","279","10302","3424","3684","50859","57588","10357","118804","1"
"DAVIE","4486","16901","155","14","98","1","1","3","11173","27436","1894","42","0","141","85","2444","790","978","14504","16096","2232","32832","1"
"DUPLIN","9970","10392","118","10","74","4","2","7","10922","18287","7794","60","3","65","128","3385","1777","2461","13256","15408","2835","31499","1"
"DURHAM","121574","22749","1038","195","782","19","31","61","90327","112216","71070","565","47","8867","2583","30478","10950","12772","91458","116740","28578","236776","1"
"EDGECOMBE","19296","6857","109","8","139","5","5","9","8508","12077","18411","64","3","54","97","3575","655","695","13638","17753","3545","34936","1"
"FORSYTH","93968","70716","1556","157","1136","30","43","83","96406","156960","63543","510","37","3497","1473","26361","11714","14320","106631","132141","25323","264095","1"
"FRANKLIN","16575","17213","385","14","166","10","5","13","19755","34075","12149","141","6","366","193","5050","2156","2313","22536","25758","5842","54136","1"
"GASTON","39713","61728","1117","64","925","23","13","80","54346","108127","28158","316","15","1452","660","13309","5972","6735","66918","79027","12064","158009","1"
"GATES","3368","2356","33","2","23","0","1","3","2839","5412","2483","20","0","11","41","569","89","59","3763","4231","631","8625","1"
