"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","39326","30496","157","0","0","20159","68270","18043","182","0","3643","1160","39884","49673","581","90138"
"ALEXANDER","7627","10396","37","0","0","5515","22111","1048","25","0","391","146","11266","12185","124","23575"
"ALLEGHANY","3337","2303","14","0","0","1573","7001","78","9","0","139","95","3390","3799","38","7227"
"ANSON","12481","2378","7","0","0","2121","8419","8140","38","0","390","25","7459","9090","438","16987"
"ASHE","6627","7961","30","0","0","4210","18482","99","13","0","234","100","8880","9908","40","18828"
"AVERY","1576","7231","21","0","0","2862","11408","64","21","0","197","53","5470","6146","74","11690"
"BEAUFORT","15527","9753","41","0","0","6408","22851","8233","32","0","613","157","14085","17366","278","31729"
"BERTIE","11089","1433","9","0","0","1690","5280","8519","17","0","405","21","6077","7945","199","14221"
"BLADEN","14995","2770","15","0","0","4157","13047","8099","257","0","534","150","9894","11939","104","21937"
"BRUNSWICK","27121","29122","142","0","0","22528","68757","8167","218","0","1771","547","36555","41710","648","78913"
"BUNCOMBE","75849","47674","509","0","0","53408","158914","10406","326","0","7794","1486","80325","94881","2234","177440"
"BURKE","22009","19981","129","0","0","15041","51910","3422","74","0","1754","360","26662","30299","199","57160"
"CABARRUS","38041","44127","306","0","0","28661","88866","16852","252","0","5165","1924","50370","59625","1140","111135"
"CALDWELL","17454","23669","117","0","0","11687","48995","2746","47","0","1139","368","24750","27932","245","52927"
"CAMDEN","3070","1973","15","0","0","2228","5971","1128","13","0","174","22","3454","3756","76","7286"
"CARTERET","14993","19826","93","0","0","13535","44516","2613","86","0","1232","245","22426","25403","618","48447"
"CASWELL","9142","3226","13","0","0","2958","9501","5549","15","0","274","54","6877","8366","96","15339"
"CATAWBA","30167","44008","156","0","0","26071","87534","8678","109","0","4081","1202","46210","53727","465","100402"
"CHATHAM","20209","11457","77","0","0","12068","35544","6168","78","0","2021","595","19653","23320","838","43811"
"CHEROKEE","7219","8834","38","0","0","5422","20899","212","120","0","282","88","10061","11401","51","21513"
"CHOWAN","5769","2463","7","0","0","2276","7017","3282","12","0","204","30","4707","5742","66","10515"
"CLAY","2751","3410","21","0","0","2761","8734","33","14","0","162","32","4217","4661","65","8943"
"CLEVELAND","29274","18513","71","0","0","12640","46445","12683","83","0","1287","338","27103","33135","260","60498"
"COLUMBUS","24113","5914","30","0","0","6378","23604","11295","971","0","565","118","16371","19976","88","36435"
"CRAVEN","27640","23124","121","0","0","17448","49992","15489","121","0","2731","944","30718","36989","626","68333"
"CUMBERLAND","100949","48373","395","0","0","47783","97291","79920","2016","0","18273","7753","86822","107636","3042","197500"
"CURRITUCK","5224","5588","49","0","0","6231","15619","973","50","0","450","96","8091","8859","142","17092"
"DARE","10186","8055","86","0","0","8860","25977","530","36","0","644","122","12916","14180","91","27187"
"DAVIDSON","31581","46846","243","0","0","22944","89848","9407","235","0","2124","839","47257","54184","173","101614"
"DAVIE","6201","14557","35","0","0","6302","24726","1819","30","0","520","230","12623","14457","15","27095"
"DUPLIN","15432","7041","44","0","0","5940","18463","8877","42","0","1075","626","12390","15547","520","28457"
"DURHAM","112233","28509","338","0","0","45840","98355","72250","446","0","15869","3379","80542","102791","3587","186920"
"EDGECOMBE","28403","5891","33","0","0","3622","14516","22750","43","0","640","123","16345","21375","229","37949"
"FORSYTH","103366","75531","468","0","0","51657","157351","62895","401","0","10375","3810","101656","127411","1955","231022"
"FRANKLIN","18742","11441","78","0","0","7635","26234","10442","97","0","1123","431","17424","20106","366","37896"
"GASTON","46351","49609","248","0","0","31022","103819","18976","263","0","4172","1454","56599","69237","1394","127230"
"GATES","4922","1493","8","0","0","1658","5045","2776","6","0","254","15","3595","4286","200","8081"
"GRAHAM","2449","2798","7","0","0","1346","6179","1","301","0","119","41","3168","3384","48","6600"
"GRANVILLE","19530","8249","63","0","0","6554","21756","11487","78","0","1075","309","15149","18403","844","34396"
"GREENE","7358","1803","12","0","0","1851","6573","4197","14","0","240","146","4967","6044","13","11024"
"GUILFORD","164207","95470","662","0","0","74126","206790","110578","883","0","16214","4004","147967","185773","725","334465"
"HALIFAX","25437","4749","39","0","0","5267","14805","18694","1022","0","971","124","15136","20093","263","35492"
"HARNETT","27864","21265","197","0","0","13780","45259","14400","420","0","3027","1334","28291","34575","240","63106"
"HAYWOOD","19599","12112","63","0","0","10188","40925","418","102","0","517","228","19298","22557","107","41962"
"HENDERSON","18701","31294","162","0","0","26346","71727","2131","139","0","2506","969","34922","41073","508","76503"
"HERTFORD","11025","1658","10","0","0","1525","5147","8667","101","0","304","39","6011","8141","67","14219"
"HOKE","14343","5697","51","0","0","7205","12843","10623","2055","0","1775","1071","12098","15145","53","27296"
"HYDE","2485","506","3","0","0","609","2591","947","5","0","60","11","1639","1940","24","3603"
"IREDELL","33506","43368","213","0","0","27626","88159","12490","167","0","3897","1336","48667","55285","761","104713"
"JACKSON","11399","6870","53","0","0","7880","23204","458","1513","0","1027","179","11933","13743","526","26202"
"JOHNSTON","37792","38635","225","0","0","24572","80836","16110","277","0","4001","1559","46216","54195","813","101224"
"JONES","4437","1523","10","0","0","1426","4648","2590","12","0","146","44","3387","3955","54","7396"
"LEE","15901","9488","43","0","0","7376","24240","6941","100","0","1527","968","14800","17892","116","32808"
"LENOIR","22800","9061","36","0","0","5922","21402","15640","52","0","725","218","16441","21260","118","37819"
"LINCOLN","16185","21351","58","0","0","12921","46333","2831","76","0","1275","605","23679","26562","274","50515"
"MACON","7976","9685","26","0","0","6598","23641","158","39","0","447","112","11149","13035","101","24285"
"MADISON","7447","4553","37","0","0","4036","15599","123","21","0","330","49","7713","8139","221","16073"
"MARTIN","11850","2966","15","0","0","2712","9543","7746","34","0","220","58","7781","9719","43","17543"
"MCDOWELL","10458","9913","43","0","0","7685","26772","842","19","0","466","157","13135","14964","0","28099"
"MECKLENBURG","279766","172215","1299","0","0","163323","376268","190061","1638","0","48636","13651","272573","333712","10318","616603"
"MITCHELL","1278","7337","7","0","0","2824","11270","23","15","0","138","52","5340","6075","31","11446"
"MONTGOMERY","8248","4633","18","0","0","3252","12046","3483","43","0","579","199","7404","8680","67","16151"
"MOORE","18004","25682","149","0","0","17249","51527","7879","291","0","1387","468","27858","33185","41","61084"
"NASH","35301","19380","73","0","0","10563","39477","23919","251","0","1670","518","29409","35745","163","65317"
"NEW HANOVER","53818","50289","574","0","0","44346","122594","20160","288","0","5985","1378","66886","79258","2883","149027"
"NORTHAMPTON","11481","1319","7","0","0","1843","5948","8415","24","0","263","21","6312","8064","274","14650"
"ONSLOW","30673","31635","256","0","0","26919","66326","16524","268","0","6365","2878","39556","48923","1004","89483"
"ORANGE","52841","18260","329","0","0","31213","80833","12670","250","0","8890","1795","45840","55885","918","102643"
"PAMLICO","4555","2708","11","0","0","2025","7262","1804","25","0","208","32","4266","4944","89","9299"
"PASQUOTANK","14470","5536","66","0","0","7439","16002","10372","47","0","1090","124","12261","14892","358","27511"
"PENDER","13741","12058","101","0","0","8471","27019","6335","52","0","965","271","15913","18166","292","34371"
"PERQUIMANS","4726","2297","13","0","0","2576","7141","2289","17","0","165","28","4447","5165","0","9612"
"PERSON","13342","5795","34","0","0","5824","17544","6807","114","0","530","150","11307","13567","121","24995"
"PITT","54622","27933","232","0","0","22899","66285","35184","216","0","4001","903","46763","58465","458","105686"
"POLK","4749","5201","33","0","0","4691","13684","708","15","0","267","110","6680","7945","49","14674"
"RANDOLPH","22220","43800","182","0","0","21411","79689","5227","257","0","2440","1272","40464","46861","288","87613"
"RICHMOND","19180","5146","21","0","0","5643","19403","9608","297","0","682","192","13513","16370","107","29990"
"ROBESON","51527","7948","75","0","0","10493","23597","20174","23767","0","2505","646","29717","40023","303","70043"
"ROCKINGHAM","27222","18527","96","0","0","12616","45401","11660","109","0","1291","374","26545","31916","0","58461"
"ROWAN","31552","37272","118","0","0","21416","72953","14839","169","0","2397","732","41807","48138","413","90358"
"RUTHERFORD","17816","14224","72","0","0","10220","36977","4375","58","0","922","285","19213","22768","351","42332"
"SAMPSON","18253","13154","41","0","0","5330","23180","11583","545","0","1471","626","16225","20290","264","36779"
"SCOTLAND","13786","3512","20","0","0","4788","11576","8553","1202","0","775","124","9404","12433","269","22106"
"STANLY","13604","16726","46","0","0","8607","34094","3973","52","0","864","131","18109","20663","211","38983"
"STOKES","9528","14272","69","0","0","6168","28186","1325","54","0","472","152","14092","15927","18","30037"
"SURRY","17035","17129","88","0","0","9067","40621","1784","49","0","865","424","19702","23460","157","43319"
"SWAIN","4368","2531","19","0","0","2899","7881","59","1695","0","182","34","4600","5199","18","9817"
"TRANSYLVANIA","7606","8312","47","0","0","7396","22035","851","41","0","434","95","10837","12369","155","23361"
"TYRRELL","1769","309","2","0","0","509","1660","863","4","0","62","12","1181","1389","19","2589"
"UNION","38059","55919","323","0","0","33815","106610","15332","303","0","5871","2708","59964","67292","860","128116"
"VANCE","20904","4159","34","0","0","4439","13709","15082","35","0","710","197","12961","16414","161","29536"
"WAKE","248152","180250","1650","0","0","172781","430500","122984","1344","0","48005","11536","276995","320611","5227","602833"
"WARREN","9666","1594","22","0","0","1791","5256","6941","544","0","332","33","5931","7053","89","13073"
"WASHINGTON","6660","1115","16","0","0","1254","4361","4523","9","0","153","20","3950","5052","44","9046"
"WATAUGA","12491","14177","175","0","0","13848","38487","647","59","0","1498","327","19588","20808","295","40691"
"WAYNE","34327","22121","126","0","0","13444","42828","23475","121","0","3594","979","30657","38017","1344","70018"
"WILKES","11631","21330","54","0","0","8294","39017","1628","23","0","641","286","19303","21798","208","41309"
"WILSON","30556","13521","50","0","0","9123","29834","21751","66","0","1599","492","23654","29374","222","53250"
"YADKIN","5042","13333","27","0","0","5026","22187","728","20","0","493","264","10929","12250","249","23428"
"YANCEY","6297","5205","15","0","0","2985","14203","102","17","0","180","50","6866","7550","86","14502"
