"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","38285","38343","692","34","245","6","2","13","42078","76789","24688","274","17","1263","757","10424","5486","7052","49467","59829","10402","119698","1"
"ALEXANDER","3988","12706","126","4","57","4","1","7","9054","22497","973","40","2","158","45","1811","421","544","11621","12424","1902","25947","1"
"ALLEGHANY","1695","3566","42","1","18","0","0","1","3022","7304","78","12","0","6","17","767","161","255","3695","3951","699","8345","1"
"ANSON","8525","3415","60","5","37","1","1","4","4758","6996","6508","34","1","104","22","2911","230","174","6276","7522","3008","16806","1"
"ASHE","3684","9588","105","4","29","0","0","1","7460","18953","123","26","3","58","20","1446","242","358","9282","10222","1367","20871","1"
"AVERY","1274","7367","68","4","22","0","1","2","4180","11634","68","18","0","27","19","1018","134","136","5749","6247","922","12918","1"
"BEAUFORT","10131","13355","133","7","57","1","4","8","11443","24308","7111","42","2","63","71","2757","785","748","14840","17382","2917","35139","1"
"BERTIE","7534","1810","39","1","20","0","1","0","3477","4645","7111","18","1","31","17","981","78","56","5315","6585","982","12882","1"
"BLADEN","8997","5904","87","7","58","0","3","3","8642","12948","7614","421","4","30","97","2031","556","664","10084","11884","1733","23701","1"
"BRUNSWICK","28337","57575","738","32","270","2","4","10","54288","116943","9306","411","11","586","265","11151","2583","2421","59656","69113","12487","141256","1"
"BUNCOMBE","74567","46020","1654","214","613","11","8","35","94207","178744","10555","381","50","1643","1116","18787","6053","5951","92091","107575","17663","217329","1"
"BURKE","12390","24990","367","19","99","6","1","9","23308","50778","3181","100","3","1025","144","4421","1537","1562","26719","29768","4702","61189","1"
"CABARRUS","44987","52860","1182","103","640","7","13","42","62217","99527","33330","426","20","3933","790","16226","7799","8282","67506","78979","15566","162051","1"
"CALDWELL","9294","28024","363","14","114","8","3","8","18557","47107","2608","80","0","205","152","5209","1024","1262","24904","27539","3942","56385","1"
"CAMDEN","1357","3395","72","6","24","1","0","2","3937","7132","939","11","2","35","18","493","164","71","3984","4271","539","8794","1"
"CARTERET","9308","27315","370","16","84","8","1","6","21929","50826","2271","108","8","324","154","4509","837","838","25545","28769","4723","59037","1"
"CASWELL","5890","4694","64","1","21","2","0","2","5229","9836","4571","23","1","36","50","1135","251","281","6935","7812","1156","15903","1"
"CATAWBA","20674","50872","667","48","378","10","8","28","44634","90130","9169","157","10","2758","360","9677","5058","5459","50848","56499","9972","117319","1"
"CHATHAM","21494","15089","317","26","127","4","0","5","26571","46150","5983","133","10","1221","274","7563","2299","2618","26015","30111","7507","63633","1"
"CHEROKEE","3268","12844","158","6","34","2","0","1","8316","22848","253","122","1","98","37","992","278","272","11623","12478","528","24629","1"
"CHOWAN","3559","3334","46","3","30","1","1","2","3691","6957","2841","15","6","17","28","673","130","103","4637","5576","454","10667","1"
"CLAY","1392","5150","58","2","5","0","1","2","3787","9750","45","17","0","17","12","474","82","100","4720","5230","447","10397","1"
"CLEVELAND","19721","27904","416","16","208","2","4","16","22690","48726","13654","99","8","367","252","6559","1312","1232","29948","34652","6377","70977","1"
"COLUMBUS","13465","11734","119","8","50","3","1","4","12796","22893","10548","982","4","66","95","2930","662","644","16245","19122","2813","38180","1"
"CRAVEN","20253","29782","598","36","244","8","4","8","28919","55336","14599","199","11","1335","323","5440","2609","2479","34181","40289","5382","79852","1"
"CUMBERLAND","88726","52167","1860","131","1146","25","27","66","84294","89990","88806","2484","118","3713","2288","26269","14774","15335","90652","112119","25671","228442","1"
"CURRITUCK","3356","10657","217","7","91","0","0","5","10804","21547","1247","46","3","114","77","1600","503","283","11414","12116","1607","25137","1"
"DARE","7450","11894","245","15","71","3","2","3","14495","30859","563","38","1","131","72","1868","646","410","15444","16867","1867","34178","1"
"DAVIDSON","21673","58822","693","28","370","15","7","29","40211","95099","11247","263","6","972","293","10571","3397","3724","52265","59074","10509","121848","1"
"DAVIE","4684","17160","161","14","95","1","2","1","11580","28157","1975","43","0","143","87","2518","775","980","14879","16547","2272","33698","1"
"DUPLIN","10617","10608","137","10","59","4","2","5","11453","18933","8231","70","3","69","145","3613","1831","2609","13850","16060","2985","32895","1"
"DURHAM","129284","24228","1167","167","688","17","14","41","96677","119044","75583","621","46","9743","2989","32952","11305","13520","97597","124100","30586","252283","1"
"EDGECOMBE","20287","6995","115","8","118","4","4","7","8941","12421","19431","65","3","53","109","3711","686","723","14349","18490","3640","36479","1"
"FORSYTH","100075","73688","1699","151","985","27","34","74","102708","164741","68011","553","38","3736","1637","28427","12298","15342","113276","139086","27079","279441","1"
"FRANKLIN","17152","17429","400","13","156","6","0","7","20303","34798","12571","153","6","363","208","5250","2117","2326","23110","26345","6011","55466","1"
"GASTON","41872","63239","1196","60","755","15","5","47","56965","112237","29559","342","16","1489","718","13695","6098","6941","69697","82005","12452","164154","1"
"GATES","3364","2313","35","1","17","0","0","3","2799","5341","2466","19","0","11","44","563","88","56","3716","4186","630","8532","1"
"GRAHAM","1035","3245","36","0","2","1","0","1","1985","5707","9","276","1","19","5","243","45","39","2971","3112","222","6305","1"
"GRANVILLE","15662","11688","221","8","118","2","2","7","14468","23059","11306","78","4","181","205","6076","1267","1272","16620","18980","6576","42176","1"
"GREENE","4673","2704","26","1","37","1","1","2","3809","6116","3740","11","1","21","25","810","530","580","4809","5729","716","11254","1"
"GUILFORD","159733","91603","2145","214","1401","34","45","80","143006","198239","132730","1021","60","10660","2939","36079","16533","16163","165311","205952","26998","398261","1"
"HALIFAX","20206","5036","111","6","99","0","3","3","11038","13923","18526","1037","5","180","136","2261","434","325","15540","18743","2219","36502","1"
"HARNETT","24767","33698","807","57","445","12","11","20","33195","57014","18484","508","29","794","574","10147","5462","6247","38579","44872","9561","93012","1"
"HAYWOOD","11966","17169","338","24","113","5","6","9","18627","44222","505","135","0","171","107","2479","638","717","21719","24755","1783","48257","1"
"HENDERSON","17622","33135","617","43","211","17","4","20","40820","79978","2446","159","16","592","412","6139","2747","3284","39656","46967","5866","92489","1"
"HERTFORD","8810","1743","42","4","30","0","1","1","3795","4669","8487","98","3","45","61","901","162","113","5962","7631","833","14426","1"
"HOKE","13892","8270","318","24","140","4","5","6","14329","14135","13244","2051","20","393","260","4221","2664","2757","15461","18252","3275","36988","1"
"HYDE","1304","719","14","0","3","0","0","0","1145","2387","553","2","0","2","8","182","51","70","1411","1603","171","3185","1"
"IREDELL","28103","60660","893","45","412","7","7","25","56247","112637","15880","220","12","1691","468","10532","4959","5590","64318","71160","10921","146399","1"
"JACKSON","8462","8946","243","28","47","4","1","5","13815","25147","659","1568","9","252","200","2977","739","910","13442","15113","2996","31551","1"
"JOHNSTON","41484","60852","1213","82","778","18","14","48","60927","109099","27748","449","30","1140","662","18034","8254","10353","70796","81408","13212","165416","1"
"JONES","2397","2463","31","0","19","2","1","4","2461","4469","2007","11","2","21","27","733","108","120","3115","3540","723","7378","1"
"LEE","12485","12868","312","18","141","1","2","2","15645","26377","7506","148","8","309","281","4055","2790","3849","17321","20599","3554","41474","1"
"LENOIR","16320","10962","149","18","231","3","7","8","11877","19079","15018","63","6","106","137","4230","936","1000","15788","19602","4185","39575","1"
"LINCOLN","11767","33788","411","13","164","9","1","11","24403","58928","3834","90","3","363","172","5319","1858","2351","31185","33924","5458","70567","1"
"MACON","4961","12985","204","7","24","1","2","4","11483","27050","204","67","1","123","69","1550","607","665","13749","15409","513","29671","1"
"MADISON","4885","5116","119","16","37","2","1","3","7629","15680","135","25","1","59","45","1633","230","213","7674","8256","1878","17808","1"
"MARTIN","7500","3650","59","3","31","1","1","2","5523","8702","6220","26","1","26","55","1501","239","233","6794","8516","1460","16770","1"
"MCDOWELL","5421","14029","187","9","65","1","3","6","11761","28397","850","39","1","152","135","1275","633","691","14308","15669","1505","31482","1"
"MECKLENBURG","334964","163527","5872","513","3598","48","91","167","335591","421563","252213","2202","103","25295","5559","90257","47179","50917","348212","417754","78405","844371","1"
"MITCHELL","1048","6679","56","3","17","0","0","3","3761","10223","46","13","1","17","16","1150","101","150","5081","5573","913","11567","1"
"MONTGOMERY","4941","6753","77","5","38","0","1","8","5973","12293","2974","54","1","194","49","1536","695","893","7723","8701","1372","17796","1"
"MOORE","15194","32817","617","22","158","3","1","15","30321","63221","7517","380","11","713","269","4645","2392","2081","34624","40482","4042","79148","1"
"NASH","27619","20216","295","18","230","6","5","12","22826","34959","26945","373","4","370","307","6148","2121","2130","29373","35713","6141","71227","1"
"NEW HANOVER","51322","56036","1441","114","571","11","6","24","80055","142922","18937","432","19","1597","878","19930","4865","4665","76841","91213","21526","189580","1"
"NORTHAMPTON","7659","1665","36","2","33","1","0","1","3874","5155","7029","32","0","10","20","929","96","76","5650","6651","970","13271","1"
"ONSLOW","24119","52442","1826","55","439","12","4","37","58005","92219","20073","523","70","1938","919","13348","7849","9010","58282","66429","12228","136939","1"
"ORANGE","51628","13943","550","67","240","2","4","10","48366","78136","11984","245","6","5733","1190","12892","4624","4965","46537","55680","12593","114810","1"
"PAMLICO","2774","4411","55","5","19","1","1","1","3433","8283","1459","29","1","46","21","729","132","141","4767","5259","674","10700","1"
"PASQUOTANK","10928","8209","213","11","118","1","0","1","12506","17695","10179","45","3","168","182","2963","752","507","13357","15646","2984","31987","1"
"PENDER","10838","21461","434","17","138","2","0","10","19482","40224","5835","148","6","246","162","4334","1427","1551","22716","25109","4557","52382","1"
"PERQUIMANS","2852","3839","64","3","29","1","0","3","4046","7853","1933","21","2","27","24","858","119","76","4615","5329","893","10837","1"
"PERSON","9386","8714","123","9","47","1","2","6","10435","18533","7095","115","3","63","97","2185","632","639","12353","14328","2042","28723","1"
"PITT","48741","32028","777","66","461","11","14","15","46737","67132","41695","262","13","1160","765","12940","4883","4084","51096","64092","13662","128850","1"
"POLK","3641","6639","118","6","34","2","0","3","7025","15377","593","14","2","57","39","1087","299","334","7746","9104","618","17468","1"
"RANDOLPH","14885","51976","584","22","283","5","3","14","31865","80132","6302","329","9","789","244","7748","4084","4810","43788","48810","7039","99637","1"
