"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38043","30755","318","0","0","23564","67432","18909","228","0","6111","1844","40425","50111","2144","92680"
"ALEXANDER","6857","10318","55","0","0","6255","21939","997","28","0","521","192","11188","12148","149","23485"
"ALLEGHANY","2893","2326","26","0","0","1821","6782","80","11","0","193","136","3323","3694","49","7066"
"ANSON","12148","2281","15","0","0","2511","7496","7540","35","0","1884","52","6872","8206","1877","16955"
"ASHE","5759","7636","45","0","0","4590","17641","92","18","0","279","131","8509","9465","56","18030"
"AVERY","1383","6763","39","0","0","2978","10810","87","26","0","240","61","5203","5876","84","11163"
"BEAUFORT","14273","10057","89","0","0","7425","22693","8226","33","0","892","239","14290","17089","465","31844"
"BERTIE","10531","1392","12","0","0","2077","4957","8479","18","0","558","22","6056","7570","386","14012"
"BLADEN","14156","2935","26","0","0","4964","12882","8267","291","0","641","246","10099","11860","122","22081"
"BRUNSWICK","26093","30989","296","0","0","27329","73331","8560","248","0","2568","734","38961","44695","1051","84707"
"BUNCOMBE","72573","45279","1037","0","0","60972","159224","10691","364","0","9582","2125","81118","95837","2906","179861"
"BURKE","19543","19520","225","0","0","16356","50181","3321","73","0","2069","467","26012","29393","239","55644"
"CABARRUS","38620","45776","553","0","0","34638","91730","19983","322","0","7552","2822","53975","63838","1774","119587"
"CALDWELL","15352","23417","305","0","0","13285","48149","2804","52","0","1354","552","24739","27371","249","52359"
"CAMDEN","2629","2012","35","0","0","2452","5840","1066","12","0","210","31","3404","3653","71","7128"
"CARTERET","13158","20523","213","0","0","15536","44967","2684","95","0","1684","346","22799","25807","824","49430"
"CASWELL","8392","3344","25","0","0","3245","9298","5300","18","0","390","78","6755","8088","163","15006"
"CATAWBA","27425","42424","310","0","0","28154","83929","9089","119","0","5176","1736","45122","52487","704","98313"
"CHATHAM","19810","11954","193","0","0","14426","37160","6189","94","0","2940","920","20499","24340","1544","46383"
"CHEROKEE","6634","9103","97","0","0","6373","21486","228","131","0","362","123","10378","11766","63","22207"
"CHOWAN","5138","2476","14","0","0","2458","6702","3133","11","0","240","36","4492","5525","69","10086"
"CLAY","2334","3376","35","0","0","2893","8429","39","14","0","156","37","4083","4507","48","8638"
