"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","39690","31213","289","0","0","22916","68850","19077","236","0","5945","1689","41196","50979","1933","94108"
"ALEXANDER","7284","10645","49","0","0","6221","22616","1044","30","0","509","196","11580","12473","146","24199"
"ALLEGHANY","3060","2322","20","0","0","1720","6860","80","11","0","171","123","3346","3732","44","7122"
"ANSON","12474","2406","13","0","0","2307","7799","7719","39","0","1643","43","7059","8477","1664","17200"
"ASHE","6145","7824","43","0","0","4528","18167","93","18","0","262","127","8739","9748","53","18540"
"AVERY","1601","7265","29","0","0","3113","11613","101","29","0","265","64","5599","6323","86","12008"
"BEAUFORT","15077","10202","85","0","0","7103","23099","8508","37","0","823","227","14537","17527","403","32467"
"BERTIE","10967","1423","14","0","0","2022","5108","8711","18","0","589","29","6181","7858","387","14426"
"BLADEN","14779","2970","27","0","0","4655","13103","8408","287","0","633","225","10204","12105","122","22431"
"BRUNSWICK","27035","30597","255","0","0","25834","72400","8663","244","0","2414","699","38670","44217","834","83721"
"BUNCOMBE","75712","47537","876","0","0","60134","163156","11024","381","0","9698","1979","83320","98095","2844","184259"
"BURKE","21020","20141","208","0","0","16400","52053","3526","78","0","2112","465","26931","30594","244","57769"
"CABARRUS","39877","46193","490","0","0","33118","92863","19444","313","0","7058","2675","54203","63922","1553","119678"
"CALDWELL","16306","23663","259","0","0","12776","48806","2842","52","0","1304","504","24971","27771","262","53004"
"CAMDEN","2875","2021","26","0","0","2366","5960","1109","12","0","207","29","3463","3749","76","7288"
"CARTERET","14166","20785","200","0","0","15243","45895","2748","100","0","1651","317","23332","26272","790","50394"
"CASWELL","8809","3401","21","0","0","3206","9546","5487","21","0","383","72","6951","8341","145","15437"
"CATAWBA","29483","43781","278","0","0","28132","87061","9405","127","0","5081","1671","46714","54349","611","101674"
"CHATHAM","20323","11956","162","0","0","13842","37094","6257","95","0","2837","826","20585","24341","1357","46283"
"CHEROKEE","6705","8870","69","0","0","5937","20895","228","123","0","335","110","10103","11414","64","21581"
"CHOWAN","5520","2546","14","0","0","2502","6985","3345","10","0","242","37","4727","5779","76","10582"
"CLAY","2500","3352","29","0","0","2843","8518","38","17","0","151","39","4119","4585","20","8724"
"CLEVELAND","28676","19059","141","0","0","13912","46503","13635","87","0","1563","437","27771","33668","349","61788"
"COLUMBUS","23543","6185","49","0","0","7205","23527","11719","984","0","752","164","16611","20240","131","36982"
"CRAVEN","26994","23382","247","0","0","19087","49983","16160","137","0","3430","1124","31133","37640","937","69710"
"CUMBERLAND","101697","47694","707","0","0","50813","94723","82901","2092","0","21195","8922","88025","108364","4522","200911"
"CURRITUCK","4700","5768","89","0","0","6676","15726","961","49","0","497","113","8184","8911","138","17233"
"DARE","9665","8164","156","0","0","9522","26148","552","38","0","769","167","13069","14307","131","27507"
"DAVIDSON","30059","47763","345","0","0","25615","91042","9756","252","0","2732","1052","48141","55268","373","103782"
"DAVIE","6131","14711","70","0","0","7155","25326","1929","33","0","779","295","12988","14999","80","28067"
"DUPLIN","15195","7457","67","0","0","6509","18598","9173","41","0","1416","868","12837","15739","652","29228"
"DURHAM","118292","27901","695","0","0","54467","102035","78183","525","0","20612","4925","86043","110273","5039","201355"
"EDGECOMBE","29072","6080","50","0","0","3921","14472","23850","52","0","749","222","17032","21820","271","39123"
"FORSYTH","105907","76057","814","0","0","57925","160149","66975","449","0","13130","5280","106075","131728","2900","240703"
"FRANKLIN","18916","12083","149","0","0","8864","27191","11101","113","0","1607","556","18446","20958","608","40012"
"GASTON","46997","50829","424","0","0","34529","105298","21300","315","0","5866","2031","58989","71674","2116","132779"
"GATES","4917","1547","16","0","0","1768","5046","2896","9","0","297","24","3663","4308","277","8248"
"GRAHAM","2327","2826","13","0","0","1444","6179","3","304","0","124","42","3165","3391","54","6610"
"GRANVILLE","19775","8749","104","0","0","7709","22582","12190","93","0","1472","438","16129","19124","1084","36337"
"GREENE","7160","1920","20","0","0","2101","6553","4302","12","0","334","211","5135","6053","13","11201"
"GUILFORD","169737","95637","1297","0","0","83455","207439","120664","993","0","21030","5638","155123","193553","1450","350126"
"HALIFAX","26607","4885","69","0","0","6139","14997","20359","1112","0","1232","193","16336","20979","385","37700"
"HARNETT","28373","23423","351","0","0","16657","48143","15908","464","0","4289","1990","30820","37448","536","68804"
"HAYWOOD","18562","12180","121","0","0","11111","40773","424","102","0","675","247","19311","22427","236","41974"
"HENDERSON","18355","30629","282","0","0","28213","72162","2254","139","0","2924","1197","35304","41584","591","77479"
"HERTFORD","11578","1475","16","0","0","2013","5149","9443","106","0","384","55","6462","8540","80","15082"
"HOKE","15294","6308","100","0","0","8323","13805","11674","2191","0","2355","1379","13434","16542","49","30025"
"HYDE","2268","510","4","0","0","686","2517","876","4","0","71","14","1599","1837","32","3468"
"IREDELL","32809","45058","366","0","0","31384","91283","13335","212","0","4787","1764","51179","57543","895","109617"
"JACKSON","10687","6628","93","0","0","8804","22352","479","1562","0","1819","232","11580","13379","1253","26212"
