"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36529","37416","639","38","269","7","4","14","39984","73927","23530","262","19","1230","666","9857","5409","6812","47560","57390","9950","114900","1"
"ALEXANDER","3829","12694","119","5","82","4","2","11","8933","22262","945","36","2","147","38","1796","453","561","11509","12303","1867","25679","1"
"ALLEGHANY","1606","3515","36","1","20","0","0","2","2872","7058","74","11","0","5","13","743","148","230","3563","3804","685","8052","1"
"ANSON","7899","3321","52","5","41","1","2","5","4491","6622","6044","32","1","90","23","2786","219","169","5866","7108","2843","15817","1"
"ASHE","3481","9355","100","4","32","0","0","1","7214","18346","110","25","3","56","20","1385","242","332","8975","9876","1336","20187","1"
"AVERY","1159","7090","65","4","23","0","1","2","3967","11089","54","17","0","24","15","977","135","127","5489","5918","904","12311","1"
"BEAUFORT","9354","13027","125","9","63","2","6","13","10726","23348","6525","40","3","56","54","2558","741","703","14048","16549","2728","33325","1"
"BERTIE","7086","1750","38","1","21","1","1","1","3310","4515","6627","17","1","28","15","931","75","54","5040","6228","941","12209","1"
"BLADEN","8351","5737","77","8","63","0","4","13","8162","12348","7078","390","5","26","89","1964","515","613","9477","11247","1691","22415","1"
"BRUNSWICK","27073","56249","691","35","326","4","8","13","52319","113345","8882","395","12","568","250","10717","2549","2369","57748","66844","12126","136718","1"
"BUNCOMBE","74507","46404","1668","233","663","17","11","55","94841","179433","10594","380","50","1651","1112","18989","6190","6058","92521","108062","17816","218399","1"
"BURKE","11676","24614","342","22","119","7","4","19","22362","49236","3048","97","2","917","133","4255","1477","1521","25798","28742","4625","59165","1"
"CABARRUS","42945","51523","1094","106","785","11","26","60","59595","95743","31820","412","22","3919","719","15756","7754","8026","64897","75984","15264","156145","1"
"CALDWELL","8907","27676","339","16","134","10","6","12","17968","45899","2535","76","0","199","146","5185","1028","1261","24249","26894","3925","55068","1"
"CAMDEN","1214","3190","68","6","29","1","0","3","3614","6589","858","9","2","33","16","467","151","71","3667","3938","520","8125","1"
"CARTERET","8618","26243","329","20","95","9","3","11","20627","48317","2058","99","7","309","126","4225","814","788","24183","27285","4487","55955","1"
"CASWELL","5869","4748","63","1","26","1","2","2","5249","9885","4570","22","1","39","50","1133","261","281","6944","7856","1161","15961","1"
"CATAWBA","19498","49947","639","52","436","18","14","50","42720","87483","8678","148","9","2540","328","9310","4878","5233","49029","54568","9777","113374","1"
"CHATHAM","20938","14823","300","28","144","2","3","5","26092","45292","5751","125","10","1221","261","7362","2313","2585","25457","29540","7338","62335","1"
"CHEROKEE","3048","12542","146","8","38","3","1","3","7978","22024","238","118","2","95","31","982","277","265","11222","12007","538","23767","1"
"CHOWAN","3241","3194","41","3","31","1","1","5","3416","6554","2578","15","6","17","24","623","116","91","4321","5172","440","9933","1"
"CLAY","1285","4971","53","2","5","0","2","2","3562","9259","39","16","0","16","11","463","78","99","4500","4946","436","9882","1"
"CLEVELAND","18572","27236","392","20","238","4","5","29","21587","46852","12868","94","8","355","221","6404","1281","1190","28552","33267","6264","68083","1"
"COLUMBUS","12567","11426","117","7","56","3","1","4","12134","21992","9873","933","4","60","85","2755","613","597","15441","18188","2686","36315","1"
"CRAVEN","18568","28122","526","40","273","10","8","11","26334","51655","13246","181","8","1232","274","4880","2416","2229","31590","37335","4967","73892","1"
"CUMBERLAND","82225","49551","1656","144","1340","34","50","107","77069","83625","82745","2327","127","3453","2029","24047","13823","14040","83979","104470","23727","212176","1"
"CURRITUCK","3013","10037","197","7","98","0","1","6","9903","19940","1125","41","3","112","68","1504","469","271","10541","11195","1526","23262","1"
"DARE","6729","11069","219","15","82","3","5","3","13315","28365","511","32","1","115","65","1736","615","373","14194","15475","1771","31440","1"
"DAVIDSON","20771","58085","669","30","418","15","14","40","38714","92734","10837","247","6","941","277","10303","3411","3674","50846","57556","10354","118756","1"
"DAVIE","4489","16896","155","14","98","1","1","3","11166","27431","1893","42","0","142","85","2443","787","973","14498","16093","2232","32823","1"
"DUPLIN","9992","10389","118","10","73","4","2","7","10929","18286","7814","60","3","65","129","3390","1777","2460","13270","15413","2841","31524","1"
"DURHAM","121737","22774","1040","195","774","19","31","60","90415","112342","71151","567","47","8874","2586","30540","10938","12762","91543","116866","28636","237045","1"
"EDGECOMBE","19301","6850","109","8","138","5","5","9","8497","12070","18412","64","3","54","97","3572","650","689","13638","17743","3541","34922","1"
"FORSYTH","93927","70690","1554","155","1093","30","44","84","96494","156979","63493","506","37","3488","1445","26394","11729","14293","106579","132091","25401","264071","1"
"FRANKLIN","16582","17215","386","14","166","10","5","12","19754","34075","12156","141","6","365","193","5052","2156","2313","22528","25771","5845","54144","1"
"GASTON","39700","61728","1120","64","924","23","13","79","54322","108104","28141","316","15","1446","661","13324","5966","6726","66891","79005","12077","157973","1"
"GATES","3371","2361","33","2","23","0","1","3","2842","5421","2484","20","0","11","41","570","89","60","3768","4236","632","8636","1"
"GRAHAM","983","3187","30","0","2","1","1","2","1913","5541","9","263","1","19","5","237","44","39","2871","3032","216","6119","1"
"GRANVILLE","15130","11508","212","9","149","3","4","12","14007","22343","10805","73","4","173","183","6253","1200","1207","16007","18318","6709","41034","1"
"GREENE","4417","2677","26","1","44","2","4","3","3634","5915","3518","10","1","18","17","838","491","518","4597","5486","725","10808","1"
"GUILFORD","152084","88990","1982","230","1627","39","58","107","136202","191329","126035","986","60","10314","2675","33896","16024","15524","158131","197512","25676","381319","1"
"HALIFAX","18825","4809","96","7","106","2","5","5","10353","13210","17203","946","5","175","122","2135","412","308","14411","17688","2109","34208","1"
"HARNETT","23605","32829","748","61","518","14","18","37","31465","54809","17617","480","30","767","512","9823","5257","5972","36985","42996","9314","89295","1"
"HAYWOOD","11523","16915","319","26","139","4","8","12","18236","43222","481","135","0","162","99","2428","655","721","21251","24162","1769","47182","1"
"HENDERSON","16788","32087","591","41","247","19","5","28","39244","76944","2286","153","16","559","378","6010","2704","3198","38122","45120","5808","89050","1"
"HERTFORD","8217","1657","38","4","33","0","1","1","3531","4462","7837","91","3","41","52","849","147","105","5581","7112","789","13482","1"
"HOKE","13895","8376","314","23","168","6","6","8","14371","14230","13222","2066","22","402","262","4248","2715","2794","15556","18336","3275","37167","1"
"HYDE","1219","686","13","0","3","0","0","0","1060","2249","509","2","0","2","8","166","45","59","1320","1502","159","2981","1"
"IREDELL","26824","59456","845","48","506","10","13","39","54079","109127","15320","208","12","1645","421","10164","4923","5464","62213","68909","10698","141820","1"
"JACKSON","7965","8618","211","26","56","5","2","8","13217","23954","577","1495","9","233","178","2961","701","862","12789","14344","2975","30108","1"
"JOHNSTON","40127","59884","1145","84","893","24","26","81","58930","106242","26934","444","29","1126","600","17511","8308","10186","68824","79205","13165","161194","1"
"JONES","2227","2375","27","0","19","2","1","4","2274","4220","1839","10","2","21","26","713","98","113","2905","3321","703","6929","1"
"LEE","11987","12625","302","21","171","0","3","4","14886","25479","7194","138","9","313","260","3885","2721","3728","16660","19840","3499","39999","1"
"LENOIR","15104","10572","125","16","251","2","13","14","11062","18170","13859","52","5","90","115","3998","870","931","14615","18579","3965","37159","1"
"LINCOLN","11200","33106","382","14","194","9","1","12","23477","57134","3702","86","3","346","161","5147","1816","2274","30178","32898","5319","68395","1"
"MACON","4677","12528","190","8","34","3","2","5","11067","25981","191","64","1","118","59","1506","594","658","13228","14781","505","28514","1"
"MADISON","4860","5169","119","15","44","3","1","4","7708","15775","133","26","3","61","45","1644","236","218","7716","8319","1888","17923","1"
"MARTIN","7154","3577","59","3","38","1","2","4","5334","8505","5883","24","1","21","49","1459","230","219","6518","8221","1433","16172","1"
