"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38002","31001","344","0","0","24411","68108","19215","224","0","6211","1989","40954","50725","2079","93758"
"ALEXANDER","6770","10345","53","0","0","6379","21980","996","30","0","541","201","11237","12161","149","23547"
"ALLEGHANY","2882","2343","26","0","0","1887","6853","84","11","0","190","141","3359","3731","48","7138"
"ANSON","12037","2277","17","0","0","2587","7489","7559","36","0","1834","53","6887","8225","1806","16918"
"ASHE","5734","7714","47","0","0","4718","17822","95","21","0","275","139","8589","9569","55","18213"
"AVERY","1418","6848","46","0","0","3119","11073","86","26","0","246","69","5309","6039","83","11431"
"BEAUFORT","14164","10192","89","0","0","7630","22871","8242","34","0","928","256","14411","17192","472","32075"
"BERTIE","10494","1425","15","0","0","2088","4961","8490","19","0","552","22","6060","7584","378","14022"
"BLADEN","14040","3009","25","0","0","5056","12909","8282","374","0","565","258","10103","11906","121","22130"
"BRUNSWICK","26451","32192","307","0","0","28774","76093","8701","264","0","2666","784","40403","46292","1029","87724"
"BUNCOMBE","73443","45666","1124","0","0","63363","162508","10859","376","0","9853","2279","82790","97843","2963","183596"
"BURKE","19473","19644","231","0","0","16864","50612","3363","76","0","2161","503","26283","29683","246","56212"
"CABARRUS","38891","46390","569","0","0","35893","93116","20502","322","0","7803","3005","54952","65017","1774","121743"
"CALDWELL","15363","23678","311","0","0","13743","48785","2847","57","0","1406","582","25102","27746","247","53095"
"CAMDEN","2606","2079","35","0","0","2544","5964","1076","12","0","212","31","3486","3708","70","7264"
"CARTERET","13112","20785","213","0","0","15989","45595","2699","97","0","1708","374","23107","26175","817","50099"
"CASWELL","8330","3405","32","0","0","3303","9370","5286","19","0","395","83","6780","8124","166","15070"
"CATAWBA","27300","42683","327","0","0","28871","84563","9155","119","0","5344","1830","45567","52914","700","99181"
"CHATHAM","19921","12175","202","0","0","14940","37852","6262","96","0","3028","982","20865","24834","1539","47238"
"CHEROKEE","6634","9302","97","0","0","6627","21904","242","139","0","375","139","10599","11998","63","22660"
"CHOWAN","5104","2496","15","0","0","2490","6716","3145","10","0","234","36","4497","5541","67","10105"
"CLAY","2252","3379","37","0","0","2905","8356","43","16","0","158","40","4042","4482","49","8573"
"CLEVELAND","26737","18483","179","0","0","14138","44623","13274","79","0","1561","434","26770","32339","428","59537"
