"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36595","38294","634","52","0","0","0","0","43791","75949","24459","262","19","1317","642","10203","6515","7664","49457","59610","10299","119366","1"
"ALEXANDER","3688","12764","118","4","0","0","0","0","9171","22336","942","32","1","163","37","1741","493","592","11562","12329","1854","25745","1"
"ALLEGHANY","1529","3608","37","1","0","0","0","0","2990","7148","79","11","0","8","13","724","182","259","3642","3855","668","8165","1"
"ANSON","7638","3416","55","6","0","0","0","0","4752","6692","6083","34","2","89","25","2674","268","214","5924","7196","2747","15867","1"
"ASHE","3397","9589","98","5","0","0","0","0","7524","18753","115","27","2","59","17","1365","275","359","9211","10084","1318","20613","1"
"AVERY","1127","7059","66","4","0","0","0","0","4026","11046","55","17","0","29","14","972","149","140","5462","5926","894","12282","1"
"BEAUFORT","9093","13331","121","10","0","0","0","0","11183","23713","6525","39","3","62","51","2502","843","789","14305","16762","2671","33738","1"
"BERTIE","6994","1789","41","1","0","0","0","0","3416","4556","6626","16","1","29","15","927","71","52","5042","6259","940","12241","1"
"BLADEN","8155","5990","76","11","0","0","0","0","8513","12523","7056","398","6","27","88","2046","601","665","9558","11385","1802","22745","1"
"BRUNSWICK","27528","59033","725","41","0","0","0","0","56420","119499","9271","414","12","655","236","10639","3021","2711","61030","70492","12225","143747","1"
"BUNCOMBE","71272","45044","1557","246","0","0","0","0","95829","176155","10280","362","44","1682","1005","17812","6608","6289","91147","106154","16647","213948","1"
"BURKE","11366","25008","355","22","0","0","0","0","23224","49855","3065","96","2","982","129","4184","1662","1680","26203","29179","4593","59975","1"
"CABARRUS","43239","52004","1083","126","0","0","0","0","63784","97399","32980","429","21","4279","699","15733","8696","8764","66762","78077","15397","160236","1"
"CALDWELL","8693","27956","343","18","0","0","0","0","18882","46187","2543","77","0","211","142","5532","1200","1388","24589","27250","4053","55892","1"
"CAMDEN","1193","3401","64","6","0","0","0","0","3824","6789","864","8","2","39","16","597","173","84","3792","4038","658","8488","1"
"CARTERET","8402","26781","348","26","0","0","0","0","21719","49507","2087","102","7","330","122","4184","937","864","24909","27941","4426","57276","1"
"CASWELL","5463","4762","58","2","0","0","0","0","5225","9696","4328","24","1","37","48","1097","279","298","6718","7644","1148","15510","1"
"CATAWBA","19581","51284","677","54","0","0","0","0","45792","90140","8951","156","9","2758","319","9443","5612","5823","50777","56534","10077","117388","1"
"CHATHAM","20947","15038","307","29","0","0","0","0","27597","46456","5807","132","9","1348","249","7238","2679","2817","26192","30408","7318","63918","1"
"CHEROKEE","2988","13144","148","9","0","0","0","0","8299","22806","253","117","2","104","30","966","310","284","11624","12409","555","24588","1"
"CHOWAN","3166","3260","46","1","0","0","0","0","3540","6624","2557","16","5","18","23","628","142","101","4372","5190","451","10013","1"
"CLAY","1270","5087","52","2","0","0","0","0","3674","9434","41","16","0","18","9","480","87","103","4598","5033","454","10085","1"
"CLEVELAND","18221","27756","403","20","0","0","0","0","22808","47690","13070","95","8","391","213","6257","1484","1313","29132","33922","6154","69208","1"
"COLUMBUS","12192","11817","124","7","0","0","0","0","12834","22413","9927","973","4","59","81","2802","715","687","15726","18478","2770","36974","1"
"CRAVEN","18556","28951","543","42","0","0","0","0","28330","53340","13543","179","8","1312","263","5004","2773","2453","32803","38547","5072","76422","1"
"CUMBERLAND","82610","50830","1753","157","0","0","0","0","84169","85232","85118","2397","125","3687","1959","25638","15363","15066","86946","107716","24857","219519","1"
"CURRITUCK","3031","10556","206","5","0","0","0","0","10563","20881","1188","41","3","130","66","1522","530","309","11074","11737","1550","24361","1"
"DARE","6621","11387","228","18","0","0","0","0","14163","29230","532","33","1","124","62","1727","708","430","14695","15968","1754","32417","1"
"DAVIDSON","20717","59228","685","37","0","0","0","0","41251","94846","11272","258","7","1003","266","10199","4067","4191","52423","59078","10417","121918","1"
"DAVIE","4449","17161","155","14","0","0","0","0","11704","27950","1948","40","0","155","85","2384","921","1092","14817","16430","2236","33483","1"
"DUPLIN","9810","10626","120","11","0","0","0","0","11336","18585","7814","60","3","65","123","3242","2011","2638","13483","15664","2756","31903","1"
"DURHAM","122240","22759","1039","216","0","0","0","0","97484","115043","72008","572","45","9405","2519","31769","12377","13814","94513","119844","29381","243738","1"
"EDGECOMBE","19035","6936","113","12","0","0","0","0","9215","12120","18425","65","3","57","92","3810","739","766","13666","17832","3813","35311","1"
"FORSYTH","94361","71536","1599","180","0","0","0","0","103059","160195","64577","506","36","3754","1453","26872","13342","15692","109542","135425","25768","270735","1"
"FRANKLIN","16591","17764","388","22","0","0","0","0","21290","35239","12452","142","6","412","184","5140","2480","2565","23382","26679","5994","56055","1"
"GASTON","40134","62529","1154","69","0","0","0","0","57688","109932","29206","329","14","1565","644","13132","6752","7466","68703","80927","11944","161574","1"
"GATES","3043","2312","33","2","0","0","0","0","2784","5191","2309","17","0","10","38","525","84","58","3581","4011","582","8174","1"
"GRAHAM","935","3246","31","0","0","0","0","0","2015","5641","11","273","1","16","5","228","52","45","2943","3078","206","6227","1"
"GRANVILLE","14886","11594","219","8","0","0","0","0","14713","22322","10793","76","2","184","181","6537","1325","1320","16070","18417","6933","41420","1"
"GREENE","4329","2727","29","4","0","0","0","0","3861","5938","3557","9","1","16","14","851","564","594","4643","5555","752","10950","1"
"GUILFORD","152222","89229","2014","249","0","0","0","0","144495","193375","128358","969","56","10935","2536","34132","17848","16859","161645","200902","25662","388209","1"
"HALIFAX","18437","4878","95","7","0","0","0","0","10893","13280","17136","947","4","185","120","2186","452","354","14421","17718","2171","34310","1"
"HARNETT","23969","34322","789","71","0","0","0","0","34626","57304","18358","485","33","852","500","10159","6086","6671","38990","45189","9598","93777","1"
"HAYWOOD","11101","17276","316","31","0","0","0","0","19233","43960","496","136","0","174","97","2365","729","788","21696","24551","1710","47957","1"
"HENDERSON","16863","32576","607","55","0","0","0","0","41295","78760","2393","151","14","587","376","6006","3109","3508","39253","46351","5792","91396","1"
"HERTFORD","8041","1711","38","5","0","0","0","0","3706","4499","7795","89","3","41","49","870","155","111","5587","7105","809","13501","1"
"HOKE","12909","8042","301","26","0","0","0","0","14565","13556","12694","1924","22","381","219","4266","2781","2776","14828","17560","3455","35843","1"
"HYDE","1182","716","12","0","0","0","0","0","1085","2258","509","2","0","2","7","157","60","66","1334","1509","152","2995","1"
"IREDELL","27308","61290","896","50","0","0","0","0","58252","112733","16186","216","14","1792","412","10661","5782","6090","64931","71586","11279","147796","1"
"JACKSON","7745","8794","219","24","0","0","0","0","13757","24300","576","1526","9","239","179","2945","765","910","12982","14611","2946","30539","1"
"JOHNSTON","40673","61505","1212","94","0","0","0","0","64380","110094","28249","459","30","1272","576","17465","9719","11455","71858","82481","13525","167864","1"
"JONES","2160","2415","30","0","0","0","0","0","2374","4283","1828","11","2","19","22","693","121","133","2949","3349","681","6979","1"
"LEE","11939","12960","308","23","0","0","0","0","15953","26017","7335","137","9","337","248","3891","3209","4108","17227","20396","3560","41183","1"
"LENOIR","14823","10684","132","18","0","0","0","0","11954","18344","13936","51","5","102","118","4041","1014","1049","14792","18810","4009","37611","1"
"LINCOLN","11138","33933","415","18","0","0","0","0","24575","58353","3813","88","2","363","150","5231","2079","2468","30939","33673","5467","70079","1"
"MACON","4556","12674","198","10","0","0","0","0","11815","26597","206","66","1","123","58","1485","717","756","13627","15124","502","29253","1"
"MADISON","4533","5103","115","14","0","0","0","0","7749","15444","112","26","3","65","39","1590","235","205","7538","8130","1846","17514","1"
"MARTIN","6974","3682","60","7","0","0","0","0","5596","8584","5861","24","1","24","49","1515","261","240","6556","8263","1500","16319","1"
"MCDOWELL","4951","13954","178","11","0","0","0","0","11842","27797","833","38","0","156","121","1295","696","729","14103","15305","1528","30936","1"
"MECKLENBURG","319284","157479","5420","595","0","0","0","0","337656","411310","244841","2096","94","25825","4773","81010","50485","52639","340851","408737","70846","820434","1"
"MITCHELL","968","6444","57","4","0","0","0","0","3720","9932","47","14","1","16","15","1047","121","156","4937","5387","869","11193","1"
"MONTGOMERY","4450","6718","74","7","0","0","0","0","5990","11957","2742","46","1","184","42","1481","786","912","7483","8396","1360","17239","1"
"MOORE","14670","33584","614","24","0","0","0","0","31556","64259","7293","396","8","763","246","4861","2622","2297","35236","41041","4171","80448","1"
"NASH","26267","20078","271","23","0","0","0","0","23657","34406","26356","365","5","381","258","6209","2316","2273","28817","35147","6332","70296","1"
"NEW HANOVER","48803","54972","1353","135","0","0","0","0","79809","140190","17798","405","15","1633","747","19079","5205","4835","75162","89457","20453","185072","1"
"NORTHAMPTON","7075","1658","33","2","0","0","0","0","3877","5013","6594","30","0","11","14","885","98","85","5423","6307","915","12645","1"
"ONSLOW","21528","50881","1660","64","0","0","0","0","56897","87766","18669","489","71","1911","745","12975","8404","8855","55887","62915","12228","131030","1"
"ORANGE","49525","13321","480","80","0","0","0","0","48375","75804","11460","231","9","5694","1034","12521","5028","4915","45401","54235","12145","111781","1"
"PAMLICO","2505","4305","50","5","0","0","0","0","3416","8033","1345","24","1","47","16","662","153","148","4603","5037","641","10281","1"
"PASQUOTANK","9777","8011","189","16","0","0","0","0","11919","16770","9172","35","4","164","144","2859","764","512","12482","14593","2837","29912","1"
"PENDER","10261","22121","405","17","0","0","0","0","20505","41068","5613","142","5","260","140","4393","1688","1706","23125","25452","4732","53309","1"
