"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","38376","38478","692","37","253","7","2","14","42135","76924","24774","274","18","1279","764","10410","5551","7122","49640","59995","10359","119994","1"
"ALEXANDER","3970","12812","121","5","71","4","2","11","9101","22602","971","39","2","158","43","1848","434","557","11693","12495","1909","26097","1"
"ALLEGHANY","1689","3607","40","1","19","0","0","2","3022","7336","78","12","0","6","17","767","164","259","3713","3968","699","8380","1"
"ANSON","8518","3439","58","5","38","1","1","5","4746","6978","6467","33","1","104","22","2976","230","178","6255","7533","3023","16811","1"
"ASHE","3665","9606","107","4","32","0","0","1","7497","19010","123","26","3","58","21","1425","246","361","9295","10256","1361","20912","1"
"AVERY","1274","7387","68","4","23","0","1","2","4180","11638","67","18","0","27","19","1037","133","136","5761","6240","938","12939","1"
"BEAUFORT","10135","13453","134","8","63","1","5","10","11439","24397","7134","43","3","63","72","2741","795","758","14901","17445","2902","35248","1"
"BERTIE","7502","1801","39","1","20","1","1","0","3473","4635","7090","17","1","32","17","968","78","57","5303","6567","968","12838","1"
"BLADEN","8962","5875","86","7","58","0","3","3","8599","12888","7572","420","4","29","97","2032","551","659","10030","11844","1719","23593","1"
"BRUNSWICK","28482","58313","747","35","319","4","8","13","54879","118196","9416","415","12","609","276","11216","2660","2487","60356","69890","12554","142800","1"
"BUNCOMBE","74613","46401","1656","229","652","17","10","50","94696","179324","10594","379","51","1652","1119","19054","6151","6025","92504","107969","17851","218324","1"
"BURKE","12408","25299","370","21","116","7","3","17","23499","51234","3224","102","2","1041","144","4399","1594","1606","26971","30037","4732","61740","1"
"CABARRUS","45383","53479","1194","104","752","13","23","56","62772","100131","33782","436","22","4017","788","16498","8102","8493","68219","79715","15842","163776","1"
"CALDWELL","9288","28083","361","15","116","9","3","8","18528","47126","2613","81","0","207","163","5196","1025","1275","24938","27555","3918","56411","1"
"CAMDEN","1357","3392","71","6","24","1","0","2","3924","7115","939","11","2","35","18","494","163","72","3978","4261","538","8777","1"
"CARTERET","9271","27441","363","18","93","9","3","11","22054","51072","2282","108","7","330","152","4455","857","852","25647","28902","4714","59263","1"
"CASWELL","5876","4745","64","1","26","1","2","2","5240","9881","4569","22","1","38","50","1137","259","282","6950","7843","1164","15957","1"
"CATAWBA","20728","51433","669","50","428","17","14","50","44934","90849","9285","155","10","2794","362","9673","5195","5564","51291","56980","10052","118323","1"
"CHATHAM","21524","15217","318","28","141","3","2","5","26779","46419","6012","134","10","1234","275","7556","2377","2677","26208","30308","7501","64017","1"
"CHEROKEE","3254","12913","156","7","37","2","0","3","8348","22922","255","124","2","99","37","1001","280","275","11671","12514","535","24720","1"
"CHOWAN","3562","3355","46","3","31","1","1","4","3689","6964","2845","15","6","17","29","684","132","104","4640","5586","466","10692","1"
"CLAY","1391","5164","59","2","5","0","2","2","3796","9771","44","17","0","17","12","476","84","101","4736","5238","447","10421","1"
"CLEVELAND","19774","28201","421","20","237","4","5","27","22863","49023","13768","103","8","373","257","6661","1359","1261","30140","34914","6498","71552","1"
"COLUMBUS","13401","11823","123","7","54","3","1","4","12796","22987","10534","980","4","65","93","2878","671","650","16268","19166","2778","38212","1"
"CRAVEN","20397","30315","604","40","271","9","8","9","29189","56006","14756","200","10","1359","341","5457","2713","2606","34726","40700","5416","80842","1"
