"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36488","38274","626","50","0","0","0","0","44005","75910","24472","261","20","1318","638","10239","6585","7710","49455","59641","10347","119443","1"
"ALEXANDER","3654","12744","116","3","0","0","0","0","9202","22311","944","33","1","163","37","1731","499","594","11547","12317","1855","25719","1"
"ALLEGHANY","1518","3615","37","1","0","0","0","0","3010","7152","80","12","0","8","13","725","191","265","3654","3859","668","8181","1"
"ANSON","7654","3416","54","6","0","0","0","0","4776","6691","6094","31","2","91","25","2698","274","218","5924","7209","2773","15906","1"
"ASHE","3378","9582","96","5","0","0","0","0","7561","18749","115","26","2","58","17","1376","279","363","9213","10080","1329","20622","1"
"AVERY","1119","7104","66","4","0","0","0","0","4108","11150","57","17","0","30","14","973","160","146","5521","5985","895","12401","1"
"BEAUFORT","8984","13352","119","10","0","0","0","0","11318","23746","6511","38","3","62","52","2520","851","795","14316","16776","2691","33783","1"
"BERTIE","7014","1801","41","1","0","0","0","0","3476","4593","6672","17","0","30","16","934","71","51","5080","6309","944","12333","1"
"BLADEN","8106","5987","76","11","0","0","0","0","8540","12503","7043","398","6","27","88","2047","608","667","9555","11360","1805","22720","1"
"BRUNSWICK","27293","59276","728","42","0","0","0","0","57078","120081","9351","420","11","662","234","10588","3070","2735","61379","70856","12182","144417","1"
"BUNCOMBE","71142","44916","1555","249","0","0","0","0","96328","176083","10295","366","43","1685","1005","18061","6652","6306","91105","106208","16877","214190","1"
"BURKE","11320","25136","359","27","0","0","0","0","23423","50065","3069","99","2","988","128","4201","1713","1720","26333","29314","4618","60265","1"
"CABARRUS","43388","52145","1081","126","0","0","0","0","64425","97840","33235","426","20","4345","699","15691","8909","8934","67200","78589","15376","161165","1"
"CALDWELL","8642","27915","343","17","0","0","0","0","18909","46052","2537","77","0","213","141","5602","1204","1393","24529","27180","4117","55826","1"
"CAMDEN","1185","3406","64","6","0","0","0","0","3836","6787","860","8","2","41","15","611","173","87","3794","4031","672","8497","1"
"CARTERET","8340","26756","347","25","0","0","0","0","21775","49475","2092","103","7","327","121","4174","944","866","24921","27902","4420","57243","1"
"CASWELL","5438","4761","58","3","0","0","0","0","5247","9693","4321","24","1","37","48","1103","280","297","6718","7641","1148","15507","1"
"CATAWBA","19558","51237","677","54","0","0","0","0","45839","90124","8954","154","9","2763","317","9365","5679","5874","50754","56589","10022","117365","1"
"CHATHAM","20928","15025","305","30","0","0","0","0","27621","46418","5800","133","9","1354","249","7246","2700","2837","26181","30390","7338","63909","1"
"CHEROKEE","2961","13139","150","9","0","0","0","0","8345","22815","253","117","2","106","29","967","315","288","11621","12429","554","24604","1"
"CHOWAN","3151","3264","48","1","0","0","0","0","3588","6637","2546","16","6","18","22","664","143","102","4390","5203","459","10052","1"
"CLAY","1258","5094","52","2","0","0","0","0","3691","9443","42","16","0","18","9","481","88","104","4605","5037","455","10097","1"
"CLEVELAND","18093","27725","400","20","0","0","0","0","22874","47632","13051","94","8","392","211","6236","1488","1313","29095","33880","6137","69112","1"
"COLUMBUS","11729","11883","122","8","0","0","0","0","13246","22400","9910","976","4","59","81","2838","720","694","15718","18463","2807","36988","1"
"CRAVEN","18484","28906","539","43","0","0","0","0","28369","53266","13518","178","8","1313","263","4995","2800","2465","32759","38511","5071","76341","1"
"CUMBERLAND","82688","50839","1762","165","0","0","0","0","85205","85411","85571","2416","125","3714","1960","25865","15597","15210","87398","108154","25107","220659","1"
"CURRITUCK","3029","10562","205","5","0","0","0","0","10596","20904","1184","40","3","130","64","1541","531","310","11077","11748","1572","24397","1"
"DARE","6213","11399","223","18","0","0","0","0","14593","29255","534","33","1","124","62","1723","714","434","14710","15985","1751","32446","1"
"DAVIDSON","20658","59181","684","38","0","0","0","0","41361","94758","11286","257","7","1009","265","10236","4104","4226","52413","59058","10451","121922","1"
"DAVIE","4426","17135","154","14","0","0","0","0","11745","27935","1939","40","0","158","85","2390","927","1094","14808","16414","2252","33474","1"
"DUPLIN","9694","10656","120","11","0","0","0","0","11481","18580","7801","62","3","65","121","3284","2046","2663","13488","15675","2799","31962","1"
"DURHAM","122097","22645","1046","219","0","0","0","0","98535","115068","71989","573","45","9427","2538","32388","12514","13941","94563","120012","29967","244542","1"
"EDGECOMBE","18955","6911","115","12","0","0","0","0","9446","12092","18370","64","3","58","94","4011","747","771","13639","17780","4020","35439","1"
"FORSYTH","94614","71590","1607","189","0","0","0","0","104295","160749","64752","509","36","3794","1452","27324","13679","15955","109985","136087","26223","272295","1"
"FRANKLIN","16546","17750","386","20","0","0","0","0","21410","35245","12458","138","6","414","188","5136","2527","2597","23383","26718","6011","56112","1"
"GASTON","40227","62748","1162","70","0","0","0","0","58444","110451","29509","335","16","1596","644","13158","6942","7640","69200","81459","11992","162651","1"
"GATES","2999","2331","33","2","0","0","0","0","2836","5208","2315","17","0","10","37","529","85","58","3596","4018","587","8201","1"
"GRAHAM","921","3255","30","0","0","0","0","0","2023","5647","11","273","1","15","5","225","52","45","2953","3072","204","6229","1"
"GRANVILLE","14834","11688","222","9","0","0","0","0","14958","22463","10838","76","2","188","179","6594","1371","1364","16181","18544","6986","41711","1"
"GREENE","4294","2729","28","4","0","0","0","0","3871","5927","3539","9","1","16","14","848","572","602","4637","5535","754","10926","1"
"GUILFORD","152102","88911","2013","244","0","0","0","0","145731","193051","128568","971","57","10966","2547","34817","18024","17007","161721","201138","26142","389001","1"
"HALIFAX","18366","4856","96","8","0","0","0","0","10972","13273","17122","949","4","186","121","2191","452","356","14408","17710","2180","34298","1"
"HARNETT","23976","34377","787","72","0","0","0","0","34853","57447","18433","485","34","857","500","10152","6157","6742","39104","45351","9610","94065","1"
"HAYWOOD","10930","17285","312","30","0","0","0","0","19367","43925","494","138","0","176","98","2359","734","799","21694","24527","1703","47924","1"
"HENDERSON","16815","32465","609","59","0","0","0","0","41288","78616","2392","152","14","589","370","5973","3130","3525","39167","46290","5779","91236","1"
"HERTFORD","7998","1716","40","5","0","0","0","0","3740","4486","7790","89","3","41","49","885","156","112","5568","7107","824","13499","1"
"HOKE","12958","8051","301","26","0","0","0","0","14798","13615","12776","1942","22","384","221","4366","2808","2805","14942","17660","3532","36134","1"
"HYDE","1171","720","13","0","0","0","0","0","1110","2265","513","2","0","2","7","161","64","69","1340","1519","155","3014","1"
"IREDELL","27266","61272","904","54","0","0","0","0","58350","112740","16201","215","14","1800","410","10621","5845","6134","64957","71629","11260","147846","1"
"JACKSON","7696","8801","218","25","0","0","0","0","13863","24310","573","1531","9","239","181","2997","763","906","13000","14629","2974","30603","1"
"JOHNSTON","40706","61468","1200","93","0","0","0","0","64716","110205","28352","458","31","1286","575","17419","9857","11576","71996","82654","13533","168183","1"
"JONES","2140","2405","29","0","0","0","0","0","2422","4284","1817","12","2","19","22","717","123","134","2952","3341","703","6996","1"
"LEE","11895","12945","311","22","0","0","0","0","16008","25996","7324","135","9","339","246","3888","3244","4131","17219","20398","3564","41181","1"
"LENOIR","14733","10662","131","19","0","0","0","0","11959","18297","13882","51","5","102","116","4026","1025","1053","14731","18777","3996","37504","1"
"LINCOLN","11096","33908","415","17","0","0","0","0","24678","58365","3816","88","2","369","150","5218","2106","2475","30962","33685","5467","70114","1"
"MACON","4501","12655","196","10","0","0","0","0","11859","26538","203","68","1","121","56","1505","729","765","13602","15114","505","29221","1"
"MADISON","4525","5111","115","15","0","0","0","0","7783","15467","113","28","3","64","40","1600","234","203","7557","8127","1865","17549","1"
"MARTIN","6903","3686","60","7","0","0","0","0","5636","8546","5845","24","1","24","51","1536","265","241","6546","8217","1529","16292","1"
"MCDOWELL","4913","13935","178","11","0","0","0","0","11897","27779","837","39","0","155","120","1299","705","735","14109","15289","1536","30934","1"
"MECKLENBURG","319985","157564","5430","600","0","0","0","0","341788","412990","246095","2106","94","26129","4740","81839","51374","53363","342807","410862","71698","825367","1"
"MITCHELL","937","6444","55","4","0","0","0","0","3772","9922","48","13","1","17","15","1072","124","157","4948","5376","888","11212","1"
"MONTGOMERY","4422","6703","76","7","0","0","0","0","6016","11947","2737","46","1","182","42","1471","798","923","7480","8385","1359","17224","1"
"MOORE","14632","33548","606","25","0","0","0","0","31620","64230","7273","393","8","769","245","4874","2639","2310","35247","40998","4186","80431","1"
"NASH","25912","20028","266","23","0","0","0","0","24135","34360","26244","362","6","381","257","6422","2332","2290","28772","35057","6535","70364","1"
"NEW HANOVER","48795","54904","1343","137","0","0","0","0","80344","140472","17816","404","15","1650","741","19137","5288","4912","75394","89649","20480","185523","1"
"NORTHAMPTON","7045","1645","33","2","0","0","0","0","3901","4999","6587","30","0","11","14","884","101","88","5413","6299","914","12626","1"
"ONSLOW","21491","50831","1664","65","0","0","0","0","57164","87785","18692","492","73","1919","746","13039","8469","8914","55936","62987","12292","131215","1"
"ORANGE","49405","13228","472","83","0","0","0","0","48390","75577","11422","231","9","5706","1029","12557","5047","4934","45298","54101","12179","111578","1"
"PAMLICO","2478","4298","51","5","0","0","0","0","3405","8003","1337","25","1","46","16","656","153","147","4585","5014","638","10237","1"
"PASQUOTANK","9608","8063","191","18","0","0","0","0","12509","16832","9242","35","4","168","147","3198","763","514","12562","14685","3142","30389","1"
"PENDER","10172","22177","404","18","0","0","0","0","20739","40953","5540","142","5","262","142","4779","1687","1719","23068","25341","5101","53510","1"
"PERQUIMANS","2541","3883","56","4","0","0","0","0","3952","7587","1750","18","2","25","19","912","123","84","4420","5070","946","10436","1"
"PERSON","8768","8804","124","9","0","0","0","0","10454","18257","6785","110","3","58","91","2158","697","700","12098","14011","2050","28159","1"
"PITT","45291","31175","689","79","0","0","0","0","47239","64541","39406","241","12","1162","629","13482","5000","4245","48905","61681","13887","124473","1"
"POLK","3392","6602","108","4","0","0","0","0","7033","15121","577","15","2","54","36","1034","300","334","7612","8917","610","17139","1"
"RANDOLPH","13875","51802","541","25","0","0","0","0","32514","78912","6163","299","9","825","213","7686","4650","5259","43277","48351","7129","98757","1"
"RICHMOND","10449","8157","107","14","0","0","0","0","9604","16348","8309","398","3","154","49","2110","960","771","12051","14341","1939","28331","1"
"ROBESON","29888","16162","221","27","0","0","0","0","30235","19818","18235","25377","47","297","434","8862","3463","2779","31150","38684","6699","76533","1"
"ROCKINGHAM","16084","26232","336","26","0","0","0","0","21071","44637","11149","106","1","235","162","5807","1652","1693","28063","32648","3038","63749","1"
"ROWAN","21385","43661","632","48","0","0","0","0","34955","72185","15546","165","8","595","318","7918","3946","4267","43228","49149","8304","100681","1"
"RUTHERFORD","8596","21095","251","17","0","0","0","0","17039","37995","3758","44","1","157","94","3839","1110","1079","20157","23113","3728","46998","1"
"SAMPSON","11581","16009","174","15","0","0","0","0","10711","22233","9625","520","2","100","111","3040","2859","3384","16713","19537","2240","38490","1"
"SCOTLAND","8445","5069","79","13","0","0","0","0","8188","9380","7446","1774","18","170","116","2574","316","289","8574","10787","2433","21794","1"
"STANLY","7911","22769","230","35","0","0","0","0","15907","35830","4895","82","7","461","69","4424","1084","1049","19752","22302","4798","46852","1"
"STOKES","4680","18103","207","18","0","0","0","0","10644","28945","1248","55","2","79","79","2720","524","584","16055","17480","117","33652","1"
"SURRY","7998","23567","220","19","0","0","0","0","16725","40726","1600","47","3","137","96","4028","1892","2445","21406","23874","3249","48529","1"
"SWAIN","2454","3322","73","11","0","0","0","0","4079","7408","94","1601","1","39","36","590","170","116","4473","4947","519","9939","1"
"TRANSYLVANIA","5371","8633","150","8","0","0","0","0","12397","23551","712","44","2","104","71","1672","403","313","11652","13221","1686","26559","1"
"TYRRELL","935","508","11","1","0","0","0","0","919","1446","629","3","0","21","4","223","48","45","1027","1117","230","2374","1"
"UNION","38186","72142","1126","84","0","0","0","0","71096","119780","19159","545","15","4883","728","28485","9039","9847","74841","83044","24749","182634","1"
"VANCE","14562","5362","112","11","0","0","0","0","7913","11190","13338","56","4","106","90","2244","932","957","11186","14569","2205","27960","1"
"WAKE","280492","173710","5408","638","0","0","0","0","386414","508702","147608","2227","94","38783","4838","94243","50167","41906","353662","407998","85002","846662","1"
"WARREN","7309","2545","42","2","0","0","0","0","3481","5663","6044","532","3","35","43","843","216","173","5694","6800","885","13379","1"
"WASHINGTON","4210","1554","23","2","0","0","0","0","2301","3615","3620","8","2","16","13","708","108","79","3319","4083","688","8090","1"
"WATAUGA","10597","12361","315","62","0","0","0","0","21148","38425","827","51","13","375","426","3513","853","1403","19256","21963","3264","44483","1"
"WAYNE","25312","26674","438","32","0","0","0","0","23908","41731","23193","149","6","559","365","5984","4377","4054","31892","38194","6278","76364","1"
"WILKES","5939","25214","190","11","0","0","0","0","13853","39200","1561","49","0","156","94","3109","1038","1177","19981","21994","3232","45207","1"
"WILSON","22507","14132","236","24","0","0","0","0","17268","26545","20685","122","2","299","135","3923","2456","2314","22342","28159","3666","54167","1"
"YADKIN","2674","14697","126","4","0","0","0","0","8034","21925","724","23","2","68","36","1771","986","1195","11391","12342","1802","25535","1"
"YANCEY","3353","5541","82","9","0","0","0","0","5444","12969","70","28","1","30","22","1126","183","195","6466","7018","945","14429","1"
