"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36497","38286","626","50","0","0","0","0","44008","75933","24479","260","20","1319","639","10231","6586","7708","49475","59646","10346","119467","1"
"ALEXANDER","3654","12744","116","3","0","0","0","0","9203","22312","944","33","1","163","37","1731","499","594","11547","12318","1855","25720","1"
"ALLEGHANY","1517","3616","37","1","0","0","0","0","3010","7154","80","12","0","8","13","723","191","265","3655","3859","667","8181","1"
"ANSON","7656","3416","54","6","0","0","0","0","4781","6692","6096","32","2","91","25","2701","274","218","5926","7210","2777","15913","1"
"ASHE","3379","9581","96","5","0","0","0","0","7561","18749","115","26","2","58","17","1376","279","363","9213","10080","1329","20622","1"
"AVERY","1119","7107","66","4","0","0","0","0","4109","11154","57","17","0","30","14","973","160","146","5524","5986","895","12405","1"
"BEAUFORT","8981","13345","119","10","0","0","0","0","11316","23739","6509","38","3","62","52","2517","851","795","14308","16773","2690","33771","1"
"BERTIE","7007","1800","41","1","0","0","0","0","3473","4591","6663","17","0","30","16","934","71","51","5074","6304","944","12322","1"
"BLADEN","8106","5987","76","11","0","0","0","0","8542","12504","7043","398","6","27","88","2048","608","667","9556","11360","1806","22722","1"
"BRUNSWICK","27304","59296","728","42","0","0","0","0","57100","120125","9353","420","11","663","235","10591","3072","2737","61397","70885","12188","144470","1"
"BUNCOMBE","71155","44927","1555","249","0","0","0","0","96338","176116","10301","366","43","1686","1004","18057","6651","6307","91128","106221","16875","214224","1"
"BURKE","11331","25151","360","27","0","0","0","0","23435","50100","3071","99","2","988","128","4203","1713","1720","26358","29326","4620","60304","1"
"CABARRUS","43394","52157","1081","126","0","0","0","0","64435","97859","33236","427","20","4345","699","15698","8909","8934","67209","78603","15381","161193","1"
"CALDWELL","8643","27917","343","17","0","0","0","0","18913","46056","2537","77","0","213","141","5605","1204","1393","24530","27185","4118","55833","1"
"CAMDEN","1186","3407","65","6","0","0","0","0","3837","6790","860","8","2","41","15","612","173","87","3797","4031","673","8501","1"
"CARTERET","8349","26763","348","25","0","0","0","0","21777","49495","2093","103","7","327","121","4173","943","866","24930","27913","4419","57262","1"
"CASWELL","5441","4762","58","3","0","0","0","0","5246","9694","4322","24","1","37","48","1104","280","297","6718","7643","1149","15510","1"
"CATAWBA","19569","51241","677","54","0","0","0","0","45854","90147","8958","154","9","2765","317","9365","5680","5875","50769","56602","10024","117395","1"
