"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36488","38305","615","49","0","0","0","0","44491","76040","24595","262","20","1325","635","10371","6700","7810","49618","59856","10474","119948","1"
"ALEXANDER","3616","12767","113","4","0","0","0","0","9274","22358","945","33","1","167","37","1726","507","605","11579","12347","1848","25774","1"
"ALLEGHANY","1495","3620","34","1","0","0","0","0","3045","7167","80","12","0","8","13","720","195","270","3666","3868","661","8195","1"
"ANSON","7666","3424","56","6","0","0","0","0","4832","6736","6132","31","2","93","25","2686","279","221","5964","7253","2767","15984","1"
"ASHE","3332","9612","98","5","0","0","0","0","7638","18804","117","26","2","57","17","1379","283","364","9256","10106","1323","20685","1"
"AVERY","1113","7095","65","4","0","0","0","0","4107","11137","56","17","0","30","14","969","161","145","5517","5980","887","12384","1"
"BEAUFORT","8881","13349","119","11","0","0","0","0","11437","23735","6501","39","3","61","52","2547","859","803","14308","16768","2721","33797","1"
"BERTIE","7014","1800","41","1","0","0","0","0","3556","4604","6701","17","0","29","16","966","79","58","5097","6338","977","12412","1"
"BLADEN","8059","6013","72","10","0","0","0","0","8672","12519","7055","399","7","27","88","2112","619","682","9583","11379","1864","22826","1"
"BRUNSWICK","27373","59587","723","45","0","0","0","0","57513","120842","9402","424","11","667","232","10544","3119","2779","61752","71320","12169","145241","1"
"BUNCOMBE","71247","44914","1538","250","0","0","0","0","97219","176946","10369","363","43","1695","993","18002","6757","6372","91609","106683","16876","215168","1"
"BURKE","11279","25223","356","30","0","0","0","0","23608","50264","3082","100","2","986","129","4180","1753","1757","26449","29433","4614","60496","1"
"CABARRUS","43538","52168","1073","129","0","0","0","0","64986","98029","33553","433","20","4402","703","15686","9068","9066","67535","78952","15407","161894","1"
"CALDWELL","8633","27927","342","17","0","0","0","0","19014","46113","2542","77","0","217","140","5616","1228","1416","24552","27254","4127","55933","1"
"CAMDEN","1192","3433","65","7","0","0","0","0","3840","6809","862","8","2","44","15","619","178","89","3816","4040","681","8537","1"
"CARTERET","8313","26819","341","25","0","0","0","0","22023","49668","2111","106","7","330","121","4215","963","879","25033","28031","4457","57521","1"
"CASWELL","5444","4788","59","4","0","0","0","0","5276","9734","4339","24","1","37","49","1104","283","301","6743","7678","1150","15571","1"
"CATAWBA","19582","51384","671","55","0","0","0","0","46266","90559","9010","154","9","2785","319","9358","5764","5918","51059","56877","10022","117958","1"
"CHATHAM","20984","15052","306","31","0","0","0","0","27742","46589","5817","132","9","1365","247","7211","2745","2865","26299","30503","7313","64115","1"
"CHEROKEE","2968","13220","150","9","0","0","0","0","8403","22958","255","117","2","107","29","961","321","292","11698","12500","552","24750","1"
"CHOWAN","3148","3269","48","1","0","0","0","0","3608","6639","2545","16","6","19","23","684","142","102","4394","5212","468","10074","1"
"CLAY","1256","5119","52","2","0","0","0","0","3721","9497","42","16","0","19","9","478","89","105","4635","5064","451","10150","1"
"CLEVELAND","18029","27814","395","19","0","0","0","0","23104","47834","13105","96","8","393","210","6193","1522","1345","29236","34012","6113","69361","1"
"COLUMBUS","11674","11929","125","9","0","0","0","0","13449","22489","9953","976","4","62","80","2887","735","707","15792","18535","2859","37186","1"
"CRAVEN","18536","29014","538","50","0","0","0","0","28594","53513","13602","181","7","1321","260","5012","2836","2490","32931","38709","5092","76732","1"
"CUMBERLAND","82573","50778","1755","170","0","0","0","0","85275","85364","85586","2415","124","3722","1950","25734","15656","15237","87406","108144","25001","220551","1"
"CURRITUCK","3031","10622","205","5","0","0","0","0","10654","20978","1193","41","4","134","63","1563","541","319","11133","11808","1576","24517","1"
"DARE","6200","11436","225","18","0","0","0","0","14714","29390","534","33","1","126","61","1724","724","446","14784","16052","1757","32593","1"
"DAVIDSON","20721","59291","668","38","0","0","0","0","41732","95086","11395","257","7","1020","262","10224","4199","4303","52654","59319","10477","122450","1"
"DAVIE","4443","17179","154","14","0","0","0","0","11855","28054","1963","40","0","160","84","2383","961","1120","14889","16502","2254","33645","1"
"DUPLIN","9637","10695","121","11","0","0","0","0","11604","18634","7799","62","3","65","121","3304","2080","2687","13531","15700","2837","32068","1"
"DURHAM","122443","22588","1028","212","0","0","0","0","99143","115575","72222","569","45","9508","2524","32228","12743","14082","94984","120563","29867","245414","1"
"EDGECOMBE","18892","6927","114","15","0","0","0","0","9627","12090","18374","62","2","58","91","4139","759","786","13664","17768","4143","35575","1"
"FORSYTH","94331","71191","1597","188","0","0","0","0","103888","159952","64556","508","37","3777","1446","27257","13662","15927","109538","135545","26112","271195","1"
"FRANKLIN","16574","17823","377","20","0","0","0","0","21644","35469","12519","137","6","416","185","5132","2574","2632","23551","26857","6030","56438","1"
"GASTON","40221","62786","1151","73","0","0","0","0","58805","110618","29661","334","18","1602","639","13111","7053","7735","69380","81696","11960","163036","1"
"GATES","2966","2352","32","3","0","0","0","0","2884","5231","2326","17","0","10","38","528","87","60","3614","4038","585","8237","1"
"GRAHAM","912","3267","27","0","0","0","0","0","2038","5656","11","274","1","14","5","231","52","45","2957","3082","205","6244","1"
"GRANVILLE","14771","11724","221","10","0","0","0","0","15083","22509","10862","76","2","188","180","6607","1385","1385","16219","18594","6996","41809","1"
"GREENE","4293","2737","28","6","0","0","0","0","3913","5959","3554","9","1","16","14","849","575","607","4657","5562","758","10977","1"
"GUILFORD","152410","88911","1993","242","0","0","0","0","147272","193537","129096","977","57","11020","2537","35326","18278","17185","162325","201868","26635","390828","1"
"HALIFAX","18350","4860","95","7","0","0","0","0","11008","13260","17143","945","4","185","121","2209","453","354","14415","17721","2184","34320","1"
"HARNETT","24099","34558","789","77","0","0","0","0","35348","57907","18612","486","35","872","499","10161","6299","6867","39444","45774","9653","94871","1"
"HAYWOOD","10876","17330","311","30","0","0","0","0","19573","44122","497","139","0","178","98","2346","740","805","21783","24636","1701","48120","1"
"HENDERSON","16874","32558","614","60","0","0","0","0","41558","79001","2409","151","16","597","371","5925","3194","3594","39365","46526","5773","91664","1"
"HERTFORD","7965","1718","40","5","0","0","0","0","3758","4485","7763","89","3","41","49","900","156","112","5560","7093","833","13486","1"
"HOKE","13012","8085","302","27","0","0","0","0","15028","13722","12844","1951","21","386","220","4450","2860","2847","15044","17793","3617","36454","1"
"HYDE","1168","720","13","0","0","0","0","0","1101","2251","511","2","0","2","7","165","64","69","1336","1513","153","3002","1"
"IREDELL","27401","61485","901","52","0","0","0","0","58902","113338","16375","213","14","1818","406","10621","5956","6236","65370","72085","11286","148741","1"
"JACKSON","7655","8854","220","27","0","0","0","0","13978","24401","571","1544","9","238","179","3016","776","909","13069","14671","2994","30734","1"
"JOHNSTON","40845","61579","1187","89","0","0","0","0","65422","110701","28616","461","31","1319","571","17336","10087","11737","72428","83153","13541","169122","1"
"JONES","2129","2414","29","0","0","0","0","0","2430","4297","1807","12","2","19","22","718","125","136","2954","3345","703","7002","1"
"LEE","11931","12960","311","24","0","0","0","0","16153","26112","7358","138","8","340","245","3882","3296","4171","17309","20507","3563","41379","1"
"LENOIR","14718","10712","131","19","0","0","0","0","12072","18379","13923","51","5","105","113","4030","1046","1071","14797","18846","4009","37652","1"
"LINCOLN","11123","34012","413","19","0","0","0","0","24867","58597","3846","87","3","373","152","5224","2152","2509","31093","33865","5476","70434","1"
"MACON","4467","12712","183","12","0","0","0","0","12016","26691","206","68","1","121","56","1505","742","775","13682","15201","507","29390","1"
"MADISON","4515","5117","120","15","0","0","0","0","7843","15526","113","29","3","66","40","1597","236","205","7585","8167","1858","17610","1"
"MARTIN","6899","3691","61","7","0","0","0","0","5666","8573","5854","25","1","24","51","1529","267","243","6562","8239","1523","16324","1"
"MCDOWELL","4872","13962","181","11","0","0","0","0","12017","27865","841","42","0","158","116","1307","714","742","14159","15334","1550","31043","1"
"MECKLENBURG","320602","157301","5375","601","0","0","0","0","343732","413835","247128","2107","94","26248","4708","81531","51960","53818","343885","412177","71549","827611","1"
"MITCHELL","928","6439","55","4","0","0","0","0","3818","9960","48","12","1","18","14","1065","126","158","4959","5402","883","11244","1"
"MONTGOMERY","4399","6731","75","7","0","0","0","0","6044","11986","2727","46","1","183","42","1464","807","934","7497","8405","1354","17256","1"
"MOORE","14688","33655","602","25","0","0","0","0","31870","64535","7315","396","8","777","246","4881","2682","2356","35422","41207","4211","80840","1"
"NASH","25728","20020","267","23","0","0","0","0","24750","34432","26340","361","6","385","256","6627","2381","2328","28882","35168","6738","70788","1"
"NEW HANOVER","49010","55007","1349","135","0","0","0","0","80881","141352","17889","412","15","1664","728","18943","5379","4978","75849","90240","20293","186382","1"
"NORTHAMPTON","7035","1636","32","2","0","0","0","0","3889","4984","6575","30","0","11","16","878","100","88","5399","6285","910","12594","1"
"ONSLOW","21557","51002","1662","69","0","0","0","0","57867","88373","18813","492","75","1937","749","13105","8613","9026","56361","63423","12373","132157","1"
"ORANGE","49416","13176","463","81","0","0","0","0","48644","75602","11423","231","9","5717","1025","12671","5102","4961","45355","54126","12299","111780","1"
"PAMLICO","2468","4303","51","5","0","0","0","0","3420","8019","1334","26","1","46","16","653","152","146","4587","5020","640","10247","1"
"PASQUOTANK","9603","8080","196","18","0","0","0","0","12645","16889","9260","35","4","166","146","3269","773","521","12599","14735","3208","30542","1"
"PENDER","10142","22181","402","18","0","0","0","0","20824","41030","5529","144","5","263","142","4754","1700","1731","23094","25382","5091","53567","1"
"PERQUIMANS","2497","3893","52","3","0","0","0","0","4092","7623","1754","18","2","25","19","972","124","84","4434","5095","1008","10537","1"
"PERSON","8739","8812","126","9","0","0","0","0","10560","18315","6802","110","3","57","90","2153","716","717","12143","14055","2048","28246","1"
"PITT","45365","31183","681","77","0","0","0","0","47697","64724","39582","243","14","1172","627","13576","5065","4298","49113","61903","13987","125003","1"
"POLK","3400","6630","104","3","0","0","0","0","7072","15189","577","15","2","55","36","1027","308","341","7647","8950","612","17209","1"
"RANDOLPH","13862","51886","532","26","0","0","0","0","32757","79086","6212","300","9","834","212","7675","4735","5326","43436","48487","7140","99063","1"
"RICHMOND","10415","8195","105","14","0","0","0","0","9702","16397","8321","402","4","156","49","2131","971","783","12085","14382","1964","28431","1"
"ROBESON","29813","16156","222","27","0","0","0","0","30257","19798","18207","25367","47","298","435","8843","3480","2791","31119","38669","6687","76475","1"
"ROCKINGHAM","15920","26353","327","27","0","0","0","0","21330","44806","11182","108","1","235","162","5801","1662","1705","28156","32743","3058","63957","1"
"ROWAN","21474","43768","620","49","0","0","0","0","35246","72448","15654","167","8","603","314","7917","4046","4342","43428","49398","8331","101157","1"
"RUTHERFORD","8519","21195","235","20","0","0","0","0","17187","38142","3764","44","1","157","90","3834","1124","1082","20238","23190","3728","47156","1"
"SAMPSON","11567","16020","175","17","0","0","0","0","10731","22235","9618","519","2","101","109","3046","2880","3404","16712","19547","2251","38510","1"
"SCOTLAND","8396","5096","78","13","0","0","0","0","8250","9388","7446","1778","18","172","116","2597","318","292","8579","10801","2453","21833","1"
"STANLY","7896","22794","231","35","0","0","0","0","15999","35912","4922","83","7","467","68","4402","1094","1064","19820","22359","4776","46955","1"
"STOKES","4659","18154","198","18","0","0","0","0","10716","29043","1244","56","2","80","80","2709","531","591","16099","17530","116","33745","1"
"SURRY","7942","23671","213","17","0","0","0","0","16914","40891","1611","48","3","137","97","4038","1932","2479","21504","23989","3264","48757","1"
"SWAIN","2455","3340","76","11","0","0","0","0","4108","7429","98","1614","1","39","36","598","175","119","4494","4970","526","9990","1"
"TRANSYLVANIA","5388","8656","151","7","0","0","0","0","12462","23668","710","44","2","105","70","1661","404","317","11707","13272","1685","26664","1"
"TYRRELL","931","504","11","1","0","0","0","0","915","1441","624","3","0","21","4","221","48","45","1024","1111","227","2362","1"
"UNION","38232","72219","1123","83","0","0","0","0","71599","120075","19239","542","15","4914","728","28606","9137","9937","75064","83305","24887","183256","1"
"VANCE","14544","5335","111","11","0","0","0","0","8032","11195","13374","57","5","106","92","2250","954","972","11198","14615","2220","28033","1"
"WAKE","281391","173383","5352","625","0","0","0","0","390191","510481","148491","2239","95","39067","4803","94910","50856","42436","355394","410000","85548","850942","1"
