"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36554","37857","640","43","306","8","7","16","41249","74679","23947","266","19","1262","650","9971","5886","7154","48315","58307","10058","116680","1"
"ALEXANDER","3776","12612","115","5","80","5","2","11","8926","22115","936","33","2","152","38","1793","463","567","11418","12240","1874","25532","1"
"ALLEGHANY","1578","3548","35","1","20","0","0","2","2890","7072","75","11","0","5","13","739","159","241","3578","3813","683","8074","1"
"ANSON","7844","3338","53","5","45","1","2","8","4538","6638","6062","32","1","91","23","2750","237","181","5880","7137","2817","15834","1"
"ASHE","3441","9426","97","5","34","0","0","1","7284","18430","112","25","3","55","20","1389","254","344","9025","9925","1338","20288","1"
"AVERY","1133","7061","62","4","22","0","1","2","3962","11013","55","16","0","26","14","985","138","130","5449","5895","903","12247","1"
"BEAUFORT","9221","13063","123","9","67","2","6","18","10735","23304","6481","39","3","60","54","2525","778","732","14007","16552","2685","33244","1"
"BERTIE","7031","1766","39","1","21","2","1","3","3314","4525","6603","17","1","27","15","917","73","54","5031","6224","923","12178","1"
"BLADEN","8240","5786","76","8","68","0","7","17","8204","12340","7042","396","6","27","88","1963","544","632","9475","11240","1691","22406","1"
"BRUNSWICK","27092","56929","688","34","328","5","6","16","53254","114694","8978","402","14","601","245","10728","2690","2471","58535","67708","12109","138352","1"
"BUNCOMBE","71359","44740","1528","229","694","19","14","59","91834","172980","10035","363","45","1615","1021","18298","6119","5917","89256","104230","16990","210476","1"
"BURKE","11531","24703","345","21","132","8","4","21","22584","49334","3045","95","2","947","130","4243","1553","1582","25890","28831","4628","59349","1"
"CABARRUS","42939","51621","1094","112","834","14","30","72","60463","95975","32165","418","22","4050","706","15770","8073","8263","65389","76530","15260","157179","1"
"CALDWELL","8810","27692","341","15","143","9","5","12","18140","45801","2530","77","0","204","144","5328","1083","1299","24257","26947","3963","55167","1"
"CAMDEN","1198","3243","67","6","29","1","0","2","3639","6603","855","8","2","35","16","513","153","73","3671","3946","568","8185","1"
"CARTERET","8540","26340","335","20","104","9","3","11","20878","48501","2069","99","7","312","122","4278","852","812","24350","27409","4481","56240","1"
"CASWELL","5516","4639","59","1","27","1","2","2","5066","9528","4318","24","1","37","46","1095","264","283","6630","7553","1130","15313","1"
"CATAWBA","19547","50604","653","50","456","21","18","59","43459","88387","8781","154","10","2619","320","9460","5136","5441","49627","55255","9985","114867","1"
"CHATHAM","20798","14841","304","27","155","2","7","5","26455","45396","5752","124","10","1243","258","7408","2403","2644","25565","29681","7348","62594","1"
"CHEROKEE","3012","12691","142","7","37","5","1","5","8028","22165","246","115","2","99","31","984","286","265","11293","12095","540","23928","1"
"CHOWAN","3177","3180","41","2","32","1","1","5","3426","6502","2548","15","6","17","23","629","125","95","4293","5120","452","9865","1"
"CLAY","1274","4993","52","2","5","0","2","2","3590","9268","43","16","0","18","11","480","84","102","4515","4952","453","9920","1"
"CLEVELAND","18347","27337","393","19","250","5","5","30","21793","46901","12869","96","7","361","221","6378","1346","1232","28612","33360","6207","68179","1"
"COLUMBUS","12421","11542","118","7","60","4","2","5","12254","22079","9874","938","4","60","84","2739","635","617","15481","18248","2684","36413","1"
"CRAVEN","18527","28328","540","40","279","12","9","17","26740","51979","13319","180","8","1242","268","4967","2529","2301","31887","37610","4995","74492","1"
"CUMBERLAND","82250","50096","1715","148","1414","36","62","127","78444","83645","83303","2337","122","3513","1983","25147","14242","14304","84654","105293","24345","214292","1"
"CURRITUCK","2998","10187","195","6","97","0","1","6","10089","20170","1157","42","3","122","67","1526","492","286","10677","11358","1544","23579","1"
"DARE","6681","11142","220","16","85","3","6","3","13550","28555","517","33","1","117","64","1769","650","388","14336","15585","1785","31706","1"
"DAVIDSON","20719","58339","678","32","429","15","13","42","39339","93204","10970","252","6","955","277","10306","3636","3861","51255","57928","10423","119606","1"
"DAVIE","4447","16938","154","14","93","1","1","4","11294","27493","1911","41","0","144","84","2439","834","1011","14568","16139","2239","32946","1"
"DUPLIN","9922","10431","118","10","79","4","3","8","10990","18301","7784","61","3","66","127","3370","1853","2531","13300","15442","2823","31565","1"
"DURHAM","121159","22660","1036","188","809","22","35","68","91807","112402","71094","560","46","9003","2540","30817","11322","13008","92043","117340","28401","237784","1"
"EDGECOMBE","19167","6871","111","9","141","4","6","13","8529","12032","18358","64","3","56","93","3570","675","711","13588","17722","3541","34851","1"
"FORSYTH","94140","71163","1582","161","1189","31","50","100","98148","158200","63937","508","37","3615","1460","26437","12370","14885","107847","133374","25343","266564","1"
"FRANKLIN","16547","17324","385","16","176","11","6","14","20109","34341","12214","143","6","380","187","5070","2247","2383","22714","26005","5869","54588","1"
"GASTON","39798","61931","1126","65","989","23","13","85","54946","108531","28501","320","15","1482","650","13250","6227","6973","67432","79567","11977","158976","1"
"GATES","3065","2245","31","2","26","0","1","4","2676","5083","2288","18","0","9","36","538","78","54","3502","3944","604","8050","1"
"GRAHAM","960","3188","29","0","2","1","1","2","1944","5542","10","269","1","17","5","236","47","41","2875","3040","212","6127","1"
"GRANVILLE","14987","11525","215","8","153","4","4","12","14119","22254","10744","73","4","177","183","6354","1238","1236","15980","18268","6779","41027","1"
"GREENE","4389","2694","28","2","43","4","7","3","3681","5923","3533","10","1","17","16","839","512","541","4615","5505","731","10851","1"
"GUILFORD","151682","88885","1967","231","1629","37","63","115","136956","191263","126178","977","58","10472","2593","33417","16607","15890","158694","197784","25087","381565","1"
"HALIFAX","18544","4831","94","7","113","2","5","6","10388","13139","17050","943","5","176","119","2131","427","322","14282","17599","2109","33990","1"
"HARNETT","23680","33317","759","57","539","17","22","43","32210","55319","17797","478","32","794","503","10237","5484","6154","37561","43575","9508","90644","1"
"HAYWOOD","11329","16954","317","26","146","5","10","14","18436","43268","489","133","0","165","93","2413","676","734","21311","24191","1735","47237","1"
"HENDERSON","16754","32135","604","45","262","20","5","29","39688","77224","2311","152","15","567","367","6086","2820","3277","38388","45363","5791","89542","1"
"HERTFORD","8111","1668","38","4","34","0","1","1","3539","4436","7775","91","3","40","51","849","151","107","5551","7062","783","13396","1"
"HOKE","12826","7867","301","24","171","6","7","15","13551","13156","12370","1880","22","367","227","4207","2539","2580","14411","17035","3322","34768","1"
"HYDE","1202","688","13","0","3","0","0","0","1058","2233","505","2","0","2","8","164","50","62","1321","1488","155","2964","1"
"IREDELL","26880","59867","868","44","529","11","14","46","55018","109856","15556","213","12","1682","418","10373","5167","5622","62862","69512","10903","143277","1"
"JACKSON","7843","8666","211","26","56","4","2","7","13285","23947","568","1498","9","232","175","2948","723","858","12766","14382","2952","30100","1"
"JOHNSTON","40071","60300","1159","89","919","25","34","91","60021","107023","27243","448","28","1158","593","17502","8714","10544","69538","79909","13262","162709","1"
"JONES","2195","2382","28","0","20","3","1","3","2287","4217","1826","10","2","21","25","713","105","118","2907","3315","697","6919","1"
"LEE","11943","12740","306","21","172","1","4","6","15153","25588","7215","141","9","328","256","3945","2864","3828","16834","19971","3541","40346","1"
