"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36700","33376","559","17","0","44","31912","70134","21079","253","0","0","0","0","11142","3964","43990","53930","4688","102608","0"
"ALEXANDER","5283","10853","90","0","0","14","7479","21579","927","35","0","0","0","0","1178","329","11108","11987","624","23719","0"
"ALLEGHANY","2200","2683","33","2","0","1","2229","6650","72","7","0","0","0","0","419","177","3319","3601","228","7148","0"
"ANSON","10132","2472","29","7","0","24","3369","6670","6839","27","0","0","0","0","2497","82","6218","7579","2236","16033","0"
"ASHE","4569","8016","78","3","0","5","5600","17432","104","20","0","0","0","0","715","205","8450","9471","350","18271","0"
"AVERY","1347","6728","52","3","0","3","3417","10898","76","18","0","0","0","0","558","89","5327","5949","274","11550","0"
"BEAUFORT","11972","11075","99","8","0","7","9402","22767","7720","45","0","0","0","0","2031","467","14274","16902","1387","32563","0"
"BERTIE","8656","1438","27","2","0","2","2703","4588","7658","19","0","0","0","0","563","37","5497","6941","390","12828","0"
"BLADEN","10868","4348","51","1","0","7","6688","12598","7924","383","0","0","0","0","1058","427","9914","11715","334","21963","0"
"BRUNSWICK","26039","40999","471","16","0","35","38441","89152","8592","320","0","0","0","0","7937","1357","46886","53999","5116","106001","0"
"BUNCOMBE","73831","44691","1531","159","0","79","75403","166393","10584","374","0","0","0","0","18343","3872","85715","101255","8724","195694","0"
"BURKE","15450","20368","288","18","0","26","18500","47549","3172","80","0","0","0","0","3849","946","25062","28175","1413","54650","0"
"CABARRUS","41416","49053","929","49","0","85","47440","94875","26156","353","0","0","0","0","17588","5187","60287","71288","7397","138972","0"
"CALDWELL","11613","24072","364","31","0","19","15360","46126","2699","65","0","0","0","0","2569","869","23996","26450","1013","51459","0"
"CAMDEN","1816","2584","60","0","0","2","3219","6293","962","10","0","0","0","0","416","35","3636","3851","194","7681","0"
"CARTERET","10671","22995","243","5","0","10","18291","46391","2468","97","0","0","0","0","3259","539","23438","26529","2248","52215","0"
"CASWELL","6905","3418","37","2","0","7","4371","9105","4813","17","0","0","0","0","805","156","6621","7661","458","14740","0"
"CATAWBA","22698","44043","460","16","0","45","35177","83276","8942","121","0","0","0","0","10100","3305","46289","52480","3670","102439","0"
"CHATHAM","20351","13156","275","16","0","23","20447","41216","6062","109","0","0","0","0","6881","1691","23068","27197","4003","54268","0"
"CHEROKEE","4281","9985","128","7","0","8","7018","20470","216","122","0","0","0","0","619","176","10147","11210","70","21427","0"
"CHOWAN","4180","2680","30","3","0","1","2958","6413","2979","12","0","0","0","0","448","60","4300","5377","175","9852","0"
"CLAY","1622","3851","55","3","0","5","3122","8258","46","15","0","0","0","0","339","57","4020","4432","206","8658","0"
"CLEVELAND","23177","21571","282","10","0","28","17861","45738","13421","85","0","0","0","0","3685","658","27914","32964","2051","62929","0"
"COLUMBUS","17173","8109","75","3","0","11","9766","21971","10759","943","0","0","0","0","1464","306","15718","18799","620","35137","0"
