"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","39350","31341","294","0","0","0","23613","69110","19187","233","0","0","0","0","6068","1764","41357","51240","2001","94598","0"
"ALEXANDER","7208","10586","54","0","0","0","6307","22573","1036","28","0","0","0","0","518","193","11533","12470","152","24155","0"
"ALLEGHANY","3006","2364","24","0","0","0","1826","6937","82","12","0","0","0","0","189","130","3377","3791","52","7220","0"
"ANSON","12529","2324","13","0","0","0","2468","7772","7715","39","0","0","0","0","1808","48","7069","8447","1818","17334","0"
"ASHE","6054","7829","43","0","0","0","4619","18156","97","19","0","0","0","0","273","127","8750","9739","56","18545","0"
"AVERY","1582","7304","34","0","0","0","3228","11758","101","29","0","0","0","0","260","68","5662","6401","85","12148","0"
"BEAUFORT","14910","10227","86","0","0","0","7462","23225","8549","35","0","0","0","0","876","240","14651","17593","441","32685","0"
"BERTIE","10911","1421","13","0","0","0","2087","5120","8700","18","0","0","0","0","594","28","6208","7827","397","14432","0"
"BLADEN","14673","2982","28","0","0","0","4942","13225","8440","296","0","0","0","0","664","248","10321","12183","121","22625","0"
"BRUNSWICK","26974","31277","270","0","0","0","27106","74210","8686","247","0","0","0","0","2484","731","39428","45237","962","85627","0"
"BUNCOMBE","75769","47288","976","0","0","0","62088","164773","11110","387","0","0","0","0","9851","2104","84159","99055","2907","186121","0"
"BURKE","20629","20147","217","0","0","0","16844","52100","3512","78","0","0","0","0","2147","476","26968","30629","240","57837","0"
"CABARRUS","39710","46532","518","0","0","0","34545","93707","19987","321","0","0","0","0","7290","2777","54918","64788","1599","121305","0"
"CALDWELL","16066","23846","281","0","0","0","13325","49250","2865","51","0","0","0","0","1352","537","25246","28008","264","53518","0"
"CAMDEN","2811","2073","28","0","0","0","2487","6064","1111","12","0","0","0","0","212","30","3525","3797","77","7399","0"
"CARTERET","13883","20876","201","0","0","0","15693","46124","2748","104","0","0","0","0","1677","343","23432","26407","814","50653","0"
"CASWELL","8753","3440","22","0","0","0","3274","9594","5484","20","0","0","0","0","391","76","6966","8368","155","15489","0"
"CATAWBA","29003","43826","292","0","0","0","28868","87227","9394","127","0","0","0","0","5241","1714","46826","54463","700","101989","0"
"CHATHAM","20376","12086","176","0","0","0","14361","37716","6310","94","0","0","0","0","2879","868","20833","24698","1468","46999","0"
"CHEROKEE","6692","8975","83","0","0","0","6161","21211","222","127","0","0","0","0","351","117","10257","11592","62","21911","0"
"CHOWAN","5440","2555","14","0","0","0","2533","6959","3326","11","0","0","0","0","246","39","4701","5767","74","10542","0"
"CLAY","2482","3437","32","0","0","0","2959","8693","41","17","0","0","0","0","159","41","4207","4672","31","8910","0"
"CLEVELAND","28445","19077","156","0","0","0","14190","46529","13653","88","0","0","0","0","1598","445","27800","33679","389","61868","0"
"COLUMBUS","23442","6225","48","0","0","0","7433","23634","11730","995","0","0","0","0","789","170","16640","20316","192","37148","0"
"CRAVEN","26575","23298","271","0","0","0","19345","49789","16072","139","0","0","0","0","3489","1155","31034","37502","953","69489","0"
"CUMBERLAND","101744","48001","739","0","0","0","52453","95370","83910","2113","0","0","0","0","21544","9223","88913","109365","4659","202937","0"
"CURRITUCK","4574","5969","96","0","0","0","7000","16075","998","51","0","0","0","0","515","120","8385","9099","155","17639","0"
"DARE","9650","8277","160","0","0","0","9856","26565","562","37","0","0","0","0","779","172","13270","14523","150","27943","0"
"DAVIDSON","29752","47770","368","0","0","0","26116","91141","9793","253","0","0","0","0","2819","1088","48228","55404","374","104006","0"
"DAVIE","6017","14865","77","0","0","0","7578","25714","1959","34","0","0","0","0","830","304","13227","15217","93","28537","0"
"DUPLIN","15084","7528","68","0","0","0","6641","18658","9181","43","0","0","0","0","1439","904","12871","15762","688","29321","0"
"DURHAM","119903","27999","780","0","0","0","57157","103504","79896","543","0","0","0","0","21896","5207","87953","112120","5766","205839","0"
"EDGECOMBE","28763","6045","53","0","0","0","4019","14357","23716","50","0","0","0","0","757","234","16927","21690","263","38880","0"
"FORSYTH","105928","76250","878","0","0","0","60192","161394","67706","463","0","0","0","0","13685","5576","107149","132883","3216","243248","0"
"FRANKLIN","18859","12173","167","0","0","0","9380","27607","11187","111","0","0","0","0","1674","580","18672","21243","664","40579","0"
"GASTON","46735","50935","463","0","0","0","35271","105535","21504","314","0","0","0","0","6051","2102","59196","72000","2208","133404","0"
"GATES","4925","1552","18","0","0","0","1843","5085","2926","10","0","0","0","0","317","26","3711","4344","283","8338","0"
"GRAHAM","2297","2829","14","0","0","0","1504","6209","2","311","0","0","0","0","122","44","3185","3404","55","6644","0"
"GRANVILLE","19834","8677","114","0","0","0","8158","22862","12314","95","0","0","0","0","1512","464","16339","19306","1138","36783","0"
"GREENE","7136","1884","24","0","0","0","2200","6573","4311","12","0","0","0","0","348","222","5169","6062","13","11244","0"
"GUILFORD","169400","95687","1384","0","0","0","86213","207949","121781","1000","0","0","0","0","21954","5895","156159","194939","1586","352684","0"
"HALIFAX","26618","4383","65","0","0","0","6979","15134","20546","1118","0","0","0","0","1247","200","16476","21177","392","38045","0"
"HARNETT","28249","23621","377","0","0","0","17216","48550","16022","466","0","0","0","0","4425","2070","31107","37769","587","69463","0"
"HAYWOOD","18474","12304","135","0","0","0","11388","41075","430","100","0","0","0","0","696","251","19424","22632","245","42301","0"
"HENDERSON","18251","30787","315","0","0","0","29209","73141","2283","142","0","0","0","0","2996","1255","35737","42219","606","78562","0"
"HERTFORD","11388","1464","19","0","0","0","2057","5086","9359","107","0","0","0","0","376","55","6408","8441","79","14928","0"
"HOKE","15339","6397","110","0","0","0","8572","13959","11855","2197","0","0","0","0","2407","1412","13623","16746","49","30418","0"
"HYDE","2255","500","4","0","0","0","726","2542","869","4","0","0","0","0","70","13","1607","1846","32","3485","0"
"IREDELL","32366","45736","406","0","0","0","32769","92654","13442","213","0","0","0","0","4968","1867","51980","58370","927","111277","0"
"JACKSON","10608","6678","105","0","0","0","9060","22582","484","1552","0","0","0","0","1833","240","11682","13504","1265","26451","0"
"JOHNSTON","38348","42222","465","0","0","0","29872","86603","17967","316","0","0","0","0","6021","2417","50611","58993","1303","110907","0"
"JONES","4138","1679","22","0","0","0","1627","4724","2555","16","0","0","0","0","171","52","3428","3992","46","7466","0"
"LEE","15800","9860","116","0","0","0","8568","24558","7554","120","0","0","0","0","2112","1452","15590","18560","194","34344","0"
"LENOIR","22803","9347","69","0","0","0","6744","21367","16615","56","0","0","0","0","925","335","17157","21623","183","38963","0"
"LINCOLN","15321","22242","131","0","0","0","14721","47509","3061","78","0","0","0","0","1767","835","24592","27326","497","52415","0"
"MACON","7509","9848","80","0","0","0","7621","24236","163","50","0","0","0","0","609","165","11496","13367","195","25058","0"
"MADISON","7188","4267","69","0","0","0","4899","15783","125","20","0","0","0","0","495","57","7801","8243","379","16423","0"
"MARTIN","11258","3186","42","0","0","0","3031","9443","7742","36","0","0","0","0","296","80","7851","9572","94","17517","0"
"MCDOWELL","9618","10166","88","0","0","0","8489","26972","866","25","0","0","0","0","498","217","13313","15048","0","28361","0"
"MECKLENBURG","306884","173519","2744","0","0","0","191844","390770","219979","1907","0","0","0","0","62335","20342","299280","363551","12160","674991","0"
"MITCHELL","1257","7272","18","0","0","0","3099","11436","26","15","0","0","0","0","169","64","5442","6150","54","11646","0"
"MONTGOMERY","7875","4600","27","0","0","0","3574","11811","3543","44","0","0","0","0","678","262","7369","8622","85","16076","0"
"MOORE","17814","26323","281","0","0","0","19447","53384","8288","317","0","0","0","0","1876","658","29123","34728","14","63865","0"
"NASH","35716","19113","136","0","0","0","11986","38403","26066","289","0","0","0","0","2193","727","30242","36393","316","66951","0"
"NEW HANOVER","53991","51449","1013","0","0","0","51047","127647","21661","338","0","0","0","0","7854","1995","70675","83540","3285","157500","0"
"NORTHAMPTON","11717","1353","13","0","0","0","2226","5969","8988","24","0","0","0","0","328","26","6668","8322","319","15309","0"
"ONSLOW","29954","33862","540","0","0","0","32098","69783","18041","321","0","0","0","0","8309","3801","42880","52137","1437","96454","0"
"ORANGE","52817","17469","602","0","0","0","37511","82872","13100","283","0","0","0","0","12144","2639","47941","57749","2709","108399","0"
"PAMLICO","4345","2769","19","0","0","0","2324","7346","1823","30","0","0","0","0","258","49","4376","4972","109","9457","0"
"PASQUOTANK","14485","5648","110","0","0","0","8108","15882","11076","55","0","0","0","0","1338","186","12586","15162","603","28351","0"
"PENDER","13619","13285","170","0","0","0","10015","29151","6623","64","0","0","0","0","1251","403","17240","19482","367","37089","0"
"PERQUIMANS","4557","2441","28","0","0","0","2894","7344","2407","14","0","0","0","0","155","41","4593","5312","15","9920","0"
"PERSON","13064","6064","73","0","0","0","6626","17866","7145","121","0","0","0","0","695","217","11723","13921","183","25827","0"
"PITT","57112","30181","480","0","0","0","28149","70134","39968","237","0","0","0","0","5583","1529","51177","63697","1048","115922","0"
"POLK","4742","5390","61","0","0","0","5261","14341","740","11","0","0","0","0","362","147","7030","8344","80","15454","0"
"RANDOLPH","21051","44739","285","0","0","0","24095","81108","5643","270","0","0","0","0","3149","1704","41833","47886","451","90170","0"
"RICHMOND","18721","5288","58","0","0","0","6444","19103","10119","369","0","0","0","0","920","264","13762","16552","197","30511","0"
"ROBESON","53068","8703","140","0","0","0","13045","23717","21835","26107","0","0","0","0","3297","851","32396","42201","359","74956","0"
"ROCKINGHAM","25678","19491","169","0","0","0","14049","45549","12002","113","0","0","0","0","1723","480","27122","32265","0","59387","0"
